election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,stat2011:100001,statistical_area,stat2011:100001,2011,100001,1,loc:10,10,תירוש,1,1,306,218,215,3,מחל,92,76,16,0.427907,2,4,0,0,0,0,14,0,0,0,0,12,0,92,1,0,0,0,0,4,0,0,1,9,0,76
K20,stat2011:10150001,statistical_area,stat2011:10150001,2011,10150001,1,loc:1015,1015,מבשרת ציון,4,4,2252,1829,1820,9,אמת,632,403,229,0.347253,632,4,1,0,0,0,90,1,0,0,0,155,24,403,144,0,0,0,0,303,0,1,21,18,1,22
K20,stat2011:10150002,statistical_area,stat2011:10150002,2011,10150002,2,loc:1015,1015,מבשרת ציון,8,8,4860,3664,3650,14,מחל,1215,847,368,0.332877,847,32,7,1,0,0,309,0,0,0,0,265,41,1215,273,3,1,1,0,338,0,0,33,131,1,152
K20,stat2011:10150003,statistical_area,stat2011:10150003,2011,10150003,3,loc:1015,1015,מבשרת ציון,6,6,3306,2536,2526,10,אמת,936,610,326,0.370546,936,8,4,0,0,0,97,0,0,0,0,173,33,610,243,3,0,0,0,340,0,0,19,21,1,38
K20,stat2011:10150004,statistical_area,stat2011:10150004,2011,10150004,4,loc:1015,1015,מבשרת ציון,4,4,2378,1561,1547,14,אמת,540,433,107,0.349063,540,8,4,0,0,0,47,0,0,0,0,116,11,433,195,0,0,0,0,156,1,0,5,16,1,14
K20,stat2011:10150005,statistical_area,stat2011:10150005,2011,10150005,5,loc:1015,1015,מבשרת ציון,5,5,3217,2437,2427,10,מחל,966,462,504,0.398022,462,12,3,0,0,0,112,0,0,0,0,204,38,966,130,1,0,0,0,236,0,1,17,76,1,168
K20,stat2011:10150006,statistical_area,stat2011:10150006,2011,10150006,6,loc:1015,1015,מבשרת ציון,5,4,2700,1991,1976,15,מחל,894,307,587,0.452429,307,10,4,0,0,1,104,0,0,0,1,202,28,894,85,0,0,2,1,145,0,1,10,39,0,142
K20,stat2011:10200001,statistical_area,stat2011:10200001,2011,10200001,1,loc:1020,1020,אור עקיבא,4,3,1840,1397,1392,5,מחל,606,208,398,0.435345,161,11,1,0,0,0,97,0,0,0,0,208,64,606,16,1,0,0,0,102,0,0,9,10,1,105
K20,stat2011:10200002,statistical_area,stat2011:10200002,2011,10200002,2,loc:1020,1020,אור עקיבא,5,5,3167,1741,1711,30,מחל,946,209,737,0.552893,59,7,8,0,0,0,58,0,0,0,0,209,137,946,6,0,1,0,0,41,0,2,21,26,4,186
K20,stat2011:10200003,statistical_area,stat2011:10200003,2011,10200003,3,loc:1020,1020,אור עקיבא,6,6,3925,2557,2542,15,מחל,1107,488,619,0.435484,111,69,10,0,0,0,136,1,0,0,0,342,138,1107,4,0,0,1,0,58,0,1,16,60,0,488
K20,stat2011:10200004,statistical_area,stat2011:10200004,2011,10200004,4,loc:1020,1020,אור עקיבא,4,4,2484,1631,1612,19,מחל,737,207,530,0.457196,134,25,0,0,0,0,82,0,0,0,0,207,200,737,18,1,0,0,0,100,0,1,19,10,1,77
K20,stat2011:10200005,statistical_area,stat2011:10200005,2011,10200005,5,loc:1020,1020,אור עקיבא,6,6,3195,2035,2018,17,מחל,822,475,347,0.407334,112,10,1,1,0,0,100,0,0,0,0,243,475,822,21,0,0,0,0,125,0,1,25,24,1,57
K20,stat2011:1020001,statistical_area,stat2011:1020001,2011,1020001,1,loc:102,102,מאיר שפיה,1,1,92,49,49,0,אמת,15,12,3,0.306122,15,0,0,0,0,0,2,0,0,0,0,9,1,12,8,0,0,0,0,2,0,0,0,0,0,0
K20,stat2011:10240001,statistical_area,stat2011:10240001,2011,10240001,1,loc:1024,1024,חרוצים,1,1,577,447,447,0,אמת,143,111,32,0.319911,143,1,0,0,0,0,31,1,0,0,0,51,9,111,33,1,0,1,0,47,0,0,3,4,1,10
K20,stat2011:1030001,statistical_area,stat2011:1030001,2011,1030001,1,loc:103,103,תל עדשים,1,1,750,613,612,1,אמת,263,116,147,0.429739,263,2,1,0,0,0,32,0,0,0,0,41,7,111,24,0,0,0,0,116,0,0,4,8,1,2
K20,stat2011:10310002,statistical_area,stat2011:10310002,2011,10310002,2,loc:1031,1031,שדרות,5,5,2909,1739,1717,22,מחל,697,190,507,0.405941,168,53,2,0,0,0,160,0,0,0,0,112,190,697,10,0,0,1,1,54,2,2,18,68,4,175
K20,stat2011:10310003,statistical_area,stat2011:10310003,2011,10310003,3,loc:1031,1031,שדרות,5,5,2884,1589,1547,42,מחל,640,194,446,0.413704,142,15,3,0,0,0,170,0,0,0,1,113,194,640,14,1,0,0,0,63,0,0,13,59,0,119
K20,stat2011:10310004,statistical_area,stat2011:10310004,2011,10310004,4,loc:1031,1031,שדרות,6,6,3547,2054,2031,23,מחל,841,438,403,0.414082,120,16,0,0,0,3,169,1,0,0,0,122,438,841,12,0,0,0,0,78,1,4,27,38,3,158
K20,stat2011:10310005,statistical_area,stat2011:10310005,2011,10310005,5,loc:1031,1031,שדרות,4,4,2528,1640,1623,17,מחל,678,189,489,0.417745,131,23,6,0,0,0,168,0,0,0,0,121,62,678,39,0,0,0,1,58,0,2,19,125,1,189
K20,stat2011:10310006,statistical_area,stat2011:10310006,2011,10310006,6,loc:1031,1031,שדרות,6,6,3406,2543,2522,21,מחל,1116,387,729,0.442506,168,26,6,0,0,0,387,0,0,0,0,172,128,1116,13,0,0,0,1,80,1,2,16,249,0,157
K20,stat2011:10310007,statistical_area,stat2011:10310007,2011,10310007,7,loc:1031,1031,שדרות,3,3,2186,1359,1327,32,מחל,642,263,379,0.483798,77,10,1,0,0,1,127,0,0,0,0,75,263,642,8,0,0,0,0,48,0,0,10,21,2,42
K20,stat2011:10340001,statistical_area,stat2011:10340001,2011,10340001,1,loc:1034,1034,קריית מלאכי,1,1,219,165,163,2,מחל,77,28,49,0.472393,3,0,0,0,0,0,23,0,0,0,0,14,3,77,1,0,0,0,0,6,0,0,0,8,0,28
K20,stat2011:10340002,statistical_area,stat2011:10340002,2011,10340002,2,loc:1034,1034,קריית מלאכי,5,5,2979,2133,2111,22,מחל,939,298,641,0.444813,175,13,0,0,0,0,167,0,0,0,0,252,38,939,9,0,0,0,0,86,0,0,29,105,0,298
K20,stat2011:10340003,statistical_area,stat2011:10340003,2011,10340003,3,loc:1034,1034,קריית מלאכי,4,4,2151,1323,1296,27,מחל,592,204,388,0.45679,87,8,2,0,0,0,101,0,1,0,0,119,54,592,4,0,1,5,0,48,1,1,13,54,1,204
K20,stat2011:10340004,statistical_area,stat2011:10340004,2011,10340004,4,loc:1034,1034,קריית מלאכי,3,3,1713,1272,1254,18,מחל,518,183,335,0.413078,79,9,0,0,0,0,88,1,0,0,0,109,29,518,5,0,0,1,0,52,0,3,9,183,1,167
K20,stat2011:10340005,statistical_area,stat2011:10340005,2011,10340005,5,loc:1034,1034,קריית מלאכי,4,4,2793,2017,1998,19,מחל,749,288,461,0.374875,164,14,0,0,0,0,182,0,1,0,0,206,32,749,4,0,0,0,0,55,0,1,16,288,2,284
K20,stat2011:10340006,statistical_area,stat2011:10340006,2011,10340006,6,loc:1034,1034,קריית מלאכי,6,6,3846,2428,2378,50,מחל,1190,311,879,0.500421,89,23,2,0,0,1,137,0,0,0,0,210,82,1190,8,2,3,1,0,68,1,6,16,225,3,311
K20,stat2011:10340007,statistical_area,stat2011:10340007,2011,10340007,7,loc:1034,1034,קריית מלאכי,3,3,1933,1238,1223,15,קץ,608,298,310,0.497138,9,34,0,0,0,0,51,0,0,0,0,26,19,298,1,0,0,1,0,8,1,1,7,608,1,158
K20,stat2011:10340008,statistical_area,stat2011:10340008,2011,10340008,8,loc:1034,1034,קריית מלאכי,1,1,389,321,319,2,קץ,235,33,202,0.736677,0,16,0,0,0,0,7,0,0,0,0,5,0,33,0,0,0,0,0,1,0,0,0,235,0,22
K20,stat2011:1040001,statistical_area,stat2011:1040001,2011,1040001,1,loc:104,104,מזרע,2,2,655,477,475,2,אמת,277,107,170,0.583158,277,1,0,0,0,0,11,0,0,0,0,10,1,7,107,0,0,0,0,49,0,0,10,0,2,0
K20,stat2011:10410001,statistical_area,stat2011:10410001,2011,10410001,1,loc:1041,1041,נצאצרה (שבט),1,1,349,152,147,5,ודעם,139,3,136,0.945578,0,0,139,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2
K20,stat2011:10430001,statistical_area,stat2011:10430001,2011,10430001,1,loc:1043,1043,גיזו,1,1,127,102,102,0,מחל,39,25,14,0.382353,25,1,0,0,0,0,6,0,0,0,0,5,0,39,13,0,0,0,0,11,0,0,0,0,0,2
K20,stat2011:10440001,statistical_area,stat2011:10440001,2011,10440001,1,loc:1044,1044,יעף,1,1,143,124,124,0,אמת,43,24,19,0.346774,43,0,1,0,0,0,2,0,0,0,0,13,0,24,15,0,0,0,0,23,0,0,1,2,0,0
K20,stat2011:10450001,statistical_area,stat2011:10450001,2011,10450001,1,loc:1045,1045,שתולה,1,1,225,161,161,0,מחל,55,26,29,0.341615,26,3,2,0,0,0,21,0,0,0,0,16,1,55,5,0,0,0,0,11,0,0,2,8,1,10
K20,stat2011:10460001,statistical_area,stat2011:10460001,2011,10460001,1,loc:1046,1046,אוהד,1,1,243,187,186,1,אמת,61,59,2,0.327957,61,0,2,0,0,0,10,0,0,0,0,13,3,59,6,0,0,0,0,21,0,0,2,4,0,5
K20,stat2011:10470001,statistical_area,stat2011:10470001,2011,10470001,1,loc:1047,1047,חזון,1,1,272,215,214,1,מחל,114,24,90,0.53271,7,22,0,0,0,0,24,0,0,0,0,8,5,114,1,0,0,0,0,5,0,0,0,8,0,20
K20,stat2011:10500001,statistical_area,stat2011:10500001,2011,10500001,1,loc:1050,1050,בית חשמונאי,2,2,1365,1087,1083,4,אמת,346,300,46,0.319483,346,1,0,0,0,0,59,0,0,0,0,110,12,300,41,2,0,0,0,178,0,1,10,4,0,19
K20,stat2011:10510001,statistical_area,stat2011:10510001,2011,10510001,1,loc:1051,1051,תלמי אליהו,1,1,241,158,157,1,מחל,48,40,8,0.305732,40,2,0,0,0,0,10,0,0,0,0,14,0,48,1,1,0,0,0,17,0,0,2,8,0,14
K20,stat2011:10520001,statistical_area,stat2011:10520001,2011,10520001,1,loc:1052,1052,קטורה,1,1,447,225,225,0,אמת,110,45,65,0.488889,110,1,3,0,0,0,8,0,0,0,0,12,12,10,45,0,0,0,0,20,0,0,4,0,0,0
K20,stat2011:10540001,statistical_area,stat2011:10540001,2011,10540001,1,loc:1054,1054,תל שבע,5,5,3075,1691,1669,22,ודעם,1567,33,1534,0.938886,12,0,1567,0,1,0,3,0,0,0,1,4,0,11,15,0,0,1,14,0,0,2,2,3,0,33
K20,stat2011:10540002,statistical_area,stat2011:10540002,2011,10540002,2,loc:1054,1054,תל שבע,2,2,1491,683,666,17,ודעם,553,71,482,0.83033,5,0,553,0,0,0,4,0,0,0,0,3,0,7,71,0,0,0,15,3,1,0,0,1,1,2
K20,stat2011:10540003,statistical_area,stat2011:10540003,2011,10540003,3,loc:1054,1054,תל שבע,5,5,3148,1286,1267,19,ודעם,1133,52,1081,0.894238,5,0,1133,1,0,2,3,0,0,0,1,5,3,9,52,1,0,2,23,3,0,1,1,2,1,19
K20,stat2011:10570001,statistical_area,stat2011:10570001,2011,10570001,1,loc:1057,1057,נווה זוהר,1,1,71,40,40,0,מחל,14,7,7,0.35,5,0,0,0,0,0,1,0,0,0,0,7,0,14,0,0,0,0,0,4,0,0,2,2,2,3
K20,stat2011:10580001,statistical_area,stat2011:10580001,2011,10580001,1,loc:1058,1058,שדה ניצן,1,1,323,180,180,0,אמת,110,19,91,0.611111,110,0,2,0,0,0,8,0,0,0,0,8,0,17,19,0,0,0,0,15,0,0,0,0,0,1
K20,stat2011:10590001,statistical_area,stat2011:10590001,2011,10590001,1,loc:1059,1059,כסיפה,10,10,6660,3249,3193,56,ודעם,2588,160,2428,0.810523,146,1,2588,0,0,0,6,2,0,0,28,160,1,56,39,4,0,1,51,50,3,5,4,12,2,34
K20,stat2011:10600001,statistical_area,stat2011:10600001,2011,10600001,1,loc:1060,1060,לקיה,9,9,6012,2696,2650,46,ודעם,2420,64,2356,0.913208,13,0,2420,1,1,1,2,0,0,0,15,24,2,20,64,0,1,3,42,4,0,2,0,5,1,29
K20,stat2011:1060001,statistical_area,stat2011:1060001,2011,1060001,1,loc:106,106,כפר גדעון,1,1,167,130,130,0,ג,41,22,19,0.315385,4,41,0,0,0,0,13,0,0,0,0,7,2,11,1,2,0,0,0,9,0,0,0,22,0,18
K20,stat2011:10610011,statistical_area,stat2011:10610011,2011,10610011,11,loc:1061,1061,נוף הגליל,8,8,5133,3309,3251,58,ל,898,836,62,0.276223,300,8,497,0,1,2,133,0,1,0,1,271,898,836,29,3,3,0,3,177,3,3,40,18,7,17
K20,stat2011:10610012,statistical_area,stat2011:10610012,2011,10610012,12,loc:1061,1061,נוף הגליל,4,4,2499,1575,1542,33,מחל,432,362,70,0.280156,124,2,266,0,1,1,66,0,0,0,0,105,362,432,18,0,0,0,1,106,0,3,24,13,2,16
K20,stat2011:10610021,statistical_area,stat2011:10610021,2011,10610021,21,loc:1061,1061,נוף הגליל,5,5,3262,1976,1934,42,ודעם,1052,249,803,0.54395,174,2,1052,0,0,0,31,0,0,0,0,68,164,249,86,0,0,0,5,55,0,0,11,23,0,14
K20,stat2011:10610022,statistical_area,stat2011:10610022,2011,10610022,22,loc:1061,1061,נוף הגליל,6,6,3349,1826,1789,37,מחל,441,399,42,0.246506,189,9,320,0,0,0,46,1,0,0,17,98,399,441,32,2,0,1,4,117,2,2,15,55,6,33
K20,stat2011:10610023,statistical_area,stat2011:10610023,2011,10610023,23,loc:1061,1061,נוף הגליל,4,4,2297,1035,1012,23,מחל,250,194,56,0.247036,161,12,194,0,0,0,23,0,0,0,0,57,155,250,23,2,0,0,1,63,0,0,13,42,2,14
K20,stat2011:10610024,statistical_area,stat2011:10610024,2011,10610024,24,loc:1061,1061,נוף הגליל,5,5,2991,1778,1742,36,מחל,463,430,33,0.265786,167,6,280,0,0,1,70,0,0,0,0,113,430,463,28,0,0,0,4,95,1,1,29,32,0,22
K20,stat2011:10610031,statistical_area,stat2011:10610031,2011,10610031,31,loc:1061,1061,נוף הגליל,4,4,2725,1725,1686,39,מחל,608,495,113,0.360617,84,5,116,1,0,0,65,0,0,0,0,145,495,608,17,2,0,0,0,106,2,0,17,15,2,6
K20,stat2011:10610032,statistical_area,stat2011:10610032,2011,10610032,32,loc:1061,1061,נוף הגליל,4,4,1966,1342,1324,18,מחל,340,278,62,0.256798,184,6,278,0,0,0,84,0,0,0,1,82,154,340,41,0,1,0,1,101,0,1,20,16,1,13
K20,stat2011:10610033,statistical_area,stat2011:10610033,2011,10610033,33,loc:1061,1061,נוף הגליל,5,5,2798,1413,1381,32,מחל,412,400,12,0.298335,116,7,66,0,1,0,77,0,0,0,0,121,400,412,7,1,1,0,2,82,1,1,22,28,1,35
K20,stat2011:10610034,statistical_area,stat2011:10610034,2011,10610034,34,loc:1061,1061,נוף הגליל,5,5,2727,1424,1391,33,מחל,389,297,92,0.279655,171,3,104,0,0,0,68,0,0,0,1,131,297,389,18,1,0,0,2,103,0,1,19,48,2,33
K20,stat2011:10610041,statistical_area,stat2011:10610041,2011,10610041,41,loc:1061,1061,נוף הגליל,6,6,3350,1718,1654,64,ל,489,471,18,0.295647,136,8,144,1,1,0,57,0,1,0,0,129,489,471,19,3,0,0,5,96,2,0,20,39,3,30
K20,stat2011:10610042,statistical_area,stat2011:10610042,2011,10610042,42,loc:1061,1061,נוף הגליל,3,3,1826,872,856,16,מחל,286,179,107,0.334112,61,2,108,0,0,0,51,0,0,0,0,70,179,286,6,1,0,0,0,49,0,0,8,17,1,17
K20,stat2011:10610043,statistical_area,stat2011:10610043,2011,10610043,43,loc:1061,1061,נוף הגליל,7,7,4164,2593,2552,41,מחל,877,402,475,0.343652,402,10,174,0,0,1,150,0,0,0,1,228,293,877,26,1,1,0,2,221,0,3,30,93,2,37
K20,stat2011:10630001,statistical_area,stat2011:10630001,2011,10630001,1,loc:1063,1063,מעלות-תרשיחא,5,5,2660,1859,1841,18,מחל,534,318,216,0.29006,265,13,122,0,0,0,131,0,0,0,0,172,318,534,29,1,0,0,3,105,0,1,20,36,0,91
K20,stat2011:10630003,statistical_area,stat2011:10630003,2011,10630003,3,loc:1063,1063,מעלות-תרשיחא,6,6,3771,2376,2308,68,ל,753,691,62,0.326256,185,15,3,2,0,2,92,0,0,0,2,201,753,691,23,1,0,4,2,166,1,4,41,16,2,102
K20,stat2011:10630004,statistical_area,stat2011:10630004,2011,10630004,4,loc:1063,1063,מעלות-תרשיחא,7,7,3394,2439,2416,23,מחל,672,481,191,0.278146,288,31,20,0,0,0,481,0,0,0,0,198,199,672,41,3,0,0,0,131,0,3,23,79,3,244
K20,stat2011:10630005,statistical_area,stat2011:10630005,2011,10630005,5,loc:1063,1063,מעלות-תרשיחא,8,8,4445,2653,2587,66,ל,780,760,20,0.301508,134,46,41,0,0,2,181,0,0,0,0,179,780,760,18,3,1,1,2,106,2,7,38,44,4,238
K20,stat2011:10630006,statistical_area,stat2011:10630006,2011,10630006,6,loc:1063,1063,מעלות-תרשיחא,5,5,3358,2442,2411,31,ודעם,2112,105,2007,0.875985,105,0,2112,0,0,0,4,0,0,0,0,16,17,51,47,0,0,2,10,2,0,1,4,31,1,8
K20,stat2011:10640001,statistical_area,stat2011:10640001,2011,10640001,1,loc:1064,1064,אמירים,1,1,509,384,382,2,אמת,164,62,102,0.429319,164,3,3,0,0,0,31,0,0,0,0,24,2,20,62,1,0,0,0,46,0,0,14,8,2,2
K20,stat2011:10650001,statistical_area,stat2011:10650001,2011,10650001,1,loc:1065,1065,זמרת,1,1,277,229,228,1,קץ,113,71,42,0.495614,1,1,0,0,0,0,19,0,0,0,0,8,0,71,0,0,0,1,1,4,0,0,0,113,0,9
K20,stat2011:10660001,statistical_area,stat2011:10660001,2011,10660001,1,loc:1066,1066,"בני עי""ש",10,10,5747,4047,3972,75,מחל,1255,981,274,0.315962,268,16,0,0,0,0,288,0,0,0,0,327,981,1255,32,2,0,1,1,334,3,1,76,169,4,214
K20,stat2011:10670001,statistical_area,stat2011:10670001,2011,10670001,1,loc:1067,1067,"דוב""ב",1,1,344,217,217,0,מחל,129,30,99,0.59447,12,5,0,0,0,0,14,0,0,0,0,30,1,129,0,0,0,0,0,1,0,0,1,2,0,22
K20,stat2011:10680001,statistical_area,stat2011:10680001,2011,10680001,1,loc:1068,1068,אדמית,1,1,292,160,160,0,מרצ,45,42,3,0.28125,42,0,12,0,0,0,2,0,0,0,0,13,8,11,45,0,0,0,1,10,1,0,13,0,2,0
K20,stat2011:10690001,statistical_area,stat2011:10690001,2011,10690001,1,loc:1069,1069,רם-און,1,1,572,459,456,3,אמת,276,64,212,0.605263,276,3,0,0,0,0,11,0,0,0,0,29,3,41,21,3,0,0,0,64,0,0,3,0,0,2
K20,stat2011:10700001,statistical_area,stat2011:10700001,2011,10700001,1,loc:1070,1070,אביעזר,1,1,495,406,406,0,מחל,130,81,49,0.320197,81,4,3,0,0,0,46,0,0,0,0,28,13,130,25,0,0,0,0,52,0,0,2,10,1,11
K20,stat2011:1070001,statistical_area,stat2011:1070001,2011,1070001,1,loc:107,107,כפר סילבר,1,1,91,51,51,0,מחל,14,11,3,0.27451,11,0,0,0,0,0,8,0,0,0,0,2,2,14,5,0,0,0,0,5,0,0,1,1,0,2
K20,stat2011:10710001,statistical_area,stat2011:10710001,2011,10710001,1,loc:1071,1071,נווה מיכאל,1,1,363,279,278,1,מחל,128,34,94,0.460432,27,4,1,0,0,0,34,0,0,0,0,31,3,128,0,0,0,0,0,7,0,0,3,14,0,26
K20,stat2011:10720001,statistical_area,stat2011:10720001,2011,10720001,1,loc:1072,1072,גן הדרום,1,1,304,264,264,0,אמת,99,64,35,0.375,99,0,0,0,0,0,7,0,0,0,0,37,0,64,7,0,0,0,0,40,0,0,5,2,0,3
K20,stat2011:10770001,statistical_area,stat2011:10770001,2011,10770001,1,loc:1077,1077,גבעת שפירא,1,1,210,174,173,1,אמת,82,41,41,0.473988,82,0,4,0,0,0,3,0,0,0,0,8,2,18,14,0,0,0,0,41,0,0,0,1,0,0
K20,stat2011:10790001,statistical_area,stat2011:10790001,2011,10790001,1,loc:1079,1079,צפרירים,1,1,282,205,204,1,אמת,56,44,12,0.27451,56,2,0,0,0,1,7,0,0,0,0,27,6,44,28,0,0,0,0,9,0,2,5,2,0,15
K20,stat2011:10800001,statistical_area,stat2011:10800001,2011,10800001,1,loc:1080,1080,מבועים,2,2,835,611,610,1,מחל,232,131,101,0.380328,131,3,0,0,0,0,48,0,0,0,0,50,10,232,13,0,0,0,0,73,0,1,9,15,0,25
K20,stat2011:10810001,statistical_area,stat2011:10810001,2011,10810001,1,loc:1081,1081,אבן מנחם,1,1,266,199,198,1,מחל,92,31,61,0.464646,28,2,0,0,0,0,6,0,0,0,0,12,3,92,0,0,0,0,0,19,0,0,4,1,0,31
K20,stat2011:10820001,statistical_area,stat2011:10820001,2011,10820001,1,loc:1082,1082,מעגלים,2,2,901,746,746,0,מחל,356,156,200,0.477212,13,3,0,0,0,0,133,0,0,0,0,22,2,356,1,0,0,0,0,7,0,0,4,156,0,49
K20,stat2011:10830001,statistical_area,stat2011:10830001,2011,10830001,1,loc:1083,1083,תושייה,1,1,260,227,227,0,טב,99,62,37,0.436123,0,1,0,0,0,0,99,0,0,0,0,3,0,62,1,0,0,1,0,1,0,0,0,55,0,4
K20,stat2011:10840001,statistical_area,stat2011:10840001,2011,10840001,1,loc:1084,1084,בן שמן (כפר נוער),1,1,237,167,167,0,אמת,66,41,25,0.39521,66,0,0,0,0,0,0,0,0,0,0,41,1,15,15,0,0,0,0,26,0,0,0,0,0,3
K20,stat2011:10850001,statistical_area,stat2011:10850001,2011,10850001,1,loc:1085,1085,כרם שלום,1,1,95,48,48,0,אמת,18,6,12,0.375,18,0,2,0,0,0,6,0,0,0,0,2,1,6,6,0,0,0,0,0,0,0,6,1,0,0
K20,stat2011:10940001,statistical_area,stat2011:10940001,2011,10940001,1,loc:1094,1094,כרם יבנה (ישיבה),1,1,162,147,147,0,טב,76,55,21,0.517007,0,12,0,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,0,0
K20,stat2011:10950001,statistical_area,stat2011:10950001,2011,10950001,1,loc:1095,1095,כפר מימון,1,1,355,303,303,0,טב,173,82,91,0.570957,10,1,0,0,0,0,173,0,0,0,0,9,1,82,1,1,0,0,0,6,0,0,1,18,0,0
K20,stat2011:10980001,statistical_area,stat2011:10980001,2011,10980001,1,loc:1098,1098,מרכז שפירא,3,3,1374,1163,1162,1,טב,604,250,354,0.519793,19,8,0,0,0,0,604,0,0,0,0,34,3,250,4,3,0,0,0,26,0,0,6,145,1,59
K20,stat2011:110001,statistical_area,stat2011:110001,2011,110001,1,loc:11,11,"ניר ח""ן",1,1,359,262,261,1,אמת,86,59,27,0.329502,86,0,0,0,0,0,27,0,0,0,0,36,3,59,9,0,0,0,0,32,0,0,3,3,0,3
K20,stat2011:11020001,statistical_area,stat2011:11020001,2011,11020001,1,loc:1102,1102,צוקי ים,1,1,163,124,124,0,אמת,61,21,40,0.491935,61,1,0,0,0,0,5,0,1,0,0,3,0,21,18,1,0,0,0,11,0,0,0,2,0,0
K20,stat2011:11030001,statistical_area,stat2011:11030001,2011,11030001,1,loc:1103,1103,גני הדר,1,1,229,187,186,1,אמת,89,33,56,0.478495,89,0,0,0,0,1,6,0,0,0,0,8,2,23,19,1,0,0,0,33,0,0,3,1,0,0
K20,stat2011:11040001,statistical_area,stat2011:11040001,2011,11040001,1,loc:1104,1104,פורייה - כפר עבודה,1,1,267,185,185,0,מחל,83,44,39,0.448649,19,0,0,0,1,0,15,0,0,0,0,44,1,83,2,0,0,0,0,8,0,0,5,1,0,6
K20,stat2011:11050001,statistical_area,stat2011:11050001,2011,11050001,1,loc:1105,1105,פורייה - נווה עובד,2,2,920,620,614,6,מחל,317,68,249,0.516287,47,4,1,0,0,0,68,0,0,0,0,61,12,317,6,0,0,0,0,42,0,0,9,20,1,26
K20,stat2011:11080001,statistical_area,stat2011:11080001,2011,11080001,1,loc:1108,1108,אומן,1,1,299,177,177,0,מחל,85,24,61,0.480226,21,1,0,0,0,0,11,0,1,0,0,14,24,85,1,0,0,0,0,7,0,0,4,0,0,8
K20,stat2011:11100001,statistical_area,stat2011:11100001,2011,11100001,1,loc:1110,1110,חבר,1,1,235,169,167,2,מחל,57,34,23,0.341317,34,0,0,0,0,0,18,0,0,0,0,14,9,57,2,0,0,0,0,20,0,0,3,3,0,7
K20,stat2011:11120001,statistical_area,stat2011:11120001,2011,11120001,1,loc:1112,1112,יודפת,1,1,466,374,373,1,אמת,224,84,140,0.600536,224,0,5,0,0,0,10,0,0,0,0,5,1,14,84,0,0,0,0,18,0,0,5,5,0,2
K20,stat2011:11130001,statistical_area,stat2011:11130001,2011,11130001,1,loc:1113,1113,צור הדסה,6,6,3779,2970,2963,7,אמת,810,786,24,0.273372,810,12,12,0,0,0,211,0,0,0,0,233,102,786,274,1,0,0,0,418,1,0,34,23,2,44
K20,stat2011:11140001,statistical_area,stat2011:11140001,2011,11140001,1,loc:1114,1114,שריגים (לי-און),2,2,708,530,529,1,אמת,212,103,109,0.400756,212,0,7,0,0,0,18,0,0,0,0,39,1,77,103,0,0,0,0,51,0,0,13,4,1,3
K20,stat2011:11150001,statistical_area,stat2011:11150001,2011,11150001,1,loc:1115,1115,אביבים,1,1,336,230,228,2,מחל,140,40,100,0.614035,6,4,0,0,0,0,13,0,0,0,0,18,2,140,0,0,0,0,0,1,0,0,3,1,0,40
K20,stat2011:1120001,statistical_area,stat2011:1120001,2011,1120001,1,loc:112,112,כפר חסידים א',1,1,501,393,392,1,טב,96,92,4,0.244898,92,16,0,0,0,0,96,0,0,0,0,17,7,65,15,0,0,0,0,62,0,0,2,7,0,13
K20,stat2011:11230001,statistical_area,stat2011:11230001,2011,11230001,1,loc:1123,1123,אדרת,1,1,498,383,381,2,מחל,193,78,115,0.506562,12,1,1,0,0,0,78,0,0,0,0,21,10,193,9,3,0,0,0,15,0,0,3,9,0,26
K20,stat2011:11240001,statistical_area,stat2011:11240001,2011,11240001,1,loc:1124,1124,נאות הכיכר,1,1,198,136,136,0,אמת,75,15,60,0.551471,75,0,0,0,0,0,3,0,0,0,0,8,2,13,13,0,0,0,0,15,0,0,6,1,0,0
K20,stat2011:11250001,statistical_area,stat2011:11250001,2011,11250001,1,loc:1125,1125,אלמגור,1,1,240,197,197,0,אמת,126,27,99,0.639594,126,0,1,0,0,0,6,0,0,0,0,6,2,5,22,0,0,0,0,27,0,0,1,0,1,0
K20,stat2011:11260001,statistical_area,stat2011:11260001,2011,11260001,1,loc:1126,1126,אילות,1,1,266,166,165,1,אמת,99,22,77,0.6,99,0,2,0,0,0,6,0,0,0,0,4,3,14,11,0,0,0,0,22,0,0,3,0,0,1
K20,stat2011:11270001,statistical_area,stat2011:11270001,2011,11270001,1,loc:1127,1127,מעלה גלבוע,1,1,303,250,249,1,טב,108,37,71,0.433735,37,0,0,0,0,0,108,0,0,0,0,16,6,36,7,0,0,0,0,32,0,0,2,5,0,0
