election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,stat2011:30001345,statistical_area,stat2011:30001345,2011,30001345,1345,loc:3000,3000,ירושלים,2,2,824,483,479,4,מחל,169,69,100,0.352818,64,25,19,0,0,0,69,0,0,0,0,35,4,169,16,1,0,0,5,11,0,0,2,27,1,31
K20,stat2011:30001346,statistical_area,stat2011:30001346,2011,30001346,1346,loc:3000,3000,ירושלים,3,3,1624,1233,1224,9,מחל,577,170,407,0.471405,119,10,26,0,0,1,170,0,0,0,0,87,10,577,38,2,0,0,1,79,2,0,5,54,1,42
K20,stat2011:30001351,statistical_area,stat2011:30001351,2011,30001351,1351,loc:3000,3000,ירושלים,5,5,2781,2129,2118,11,מחל,815,365,450,0.384797,365,10,6,0,0,0,127,0,0,0,0,246,61,815,104,4,0,0,0,240,1,1,22,34,2,80
K20,stat2011:30001352,statistical_area,stat2011:30001352,2011,30001352,1352,loc:3000,3000,ירושלים,5,5,2742,1564,1553,11,מחל,578,245,333,0.372183,245,16,3,0,0,0,148,0,0,0,0,174,42,578,81,3,0,0,1,100,0,1,14,53,0,94
K20,stat2011:30001353,statistical_area,stat2011:30001353,2011,30001353,1353,loc:3000,3000,ירושלים,3,3,1804,1122,1118,4,מחל,516,114,402,0.461538,103,20,3,0,0,0,96,0,0,0,0,114,56,516,28,1,0,0,0,72,0,0,10,35,2,62
K20,stat2011:30001354,statistical_area,stat2011:30001354,2011,30001354,1354,loc:3000,3000,ירושלים,4,4,2263,1385,1365,20,מחל,523,166,357,0.38315,166,31,7,0,1,0,94,0,0,0,0,111,138,523,47,0,0,1,0,95,1,1,14,48,1,86
K20,stat2011:30001355,statistical_area,stat2011:30001355,2011,30001355,1355,loc:3000,3000,ירושלים,3,3,1886,1163,1150,13,מחל,419,141,278,0.364348,134,15,10,0,0,0,141,0,0,0,0,109,67,419,59,1,0,0,0,60,0,1,15,70,1,48
K20,stat2011:30001621,statistical_area,stat2011:30001621,2011,30001621,1621,loc:3000,3000,ירושלים,1,1,135,49,49,0,מחל,30,4,26,0.612245,4,0,0,0,0,0,2,0,0,0,0,4,1,30,2,0,0,0,0,3,0,0,0,0,0,3
K20,stat2011:30001622,statistical_area,stat2011:30001622,2011,30001622,1622,loc:3000,3000,ירושלים,4,4,2692,2131,2122,9,מחל,1006,325,681,0.474081,76,16,1,0,0,0,325,0,0,0,0,159,28,1006,8,1,0,2,0,94,0,0,10,241,0,155
K20,stat2011:30001623,statistical_area,stat2011:30001623,2011,30001623,1623,loc:3000,3000,ירושלים,3,3,2117,1727,1718,9,מחל,844,201,643,0.491269,86,10,2,0,0,0,179,0,0,0,0,148,27,844,7,1,0,2,0,78,0,0,8,125,0,201
K20,stat2011:30001624,statistical_area,stat2011:30001624,2011,30001624,1624,loc:3000,3000,ירושלים,3,3,1863,1539,1532,7,מחל,714,224,490,0.466057,74,7,0,0,0,0,224,0,0,0,0,122,23,714,8,1,0,0,0,57,0,0,8,182,0,112
K20,stat2011:30001625,statistical_area,stat2011:30001625,2011,30001625,1625,loc:3000,3000,ירושלים,6,6,3607,2906,2886,20,מחל,1242,515,727,0.430353,133,31,0,0,0,0,515,0,0,0,0,185,56,1242,13,1,0,1,0,110,1,2,12,369,0,215
K20,stat2011:30001631,statistical_area,stat2011:30001631,2011,30001631,1631,loc:3000,3000,ירושלים,4,4,2462,1546,1528,18,מחל,520,191,329,0.340314,137,136,2,0,0,0,86,2,0,0,0,99,132,520,22,0,0,0,1,76,0,0,12,112,0,191
K20,stat2011:30001632,statistical_area,stat2011:30001632,2011,30001632,1632,loc:3000,3000,ירושלים,7,7,4263,2894,2866,28,מחל,1139,362,777,0.397418,362,42,17,0,0,0,217,1,1,0,0,250,100,1139,77,2,0,0,2,198,0,1,28,168,1,260
K20,stat2011:30001633,statistical_area,stat2011:30001633,2011,30001633,1633,loc:3000,3000,ירושלים,7,7,4141,2948,2879,69,מחל,1025,416,609,0.356026,204,416,0,0,0,2,192,0,0,0,1,190,154,1025,61,0,0,0,0,131,1,2,22,134,0,344
K20,stat2011:30001634,statistical_area,stat2011:30001634,2011,30001634,1634,loc:3000,3000,ירושלים,6,6,3971,2799,2778,21,מחל,1120,380,740,0.403168,380,36,3,0,1,0,185,0,0,0,0,234,98,1120,78,5,1,0,0,264,0,4,34,84,2,249
K20,stat2011:30001641,statistical_area,stat2011:30001641,2011,30001641,1641,loc:3000,3000,ירושלים,4,4,2647,1714,1698,16,מחל,717,196,521,0.422261,141,34,0,0,0,0,120,0,0,0,0,135,149,717,23,1,0,0,0,108,0,0,12,62,0,196
K20,stat2011:30001642,statistical_area,stat2011:30001642,2011,30001642,1642,loc:3000,3000,ירושלים,3,3,2094,1460,1447,13,מחל,656,133,523,0.453352,131,19,9,1,0,0,111,0,0,0,0,133,72,656,21,0,0,0,0,106,0,0,8,64,0,116
K20,stat2011:30001643,statistical_area,stat2011:30001643,2011,30001643,1643,loc:3000,3000,ירושלים,3,3,2184,1528,1513,15,מחל,581,168,413,0.384005,144,25,0,0,0,0,168,0,0,0,0,118,52,581,29,2,0,1,0,125,0,0,15,119,4,130
K20,stat2011:30001644,statistical_area,stat2011:30001644,2011,30001644,1644,loc:3000,3000,ירושלים,3,3,1560,1194,1192,2,מחל,563,152,411,0.472315,152,13,1,0,0,0,100,0,0,0,0,103,14,563,27,0,0,0,0,103,1,0,12,42,0,61
K20,stat2011:30002111,statistical_area,stat2011:30002111,2011,30002111,2111,loc:3000,3000,ירושלים,2,2,684,90,90,0,ודעם,61,13,48,0.677778,2,0,61,0,2,0,0,1,0,0,2,1,1,2,3,0,0,1,13,0,0,0,0,0,0,1
K20,stat2011:30002112,statistical_area,stat2011:30002112,2011,30002112,2112,loc:3000,3000,ירושלים,6,6,2133,404,398,6,ודעם,213,43,170,0.535176,43,3,213,0,0,1,18,0,0,0,0,5,4,16,8,1,1,1,28,5,0,0,1,22,27,1
K20,stat2011:30002211,statistical_area,stat2011:30002211,2011,30002211,2211,loc:3000,3000,ירושלים,2,2,718,137,135,2,ודעם,89,14,75,0.659259,14,0,89,0,0,0,7,0,0,0,0,0,0,7,5,0,0,0,13,0,0,0,0,0,0,0
K20,stat2011:30002212,statistical_area,stat2011:30002212,2011,30002212,2212,loc:3000,3000,ירושלים,1,1,341,55,55,0,ודעם,37,6,31,0.672727,6,0,37,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,1,0,0,0,0,0,2
K20,stat2011:30002213,statistical_area,stat2011:30002213,2011,30002213,2213,loc:3000,3000,ירושלים,1,1,343,47,47,0,ודעם,32,9,23,0.680851,9,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0
K20,stat2011:30002312,statistical_area,stat2011:30002312,2011,30002312,2312,loc:3000,3000,ירושלים,3,3,1041,184,183,1,ודעם,121,21,100,0.661202,7,0,121,0,0,0,5,0,0,0,0,1,2,3,12,0,0,0,21,0,0,0,0,10,0,1
K20,stat2011:30002512,statistical_area,stat2011:30002512,2011,30002512,2512,loc:3000,3000,ירושלים,2,2,1255,851,842,9,ג,262,167,95,0.311164,18,262,2,0,0,0,167,0,0,0,0,12,2,148,6,3,0,0,1,6,0,0,2,146,0,67
K20,stat2011:30002513,statistical_area,stat2011:30002513,2011,30002513,2513,loc:3000,3000,ירושלים,3,3,1410,804,797,7,טב,199,179,20,0.249686,46,144,27,0,0,0,199,0,0,0,0,15,6,107,29,0,0,2,4,12,1,1,3,179,0,22
K20,stat2011:30002514,statistical_area,stat2011:30002514,2011,30002514,2514,loc:3000,3000,ירושלים,3,3,1234,407,400,7,קץ,88,85,3,0.22,31,14,85,0,4,1,42,0,0,0,1,12,4,57,23,0,0,1,14,10,0,1,6,88,0,6
K20,stat2011:30002613,statistical_area,stat2011:30002613,2011,30002613,2613,loc:3000,3000,ירושלים,1,1,280,234,234,0,קץ,117,46,71,0.5,8,3,7,0,0,0,46,0,0,0,0,5,2,34,1,0,0,0,0,4,1,0,2,117,0,4
K20,stat2011:30002811,statistical_area,stat2011:30002811,2011,30002811,2811,loc:3000,3000,ירושלים,1,1,632,122,122,0,ודעם,82,20,62,0.672131,4,0,82,0,1,0,2,0,0,0,0,5,1,20,1,0,0,0,2,0,0,0,0,2,0,2
K20,stat2011:30002911,statistical_area,stat2011:30002911,2011,30002911,2911,loc:3000,3000,ירושלים,7,7,2929,1398,1380,18,ודעם,1272,20,1252,0.921739,20,14,1272,0,1,1,5,0,0,0,1,0,8,9,17,0,0,2,20,1,0,2,1,0,1,5
K20,stat2011:3010001,statistical_area,stat2011:3010001,2011,3010001,1,loc:301,301,בית עוזיאל,1,1,434,334,333,1,מחל,123,59,64,0.369369,51,0,1,0,0,0,31,0,0,0,0,59,6,123,5,0,0,0,0,23,0,0,3,15,0,16
K20,stat2011:3020001,statistical_area,stat2011:3020001,2011,3020001,1,loc:302,302,דפנה,1,1,554,444,442,2,אמת,267,49,218,0.604072,267,0,1,0,0,0,6,0,0,0,0,28,8,28,39,0,0,0,0,49,0,0,15,0,0,1
K20,stat2011:3030001,statistical_area,stat2011:3030001,2011,3030001,1,loc:303,303,דן,1,1,467,357,356,1,אמת,179,119,60,0.502809,179,0,1,0,0,0,3,0,0,0,0,11,2,6,119,0,0,0,0,22,0,0,9,4,0,0
K20,stat2011:3040001,statistical_area,stat2011:3040001,2011,3040001,1,loc:304,304,שדה אליהו,1,1,594,393,393,0,טב,201,107,94,0.51145,22,2,0,0,0,0,201,0,0,0,0,18,1,107,6,2,0,0,0,23,0,0,3,8,0,0
K20,stat2011:3050001,statistical_area,stat2011:3050001,2011,3050001,1,loc:305,305,גשר,1,1,420,281,281,0,אמת,191,25,166,0.679715,191,0,0,0,0,0,5,0,0,0,0,8,5,16,25,1,0,1,0,23,0,0,6,0,0,0
K20,stat2011:3060001,statistical_area,stat2011:3060001,2011,3060001,1,loc:306,306,שדמות דבורה,1,1,448,369,368,1,אמת,197,59,138,0.535326,197,0,0,0,0,0,12,0,0,0,0,26,1,34,24,0,0,0,0,59,1,0,12,2,0,0
K20,stat2011:3070001,statistical_area,stat2011:3070001,2011,3070001,1,loc:307,307,הזורעים,1,1,464,390,390,0,טב,221,94,127,0.566667,10,3,0,0,0,0,221,0,0,0,0,17,1,94,0,0,0,1,0,2,0,0,2,30,0,9
K20,stat2011:3080001,statistical_area,stat2011:3080001,2011,3080001,1,loc:308,308,מחניים,1,1,467,343,342,1,אמת,184,38,146,0.538012,184,2,0,0,0,0,9,0,0,0,0,25,9,38,23,0,0,0,0,38,0,0,7,4,0,3
K20,stat2011:3090001,statistical_area,stat2011:3090001,2011,3090001,1,loc:309,309,נהורה,2,2,889,676,673,3,מחל,266,93,173,0.395245,93,6,1,0,0,0,50,0,0,0,0,91,11,266,10,0,0,0,0,46,0,0,11,24,1,63
K20,stat2011:3100001,statistical_area,stat2011:3100001,2011,3100001,1,loc:310,310,כפר גליקסון,1,1,260,194,192,2,אמת,121,27,94,0.630208,121,0,0,0,0,0,2,0,0,0,0,12,1,9,27,0,0,0,0,16,0,0,3,0,1,0
K20,stat2011:310001,statistical_area,stat2011:310001,2011,310001,1,loc:31,31,אופקים,6,6,3406,1970,1943,27,מחל,760,450,310,0.391148,94,24,2,1,0,0,118,1,0,0,0,104,450,760,17,0,0,0,2,87,1,0,20,52,0,210
K20,stat2011:310002,statistical_area,stat2011:310002,2011,310002,2,loc:31,31,אופקים,6,6,3355,2055,2025,30,מחל,712,293,419,0.351605,171,44,7,0,1,0,165,1,0,0,0,150,223,712,14,1,0,2,3,81,2,0,23,130,2,293
K20,stat2011:310003,statistical_area,stat2011:310003,2011,310003,3,loc:31,31,אופקים,4,4,2316,1382,1363,19,מחל,524,262,262,0.384446,78,52,0,0,0,1,110,0,0,0,0,56,116,524,12,0,0,1,2,48,1,2,12,85,1,262
K20,stat2011:310004,statistical_area,stat2011:310004,2011,310004,4,loc:31,31,אופקים,4,4,2094,1630,1617,13,ג,506,396,110,0.312925,61,506,0,0,0,0,111,0,0,0,0,68,20,396,1,2,0,0,0,20,0,1,16,94,0,321
K20,stat2011:310006,statistical_area,stat2011:310006,2011,310006,6,loc:31,31,אופקים,6,6,3608,2869,2811,58,שס,1087,1081,6,0.386695,31,1081,0,0,0,0,48,0,0,0,0,38,76,284,5,2,0,1,0,33,1,1,9,113,1,1087
K20,stat2011:310007,statistical_area,stat2011:310007,2011,310007,7,loc:31,31,אופקים,7,7,4136,2731,2694,37,מחל,1076,373,703,0.399406,215,101,0,0,2,1,178,1,0,0,0,209,373,1076,17,0,0,0,0,109,3,0,36,95,1,277
K20,stat2011:3110001,statistical_area,stat2011:3110001,2011,3110001,1,loc:311,311,גן שורק,1,1,247,199,198,1,אמת,87,38,49,0.439394,87,2,0,0,0,0,14,0,0,0,0,11,0,30,10,0,0,0,0,38,0,0,5,0,1,0
K20,stat2011:3120001,statistical_area,stat2011:3120001,2011,3120001,1,loc:312,312,נווה ים,1,1,205,163,163,0,אמת,66,25,41,0.404908,66,0,0,0,0,0,14,0,0,0,0,21,4,25,9,1,0,0,0,14,0,0,4,2,2,1
K20,stat2011:3130001,statistical_area,stat2011:3130001,2011,3130001,1,loc:313,313,אפק,1,1,413,305,305,0,אמת,208,34,174,0.681967,208,0,1,0,0,0,8,0,0,0,0,9,2,13,23,0,0,0,0,34,0,0,4,0,1,2
K20,stat2011:3150001,statistical_area,stat2011:3150001,2011,3150001,1,loc:315,315,נגבה,1,1,629,430,430,0,אמת,251,64,187,0.583721,251,0,0,0,0,0,11,0,0,0,0,16,4,21,57,0,1,0,0,64,0,0,4,1,0,0
K20,stat2011:3160001,statistical_area,stat2011:3160001,2011,3160001,1,loc:316,316,כפר נטר,1,1,693,561,561,0,אמת,293,94,199,0.522282,293,0,2,0,0,0,11,0,0,0,0,34,5,60,55,0,0,0,0,94,0,0,5,1,0,1
K20,stat2011:3170001,statistical_area,stat2011:3170001,2011,3170001,1,loc:317,317,בית אורן,1,1,280,193,193,0,אמת,89,28,61,0.46114,89,1,1,0,0,0,11,0,0,0,0,11,5,16,27,0,0,0,0,28,0,0,4,0,0,0
K20,stat2011:3180001,statistical_area,stat2011:3180001,2011,3180001,1,loc:318,318,עמיעוז,1,1,202,143,143,0,מחל,54,28,26,0.377622,21,2,0,0,0,0,10,0,0,0,0,7,1,54,1,0,0,0,0,12,0,1,1,5,0,28
K20,stat2011:3190001,statistical_area,stat2011:3190001,2011,3190001,1,loc:319,319,עמיר,1,1,473,348,348,0,אמת,176,111,65,0.505747,176,0,2,0,0,0,5,0,0,0,0,17,4,13,111,0,0,0,0,11,0,1,8,0,0,0
K20,stat2011:3200001,statistical_area,stat2011:3200001,2011,3200001,1,loc:320,320,כפר ורבורג,2,2,740,598,597,1,אמת,288,92,196,0.482412,288,0,0,0,0,0,30,0,0,0,0,46,10,69,42,0,0,0,0,92,0,0,11,4,0,5
K20,stat2011:320001,statistical_area,stat2011:320001,2011,320001,1,loc:32,32,עוצם,1,1,396,323,322,1,שס,169,79,90,0.524845,10,3,0,0,0,0,12,0,0,0,0,18,1,79,0,0,0,0,0,2,0,0,3,25,0,169
K20,stat2011:3220001,statistical_area,stat2011:3220001,2011,3220001,1,loc:322,322,בית הלל,1,1,526,391,391,0,אמת,216,69,147,0.55243,216,0,0,0,0,0,6,0,0,0,0,27,5,24,33,0,0,0,0,69,0,0,6,3,0,2
K20,stat2011:3240001,statistical_area,stat2011:3240001,2011,3240001,1,loc:324,324,שאר ישוב,1,1,400,321,321,0,אמת,124,57,67,0.386293,124,0,0,0,0,1,11,0,0,0,0,36,1,57,19,0,0,0,0,57,0,0,13,1,1,0
K20,stat2011:3250001,statistical_area,stat2011:3250001,2011,3250001,1,loc:325,325,מצובה,1,1,777,560,558,2,אמת,253,98,155,0.453405,253,0,0,0,0,0,26,0,0,0,0,39,9,81,39,0,0,0,0,98,1,9,0,0,0,3
K20,stat2011:3260001,statistical_area,stat2011:3260001,2011,3260001,1,loc:326,326,בית יצחק-שער חפר,3,3,1617,1303,1299,4,אמת,730,211,519,0.561971,730,5,1,0,0,0,30,0,0,0,0,64,12,119,110,0,1,0,0,211,0,1,9,4,1,1
K20,stat2011:3270001,statistical_area,stat2011:3270001,2011,3270001,1,loc:327,327,שדות ים,2,2,637,518,518,0,אמת,344,44,300,0.664093,344,8,3,0,0,0,14,0,0,0,0,19,2,35,44,0,0,0,1,38,0,0,7,1,2,0
K20,stat2011:3290001,statistical_area,stat2011:3290001,2011,3290001,1,loc:329,329,שדה נחמיה,1,1,641,502,502,0,אמת,251,62,189,0.5,251,1,0,0,0,0,16,0,0,0,0,62,9,49,36,0,0,0,0,54,0,1,17,1,0,5
K20,stat2011:3300001,statistical_area,stat2011:3300001,2011,3300001,1,loc:330,330,אלומות,1,1,258,177,177,0,אמת,105,26,79,0.59322,105,1,0,0,0,0,2,0,0,0,0,11,0,9,21,0,0,0,0,26,0,0,2,0,0,0
K20,stat2011:330001,statistical_area,stat2011:330001,2011,330001,1,loc:33,33,בת שלמה,1,1,397,323,320,3,אמת,117,49,68,0.365625,117,1,2,0,0,0,17,1,0,0,0,26,6,49,38,0,0,0,0,46,0,1,13,1,0,2
K20,stat2011:3310001,statistical_area,stat2011:3310001,2011,3310001,1,loc:331,331,ניר צבי,2,2,889,695,693,2,אמת,321,127,194,0.463203,321,1,1,0,0,0,13,0,0,0,0,45,3,84,75,1,0,0,0,127,0,0,17,5,0,0
K20,stat2011:3340001,statistical_area,stat2011:3340001,2011,3340001,1,loc:334,334,קבוצת יבנה,2,2,637,476,476,0,טב,205,74,131,0.430672,74,0,2,0,0,0,205,0,0,0,0,20,3,70,9,6,0,0,0,70,0,0,5,10,0,2
K20,stat2011:3350001,statistical_area,stat2011:3350001,2011,3350001,1,loc:335,335,רמת השופט,2,2,689,494,494,0,אמת,238,120,118,0.481781,238,0,0,0,0,0,8,0,0,0,0,28,4,25,120,1,0,0,0,66,0,0,3,0,1,0
K20,stat2011:3360001,statistical_area,stat2011:3360001,2011,3360001,1,loc:336,336,דורות,1,1,513,384,382,2,אמת,245,48,197,0.641361,245,0,0,0,0,0,14,0,0,0,0,12,3,7,48,0,0,0,0,40,0,1,11,0,0,1
K20,stat2011:3380001,statistical_area,stat2011:3380001,2011,3380001,1,loc:338,338,איבים,1,1,196,77,75,2,מחל,49,4,45,0.653333,4,1,1,0,0,0,3,0,0,0,0,1,3,49,1,0,0,0,0,2,0,0,2,4,1,3
K20,stat2011:3390001,statistical_area,stat2011:3390001,2011,3390001,1,loc:339,339,רמת צבי,1,1,395,329,329,0,אמת,183,51,132,0.556231,183,2,1,0,0,0,19,0,0,0,0,15,7,27,17,0,0,0,0,51,0,0,4,2,0,1
K20,stat2011:34000001,statistical_area,stat2011:34000001,2011,34000001,1,loc:3400,3400,חברון,1,1,271,231,231,0,קץ,114,90,24,0.493506,2,0,0,0,0,0,90,0,0,0,0,5,0,16,0,0,0,0,0,2,0,0,1,114,0,1
K20,stat2011:3400001,statistical_area,stat2011:3400001,2011,3400001,1,loc:340,340,גת (קיבוץ),1,1,471,332,331,1,אמת,170,77,93,0.513595,170,0,2,0,0,0,7,0,0,0,0,17,2,17,77,0,0,0,0,33,0,0,4,0,2,0
K20,stat2011:3420001,statistical_area,stat2011:3420001,2011,3420001,1,loc:342,342,גברעם,1,1,296,211,211,0,אמת,115,32,83,0.545024,115,1,0,0,0,0,3,0,0,0,0,12,8,19,13,2,0,0,0,32,0,0,4,0,1,1
K20,stat2011:3430001,statistical_area,stat2011:3430001,2011,3430001,1,loc:343,343,חמדיה,1,1,315,227,226,1,אמת,119,38,81,0.526549,119,0,0,0,0,0,10,0,0,0,0,9,4,38,10,0,0,0,0,28,0,0,6,0,0,2
K20,stat2011:3440001,statistical_area,stat2011:3440001,2011,3440001,1,loc:344,344,מענית,1,1,485,410,408,2,אמת,217,111,106,0.531863,217,0,3,0,0,0,7,0,0,0,0,8,3,21,111,0,0,0,0,32,0,0,4,1,0,1
K20,stat2011:3450001,statistical_area,stat2011:3450001,2011,3450001,1,loc:345,345,כפר סאלד,1,1,443,333,333,0,אמת,228,40,188,0.684685,228,0,1,0,0,0,8,0,0,0,0,11,1,9,40,0,0,0,0,23,0,0,12,0,0,0
K20,stat2011:3460001,statistical_area,stat2011:3460001,2011,3460001,1,loc:346,346,גליל ים,1,1,318,271,269,2,אמת,169,31,138,0.628253,169,0,4,0,0,0,6,0,0,0,0,9,0,17,28,0,0,0,0,31,0,0,0,0,1,4
K20,stat2011:3470001,statistical_area,stat2011:3470001,2011,3470001,1,loc:347,347,מנרה,1,1,215,138,137,1,אמת,92,19,73,0.671533,92,0,0,0,0,0,0,0,0,0,0,6,6,3,19,0,0,0,0,6,0,0,5,0,0,0
K20,stat2011:3480001,statistical_area,stat2011:3480001,2011,3480001,1,loc:348,348,ניר עם,1,1,339,216,215,1,אמת,124,26,98,0.576744,124,3,0,0,0,0,5,0,0,0,0,5,0,18,26,0,0,0,0,23,0,0,10,0,0,1
K20,stat2011:34880001,statistical_area,stat2011:34880001,2011,34880001,1,loc:3488,3488,כפר עציון,1,1,421,337,337,0,טב,211,69,142,0.626113,12,0,0,0,0,0,211,0,0,0,0,16,1,69,4,0,0,0,0,9,0,0,3,11,0,1
K20,stat2011:350001,statistical_area,stat2011:350001,2011,350001,1,loc:35,35,גדות,1,1,355,243,243,0,אמת,153,38,115,0.62963,153,0,0,0,0,0,6,0,0,0,0,9,3,6,38,0,0,0,0,17,0,0,10,0,1,0
K20,stat2011:3510001,statistical_area,stat2011:3510001,2011,3510001,1,loc:351,351,ניצן,2,2,932,744,744,0,טב,339,220,119,0.455645,6,0,0,0,0,0,339,0,0,0,0,24,4,220,1,1,0,0,0,13,0,0,3,127,0,6
K20,stat2011:3520001,statistical_area,stat2011:3520001,2011,3520001,1,loc:352,352,גבולות,1,1,273,165,161,4,מרצ,59,48,11,0.36646,48,0,1,0,0,0,4,0,0,0,0,11,9,9,59,0,0,0,0,13,0,0,6,1,0,0
K20,stat2011:3530001,statistical_area,stat2011:3530001,2011,3530001,1,loc:353,353,בית זיד,1,1,108,68,68,0,אמת,41,8,33,0.602941,41,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,8,1,0,0,0,0,1
K20,stat2011:3540001,statistical_area,stat2011:3540001,2011,3540001,1,loc:354,354,רביבים,1,1,678,451,451,0,אמת,276,49,227,0.611973,276,0,1,0,0,1,22,1,0,0,0,21,17,23,49,1,1,0,0,28,0,0,10,0,0,0
K20,stat2011:3550001,statistical_area,stat2011:3550001,2011,3550001,1,loc:355,355,חורשים,1,1,273,184,184,0,אמת,69,52,17,0.375,69,1,1,0,0,0,12,0,0,0,0,4,2,14,52,1,0,0,0,26,0,0,1,1,0,0
K20,stat2011:35550001,statistical_area,stat2011:35550001,2011,35550001,1,loc:3555,3555,נתיב הגדוד,1,1,149,105,105,0,אמת,30,25,5,0.285714,30,0,0,0,0,0,11,0,0,0,0,14,3,25,3,0,0,0,0,12,0,0,4,3,0,0
K20,stat2011:35560001,statistical_area,stat2011:35560001,2011,35560001,1,loc:3556,3556,אלמוג,1,1,145,105,104,1,אמת,53,16,37,0.509615,53,0,0,0,0,0,5,0,0,0,1,9,0,13,6,0,0,0,0,16,0,0,1,0,0,0
K20,stat2011:35570001,statistical_area,stat2011:35570001,2011,35570001,1,loc:3557,3557,קדומים,4,4,2382,2053,2045,8,טב,1332,410,922,0.651345,5,12,0,0,0,0,1332,0,0,0,0,13,14,410,2,0,0,0,0,6,0,2,3,228,0,18
K20,stat2011:35580001,statistical_area,stat2011:35580001,2011,35580001,1,loc:3558,3558,תומר,1,1,243,177,176,1,מחל,49,35,14,0.278409,35,0,0,0,0,0,29,0,0,0,0,18,7,49,0,0,0,0,0,34,0,0,4,0,0,0
K20,stat2011:35600001,statistical_area,stat2011:35600001,2011,35600001,1,loc:3560,3560,אלקנה,4,4,2455,2100,2094,6,טב,1459,362,1097,0.696753,22,11,0,0,0,0,1459,0,0,0,0,25,6,362,3,1,0,1,0,25,0,0,11,151,0,17
K20,stat2011:3560001,statistical_area,stat2011:3560001,2011,3560001,1,loc:356,356,הגושרים,1,1,562,414,414,0,אמת,232,54,178,0.560386,232,0,0,0,0,0,8,0,0,0,0,26,4,54,32,0,1,0,0,45,0,0,8,0,0,4
K20,stat2011:35610001,statistical_area,stat2011:35610001,2011,35610001,1,loc:3561,3561,מגדל עוז,1,1,240,173,173,0,טב,126,31,95,0.728324,2,0,1,0,0,0,126,0,0,0,0,2,1,31,3,0,0,0,0,1,0,0,0,6,0,0
K20,stat2011:35630001,statistical_area,stat2011:35630001,2011,35630001,1,loc:3563,3563,תקוע,3,3,1797,1459,1457,2,טב,717,445,272,0.492107,18,14,2,0,0,0,717,0,0,0,0,28,42,445,11,6,0,0,0,19,0,0,22,122,2,9
K20,stat2011:35640001,statistical_area,stat2011:35640001,2011,35640001,1,loc:3564,3564,כוכב השחר,2,2,1014,872,871,1,טב,494,285,209,0.567164,0,1,0,0,0,0,494,0,0,0,0,5,1,74,1,0,0,0,0,0,0,0,7,285,0,3
K20,stat2011:35650001,statistical_area,stat2011:35650001,2011,35650001,1,loc:3565,3565,רימונים,1,1,454,317,315,2,מחל,164,53,111,0.520635,20,0,0,0,0,0,53,0,0,0,0,20,11,164,1,0,0,0,0,16,0,0,11,10,0,9
K20,stat2011:35660001,statistical_area,stat2011:35660001,2011,35660001,1,loc:3566,3566,יפית,1,1,135,82,82,0,מחל,26,17,9,0.317073,13,0,1,0,0,0,17,0,0,0,0,10,0,26,1,0,0,0,0,6,0,0,3,2,0,3
K20,stat2011:35670001,statistical_area,stat2011:35670001,2011,35670001,1,loc:3567,3567,סלעית,1,1,408,318,317,1,אמת,148,78,70,0.466877,148,0,1,0,0,0,11,0,0,0,0,7,1,49,18,0,0,0,0,78,0,0,4,0,0,0
K20,stat2011:35680001,statistical_area,stat2011:35680001,2011,35680001,1,loc:3568,3568,ריחן,1,1,131,100,99,1,אמת,29,20,9,0.292929,29,0,0,0,0,0,18,0,0,0,0,8,0,20,4,0,0,0,0,11,0,1,8,0,0,0
K20,stat2011:35690001,statistical_area,stat2011:35690001,2011,35690001,1,loc:3569,3569,מבוא דותן,1,1,265,169,169,0,מחל,73,39,34,0.431953,14,1,1,0,0,0,39,0,0,0,0,8,14,73,1,0,0,0,0,2,0,0,4,11,0,1
K20,stat2011:35700001,statistical_area,stat2011:35700001,2011,35700001,1,loc:3570,3570,אריאל,4,4,2400,1567,1538,29,מחל,741,236,505,0.481795,82,12,0,0,0,1,174,1,0,0,0,92,236,741,14,1,0,0,0,94,0,2,38,33,2,15
K20,stat2011:35700002,statistical_area,stat2011:35700002,2011,35700002,2,loc:3570,3570,אריאל,4,4,2639,1827,1801,26,מחל,900,228,672,0.499722,98,3,0,0,0,1,228,0,0,0,0,129,209,900,15,1,0,0,0,119,0,2,41,39,0,16
K20,stat2011:35700003,statistical_area,stat2011:35700003,2011,35700003,3,loc:3570,3570,אריאל,6,6,3881,2779,2744,35,מחל,1304,408,896,0.475219,119,5,1,0,0,0,397,0,0,0,0,157,408,1304,12,3,0,1,0,156,1,1,69,78,4,28
