election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,stat1995:8000006,statistical_area,stat1995:8000006,1995,8000006,6,loc:8000,8000,צפת,5,5,3350,1738,1693,45,שס,509,272,237,0.30065,102,24,1,0,3,0,7,37,3,190,1,32,218,0,272,231,11,0,0,11,1,0,1,0,1,4,2,16,2,14,509
K17,stat1995:8000007,statistical_area,stat1995:8000007,1995,8000007,7,loc:8000,8000,צפת,4,4,2566,1476,1452,24,ל,362,299,63,0.249311,173,20,2,0,3,0,1,53,0,100,4,59,299,0,362,192,7,1,0,4,0,2,1,0,1,1,2,13,0,7,145
K17,stat1995:8000008,statistical_area,stat1995:8000008,1995,8000008,8,loc:8000,8000,צפת,1,1,419,229,227,2,כן,62,51,11,0.273128,33,0,0,0,0,0,0,12,3,4,0,0,62,0,51,23,13,2,0,2,0,0,0,0,0,0,0,2,0,9,11
K17,stat1995:8000009,statistical_area,stat1995:8000009,1995,8000009,9,loc:8000,8000,צפת,1,1,312,86,82,4,עם,34,19,15,0.414634,14,0,1,0,4,0,0,0,0,1,0,1,19,1,0,2,0,0,34,0,0,0,0,0,0,0,0,2,0,1,2
K17,stat1995:800001,statistical_area,stat1995:800001,1995,800001,1,loc:800,800,בית חנניה,1,1,411,325,323,2,כן,128,80,48,0.396285,80,0,0,0,0,1,0,22,1,13,0,2,128,0,7,15,29,0,0,5,0,0,1,0,0,1,0,6,0,12,0
K17,stat1995:80001,statistical_area,stat1995:80001,1995,80001,1,loc:80,80,נהלל,1,1,586,419,417,2,כן,146,133,13,0.35012,133,0,0,0,0,0,0,18,1,11,0,1,146,0,22,27,15,0,0,28,1,0,0,0,0,0,0,9,0,5,0
K17,stat1995:801001,statistical_area,stat1995:801001,1995,801001,1,loc:801,801,חמד,1,1,379,285,285,0,טב,142,29,113,0.498246,10,29,0,0,0,0,0,13,1,142,0,2,28,0,11,23,4,0,0,5,0,0,0,0,0,0,0,2,0,3,12
K17,stat1995:802001,statistical_area,stat1995:802001,1995,802001,1,loc:802,802,"גבעת כ""ח",1,1,364,223,219,4,כן,47,43,4,0.214612,22,5,0,0,0,0,1,23,0,20,0,3,47,0,4,42,1,0,0,0,0,0,0,0,0,0,0,6,0,2,43
K17,stat1995:803001,statistical_area,stat1995:803001,1995,803001,1,loc:803,803,יושיביה,1,1,198,144,144,0,שס,74,18,56,0.513889,13,1,0,0,0,0,0,2,0,18,0,3,9,0,8,12,0,0,1,3,0,0,0,0,0,0,0,0,0,0,74
K17,stat1995:804001,statistical_area,stat1995:804001,1995,804001,1,loc:804,804,אחיסמך,1,1,685,361,360,1,שס,151,74,77,0.419444,63,3,0,0,0,0,0,8,0,14,0,3,23,0,19,74,0,0,0,0,0,1,0,0,0,1,0,0,0,0,151
K17,stat1995:805001,statistical_area,stat1995:805001,1995,805001,1,loc:805,805,ישעי,1,1,410,307,302,5,שס,105,102,3,0.347682,5,11,0,0,0,0,0,5,0,102,0,3,19,0,5,38,0,0,0,1,0,0,0,0,0,0,0,4,0,4,105
K17,stat1995:806001,statistical_area,stat1995:806001,1995,806001,1,loc:806,806,עין יהב,1,1,437,314,313,1,אמת,120,97,23,0.383387,120,0,0,0,3,0,0,32,0,5,0,0,97,0,5,4,27,0,0,4,0,0,0,0,0,1,0,7,0,8,0
K17,stat1995:807001,statistical_area,stat1995:807001,1995,807001,1,loc:807,807,חניאל,1,1,546,373,371,2,כן,125,101,24,0.336927,101,1,0,0,0,0,0,33,3,4,1,0,125,0,5,37,32,0,0,1,0,0,0,0,9,0,0,3,0,14,2
K17,stat1995:808001,statistical_area,stat1995:808001,1995,808001,1,loc:808,808,ניר אליהו,1,1,326,223,221,2,אמת,105,54,51,0.475113,105,0,0,0,0,0,1,7,0,1,0,2,54,0,3,2,33,0,0,1,0,0,0,0,0,1,0,3,0,8,0
K17,stat1995:809001,statistical_area,stat1995:809001,1995,809001,1,loc:809,809,נחם,1,1,328,233,227,6,טב,68,57,11,0.299559,13,6,2,0,0,0,0,5,0,68,0,1,31,0,9,27,1,0,0,1,0,0,0,1,0,1,1,3,0,0,57
K17,stat1995:810001,statistical_area,stat1995:810001,1995,810001,1,loc:810,810,עופר,1,1,267,190,188,2,אמת,48,31,17,0.255319,48,1,0,0,0,0,0,28,0,19,0,1,31,0,9,16,11,0,0,5,0,0,1,0,1,0,1,5,0,6,5
K17,stat1995:811001,statistical_area,stat1995:811001,1995,811001,1,loc:811,811,יכיני,1,1,370,231,230,1,שס,52,48,4,0.226087,42,0,0,0,0,0,0,4,0,34,0,3,26,0,18,48,1,0,0,0,0,1,0,0,0,1,0,0,0,0,52
K17,stat1995:812001,statistical_area,stat1995:812001,1995,812001,1,loc:812,812,שלומי,7,7,4309,2610,2575,35,אמת,555,498,57,0.215534,555,6,1,2,3,1,0,108,2,256,1,37,498,2,444,258,39,2,2,2,1,1,4,1,2,3,3,26,0,29,286
K17,stat1995:813001,statistical_area,stat1995:813001,1995,813001,1,loc:813,813,עין יעקב,1,1,436,326,326,0,אמת,116,86,30,0.355828,116,0,0,0,0,0,0,8,0,33,0,2,86,0,5,42,3,1,0,3,0,0,0,0,0,1,0,1,0,7,18
K17,stat1995:814001,statistical_area,stat1995:814001,1995,814001,1,loc:814,814,תלמים,1,1,436,290,282,8,שס,140,52,88,0.496454,10,9,0,0,0,0,0,6,0,52,0,13,19,0,8,21,0,0,0,0,0,1,0,0,0,1,0,0,0,2,140
K17,stat1995:815001,statistical_area,stat1995:815001,1995,815001,1,loc:815,815,זבדיאל,1,1,313,242,238,4,מחל,85,85,0,0.357143,10,16,0,0,0,0,0,1,0,20,0,0,8,0,12,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85
K17,stat1995:816001,statistical_area,stat1995:816001,1995,816001,1,loc:816,816,זנוח,1,1,293,177,177,0,שס,51,34,17,0.288136,21,13,0,0,0,0,0,1,0,29,0,0,16,0,7,34,1,0,0,0,0,0,1,0,0,0,0,1,0,2,51
K17,stat1995:817001,statistical_area,stat1995:817001,1995,817001,1,loc:817,817,עזריקם,1,1,642,427,423,4,אמת,119,85,34,0.281324,119,3,0,0,0,1,0,22,1,20,0,2,67,0,14,85,4,0,0,0,0,0,0,0,0,1,1,9,0,5,69
K17,stat1995:818001,statistical_area,stat1995:818001,1995,818001,1,loc:818,818,זרחיה,1,1,361,248,245,3,שס,87,85,2,0.355102,13,1,0,0,0,0,0,8,0,85,0,8,6,1,8,25,0,0,0,1,0,0,0,0,0,0,0,1,0,1,87
K17,stat1995:819001,statistical_area,stat1995:819001,1995,819001,1,loc:819,819,אביגדור,1,1,495,379,377,2,כן,138,115,23,0.366048,115,0,0,0,0,0,0,32,3,6,0,2,138,0,14,10,37,0,0,4,0,0,0,0,0,0,0,8,0,8,0
K17,stat1995:8200001,statistical_area,stat1995:8200001,1995,8200001,1,loc:8200,8200,קרית מוצקין,5,5,3511,2487,2469,18,כן,965,516,449,0.390846,516,2,0,0,0,1,1,277,4,76,9,2,965,3,157,201,50,1,0,13,0,0,0,0,2,0,4,26,2,60,97
K17,stat1995:8200002,statistical_area,stat1995:8200002,1995,8200002,2,loc:8200,8200,קרית מוצקין,5,5,3171,1712,1677,35,כן,521,296,225,0.310674,296,16,1,1,1,0,23,115,7,40,1,9,521,1,255,150,25,1,0,6,3,0,3,0,0,2,2,30,1,16,151
K17,stat1995:8200003,statistical_area,stat1995:8200003,1995,8200003,3,loc:8200,8200,קרית מוצקין,5,5,3425,2174,2127,47,כן,758,391,367,0.35637,391,18,2,0,1,3,5,236,5,60,3,5,758,0,245,172,33,2,0,9,5,2,1,0,0,4,9,27,0,35,96
K17,stat1995:8200004,statistical_area,stat1995:8200004,1995,8200004,4,loc:8200,8200,קרית מוצקין,5,5,3158,1980,1960,20,כן,639,357,282,0.32602,357,5,0,0,0,0,0,207,10,71,2,3,639,1,277,173,49,1,0,7,2,3,1,1,0,0,3,31,2,33,82
K17,stat1995:8200005,statistical_area,stat1995:8200005,1995,8200005,5,loc:8200,8200,קרית מוצקין,6,6,3965,2301,2243,58,כן,722,434,288,0.32189,359,11,2,0,1,0,6,140,18,99,6,8,722,2,434,204,35,0,0,4,0,0,3,0,0,1,10,23,0,37,118
K17,stat1995:8200006,statistical_area,stat1995:8200006,1995,8200006,6,loc:8200,8200,קרית מוצקין,8,8,4883,2809,2756,53,כן,858,604,254,0.311321,373,14,2,0,1,4,13,218,9,120,1,18,858,1,604,209,55,5,1,8,14,1,4,1,0,3,10,28,0,30,151
K17,stat1995:8200007,statistical_area,stat1995:8200007,1995,8200007,7,loc:8200,8200,קרית מוצקין,3,3,1786,974,958,16,כן,250,186,64,0.26096,186,10,0,0,2,1,0,110,4,38,0,7,250,0,116,72,17,2,0,1,0,1,2,0,0,1,0,14,1,10,113
K17,stat1995:8200008,statistical_area,stat1995:8200008,1995,8200008,8,loc:8200,8200,קרית מוצקין,3,3,1615,1098,1091,7,כן,343,199,144,0.31439,199,10,0,0,0,0,1,134,3,114,1,8,343,1,56,87,23,2,0,9,0,0,1,1,2,1,0,22,2,17,54
K17,stat1995:8200009,statistical_area,stat1995:8200009,1995,8200009,9,loc:8200,8200,קרית מוצקין,3,3,1738,1013,1002,11,כן,334,184,150,0.333333,184,6,0,0,0,0,0,93,6,75,3,8,334,0,87,91,25,1,0,5,1,0,0,1,0,1,2,17,0,4,58
K17,stat1995:820001,statistical_area,stat1995:820001,1995,820001,1,loc:820,820,חלץ,1,1,355,249,245,4,אמת,87,53,34,0.355102,87,5,0,0,0,1,0,2,0,17,0,0,20,0,7,49,0,0,1,1,0,1,0,1,0,0,0,0,0,0,53
K17,stat1995:8200010,statistical_area,stat1995:8200010,1995,8200010,10,loc:8200,8200,קרית מוצקין,5,5,2983,1791,1774,17,כן,530,324,206,0.29876,324,5,3,0,0,0,1,203,10,133,6,5,530,1,178,174,48,3,0,5,2,2,1,0,2,2,5,14,0,30,87
K17,stat1995:8200011,statistical_area,stat1995:8200011,1995,8200011,11,loc:8200,8200,קרית מוצקין,6,6,3793,2433,2394,39,כן,822,437,385,0.343358,437,10,0,0,1,2,0,263,8,211,4,15,822,1,164,203,58,1,0,24,0,2,4,3,0,0,6,31,1,38,85
K17,stat1995:82001,statistical_area,stat1995:82001,1995,82001,1,loc:82,82,(עין חרוד (מאוחד,1,1,677,442,441,1,אמת,222,101,121,0.503401,222,3,0,0,0,0,0,12,1,17,1,1,101,1,12,12,30,1,0,4,0,0,0,0,0,1,0,6,0,14,2
K17,stat1995:821001,statistical_area,stat1995:821001,1995,821001,1,loc:821,821,אחוזם,1,1,322,220,216,4,מחל,88,53,35,0.407407,7,7,0,0,0,0,0,1,0,29,0,2,18,0,11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
K17,stat1995:822001,statistical_area,stat1995:822001,1995,822001,1,loc:822,822,מטע,1,1,360,232,230,2,אמת,87,37,50,0.378261,87,3,0,1,5,0,0,14,0,10,0,0,37,0,8,22,15,0,0,0,0,0,0,0,0,0,0,3,0,7,18
K17,stat1995:823001,statistical_area,stat1995:823001,1995,823001,1,loc:823,823,בר גיורא,1,1,294,204,202,2,מחל,53,34,19,0.262376,34,1,0,2,1,0,0,8,0,11,0,4,33,0,5,53,8,0,0,4,0,1,2,0,0,0,0,2,0,0,33
K17,stat1995:824001,statistical_area,stat1995:824001,1995,824001,1,loc:824,824,כוכב מיכאל,1,1,488,333,333,0,אמת,126,111,15,0.378378,126,0,0,0,1,0,0,24,0,5,0,0,111,0,9,11,26,0,0,3,0,0,0,0,0,0,0,7,0,8,2
K17,stat1995:825001,statistical_area,stat1995:825001,1995,825001,1,loc:825,825,נס הרים,1,1,417,242,236,6,כן,58,47,11,0.245763,42,0,0,0,0,0,0,16,0,23,0,4,58,0,11,47,2,0,0,0,0,0,0,0,0,0,0,1,0,3,29
K17,stat1995:826001,statistical_area,stat1995:826001,1995,826001,1,loc:826,826,עוזה,1,1,397,239,237,2,שס,101,56,45,0.42616,2,28,0,0,0,0,0,2,1,56,0,0,10,0,8,25,0,0,0,1,0,0,0,0,0,0,0,3,0,0,101
K17,stat1995:827001,statistical_area,stat1995:827001,1995,827001,1,loc:827,827,נווה מבטח,1,1,443,291,285,6,כן,94,80,14,0.329825,80,0,0,0,0,0,2,27,0,7,2,0,94,0,6,14,28,0,0,3,0,0,0,0,0,0,0,9,0,10,3
K17,stat1995:828001,statistical_area,stat1995:828001,1995,828001,1,loc:828,828,ישרש,1,1,511,331,330,1,כן,106,63,43,0.321212,63,3,0,0,0,0,0,39,0,19,1,0,106,0,15,44,6,0,1,0,0,0,0,0,0,0,0,1,0,2,30
K17,stat1995:829001,statistical_area,stat1995:829001,1995,829001,1,loc:829,829,מבטחים,1,1,319,165,164,1,אמת,63,42,21,0.384146,63,1,0,0,0,0,0,5,0,7,0,1,14,0,9,12,3,0,0,0,0,0,1,0,0,0,0,2,0,4,42
K17,stat1995:8300112,statistical_area,stat1995:8300112,1995,8300112,112,loc:8300,8300,ראשון לציון,9,9,6033,3553,3509,44,כן,999,715,284,0.284696,492,16,3,3,2,3,20,345,11,75,9,13,999,1,715,435,92,1,0,17,4,3,1,0,1,2,4,43,0,54,145
K17,stat1995:8300113,statistical_area,stat1995:8300113,1995,8300113,113,loc:8300,8300,ראשון לציון,6,6,4097,2233,2185,48,כן,580,482,98,0.265446,236,12,1,0,0,3,14,165,3,79,6,3,580,1,482,286,37,0,0,6,4,2,1,1,0,4,4,35,0,42,178
K17,stat1995:8300114,statistical_area,stat1995:8300114,1995,8300114,114,loc:8300,8300,ראשון לציון,6,6,3869,2196,2122,74,כן,531,459,72,0.250236,239,47,1,0,0,0,9,217,13,79,7,14,531,0,459,229,29,0,0,3,1,2,1,1,0,6,7,26,1,32,168
K17,stat1995:8300115,statistical_area,stat1995:8300115,1995,8300115,115,loc:8300,8300,ראשון לציון,5,5,3223,1842,1799,43,כן,427,343,84,0.237354,218,31,0,0,0,2,7,153,2,112,1,8,427,0,343,199,35,0,0,17,1,1,2,0,0,0,5,12,0,30,193
K17,stat1995:8300116,statistical_area,stat1995:8300116,1995,8300116,116,loc:8300,8300,ראשון לציון,7,7,4890,2845,2801,44,כן,795,562,233,0.283827,328,35,2,0,1,1,19,236,4,118,6,16,795,0,562,353,52,1,1,9,2,1,4,0,0,2,5,30,0,35,183
K17,stat1995:8300117,statistical_area,stat1995:8300117,1995,8300117,117,loc:8300,8300,ראשון לציון,7,7,4442,2571,2531,40,כן,706,399,307,0.278941,373,26,0,0,2,3,21,193,7,131,1,9,706,0,399,275,56,3,1,11,1,2,1,0,0,2,1,28,0,41,238
K17,stat1995:8300121,statistical_area,stat1995:8300121,1995,8300121,121,loc:8300,8300,ראשון לציון,7,7,4130,2633,2596,37,כן,768,334,434,0.29584,334,84,1,0,0,4,20,243,8,105,3,9,768,1,326,302,78,0,0,13,0,0,2,0,1,2,3,31,0,42,216
K17,stat1995:8300122,statistical_area,stat1995:8300122,1995,8300122,122,loc:8300,8300,ראשון לציון,5,5,2665,1629,1603,26,כן,434,262,172,0.270742,262,12,0,0,0,1,12,158,3,89,1,9,434,2,96,218,29,0,0,4,1,0,1,0,0,2,1,17,0,24,227
K17,stat1995:8300123,statistical_area,stat1995:8300123,1995,8300123,123,loc:8300,8300,ראשון לציון,5,5,3326,1877,1852,25,שס,436,364,72,0.235421,234,22,1,0,1,0,1,161,4,106,2,11,364,1,106,292,29,1,0,9,2,1,4,0,1,3,5,36,0,19,436
K17,stat1995:8300124,statistical_area,stat1995:8300124,1995,8300124,124,loc:8300,8300,ראשון לציון,5,5,3225,1949,1924,25,שס,432,403,29,0.224532,187,31,1,0,0,0,0,153,3,226,0,13,403,0,108,301,26,0,0,8,0,0,0,0,0,3,0,7,0,22,432
K17,stat1995:8300131,statistical_area,stat1995:8300131,1995,8300131,131,loc:8300,8300,ראשון לציון,4,4,2905,2027,2011,16,כן,776,348,428,0.385878,348,5,1,0,0,2,0,265,7,50,0,3,776,0,142,170,62,0,0,24,0,2,1,0,0,2,1,22,0,48,80
K17,stat1995:8300132,statistical_area,stat1995:8300132,1995,8300132,132,loc:8300,8300,ראשון לציון,6,6,3732,2582,2555,27,כן,990,478,512,0.387476,478,22,1,0,1,0,0,287,9,74,8,6,990,0,153,218,90,1,0,15,0,1,1,0,0,1,1,41,0,45,112
K17,stat1995:8300133,statistical_area,stat1995:8300133,1995,8300133,133,loc:8300,8300,ראשון לציון,5,5,3367,2068,2039,29,כן,562,325,237,0.275625,325,20,0,1,3,2,12,223,5,118,7,4,562,3,237,241,58,0,0,7,0,2,3,0,0,0,2,36,2,38,128
K17,stat1995:8300134,statistical_area,stat1995:8300134,1995,8300134,134,loc:8300,8300,ראשון לציון,4,4,2520,1604,1574,30,כן,456,222,234,0.289708,222,12,0,3,1,0,7,156,5,134,0,7,456,1,222,151,37,1,0,13,2,0,3,1,0,4,1,29,2,26,78
K17,stat1995:8300135,statistical_area,stat1995:8300135,1995,8300135,135,loc:8300,8300,ראשון לציון,5,5,3288,2204,2181,23,כן,701,305,396,0.321412,290,10,0,1,0,0,4,255,10,305,0,22,701,0,95,207,70,2,1,22,1,1,0,0,0,1,4,33,0,42,104
K17,stat1995:8300136,statistical_area,stat1995:8300136,1995,8300136,136,loc:8300,8300,ראשון לציון,4,4,2383,1506,1484,22,כן,442,266,176,0.297844,266,13,0,0,1,0,2,182,8,81,3,4,442,0,166,137,52,0,0,6,0,0,0,0,0,1,4,20,0,37,59
K17,stat1995:8300137,statistical_area,stat1995:8300137,1995,8300137,137,loc:8300,8300,ראשון לציון,5,5,2969,1784,1759,25,כן,535,266,269,0.30415,266,15,0,0,0,2,1,199,13,77,3,26,535,2,252,175,49,0,0,8,0,0,1,0,0,0,1,17,0,40,77
K17,stat1995:8300138,statistical_area,stat1995:8300138,1995,8300138,138,loc:8300,8300,ראשון לציון,7,7,4579,2552,2489,63,כן,727,464,263,0.292085,312,35,3,0,4,0,6,266,5,112,6,14,727,0,464,267,71,2,0,3,2,2,0,0,0,3,3,33,1,20,128
K17,stat1995:8300139,statistical_area,stat1995:8300139,1995,8300139,139,loc:8300,8300,ראשון לציון,6,6,4105,2388,2343,45,כן,711,503,208,0.303457,268,40,0,0,4,4,3,270,9,61,4,7,711,3,503,226,39,2,0,6,0,0,0,0,0,3,7,32,0,29,112
K17,stat1995:8300211,statistical_area,stat1995:8300211,1995,8300211,211,loc:8300,8300,ראשון לציון,8,8,4558,2547,2507,40,כן,822,424,398,0.327882,424,11,3,1,2,1,1,292,11,68,3,13,822,0,330,210,101,19,0,10,3,1,2,0,3,4,2,29,4,60,77
K17,stat1995:8300212,statistical_area,stat1995:8300212,1995,8300212,212,loc:8300,8300,ראשון לציון,5,5,3187,1862,1825,37,כן,618,311,307,0.33863,311,16,0,1,0,2,1,190,4,47,3,3,618,0,203,188,70,2,0,9,1,0,0,0,0,2,5,19,0,64,66
K17,stat1995:8300213,statistical_area,stat1995:8300213,1995,8300213,213,loc:8300,8300,ראשון לציון,6,6,3861,2061,2028,33,כן,595,325,270,0.293393,312,17,2,0,1,3,2,277,8,63,7,9,595,1,325,216,53,1,0,11,0,1,1,0,1,2,4,22,0,33,61
K17,stat1995:8300214,statistical_area,stat1995:8300214,1995,8300214,214,loc:8300,8300,ראשון לציון,5,5,3291,1701,1664,37,כן,459,329,130,0.275841,236,11,0,0,0,0,1,198,3,43,5,7,459,0,329,177,52,2,1,6,1,1,1,1,0,0,9,23,1,24,73
K17,stat1995:8300215,statistical_area,stat1995:8300215,1995,8300215,215,loc:8300,8300,ראשון לציון,7,7,4335,2666,2609,57,כן,838,400,438,0.321196,400,14,0,0,2,0,3,360,9,85,6,6,838,0,394,225,71,0,0,21,3,1,0,1,4,1,3,31,0,52,79
K17,stat1995:8300216,statistical_area,stat1995:8300216,1995,8300216,216,loc:8300,8300,ראשון לציון,9,9,4928,3346,3322,24,כן,1275,653,622,0.383805,653,19,0,1,3,0,2,370,13,76,4,5,1275,0,215,297,145,1,0,31,0,0,3,0,0,1,3,53,0,72,80
K17,stat1995:8300217,statistical_area,stat1995:8300217,1995,8300217,217,loc:8300,8300,ראשון לציון,3,3,1969,1130,1117,13,כן,266,199,67,0.238138,169,27,0,0,0,0,3,83,2,44,2,19,266,1,61,199,19,2,0,10,1,0,0,0,0,0,1,11,0,13,184
K17,stat1995:8300221,statistical_area,stat1995:8300221,1995,8300221,221,loc:8300,8300,ראשון לציון,6,6,3759,2227,2186,41,כן,669,392,277,0.306038,392,10,1,0,2,0,3,266,7,70,0,6,669,0,317,218,74,1,0,14,0,0,3,1,2,1,4,30,0,42,53
K17,stat1995:8300222,statistical_area,stat1995:8300222,1995,8300222,222,loc:8300,8300,ראשון לציון,5,5,3416,2104,2074,30,כן,667,359,308,0.321601,359,13,0,1,2,2,1,314,14,78,7,5,667,0,233,164,92,1,0,12,0,0,1,0,0,2,3,25,1,37,40
K17,stat1995:8300223,statistical_area,stat1995:8300223,1995,8300223,223,loc:8300,8300,ראשון לציון,6,6,3678,2361,2317,44,כן,812,414,398,0.350453,414,2,0,0,2,1,8,260,14,77,2,7,812,0,235,205,96,1,1,14,2,0,5,1,0,3,3,33,0,50,69
K17,stat1995:8300224,statistical_area,stat1995:8300224,1995,8300224,224,loc:8300,8300,ראשון לציון,4,4,2741,1831,1822,9,כן,722,328,394,0.396268,328,9,0,1,0,0,1,209,8,61,5,2,722,0,89,162,84,0,0,13,0,0,0,1,2,1,2,30,1,43,48
K17,stat1995:8300225,statistical_area,stat1995:8300225,1995,8300225,225,loc:8300,8300,ראשון לציון,5,5,2995,1698,1670,28,כן,542,293,249,0.324551,236,12,1,0,0,1,2,175,3,52,0,8,542,1,293,146,48,4,1,8,0,0,4,0,0,4,3,18,0,35,73
K17,stat1995:8300226,statistical_area,stat1995:8300226,1995,8300226,226,loc:8300,8300,ראשון לציון,7,7,4104,2492,2467,25,כן,760,431,329,0.308066,431,10,1,0,3,0,8,268,9,62,6,11,760,3,368,258,97,4,0,11,0,1,2,0,0,2,5,30,0,47,70
K17,stat1995:8300311,statistical_area,stat1995:8300311,1995,8300311,311,loc:8300,8300,ראשון לציון,7,7,4315,2207,2154,53,כן,397,345,52,0.184308,219,14,0,0,2,0,299,149,9,90,5,5,397,3,325,192,18,0,0,7,3,3,3,1,3,4,7,24,1,26,345
K17,stat1995:8300312,statistical_area,stat1995:8300312,1995,8300312,312,loc:8300,8300,ראשון לציון,5,5,3134,1662,1633,29,שס,336,306,30,0.205756,183,27,0,1,1,2,87,121,5,113,1,12,306,2,164,196,20,1,1,4,0,2,1,0,0,3,2,16,1,25,336
K17,stat1995:8300313,statistical_area,stat1995:8300313,1995,8300313,313,loc:8300,8300,ראשון לציון,4,4,2567,1343,1305,38,ל,244,233,11,0.186973,138,12,0,1,0,4,146,77,2,46,5,3,233,1,244,128,11,0,1,4,2,0,4,1,2,4,2,18,0,17,199
K17,stat1995:8300314,statistical_area,stat1995:8300314,1995,8300314,314,loc:8300,8300,ראשון לציון,8,8,5631,3925,3880,45,כן,1588,595,993,0.409278,595,20,0,1,1,2,4,482,10,119,3,13,1588,0,140,397,127,4,0,22,0,1,2,0,0,2,3,63,0,72,209
K17,stat1995:8300315,statistical_area,stat1995:8300315,1995,8300315,315,loc:8300,8300,ראשון לציון,3,3,1841,1276,1266,10,כן,525,219,306,0.414692,219,5,0,0,0,0,1,148,7,62,0,3,525,0,51,117,27,0,0,10,2,1,0,0,0,0,0,8,0,33,47
K17,stat1995:8300317,statistical_area,stat1995:8300317,1995,8300317,317,loc:8300,8300,ראשון לציון,8,8,5214,3036,2986,50,כן,1021,422,599,0.341929,422,38,0,0,1,3,1,355,11,66,3,12,1021,2,231,420,52,0,0,17,1,3,3,0,0,4,7,46,0,62,205
K17,stat1995:8300321,statistical_area,stat1995:8300321,1995,8300321,321,loc:8300,8300,ראשון לציון,5,5,2851,2086,2074,12,כן,979,313,666,0.472035,313,11,0,0,0,0,0,212,10,59,0,6,979,0,67,225,51,1,0,18,0,1,0,0,1,0,0,7,0,53,60
K17,stat1995:8300322,statistical_area,stat1995:8300322,1995,8300322,322,loc:8300,8300,ראשון לציון,3,3,1977,1356,1346,10,כן,607,180,427,0.450966,180,2,0,0,0,0,2,109,6,49,1,2,607,1,35,163,44,0,0,15,0,0,1,0,0,0,1,21,0,30,77
K17,stat1995:8300323,statistical_area,stat1995:8300323,1995,8300323,323,loc:8300,8300,ראשון לציון,14,14,9440,6252,6200,52,כן,2287,867,1420,0.368871,867,51,0,1,5,0,6,664,35,235,5,19,2287,4,445,698,131,4,2,35,3,2,2,0,2,3,2,61,0,113,518
K17,stat1995:8300324,statistical_area,stat1995:8300324,1995,8300324,324,loc:8300,8300,ראשון לציון,8,8,4772,3213,3178,35,כן,1267,534,733,0.398678,534,15,0,0,3,1,2,340,9,85,3,6,1267,0,164,367,64,4,0,16,1,0,1,1,0,0,1,24,0,45,225
K17,stat1995:8300325,statistical_area,stat1995:8300325,1995,8300325,325,loc:8300,8300,ראשון לציון,10,10,6200,3932,3885,47,כן,1270,722,548,0.326898,722,20,1,0,2,1,4,481,9,111,8,15,1270,1,331,420,132,3,0,10,1,1,3,0,1,1,2,63,0,90,182
K17,stat1995:8300326,statistical_area,stat1995:8300326,1995,8300326,326,loc:8300,8300,ראשון לציון,8,8,5022,3561,3524,37,כן,1451,635,816,0.411748,635,34,0,0,1,2,1,408,10,93,5,9,1451,1,94,332,97,1,0,18,0,1,1,0,1,1,2,58,0,79,189
K17,stat1995:8300327,statistical_area,stat1995:8300327,1995,8300327,327,loc:8300,8300,ראשון לציון,10,10,6119,4135,4100,35,כן,1632,676,956,0.398049,676,13,0,1,0,3,0,521,12,123,6,11,1632,1,174,468,108,4,0,23,2,1,2,0,1,2,1,32,0,65,218
K17,stat1995:831001,statistical_area,stat1995:831001,1995,831001,1,loc:831,831,ירוחם,10,10,6024,3143,3079,64,שס,607,467,140,0.197142,467,311,1,0,2,0,1,58,8,413,3,16,428,0,454,210,24,2,12,14,3,3,2,0,2,1,5,20,1,11,607
K17,stat1995:836001,statistical_area,stat1995:836001,1995,836001,1,loc:836,836,גנות,1,1,309,227,226,1,כן,90,38,52,0.39823,37,1,0,0,1,0,0,19,1,5,0,1,90,0,8,38,14,0,0,0,0,0,1,0,0,0,0,2,0,7,1
K17,stat1995:837001,statistical_area,stat1995:837001,1995,837001,1,loc:837,837,עזריאל,1,1,388,282,275,7,מחל,86,50,36,0.312727,19,33,0,0,0,0,0,4,0,50,0,8,26,0,12,86,2,0,1,3,0,0,0,0,0,0,0,8,0,0,23
K17,stat1995:838001,statistical_area,stat1995:838001,1995,838001,1,loc:838,838,פדיה,1,1,373,237,235,2,כן,74,46,28,0.314894,28,1,0,0,0,0,0,24,0,4,0,1,74,0,16,46,2,0,0,0,1,0,2,0,0,0,1,0,0,2,33
K17,stat1995:839001,statistical_area,stat1995:839001,1995,839001,1,loc:839,839,פתחיה,1,1,498,307,304,3,כן,75,59,16,0.246711,31,2,0,0,1,0,0,38,1,12,0,1,75,0,18,59,6,1,0,1,0,0,0,0,0,0,1,5,0,7,45
