election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
K23,stat2011:100001,statistical_area,stat2011:100001,2011,100001,1,loc:10,10,תירוש,1,1,331,252,252,0,מחל,136,94,42,0.539683,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,1,136,0,0,0,1,0,5,0,0,0,0,0,0,94
K23,stat2011:10150001,statistical_area,stat2011:10150001,2011,10150001,1,loc:1015,1015,מבשרת ציון,4,4,2389,1820,1818,2,פה,847,564,283,0.465897,238,6,8,2,0,0,53,0,0,0,0,1,1,0,0,61,564,0,0,0,4,0,847,0,0,0,0,0,0,33
K23,stat2011:10150002,statistical_area,stat2011:10150002,2011,10150002,2,loc:1015,1015,מבשרת ציון,8,8,4905,3499,3492,7,מחל,1512,1017,495,0.43299,305,42,25,2,0,0,268,0,0,0,0,0,1,0,0,80,1512,0,0,0,33,0,1017,0,0,0,0,0,2,205
K23,stat2011:10150003,statistical_area,stat2011:10150003,2011,10150003,3,loc:1015,1015,מבשרת ציון,5,5,3297,2402,2398,4,פה,1118,691,427,0.466222,340,6,16,3,0,0,94,0,0,0,0,0,0,0,0,65,691,2,0,0,8,0,1118,0,0,0,0,0,0,55
K23,stat2011:10150004,statistical_area,stat2011:10150004,2011,10150004,4,loc:1015,1015,מבשרת ציון,4,4,2079,1296,1294,2,פה,605,315,290,0.467543,241,5,17,2,0,0,45,0,1,0,0,0,0,0,1,27,315,0,1,0,4,0,605,0,0,0,1,0,1,28
K23,stat2011:10150005,statistical_area,stat2011:10150005,2011,10150005,5,loc:1015,1015,מבשרת ציון,5,5,3481,2567,2560,7,מחל,1190,681,509,0.464844,212,21,6,0,0,0,101,0,0,0,0,0,0,0,0,70,1190,0,0,0,18,0,681,0,0,0,0,0,0,261
K23,stat2011:10150006,statistical_area,stat2011:10150006,2011,10150006,6,loc:1015,1015,מבשרת ציון,4,4,2793,2005,1997,8,מחל,1140,404,736,0.570856,123,10,9,4,0,0,72,0,1,0,0,0,0,0,0,42,1140,2,0,0,11,0,404,1,0,3,0,0,0,175
K23,stat2011:10200001,statistical_area,stat2011:10200001,2011,10200001,1,loc:1020,1020,אור עקיבא,4,4,2741,2067,2059,8,מחל,1112,472,640,0.540068,51,17,1,0,0,0,94,0,0,1,0,0,1,0,1,141,1112,0,0,0,8,0,472,0,0,1,0,0,0,159
K23,stat2011:10200002,statistical_area,stat2011:10200002,2011,10200002,2,loc:1020,1020,אור עקיבא,5,5,2936,1658,1642,16,מחל,1118,190,928,0.680877,17,9,8,3,1,0,28,0,0,0,0,0,0,0,1,143,1118,1,0,0,7,0,115,0,0,0,0,0,1,190
K23,stat2011:10200003,statistical_area,stat2011:10200003,2011,10200003,3,loc:1020,1020,אור עקיבא,6,6,4098,2719,2708,11,מחל,1547,575,972,0.57127,54,66,0,2,0,0,95,0,0,0,0,0,1,0,1,150,1547,1,0,1,11,0,202,0,0,1,1,0,0,575
K23,stat2011:10200004,statistical_area,stat2011:10200004,2011,10200004,4,loc:1020,1020,אור עקיבא,4,4,2455,1575,1562,13,מחל,935,236,699,0.598592,32,14,0,1,0,0,40,0,0,0,0,1,0,0,0,195,935,0,0,0,8,0,236,0,0,0,0,0,1,99
K23,stat2011:10200005,statistical_area,stat2011:10200005,2011,10200005,5,loc:1020,1020,אור עקיבא,6,6,3719,2281,2266,15,מחל,1081,522,559,0.477052,41,31,3,1,0,0,65,1,0,0,0,0,0,1,0,522,1081,5,0,0,19,0,393,0,0,0,0,1,3,99
K23,stat2011:1020001,statistical_area,stat2011:1020001,2011,1020001,1,loc:102,102,מאיר שפיה,1,1,112,54,52,2,פה,24,17,7,0.461538,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,17,0,0,0,0,0,24,0,0,0,0,0,0,0
K23,stat2011:10240001,statistical_area,stat2011:10240001,2011,10240001,1,loc:1024,1024,חרוצים,1,1,565,437,434,3,פה,209,138,71,0.481567,44,3,2,0,0,0,12,0,0,0,0,0,0,0,0,6,138,0,0,0,1,1,209,1,0,0,0,0,0,17
K23,stat2011:1030001,statistical_area,stat2011:1030001,2011,1030001,1,loc:103,103,תל עדשים,2,2,850,650,650,0,פה,370,161,209,0.569231,57,8,5,2,0,0,25,0,0,0,0,0,0,0,0,19,161,2,0,0,1,0,370,0,0,0,0,0,0,0
K23,stat2011:10310002,statistical_area,stat2011:10310002,2011,10310002,2,loc:1031,1031,שדרות,5,5,3321,2006,1985,21,מחל,959,285,674,0.483123,119,57,4,1,0,0,197,0,0,1,0,0,0,0,0,180,959,1,1,0,13,0,161,1,0,1,2,1,1,285
K23,stat2011:10310003,statistical_area,stat2011:10310003,2011,10310003,3,loc:1031,1031,שדרות,3,3,1910,1093,1083,10,מחל,565,161,404,0.521699,40,21,4,3,0,0,70,0,0,0,0,0,0,0,0,122,565,0,0,0,13,0,81,1,0,2,0,0,0,161
K23,stat2011:10310004,statistical_area,stat2011:10310004,2011,10310004,4,loc:1031,1031,שדרות,7,7,4353,2806,2784,22,מחל,1489,447,1042,0.534842,96,27,1,1,0,0,125,0,0,1,0,2,0,0,0,447,1489,0,0,0,25,1,286,4,1,2,0,0,1,275
K23,stat2011:10310005,statistical_area,stat2011:10310005,2011,10310005,5,loc:1031,1031,שדרות,6,6,3978,2590,2572,18,מחל,1250,340,910,0.486003,169,37,14,1,0,0,324,0,0,0,0,0,0,0,1,143,1250,1,0,0,37,0,248,4,0,1,1,0,1,340
K23,stat2011:10310006,statistical_area,stat2011:10310006,2011,10310006,6,loc:1031,1031,שדרות,7,7,4523,3362,3351,11,מחל,1701,581,1120,0.50761,117,65,2,5,0,0,581,0,0,0,0,0,0,0,0,194,1701,3,0,0,34,0,293,2,0,0,0,0,0,354
K23,stat2011:10310007,statistical_area,stat2011:10310007,2011,10310007,7,loc:1031,1031,שדרות,4,4,2578,1656,1639,17,מחל,897,300,597,0.547285,38,15,6,0,0,0,67,1,0,0,0,0,0,0,1,300,897,2,2,0,20,0,158,1,1,0,0,0,0,130
K23,stat2011:10340001,statistical_area,stat2011:10340001,2011,10340001,1,loc:1034,1034,קריית מלאכי,1,1,517,390,390,0,מחל,244,70,174,0.625641,10,1,0,0,0,0,24,0,0,0,0,0,0,0,0,3,244,0,0,0,4,0,34,0,0,0,0,0,0,70
K23,stat2011:10340002,statistical_area,stat2011:10340002,2011,10340002,2,loc:1034,1034,קריית מלאכי,5,5,3118,2298,2273,25,מחל,1344,383,961,0.591289,48,27,1,2,0,0,122,0,0,0,0,0,0,0,0,52,1344,1,0,2,17,0,274,0,0,0,0,0,0,383
K23,stat2011:10340003,statistical_area,stat2011:10340003,2011,10340003,3,loc:1034,1034,קריית מלאכי,3,3,1562,956,947,9,מחל,527,217,310,0.556494,18,16,2,0,1,0,35,1,0,0,0,0,0,0,0,39,527,0,1,0,5,0,85,0,0,0,0,0,0,217
K23,stat2011:10340004,statistical_area,stat2011:10340004,2011,10340004,4,loc:1034,1034,קריית מלאכי,5,5,2911,2069,2060,9,מחל,998,406,592,0.484466,45,188,0,2,1,0,126,0,0,0,0,0,0,0,1,39,998,0,0,0,28,0,222,0,0,1,1,0,2,406
K23,stat2011:10340005,statistical_area,stat2011:10340005,2011,10340005,5,loc:1034,1034,קריית מלאכי,3,3,2131,1529,1519,10,מחל,819,278,541,0.539171,28,88,0,0,0,0,88,0,0,0,0,2,0,0,2,20,819,1,0,0,30,1,161,0,0,0,0,0,1,278
K23,stat2011:10340006,statistical_area,stat2011:10340006,2011,10340006,6,loc:1034,1034,קריית מלאכי,6,6,3692,2292,2273,19,מחל,1226,390,836,0.539375,28,215,2,1,1,0,84,1,0,0,0,3,0,0,1,49,1226,0,1,0,33,3,224,0,0,3,3,3,2,390
K23,stat2011:10340007,statistical_area,stat2011:10340007,2011,10340007,7,loc:1034,1034,קריית מלאכי,3,3,1799,1183,1177,6,מחל,427,342,85,0.362787,5,342,1,1,0,0,53,0,0,0,0,0,0,0,0,10,427,0,0,0,46,0,30,0,0,0,2,0,2,258
K23,stat2011:10340008,statistical_area,stat2011:10340008,2011,10340008,8,loc:1034,1034,קריית מלאכי,2,2,1489,1227,1223,4,מחל,455,270,185,0.372036,11,221,0,2,0,0,173,0,0,0,0,0,0,0,0,15,455,1,0,0,38,0,36,1,0,0,0,0,0,270
K23,stat2011:1040001,statistical_area,stat2011:1040001,2011,1040001,1,loc:104,104,מזרע,1,1,687,498,497,1,פה,309,156,153,0.62173,156,2,1,0,0,0,5,0,0,0,0,0,0,0,0,3,18,1,0,0,1,0,309,0,1,0,0,0,0,0
K23,stat2011:10410001,statistical_area,stat2011:10410001,2011,10410001,1,loc:1041,1041,נצאצרה (שבט),1,1,320,177,177,0,ודעם,174,2,172,0.983051,2,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K23,stat2011:10430001,statistical_area,stat2011:10430001,2011,10430001,1,loc:1043,1043,גיזו,1,1,146,113,113,0,מחל,50,32,18,0.442478,22,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,32,0,0,0,0,0,0,3
K23,stat2011:10440001,statistical_area,stat2011:10440001,2011,10440001,1,loc:1044,1044,יעף,1,1,171,140,139,1,פה,76,29,47,0.546763,23,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,76,0,1,0,0,0,0,2
K23,stat2011:10450001,statistical_area,stat2011:10450001,2011,10450001,1,loc:1045,1045,שתולה,1,1,230,162,162,0,מחל,85,29,56,0.524691,10,4,2,0,0,0,22,0,0,0,0,0,0,0,0,1,85,0,0,0,1,0,29,0,0,0,0,0,0,8
K23,stat2011:10460001,statistical_area,stat2011:10460001,2011,10460001,1,loc:1046,1046,אוהד,1,1,267,185,185,0,מחל,81,73,8,0.437838,6,0,2,0,0,0,16,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,73,0,0,0,0,0,0,6
K23,stat2011:10470001,statistical_area,stat2011:10470001,2011,10470001,1,loc:1047,1047,חזון,1,1,257,227,227,0,מחל,155,33,122,0.682819,2,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,155,0,0,0,3,0,12,0,0,0,0,0,0,33
K23,stat2011:10500001,statistical_area,stat2011:10500001,2011,10500001,1,loc:1050,1050,בית חשמונאי,2,2,1486,1122,1122,0,פה,520,431,89,0.463458,83,2,1,1,0,0,35,0,0,0,0,0,0,0,0,26,431,0,0,0,3,0,520,1,0,0,0,1,0,18
K23,stat2011:10510001,statistical_area,stat2011:10510001,2011,10510001,1,loc:1051,1051,תלמי אליהו,1,1,217,129,129,0,מחל,66,32,34,0.511628,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,32,0,0,0,0,0,0,15
K23,stat2011:10520001,statistical_area,stat2011:10520001,2011,10520001,1,loc:1052,1052,קטורה,1,1,438,225,225,0,פה,98,83,15,0.435556,83,0,10,0,0,0,6,0,0,0,0,0,0,0,0,13,13,0,0,0,1,0,98,0,0,0,0,0,0,1
K23,stat2011:10540001,statistical_area,stat2011:10540001,2011,10540001,1,loc:1054,1054,תל שבע,5,5,3805,2514,2495,19,ודעם,2450,13,2437,0.981964,9,1,2450,0,0,0,1,0,1,1,0,0,0,0,0,1,5,0,1,0,1,0,13,1,0,0,0,4,2,4
K23,stat2011:10540002,statistical_area,stat2011:10540002,2011,10540002,2,loc:1054,1054,תל שבע,3,3,2130,1117,1107,10,ודעם,1078,9,1069,0.973803,6,0,1078,0,0,0,1,0,0,1,0,1,0,0,0,0,9,0,0,0,1,0,5,0,0,2,0,1,0,2
K23,stat2011:10540003,statistical_area,stat2011:10540003,2011,10540003,3,loc:1054,1054,תל שבע,5,5,3748,1944,1929,15,ודעם,1886,9,1877,0.977709,8,0,1886,0,0,0,0,0,0,4,0,1,0,0,0,0,9,0,0,0,0,1,9,0,0,1,2,4,4,0
K23,stat2011:10570001,statistical_area,stat2011:10570001,2011,10570001,1,loc:1057,1057,נווה זוהר,1,1,55,21,21,0,מחל,9,5,4,0.428571,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,5,0,0,0,0,0,0,0
K23,stat2011:10580001,statistical_area,stat2011:10580001,2011,10580001,1,loc:1058,1058,שדה ניצן,1,1,364,211,211,0,פה,114,52,62,0.540284,52,0,5,0,0,0,12,0,0,0,0,0,0,0,0,2,22,0,0,0,2,0,114,0,0,0,0,0,0,2
K23,stat2011:10590001,statistical_area,stat2011:10590001,2011,10590001,1,loc:1059,1059,כסיפה,13,13,8531,5198,5171,27,ודעם,4871,141,4730,0.941984,63,1,4871,1,1,0,4,1,0,6,0,5,0,0,1,9,23,1,3,5,1,4,141,1,5,1,1,4,6,12
K23,stat2011:10600001,statistical_area,stat2011:10600001,2011,10600001,1,loc:1060,1060,לקיה,11,11,7663,3797,3773,24,ודעם,3667,31,3636,0.971906,31,0,3667,0,0,0,3,0,0,8,0,0,0,1,2,4,4,1,1,0,2,1,28,1,1,1,2,4,4,7
K23,stat2011:1060001,statistical_area,stat2011:1060001,2011,1060001,1,loc:106,106,כפר גדעון,1,1,184,134,134,0,ג,50,36,14,0.373134,1,50,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,4,0,13,0,0,0,0,0,0,26
K23,stat2011:10610011,statistical_area,stat2011:10610011,2011,10610011,11,loc:1061,1061,נוף הגליל,8,8,5467,3387,3360,27,מחל,1026,923,103,0.305357,67,16,923,4,0,0,34,1,0,1,0,0,0,1,2,859,1026,2,3,0,1,1,401,0,1,1,0,0,3,13
K23,stat2011:10610012,statistical_area,stat2011:10610012,2011,10610012,12,loc:1061,1061,נוף הגליל,5,5,3045,1900,1873,27,מחל,494,430,64,0.263748,22,258,430,3,0,0,40,1,0,0,0,0,0,0,2,369,494,0,0,0,12,0,145,0,0,5,0,1,0,91
K23,stat2011:10610021,statistical_area,stat2011:10610021,2011,10610021,21,loc:1061,1061,נוף הגליל,5,5,3432,2081,2053,28,ודעם,1306,313,993,0.636142,34,22,1306,0,1,0,7,0,0,5,0,0,0,1,2,186,313,1,0,0,6,1,136,0,0,0,1,1,3,27
K23,stat2011:10610022,statistical_area,stat2011:10610022,2011,10610022,22,loc:1061,1061,נוף הגליל,6,6,3988,2185,2148,37,מחל,644,624,20,0.299814,60,60,624,2,0,0,39,0,0,2,0,1,0,0,1,409,644,0,1,0,3,1,230,2,1,3,0,0,1,64
K23,stat2011:10610023,statistical_area,stat2011:10610023,2011,10610023,23,loc:1061,1061,נוף הגליל,3,3,2060,839,831,8,מחל,240,207,33,0.288809,83,15,207,1,0,0,12,0,0,0,0,0,0,0,0,142,240,0,0,0,1,0,88,0,0,0,0,0,0,42
K23,stat2011:10610024,statistical_area,stat2011:10610024,2011,10610024,24,loc:1061,1061,נוף הגליל,4,4,2522,1435,1416,19,מחל,514,325,189,0.362994,32,19,302,1,0,0,23,0,0,2,0,0,0,0,0,325,514,0,0,0,4,0,162,0,0,4,0,0,0,28
K23,stat2011:10610031,statistical_area,stat2011:10610031,2011,10610031,31,loc:1061,1061,נוף הגליל,4,4,2750,1652,1636,16,מחל,664,505,159,0.405868,34,9,234,7,0,0,14,0,0,0,1,0,0,0,1,505,664,0,0,0,3,0,148,0,0,1,0,1,3,11
K23,stat2011:10610032,statistical_area,stat2011:10610032,2011,10610032,32,loc:1061,1061,נוף הגליל,4,4,1930,1287,1276,11,ודעם,440,404,36,0.344828,26,11,440,2,0,0,17,0,0,0,0,0,1,0,0,148,404,0,0,0,3,0,201,0,1,1,0,0,1,20
K23,stat2011:10610033,statistical_area,stat2011:10610033,2011,10610033,33,loc:1061,1061,נוף הגליל,5,5,2727,1327,1306,21,מחל,594,365,229,0.454824,26,6,117,0,0,0,16,1,2,0,0,0,0,0,3,365,594,2,0,0,2,0,130,2,0,0,1,2,2,35
K23,stat2011:10610034,statistical_area,stat2011:10610034,2011,10610034,34,loc:1061,1061,נוף הגליל,5,5,2674,1439,1408,31,מחל,554,257,297,0.393466,35,51,177,1,0,0,55,0,0,1,0,0,0,1,0,257,554,0,0,1,15,0,224,1,0,2,1,0,2,30
K23,stat2011:10610041,statistical_area,stat2011:10610041,2011,10610041,41,loc:1061,1061,נוף הגליל,6,6,3234,1600,1572,28,מחל,613,437,176,0.389949,36,26,216,0,0,0,14,1,1,0,1,1,0,1,0,437,613,1,0,1,12,2,182,0,0,4,0,0,1,22
K23,stat2011:10610042,statistical_area,stat2011:10610042,2011,10610042,42,loc:1061,1061,נוף הגליל,3,3,1749,896,890,6,מחל,340,197,143,0.382022,16,7,197,3,0,0,14,2,0,0,0,0,0,0,1,178,340,1,0,0,2,1,101,0,0,2,0,0,1,24
K23,stat2011:10610043,statistical_area,stat2011:10610043,2011,10610043,43,loc:1061,1061,נוף הגליל,7,7,4001,2405,2384,21,מחל,1048,466,582,0.439597,61,50,300,4,0,0,59,1,0,0,0,0,1,1,1,275,1048,1,0,0,23,1,466,1,1,1,0,2,2,85
K23,stat2011:10630001,statistical_area,stat2011:10630001,2011,10630001,1,loc:1063,1063,מעלות-תרשיחא,5,5,2911,1939,1931,8,מחל,782,384,398,0.404972,56,21,171,1,0,0,75,0,0,0,0,0,0,0,0,384,782,1,0,0,3,1,316,1,0,0,0,1,0,118
K23,stat2011:10630003,statistical_area,stat2011:10630003,2011,10630003,3,loc:1063,1063,מעלות-תרשיחא,6,6,3814,2222,2191,31,מחל,882,814,68,0.402556,37,24,6,2,0,0,40,1,0,1,0,1,0,0,0,814,882,0,0,1,5,0,287,0,1,1,0,0,2,86
K23,stat2011:10630004,statistical_area,stat2011:10630004,2011,10630004,4,loc:1063,1063,מעלות-תרשיחא,7,7,3330,2246,2242,4,מחל,924,374,550,0.412132,92,56,24,2,0,0,374,0,0,0,0,2,0,1,0,196,924,2,0,0,17,0,309,0,0,0,0,0,0,243
K23,stat2011:10630005,statistical_area,stat2011:10630005,2011,10630005,5,loc:1063,1063,מעלות-תרשיחא,8,8,4758,2746,2719,27,מחל,1131,746,385,0.415962,58,42,167,5,0,0,77,1,0,0,1,1,0,1,2,746,1131,2,0,1,10,0,250,0,1,2,0,0,0,221
K23,stat2011:10630006,statistical_area,stat2011:10630006,2011,10630006,6,loc:1063,1063,מעלות-תרשיחא,5,5,3528,2521,2511,10,ודעם,2387,49,2338,0.950617,22,0,2387,0,0,0,4,0,0,0,1,1,0,0,0,2,49,0,0,0,0,0,41,1,0,0,0,0,2,1
K23,stat2011:10640001,statistical_area,stat2011:10640001,2011,10640001,1,loc:1064,1064,אמירים,1,1,609,409,407,2,פה,203,86,117,0.498771,86,3,13,2,0,0,44,0,0,0,0,0,0,0,0,7,43,2,0,0,0,0,203,0,0,0,0,0,0,4
K23,stat2011:10650001,statistical_area,stat2011:10650001,2011,10650001,1,loc:1065,1065,זמרת,1,1,370,342,342,0,מחל,208,56,152,0.608187,5,15,0,0,0,0,56,0,0,0,0,0,0,0,0,3,208,0,0,0,6,0,14,0,0,0,0,0,0,35
K23,stat2011:10660001,statistical_area,stat2011:10660001,2011,10660001,1,loc:1066,1066,"בני עי""ש",10,10,5768,3767,3732,35,מחל,1587,987,600,0.425241,62,52,0,6,1,0,122,1,0,0,2,3,2,0,1,987,1587,5,0,1,19,2,539,3,0,1,0,2,4,330
K23,stat2011:10670001,statistical_area,stat2011:10670001,2011,10670001,1,loc:1067,1067,"דוב""ב",1,1,361,250,250,0,מחל,197,20,177,0.788,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,197,0,0,0,5,0,17,0,0,0,0,0,0,20
K23,stat2011:10680001,statistical_area,stat2011:10680001,2011,10680001,1,loc:1068,1068,אדמית,1,1,354,195,195,0,פה,65,56,9,0.333333,56,0,14,0,0,0,3,0,0,0,0,0,0,0,0,18,36,1,0,0,0,0,65,1,0,0,0,0,0,1
K23,stat2011:10690001,statistical_area,stat2011:10690001,2011,10690001,1,loc:1069,1069,רם-און,1,1,652,488,487,1,פה,338,73,265,0.694045,73,1,1,0,0,0,13,0,0,0,0,0,0,0,1,12,47,0,0,0,1,0,338,0,0,0,0,0,0,0
K23,stat2011:10700001,statistical_area,stat2011:10700001,2011,10700001,1,loc:1070,1070,אביעזר,1,1,577,445,445,0,מחל,196,139,57,0.440449,32,1,4,1,0,0,33,0,0,0,0,0,0,0,0,21,196,0,0,0,3,0,139,0,0,0,0,0,0,15
K23,stat2011:1070001,statistical_area,stat2011:1070001,2011,1070001,1,loc:107,107,כפר סילבר,1,1,87,34,34,0,פה,18,9,9,0.529412,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,18,0,0,0,0,0,0,0
K23,stat2011:10710001,statistical_area,stat2011:10710001,2011,10710001,1,loc:1071,1071,נווה מיכאל,1,1,467,381,379,2,מחל,222,55,167,0.585752,8,15,2,0,0,0,36,0,0,0,0,0,0,0,0,2,222,0,1,0,1,0,37,0,0,0,0,0,0,55
K23,stat2011:10720001,statistical_area,stat2011:10720001,2011,10720001,1,loc:1072,1072,גן הדרום,1,1,356,291,291,0,פה,132,105,27,0.453608,25,3,1,0,0,0,14,0,0,0,0,0,0,0,0,8,105,0,0,0,0,0,132,0,0,0,0,0,0,3
K23,stat2011:10770001,statistical_area,stat2011:10770001,2011,10770001,1,loc:1077,1077,גבעת שפירא,1,1,215,172,171,1,פה,126,16,110,0.736842,13,1,5,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,126,0,0,0,0,0,0,2
K23,stat2011:10790001,statistical_area,stat2011:10790001,2011,10790001,1,loc:1079,1079,צפרירים,1,1,307,207,205,2,מחל,80,61,19,0.390244,32,2,6,0,0,0,5,0,0,0,0,0,0,0,0,4,80,0,0,0,0,0,61,0,0,0,0,0,0,15
K23,stat2011:10800001,statistical_area,stat2011:10800001,2011,10800001,1,loc:1080,1080,מבועים,2,2,925,669,667,2,מחל,368,152,216,0.551724,41,6,2,2,0,0,32,0,0,0,0,0,0,0,0,13,368,0,0,0,3,0,152,0,0,0,0,0,0,48
K23,stat2011:10810001,statistical_area,stat2011:10810001,2011,10810001,1,loc:1081,1081,אבן מנחם,1,1,281,193,193,0,מחל,125,33,92,0.647668,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,125,0,0,0,1,0,33,0,0,0,0,0,0,20
K23,stat2011:10820001,statistical_area,stat2011:10820001,2011,10820001,1,loc:1082,1082,מעגלים,2,2,1058,862,858,4,מחל,505,153,352,0.588578,8,33,0,1,0,0,153,0,0,0,0,0,0,0,0,3,505,0,0,0,6,0,16,0,0,0,0,0,0,133
K23,stat2011:10830001,statistical_area,stat2011:10830001,2011,10830001,1,loc:1083,1083,תושייה,1,1,316,254,254,0,טב,135,95,40,0.531496,0,10,0,1,0,0,135,0,0,0,0,0,0,0,0,1,95,0,0,0,5,0,1,0,0,0,0,0,0,6
K23,stat2011:10840001,statistical_area,stat2011:10840001,2011,10840001,1,loc:1084,1084,בן שמן (כפר נוער),1,1,236,167,167,0,פה,80,44,36,0.479042,44,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,31,0,0,0,1,0,80,0,0,0,0,0,0,5
K23,stat2011:10850001,statistical_area,stat2011:10850001,2011,10850001,1,loc:1085,1085,כרם שלום,1,1,145,82,81,1,פה,21,20,1,0.259259,13,3,4,0,0,0,20,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,21,0,0,0,0,0,0,1
K23,stat2011:10940001,statistical_area,stat2011:10940001,2011,10940001,1,loc:1094,1094,כרם יבנה (ישיבה),1,1,157,144,144,0,טב,101,30,71,0.701389,1,30,0,0,0,0,101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8
K23,stat2011:10950001,statistical_area,stat2011:10950001,2011,10950001,1,loc:1095,1095,כפר מימון,1,1,434,351,350,1,טב,203,107,96,0.58,7,3,0,1,0,0,203,0,0,0,0,0,0,0,0,0,107,1,0,0,7,0,17,0,0,0,0,0,0,4
K23,stat2011:10980001,statistical_area,stat2011:10980001,2011,10980001,1,loc:1098,1098,מרכז שפירא,2,2,1429,1152,1151,1,טב,591,346,245,0.513467,7,32,0,2,0,0,591,0,0,0,0,0,0,0,0,1,346,1,1,0,5,0,47,2,0,0,0,0,0,116
K23,stat2011:110001,statistical_area,stat2011:110001,2011,110001,1,loc:11,11,"ניר ח""ן",1,1,404,271,271,0,פה,114,84,30,0.420664,29,0,1,1,0,0,15,0,0,0,0,0,0,0,0,18,84,0,0,0,1,0,114,1,0,0,0,0,0,7
K23,stat2011:11020001,statistical_area,stat2011:11020001,2011,11020001,1,loc:1102,1102,צוקי ים,1,1,165,119,119,0,פה,69,24,45,0.579832,24,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,69,0,0,0,0,0,0,2
K23,stat2011:11030001,statistical_area,stat2011:11030001,2011,11030001,1,loc:1103,1103,גני הדר,1,1,258,202,202,0,פה,123,34,89,0.608911,31,1,0,0,0,0,7,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,123,0,0,0,0,0,0,0
K23,stat2011:11040001,statistical_area,stat2011:11040001,2011,11040001,1,loc:1104,1104,פורייה - כפר עבודה,1,1,265,184,183,1,מחל,119,30,89,0.650273,1,2,0,0,0,0,12,0,0,0,0,1,0,0,0,2,119,0,0,0,3,0,30,0,0,0,0,0,0,13
K23,stat2011:11050001,statistical_area,stat2011:11050001,2011,11050001,1,loc:1105,1105,פורייה - נווה עובד,2,2,1019,708,705,3,מחל,477,89,388,0.676596,26,4,0,0,0,0,31,0,0,0,0,1,0,0,0,21,477,0,0,0,6,0,89,0,1,0,0,0,0,49
K23,stat2011:11080001,statistical_area,stat2011:11080001,2011,11080001,1,loc:1108,1108,אומן,1,1,367,231,231,0,מחל,135,41,94,0.584416,5,4,0,0,0,0,8,0,0,0,0,0,0,0,1,31,135,0,0,0,0,0,41,0,0,0,0,0,0,6
K23,stat2011:11100001,statistical_area,stat2011:11100001,2011,11100001,1,loc:1110,1110,חבר,1,1,362,259,259,0,מחל,147,59,88,0.567568,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,14,147,1,0,0,3,0,59,1,0,0,0,0,0,18
K23,stat2011:11120001,statistical_area,stat2011:11120001,2011,11120001,1,loc:1112,1112,יודפת,1,1,611,488,487,1,פה,269,175,94,0.552361,175,0,11,0,0,0,9,0,0,0,0,0,0,0,0,5,15,1,0,0,0,0,269,0,1,0,0,0,0,1
K23,stat2011:11130001,statistical_area,stat2011:11130001,2011,11130001,1,loc:1113,1113,צור הדסה,10,10,6051,4529,4515,14,מחל,1588,1577,11,0.351717,524,19,33,6,0,0,425,0,0,0,0,2,0,6,0,239,1588,10,0,0,8,1,1577,2,0,1,1,2,2,69
K23,stat2011:11140001,statistical_area,stat2011:11140001,2011,11140001,1,loc:1114,1114,שריגים (לי-און),2,2,815,569,566,3,פה,274,145,129,0.484099,145,0,11,0,0,0,12,0,0,0,0,0,0,0,0,13,109,0,0,0,0,0,274,0,0,0,0,0,0,2
K23,stat2011:11150001,statistical_area,stat2011:11150001,2011,11150001,1,loc:1115,1115,אביבים,1,1,332,246,246,0,מחל,175,61,114,0.711382,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,4,0,0,0,0,0,0,61
