election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
K21,stat2011:37150001,statistical_area,stat2011:37150001,2011,37150001,1,loc:3715,3715,עלמון,2,2,951,733,733,0,מחל,390,108,282,0.53206,12,0,0,0,41,0,0,0,1,15,0,0,0,0,35,0,17,390,9,71,0,0,0,28,1,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
K21,stat2011:37170001,statistical_area,stat2011:37170001,2011,37170001,1,loc:3717,3717,חרמש,1,1,204,141,140,1,מחל,61,19,42,0.435714,4,0,0,0,9,1,0,0,2,11,0,0,0,0,5,0,11,61,2,11,0,0,0,2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:37190001,statistical_area,stat2011:37190001,2011,37190001,1,loc:3719,3719,תלם,1,1,210,195,194,1,טב,84,44,40,0.43299,0,3,0,0,12,0,0,0,0,84,0,0,0,0,4,0,1,44,1,28,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K21,stat2011:37200001,statistical_area,stat2011:37200001,2011,37200001,1,loc:3720,3720,שערי תקווה,6,6,3868,3023,3017,6,מחל,1069,566,503,0.354325,75,15,0,4,196,0,0,0,5,289,0,0,0,0,154,0,29,1069,9,422,6,0,1,102,3,0,0,566,1,1,0,0,1,4,0,0,0,1,0,0,0,0,64
K21,stat2011:3720001,statistical_area,stat2011:3720001,2011,3720001,1,loc:372,372,רמות נפתלי,1,1,430,323,320,3,פה,129,76,53,0.403125,39,1,0,0,12,0,0,0,1,4,0,0,0,0,13,0,3,76,5,4,0,0,3,19,0,0,0,129,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9
K21,stat2011:37220001,statistical_area,stat2011:37220001,2011,37220001,1,loc:3722,3722,אשכולות,1,1,347,271,270,1,מחל,94,82,12,0.348148,9,1,0,0,14,0,0,0,0,17,0,0,0,0,12,0,5,94,2,23,1,0,0,6,0,0,0,82,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
K21,stat2011:37230001,statistical_area,stat2011:37230001,2011,37230001,1,loc:3723,3723,פני חבר,1,1,213,181,179,2,טב,137,20,117,0.765363,3,1,0,0,4,0,0,0,0,137,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
K21,stat2011:37240001,statistical_area,stat2011:37240001,2011,37240001,1,loc:3724,3724,נגוהות,1,1,137,125,125,0,טב,64,35,29,0.512,0,0,0,0,14,0,0,0,0,64,0,0,0,0,0,0,0,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:37250001,statistical_area,stat2011:37250001,2011,37250001,1,loc:3725,3725,נווה דניאל,3,3,1525,1183,1182,1,נ,468,333,135,0.395939,2,12,0,0,109,1,0,0,0,333,0,0,0,0,14,0,2,207,0,468,0,0,0,14,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5
K21,stat2011:37260001,statistical_area,stat2011:37260001,2011,37260001,1,loc:3726,3726,נוקדים,2,2,1137,875,875,0,מחל,228,216,12,0.260571,9,11,1,0,100,0,0,0,0,164,0,0,0,0,8,0,81,228,1,216,0,0,1,12,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
K21,stat2011:37270001,statistical_area,stat2011:37270001,2011,37270001,1,loc:3727,3727,עלי זהב,2,2,1345,1137,1136,1,נ,479,314,165,0.421655,4,1,0,0,43,1,0,0,0,314,0,0,0,0,18,0,7,213,0,479,0,0,1,12,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
K21,stat2011:37300001,statistical_area,stat2011:37300001,2011,37300001,1,loc:3730,3730,גבעת זאב,3,3,1897,1415,1410,5,מחל,701,194,507,0.497163,31,17,0,0,49,0,0,0,2,134,0,0,0,0,44,1,14,701,1,73,0,0,0,32,0,0,0,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116
K21,stat2011:37300002,statistical_area,stat2011:37300002,2011,37300002,2,loc:3730,3730,גבעת זאב,7,7,4141,3083,3071,12,מחל,1124,601,523,0.366005,31,219,0,0,140,0,0,0,1,301,0,0,0,0,67,0,37,1124,18,171,0,0,3,51,0,0,0,302,0,0,0,0,0,0,0,0,0,4,0,1,0,0,601
K21,stat2011:37300003,statistical_area,stat2011:37300003,2011,37300003,3,loc:3730,3730,גבעת זאב,6,6,3639,2721,2711,10,מחל,1039,441,598,0.383253,68,441,3,0,99,1,1,0,0,151,0,8,0,0,90,0,25,1039,23,146,1,0,1,54,0,0,0,305,0,0,0,0,0,2,0,0,0,0,0,0,1,0,252
K21,stat2011:37300004,statistical_area,stat2011:37300004,2011,37300004,4,loc:3730,3730,גבעת זאב,3,3,1754,1515,1503,12,ג,1049,335,714,0.697937,0,1049,0,0,19,0,0,0,0,47,0,0,0,0,0,0,0,41,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
K21,stat2011:3730001,statistical_area,stat2011:3730001,2011,3730001,1,loc:373,373,בית הלוי,1,1,519,422,421,1,פה,249,66,183,0.591449,66,0,0,0,5,0,0,0,0,2,1,0,0,0,6,0,2,52,23,4,0,0,0,8,0,0,0,249,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:3740001,statistical_area,stat2011:3740001,2011,3740001,1,loc:374,374,חוקוק,1,1,445,307,307,0,פה,119,99,20,0.387622,99,0,0,6,3,1,0,0,0,0,0,0,0,0,7,0,4,21,29,5,0,0,0,11,1,0,0,119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,stat2011:37430001,statistical_area,stat2011:37430001,2011,37430001,1,loc:3743,3743,טנא,1,1,499,384,382,2,טב,97,80,17,0.253927,7,2,0,0,26,0,0,0,0,97,0,0,0,0,22,0,6,80,2,55,0,0,0,15,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K21,stat2011:37440001,statistical_area,stat2011:37440001,2011,37440001,1,loc:3744,3744,ברוכין,1,1,427,385,384,1,טב,251,86,165,0.653646,0,1,0,0,7,0,0,0,0,251,0,0,0,0,1,0,0,32,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
K21,stat2011:37450001,statistical_area,stat2011:37450001,2011,37450001,1,loc:3745,3745,מצדות יהודה,1,1,308,253,253,0,טב,141,68,73,0.557312,0,0,0,0,18,0,0,0,0,141,0,0,0,0,1,0,0,14,2,68,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
K21,stat2011:37460001,statistical_area,stat2011:37460001,2011,37460001,1,loc:3746,3746,קריית נטפים,1,1,410,345,344,1,טב,100,90,10,0.290698,0,4,0,0,52,0,0,0,0,100,0,0,0,0,4,0,0,90,0,82,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K21,stat2011:37470001,statistical_area,stat2011:37470001,2011,37470001,1,loc:3747,3747,דולב,2,2,813,686,685,1,טב,351,179,172,0.512409,4,2,0,0,57,0,0,0,0,351,0,0,0,0,4,0,0,77,0,179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
K21,stat2011:37480001,statistical_area,stat2011:37480001,2011,37480001,1,loc:3748,3748,עתניאל,1,1,450,370,370,0,טב,160,103,57,0.432432,0,2,0,0,48,0,0,0,0,160,0,0,0,0,4,0,0,47,1,103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,stat2011:37490001,statistical_area,stat2011:37490001,2011,37490001,1,loc:3749,3749,יצהר,1,1,659,538,536,2,טב,463,31,432,0.863806,0,9,0,1,31,0,0,0,0,463,0,0,0,0,2,0,0,16,0,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
K21,stat2011:37500001,statistical_area,stat2011:37500001,2011,37500001,1,loc:3750,3750,אלפי מנשה,10,10,5711,4333,4324,9,פה,1770,1369,401,0.409343,178,41,0,1,170,0,0,0,3,46,1,0,0,0,182,1,73,1369,50,207,0,0,1,169,4,0,0,1770,1,0,0,0,0,0,0,0,0,2,2,0,1,0,52
K21,stat2011:3750001,statistical_area,stat2011:3750001,2011,3750001,1,loc:375,375,מגל,1,1,802,655,655,0,פה,403,142,261,0.615267,142,0,0,1,7,0,0,0,0,1,0,0,0,0,7,0,0,13,61,7,0,0,0,13,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:37510001,statistical_area,stat2011:37510001,2011,37510001,1,loc:3751,3751,מגדלים,1,1,226,173,173,0,טב,73,39,34,0.421965,1,0,0,0,13,0,0,0,0,73,0,0,0,0,6,0,1,15,1,39,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:37520001,statistical_area,stat2011:37520001,2011,37520001,1,loc:3752,3752,מעלה לבונה,1,1,405,335,335,0,טב,208,44,164,0.620896,0,3,0,0,22,0,0,0,0,208,0,0,0,0,5,0,2,44,0,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K21,stat2011:37540001,statistical_area,stat2011:37540001,2011,37540001,1,loc:3754,3754,אספר,1,1,344,262,255,7,ג,114,49,65,0.447059,0,114,0,0,18,0,0,0,0,49,0,0,0,0,0,0,0,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
K21,stat2011:37560001,statistical_area,stat2011:37560001,2011,37560001,1,loc:3756,3756,סוסיה,1,1,660,548,546,2,טב,263,152,111,0.481685,0,3,0,0,49,0,0,0,0,263,0,0,0,0,3,0,2,62,1,152,0,0,0,2,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
K21,stat2011:37590001,statistical_area,stat2011:37590001,2011,37590001,1,loc:3759,3759,אדורה,1,1,245,195,195,0,טב,56,53,3,0.287179,4,1,0,0,20,0,0,0,0,56,0,0,0,0,1,0,3,53,3,17,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:37600001,statistical_area,stat2011:37600001,2011,37600001,1,loc:3760,3760,אורנית,10,10,6308,5039,5029,10,פה,2120,1310,810,0.421555,181,23,0,1,233,0,0,0,7,154,0,0,0,0,186,0,46,1310,58,480,1,0,3,171,1,0,0,2120,0,1,0,1,0,2,1,0,0,5,0,0,0,0,44
K21,stat2011:3760001,statistical_area,stat2011:3760001,2011,3760001,1,loc:376,376,עברון,1,1,664,527,527,0,פה,252,137,115,0.478178,137,0,0,2,5,0,0,0,0,0,0,0,0,0,3,0,1,13,100,0,0,0,0,11,0,0,0,252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
K21,stat2011:37620001,statistical_area,stat2011:37620001,2011,37620001,1,loc:3762,3762,איתמר,1,1,573,449,449,0,טב,288,52,236,0.641425,0,7,0,0,52,0,0,0,0,288,0,0,0,0,0,0,0,40,1,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
K21,stat2011:37630001,statistical_area,stat2011:37630001,2011,37630001,1,loc:3763,3763,גבע בנימין,5,5,3116,2310,2296,14,מחל,1017,339,678,0.442944,19,43,1,2,140,0,0,0,5,298,1,0,0,0,49,1,36,1017,7,153,0,0,0,32,2,0,0,148,0,0,0,0,1,0,0,0,0,0,1,1,0,0,339
K21,stat2011:37640001,statistical_area,stat2011:37640001,2011,37640001,1,loc:3764,3764,חגי,1,1,324,270,268,2,טב,181,47,134,0.675373,0,0,0,0,2,0,0,0,0,181,0,0,0,0,0,0,0,36,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:37650001,statistical_area,stat2011:37650001,2011,37650001,1,loc:3765,3765,עלי,3,3,2105,1672,1671,1,טב,931,314,617,0.557151,3,8,1,0,78,0,0,0,0,931,0,0,0,0,12,0,15,314,3,268,0,0,0,1,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23
K21,stat2011:37660001,statistical_area,stat2011:37660001,2011,37660001,1,loc:3766,3766,כרמי צור,1,1,538,450,449,1,טב,236,97,139,0.525612,0,7,0,0,12,0,0,0,0,236,0,0,0,0,3,0,1,79,0,97,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
K21,stat2011:37670001,statistical_area,stat2011:37670001,2011,37670001,1,loc:3767,3767,נחליאל,1,1,330,258,258,0,טב,136,34,102,0.527132,0,30,2,0,27,0,0,0,0,136,0,0,0,0,0,0,0,22,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34
K21,stat2011:37680001,statistical_area,stat2011:37680001,2011,37680001,1,loc:3768,3768,פדואל,2,2,1020,894,893,1,טב,532,207,325,0.595745,1,2,0,0,32,0,0,0,0,532,0,0,0,0,1,0,0,100,0,207,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
K21,stat2011:37690001,statistical_area,stat2011:37690001,2011,37690001,1,loc:3769,3769,הר אדר,5,5,3003,2373,2368,5,פה,1203,482,721,0.508024,194,2,0,4,62,0,0,0,1,15,0,2,1,0,62,0,12,482,123,108,1,0,0,81,2,0,0,1203,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11
K21,stat2011:37700001,statistical_area,stat2011:37700001,2011,37700001,1,loc:3770,3770,חשמונאים,4,4,2305,1801,1796,5,נ,556,449,107,0.309577,8,37,0,1,155,0,0,0,1,449,0,0,0,0,18,0,2,404,6,556,0,0,2,17,0,0,0,59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,79
K21,stat2011:3770001,statistical_area,stat2011:3770001,2011,3770001,1,loc:377,377,המעפיל,1,1,626,484,484,0,פה,279,95,184,0.576446,63,2,0,0,8,0,0,0,0,0,0,0,0,0,3,0,1,23,95,4,0,0,0,4,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,stat2011:37770001,statistical_area,stat2011:37770001,2011,37770001,1,loc:3777,3777,סנסנה,1,1,204,186,186,0,נ,97,55,42,0.521505,1,0,0,0,2,0,0,0,0,55,0,0,0,0,3,0,0,21,0,97,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:37780001,statistical_area,stat2011:37780001,2011,37780001,1,loc:3778,3778,עץ אפרים,2,2,1298,1060,1059,1,מחל,362,208,154,0.341832,9,8,0,0,78,0,0,0,2,208,0,0,0,0,27,0,16,362,4,199,0,0,0,11,2,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
K21,stat2011:37790001,statistical_area,stat2011:37790001,2011,37790001,1,loc:3779,3779,כוכב יעקב,6,6,4085,3319,3295,24,שס,1195,844,351,0.362671,1,602,0,0,164,1,0,0,0,844,0,1,0,0,10,0,2,337,3,120,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195
K21,stat2011:37800001,statistical_area,stat2011:37800001,2011,37800001,1,loc:3780,3780,ביתר עילית,5,5,3020,2392,2382,10,ג,1258,825,433,0.528128,0,1258,0,0,36,0,0,0,0,127,0,0,0,0,3,0,3,111,2,7,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,825
K21,stat2011:37800002,statistical_area,stat2011:37800002,2011,37800002,2,loc:3780,3780,ביתר עילית,6,6,3669,2924,2892,32,ג,1272,1207,65,0.439834,0,1272,0,0,48,0,0,0,0,180,0,0,0,0,2,0,2,164,0,10,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1207
K21,stat2011:37800003,statistical_area,stat2011:37800003,2011,37800003,3,loc:3780,3780,ביתר עילית,4,4,2464,1951,1940,11,ג,1133,625,508,0.584021,2,1133,0,0,18,1,0,0,0,79,0,0,0,0,2,0,0,69,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
K21,stat2011:37800004,statistical_area,stat2011:37800004,2011,37800004,4,loc:3780,3780,ביתר עילית,2,2,1511,1182,1165,17,ג,697,318,379,0.598283,2,697,0,1,25,0,0,0,0,57,0,0,0,0,0,0,0,48,0,10,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,318
K21,stat2011:37800005,statistical_area,stat2011:37800005,2011,37800005,5,loc:3780,3780,ביתר עילית,3,3,1969,1522,1514,8,ג,897,419,478,0.59247,2,897,0,0,29,0,0,0,0,85,0,0,0,0,1,0,0,65,0,8,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,419
K21,stat2011:37800006,statistical_area,stat2011:37800006,2011,37800006,6,loc:3780,3780,ביתר עילית,7,7,4558,3760,3725,35,ג,2735,676,2059,0.734228,3,2735,0,0,28,0,0,0,1,147,0,0,0,0,7,0,0,99,2,22,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,676
K21,stat2011:37800007,statistical_area,stat2011:37800007,2011,37800007,7,loc:3780,3780,ביתר עילית,5,5,3274,2747,2729,18,ג,1942,553,1389,0.711616,1,1942,0,0,16,0,0,0,0,140,0,0,0,0,4,0,0,61,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553
K21,stat2011:37800008,statistical_area,stat2011:37800008,2011,37800008,8,loc:3780,3780,ביתר עילית,6,6,4275,3511,3469,42,ג,2598,630,1968,0.748919,0,2598,0,0,19,0,0,0,1,146,0,0,0,0,2,0,0,62,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630
K21,stat2011:3780001,statistical_area,stat2011:3780001,2011,3780001,1,loc:378,378,משגב עם,1,1,259,171,171,0,פה,83,39,44,0.48538,39,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,5,9,16,5,0,0,0,5,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:37810001,statistical_area,stat2011:37810001,2011,37810001,1,loc:3781,3781,קדר,2,2,954,707,705,2,מחל,432,88,344,0.612766,8,1,0,0,55,0,0,0,0,11,0,2,0,0,38,0,5,432,0,25,0,0,1,21,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
K21,stat2011:37840001,statistical_area,stat2011:37840001,2011,37840001,1,loc:3784,3784,שמעה,1,1,425,320,319,1,טב,117,90,27,0.366771,7,1,0,0,22,0,0,0,1,117,0,0,0,0,8,0,6,90,1,32,2,0,0,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
K21,stat2011:37870001,statistical_area,stat2011:37870001,2011,37870001,1,loc:3787,3787,נעלה,2,2,1121,864,858,6,מחל,332,236,96,0.386946,15,3,0,1,36,0,0,0,2,24,0,0,0,0,41,0,20,332,8,83,0,0,0,49,2,0,0,236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
K21,stat2011:37880001,statistical_area,stat2011:37880001,2011,37880001,1,loc:3788,3788,טלמון,3,3,2025,1760,1754,6,טב,1163,311,852,0.663056,0,24,0,0,95,0,0,0,0,1163,0,0,0,0,3,0,1,136,0,311,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15
K21,stat2011:37900001,statistical_area,stat2011:37900001,2011,37900001,1,loc:3790,3790,נופים,1,1,497,378,376,2,מחל,175,54,121,0.465426,2,2,0,0,32,0,0,0,0,53,0,0,0,0,8,0,13,175,3,54,0,0,0,5,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
K21,stat2011:3790001,statistical_area,stat2011:3790001,2011,3790001,1,loc:379,379,גאולים,1,1,678,530,527,3,פה,179,166,13,0.339658,50,2,0,0,24,0,0,0,0,3,0,0,0,0,47,0,3,166,7,15,0,0,0,11,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
K21,stat2011:37910001,statistical_area,stat2011:37910001,2011,37910001,1,loc:3791,3791,צופים,2,2,1417,1146,1145,1,מחל,306,266,40,0.267249,14,7,0,0,83,0,0,0,2,178,0,0,0,0,41,0,13,306,13,266,0,0,15,18,0,0,0,161,1,0,0,0,0,1,0,0,0,2,0,0,0,0,24
K21,stat2011:37930001,statistical_area,stat2011:37930001,2011,37930001,1,loc:3793,3793,אבני חפץ,2,2,1059,857,855,2,טב,436,210,226,0.509942,1,10,0,0,36,0,0,0,0,436,0,0,0,0,4,0,0,210,0,90,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
K21,stat2011:37940001,statistical_area,stat2011:37940001,2011,37940001,1,loc:3794,3794,בת עין,2,2,851,650,650,0,טב,245,178,67,0.376923,0,17,0,0,178,0,0,0,0,245,0,0,0,0,1,0,0,92,4,88,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19
K21,stat2011:37950001,statistical_area,stat2011:37950001,2011,37950001,1,loc:3795,3795,רבבה,2,2,1122,986,982,4,טב,632,179,453,0.643585,3,6,0,0,53,0,0,0,0,632,0,0,0,0,0,0,0,85,1,179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
K21,stat2011:37960001,statistical_area,stat2011:37960001,2011,37960001,1,loc:3796,3796,כפר האורנים,3,3,1587,1214,1211,3,פה,724,159,565,0.597853,106,9,0,0,19,0,0,0,0,11,0,0,0,0,29,0,6,159,58,40,0,0,4,40,0,1,0,724,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
K21,stat2011:37970002,statistical_area,stat2011:37970002,2011,37970002,2,loc:3797,3797,מודיעין עילית,4,4,2934,2519,2459,60,ג,1949,453,1496,0.792599,0,1949,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,25,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
K21,stat2011:37970003,statistical_area,stat2011:37970003,2011,37970003,3,loc:3797,3797,מודיעין עילית,3,3,2125,1798,1737,61,ג,1449,255,1194,0.834197,0,1449,0,0,3,0,0,0,1,9,0,0,0,0,0,0,1,7,0,1,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,255
K21,stat2011:37970004,statistical_area,stat2011:37970004,2011,37970004,4,loc:3797,3797,מודיעין עילית,5,5,3419,2860,2766,94,ג,2335,380,1955,0.844179,0,2335,1,0,6,0,0,0,2,12,0,0,0,0,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
K21,stat2011:37970005,statistical_area,stat2011:37970005,2011,37970005,5,loc:3797,3797,מודיעין עילית,4,4,2696,2213,2182,31,ג,1642,458,1184,0.752521,0,1642,0,1,30,0,0,0,0,9,0,0,0,0,1,0,0,32,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,458
K21,stat2011:37970006,statistical_area,stat2011:37970006,2011,37970006,6,loc:3797,3797,מודיעין עילית,4,4,2281,1815,1767,48,ג,1327,365,962,0.75099,1,1327,0,0,25,0,0,0,0,7,0,0,0,0,3,0,0,23,0,5,0,0,0,0,0,0,0,6,1,0,1,0,2,0,1,0,0,0,0,0,0,0,365
K21,stat2011:37970007,statistical_area,stat2011:37970007,2011,37970007,7,loc:3797,3797,מודיעין עילית,7,7,4359,3699,3618,81,ג,3001,531,2470,0.829464,1,3001,0,1,17,0,0,0,0,14,0,0,1,0,2,0,0,37,0,6,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,531
K21,stat2011:37970008,statistical_area,stat2011:37970008,2011,37970008,8,loc:3797,3797,מודיעין עילית,4,4,2975,2584,2537,47,ג,1984,497,1487,0.782026,1,1984,0,1,3,0,0,0,0,13,0,0,0,0,3,0,0,25,0,4,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,497
K21,stat2011:37970009,statistical_area,stat2011:37970009,2011,37970009,9,loc:3797,3797,מודיעין עילית,7,7,4624,3927,3801,126,ג,3059,664,2395,0.804788,4,3059,0,0,14,0,0,0,0,25,0,0,0,0,3,0,2,20,0,2,0,0,0,1,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,664
K21,stat2011:37970010,statistical_area,stat2011:37970010,2011,37970010,10,loc:3797,3797,מודיעין עילית,3,3,1819,1589,1518,71,ג,1262,230,1032,0.831357,0,1262,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,230
K21,stat2011:3800001,statistical_area,stat2011:3800001,2011,3800001,1,loc:380,380,להבות הבשן,1,1,674,491,489,2,פה,216,107,109,0.441718,67,1,0,4,18,0,0,0,0,3,1,0,0,0,12,0,6,34,107,4,0,0,0,12,0,0,0,216,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
K21,stat2011:3820001,statistical_area,stat2011:3820001,2011,3820001,1,loc:382,382,מכמורת,2,2,1045,732,731,1,פה,470,92,378,0.642955,92,0,0,2,8,0,0,0,0,0,0,0,0,0,8,0,0,48,73,12,0,0,0,14,0,0,0,470,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
K21,stat2011:38220001,statistical_area,stat2011:38220001,2011,38220001,1,loc:3822,3822,רחלים,1,1,303,277,277,0,טב,151,83,68,0.545126,0,1,0,0,15,0,0,0,0,151,0,0,0,0,1,0,0,23,0,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:38230001,statistical_area,stat2011:38230001,2011,38230001,1,loc:3823,3823,גני מודיעין,3,3,1825,1431,1420,11,שס,568,276,292,0.4,2,116,0,0,84,0,0,0,0,276,0,0,0,0,10,0,3,275,1,71,0,0,1,3,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
K21,stat2011:38240001,statistical_area,stat2011:38240001,2011,38240001,1,loc:3824,3824,עמיחי,1,1,65,64,64,0,טב,49,7,42,0.765625,0,0,0,0,7,0,0,0,0,49,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:3830001,statistical_area,stat2011:3830001,2011,3830001,1,loc:383,383,"עין הנצי""ב",1,1,444,354,354,0,נ,144,53,91,0.40678,15,3,0,2,19,0,0,0,0,53,0,0,0,0,5,0,0,31,4,144,0,0,0,33,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:3850001,statistical_area,stat2011:3850001,2011,3850001,1,loc:385,385,עמיעד,1,1,428,271,269,2,פה,136,80,56,0.505576,80,1,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,8,26,1,0,0,0,6,1,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
