election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
K21,stat2011:30001042,statistical_area,stat2011:30001042,2011,30001042,1042,loc:3000,3000,ירושלים,3,3,1731,1187,1185,2,פה,407,287,120,0.34346,100,29,1,1,16,0,0,0,0,28,0,0,0,0,32,0,21,287,73,49,0,0,0,51,1,0,0,407,0,0,0,1,0,1,0,0,0,1,0,0,0,0,86
K21,stat2011:30001043,statistical_area,stat2011:30001043,2011,30001043,1043,loc:3000,3000,ירושלים,5,5,2787,1987,1979,8,מחל,555,436,119,0.280445,100,259,0,2,45,0,0,0,1,67,1,0,0,1,40,0,12,555,64,65,0,0,0,54,0,0,0,436,1,0,0,1,0,0,0,0,0,2,0,0,1,0,272
K21,stat2011:30001115,statistical_area,stat2011:30001115,2011,30001115,1115,loc:3000,3000,ירושלים,2,2,1570,1020,1016,4,פה,284,216,68,0.279528,95,6,1,14,38,0,0,0,0,17,0,2,0,0,39,0,2,216,191,40,0,0,0,38,0,0,0,284,0,0,0,0,1,1,0,0,0,0,1,1,0,0,29
K21,stat2011:30001121,statistical_area,stat2011:30001121,2011,30001121,1121,loc:3000,3000,ירושלים,7,7,4313,2605,2589,16,מחל,680,439,241,0.26265,102,330,0,6,68,0,0,0,0,234,0,0,0,0,75,0,124,680,100,73,0,0,2,44,0,0,0,439,3,0,0,0,0,0,1,0,0,3,1,0,1,0,303
K21,stat2011:30001122,statistical_area,stat2011:30001122,2011,30001122,1122,loc:3000,3000,ירושלים,1,1,547,381,377,4,מחל,77,57,20,0.204244,10,56,0,1,5,0,0,0,0,56,1,0,0,0,9,0,2,77,16,18,0,0,0,14,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
K21,stat2011:30001123,statistical_area,stat2011:30001123,2011,30001123,1123,loc:3000,3000,ירושלים,2,2,1317,972,971,1,מחל,234,234,0,0.240989,69,82,0,2,20,0,2,0,0,101,0,0,0,0,19,0,3,234,60,38,0,0,1,36,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
K21,stat2011:30001124,statistical_area,stat2011:30001124,2011,30001124,1124,loc:3000,3000,ירושלים,4,4,2593,1729,1721,8,מחל,362,304,58,0.210343,114,206,1,15,50,0,0,0,0,218,0,0,0,0,44,0,26,362,99,38,0,0,0,46,1,0,0,304,0,1,0,0,1,0,0,0,0,1,0,0,0,0,194
K21,stat2011:30001131,statistical_area,stat2011:30001131,2011,30001131,1131,loc:3000,3000,ירושלים,6,6,3801,2283,2269,14,מחל,776,451,325,0.342001,137,88,4,10,80,1,0,0,1,106,0,0,0,0,87,0,71,776,140,63,0,0,1,70,4,0,0,451,0,0,0,0,0,1,1,0,0,1,0,1,1,0,174
K21,stat2011:30001132,statistical_area,stat2011:30001132,2011,30001132,1132,loc:3000,3000,ירושלים,4,4,2187,1303,1283,20,מחל,457,203,254,0.356196,22,151,1,1,32,2,0,0,0,39,0,0,0,0,31,0,117,457,24,22,1,0,0,17,2,0,0,155,0,0,0,0,0,4,0,0,0,1,0,0,1,0,203
K21,stat2011:30001133,statistical_area,stat2011:30001133,2011,30001133,1133,loc:3000,3000,ירושלים,3,3,1343,913,912,1,מחל,434,165,269,0.475877,23,6,0,3,34,0,0,0,0,37,0,0,0,0,46,0,9,434,28,26,0,0,1,28,0,0,0,165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70
K21,stat2011:30001134,statistical_area,stat2011:30001134,2011,30001134,1134,loc:3000,3000,ירושלים,5,5,3075,1932,1922,10,מחל,858,290,568,0.44641,92,29,2,9,90,1,0,0,0,130,0,2,0,0,73,0,52,858,56,58,4,0,1,30,0,0,0,290,1,0,1,1,1,1,0,0,0,2,0,0,0,2,136
K21,stat2011:30001141,statistical_area,stat2011:30001141,2011,30001141,1141,loc:3000,3000,ירושלים,7,7,3890,2415,2401,14,מחל,1033,333,700,0.430237,73,51,2,3,80,1,0,0,2,150,0,1,0,0,80,0,82,1033,35,118,0,0,1,54,2,0,0,292,0,0,0,0,1,3,3,0,0,0,0,0,0,1,333
K21,stat2011:30001142,statistical_area,stat2011:30001142,2011,30001142,1142,loc:3000,3000,ירושלים,3,3,1931,1272,1269,3,מחל,550,162,388,0.433412,45,20,1,7,43,0,0,0,1,105,0,1,0,0,37,0,19,550,41,67,0,0,0,33,2,0,0,162,0,0,0,0,0,0,0,0,0,1,1,0,1,0,132
K21,stat2011:30001143,statistical_area,stat2011:30001143,2011,30001143,1143,loc:3000,3000,ירושלים,2,2,1241,794,787,7,מחל,351,101,250,0.445997,21,17,0,2,36,1,0,0,0,42,0,0,0,0,33,0,36,351,11,20,0,0,0,13,1,1,0,101,0,0,1,0,0,1,0,0,0,1,0,1,0,0,97
K21,stat2011:30001144,statistical_area,stat2011:30001144,2011,30001144,1144,loc:3000,3000,ירושלים,5,5,3266,2542,2528,14,מחל,915,778,137,0.361946,206,8,1,3,53,0,0,0,2,81,0,1,0,0,83,0,30,915,99,130,0,0,0,90,0,0,0,778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45
K21,stat2011:30001147,statistical_area,stat2011:30001147,2011,30001147,1147,loc:3000,3000,ירושלים,6,6,3433,2525,2517,8,מחל,1031,735,296,0.409615,166,9,2,8,80,1,0,0,0,43,0,0,0,0,79,0,10,1031,107,117,0,0,3,62,0,0,1,735,0,0,0,0,1,0,0,0,0,4,1,0,0,0,57
K21,stat2011:30001211,statistical_area,stat2011:30001211,2011,30001211,1211,loc:3000,3000,ירושלים,4,4,2104,1174,1161,13,מחל,590,155,435,0.508183,40,21,3,2,40,0,0,0,2,46,0,1,2,0,32,1,32,590,21,38,0,0,0,20,3,0,0,106,0,0,0,0,1,1,0,0,0,1,1,0,1,1,155
K21,stat2011:30001212,statistical_area,stat2011:30001212,2011,30001212,1212,loc:3000,3000,ירושלים,4,4,2737,1619,1608,11,מחל,809,205,604,0.503109,45,22,0,6,79,0,0,0,0,80,0,1,0,0,48,0,44,809,28,77,1,0,0,31,0,1,0,122,0,0,0,2,1,3,0,0,0,1,0,0,1,1,205
K21,stat2011:30001213,statistical_area,stat2011:30001213,2011,30001213,1213,loc:3000,3000,ירושלים,3,3,1910,1333,1330,3,מחל,701,155,546,0.527068,15,8,9,17,45,0,0,0,0,44,0,0,0,0,40,0,74,701,15,38,0,0,1,36,2,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129
K21,stat2011:30001214,statistical_area,stat2011:30001214,2011,30001214,1214,loc:3000,3000,ירושלים,4,4,2490,1722,1714,8,מחל,757,205,552,0.441657,57,23,11,18,56,1,0,0,0,120,0,0,0,0,41,0,17,757,44,201,0,0,1,43,0,0,1,205,0,0,1,0,0,0,0,0,0,0,0,0,0,1,116
K21,stat2011:30001215,statistical_area,stat2011:30001215,2011,30001215,1215,loc:3000,3000,ירושלים,8,8,4514,3026,3013,13,מחל,1327,380,947,0.440425,110,47,5,23,126,0,0,0,1,161,0,2,0,0,118,0,21,1327,126,242,0,0,2,81,0,0,0,380,1,0,0,0,0,1,0,0,0,1,0,0,0,0,238
K21,stat2011:30001216,statistical_area,stat2011:30001216,2011,30001216,1216,loc:3000,3000,ירושלים,3,3,2003,1270,1267,3,מחל,399,219,180,0.314917,91,56,1,7,52,0,0,0,0,100,0,1,0,0,37,0,9,399,79,145,1,0,0,16,0,0,0,219,1,0,0,0,0,2,0,0,0,0,0,0,0,0,51
K21,stat2011:30001217,statistical_area,stat2011:30001217,2011,30001217,1217,loc:3000,3000,ירושלים,7,7,4592,3127,3112,15,מחל,1045,544,501,0.335797,183,25,3,8,110,0,0,0,1,228,0,0,0,0,125,0,20,1045,174,420,0,0,1,93,1,0,0,544,1,0,1,0,1,1,1,0,1,2,0,0,0,0,123
K21,stat2011:30001221,statistical_area,stat2011:30001221,2011,30001221,1221,loc:3000,3000,ירושלים,6,6,3657,2634,2628,6,טב,653,543,110,0.248478,56,294,0,1,86,1,0,0,0,653,0,0,0,0,51,0,30,543,38,254,0,0,0,37,0,0,1,190,0,0,0,1,0,0,0,0,0,1,0,0,0,0,391
K21,stat2011:30001222,statistical_area,stat2011:30001222,2011,30001222,1222,loc:3000,3000,ירושלים,5,5,2896,1819,1812,7,פה,445,374,71,0.245585,151,12,4,11,74,1,0,0,0,128,0,0,0,0,48,0,11,374,170,305,0,0,2,45,2,0,0,445,0,1,1,0,0,0,0,0,0,2,0,0,0,0,25
K21,stat2011:30001223,statistical_area,stat2011:30001223,2011,30001223,1223,loc:3000,3000,ירושלים,5,5,3115,1965,1959,6,מחל,454,453,1,0.231751,168,33,2,20,64,0,0,0,1,155,0,0,0,0,49,0,8,454,183,276,0,0,0,60,2,0,0,453,1,0,0,0,0,0,0,0,1,3,0,0,0,0,26
K21,stat2011:30001311,statistical_area,stat2011:30001311,2011,30001311,1311,loc:3000,3000,ירושלים,4,4,2475,1658,1654,4,מחל,391,329,62,0.236397,102,84,2,5,61,0,0,0,0,171,0,0,0,0,40,1,10,391,101,287,0,0,0,33,0,0,0,329,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35
K21,stat2011:30001312,statistical_area,stat2011:30001312,2011,30001312,1312,loc:3000,3000,ירושלים,8,8,4787,3006,2995,11,פה,781,631,150,0.260768,275,73,5,39,72,0,0,0,1,226,0,0,0,0,60,1,14,631,360,335,0,0,0,74,1,0,0,781,0,2,1,0,2,1,0,0,0,2,0,0,0,0,39
K21,stat2011:30001313,statistical_area,stat2011:30001313,2011,30001313,1313,loc:3000,3000,ירושלים,3,3,1799,1068,1065,3,מחל,287,255,32,0.269484,76,45,3,12,25,0,0,0,0,56,0,0,0,0,20,0,10,287,101,118,0,0,0,30,0,1,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
K21,stat2011:30001314,statistical_area,stat2011:30001314,2011,30001314,1314,loc:3000,3000,ירושלים,3,3,1680,1000,992,8,מחל,275,269,6,0.277218,67,9,3,19,36,0,0,0,0,30,0,2,0,1,35,0,5,275,118,89,0,0,1,20,1,1,0,269,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9
K21,stat2011:30001321,statistical_area,stat2011:30001321,2011,30001321,1321,loc:3000,3000,ירושלים,5,5,2994,1538,1536,2,מחל,394,347,47,0.25651,128,57,8,17,58,1,0,0,0,100,0,1,0,0,18,0,5,394,212,124,0,0,1,22,0,0,0,347,0,2,0,0,0,2,1,0,0,1,0,0,1,0,36
K21,stat2011:30001333,statistical_area,stat2011:30001333,2011,30001333,1333,loc:3000,3000,ירושלים,3,3,2025,1144,1140,4,מחל,279,279,0,0.244737,88,14,3,12,38,0,0,0,0,48,0,0,0,0,24,0,3,279,152,125,0,0,0,34,0,0,0,279,1,1,0,0,0,0,0,0,0,1,0,0,1,0,37
K21,stat2011:30001334,statistical_area,stat2011:30001334,2011,30001334,1334,loc:3000,3000,ירושלים,4,4,2210,1415,1411,4,פה,369,301,68,0.261517,105,11,2,18,40,0,0,0,0,93,0,0,0,0,29,0,5,301,196,164,0,0,1,34,0,0,0,369,2,0,0,1,0,1,0,0,0,3,0,1,0,0,35
K21,stat2011:30001335,statistical_area,stat2011:30001335,2011,30001335,1335,loc:3000,3000,ירושלים,4,4,2808,1663,1657,6,מחל,583,291,292,0.351841,97,15,0,17,74,0,0,0,2,86,0,0,0,0,39,0,13,583,105,196,0,0,0,47,1,0,0,291,1,1,0,0,0,0,0,0,1,1,0,0,0,1,86
K21,stat2011:30001336,statistical_area,stat2011:30001336,2011,30001336,1336,loc:3000,3000,ירושלים,2,2,972,647,645,2,מחל,214,173,41,0.331783,29,4,1,7,20,0,0,0,0,20,0,0,0,0,22,0,6,214,45,78,1,0,0,17,0,0,0,173,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6
K21,stat2011:30001337,statistical_area,stat2011:30001337,2011,30001337,1337,loc:3000,3000,ירושלים,3,3,1993,1063,1055,8,פה,347,262,85,0.32891,68,11,6,13,39,0,1,0,1,44,0,3,0,0,16,0,2,262,120,63,0,0,1,27,1,0,0,347,1,2,0,0,0,1,1,0,0,1,0,0,0,0,24
K21,stat2011:30001341,statistical_area,stat2011:30001341,2011,30001341,1341,loc:3000,3000,ירושלים,4,4,2377,1782,1773,9,מחל,696,434,262,0.392555,85,12,2,10,46,0,0,0,0,52,0,1,0,0,66,0,15,696,73,157,0,0,1,75,0,0,1,434,0,0,0,0,1,0,1,0,0,0,0,0,0,0,45
K21,stat2011:30001342,statistical_area,stat2011:30001342,2011,30001342,1342,loc:3000,3000,ירושלים,9,9,5028,3032,2996,36,פה,759,746,13,0.253338,215,23,9,16,103,1,0,0,0,108,0,1,0,0,110,0,221,746,264,239,0,0,1,96,2,0,0,759,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80
K21,stat2011:30001343,statistical_area,stat2011:30001343,2011,30001343,1343,loc:3000,3000,ירושלים,4,4,2053,1542,1538,4,מחל,608,346,262,0.395319,87,8,3,11,45,0,0,0,1,70,0,1,0,0,44,0,13,608,75,140,0,0,1,35,0,0,0,346,0,0,0,0,0,2,0,0,0,2,0,0,0,0,46
K21,stat2011:30001345,statistical_area,stat2011:30001345,2011,30001345,1345,loc:3000,3000,ירושלים,6,6,3856,2196,2181,15,מחל,872,314,558,0.399817,100,50,8,10,111,2,0,0,1,115,0,2,0,0,84,0,55,872,80,154,1,0,0,68,1,0,0,314,1,0,0,0,0,2,2,0,0,0,0,1,0,5,142
K21,stat2011:30001346,statistical_area,stat2011:30001346,2011,30001346,1346,loc:3000,3000,ירושלים,3,3,1819,1318,1317,1,מחל,543,188,355,0.412301,36,19,2,19,48,0,0,0,0,102,1,0,0,0,41,0,3,543,41,176,0,0,0,33,0,0,0,188,1,0,0,0,0,2,0,0,0,0,1,0,0,0,61
K21,stat2011:30001351,statistical_area,stat2011:30001351,2011,30001351,1351,loc:3000,3000,ירושלים,5,5,3142,2299,2292,7,מחל,958,578,380,0.417976,91,12,0,5,83,1,0,0,0,43,0,2,0,0,114,0,21,958,83,115,0,0,2,83,0,0,0,578,1,0,1,0,0,0,0,0,0,1,1,0,0,0,97
K21,stat2011:30001352,statistical_area,stat2011:30001352,2011,30001352,1352,loc:3000,3000,ירושלים,5,5,2722,1485,1482,3,מחל,579,308,271,0.390688,72,15,1,2,76,0,0,0,0,36,3,1,0,0,72,0,32,579,62,87,0,0,0,40,1,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
K21,stat2011:30001353,statistical_area,stat2011:30001353,2011,30001353,1353,loc:3000,3000,ירושלים,3,3,1769,990,975,15,מחל,493,141,352,0.505641,21,15,0,3,41,1,0,0,0,26,1,0,0,0,46,1,35,493,27,45,1,0,1,23,1,0,0,141,0,0,0,0,0,0,0,0,0,4,0,0,0,0,49
K21,stat2011:30001354,statistical_area,stat2011:30001354,2011,30001354,1354,loc:3000,3000,ירושלים,4,4,2209,1088,1079,9,מחל,436,209,227,0.404078,35,10,2,3,55,0,0,0,1,34,0,3,0,0,56,0,54,436,42,42,0,0,0,20,1,0,0,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
K21,stat2011:30001355,statistical_area,stat2011:30001355,2011,30001355,1355,loc:3000,3000,ירושלים,3,3,1967,1173,1166,7,מחל,419,193,226,0.359348,43,8,1,3,48,0,0,0,0,146,0,2,1,0,42,0,46,419,39,89,0,0,0,25,1,0,0,193,2,0,0,0,0,0,0,0,0,4,0,0,0,0,54
K21,stat2011:30001622,statistical_area,stat2011:30001622,2011,30001622,1622,loc:3000,3000,ירושלים,5,5,3175,2441,2431,10,מחל,1191,410,781,0.489922,22,49,0,2,76,0,0,0,0,410,0,0,0,0,56,0,8,1191,12,161,1,0,1,56,0,0,0,167,0,0,0,0,0,2,0,0,0,1,0,0,0,0,216
K21,stat2011:30001623,statistical_area,stat2011:30001623,2011,30001623,1623,loc:3000,3000,ירושלים,6,6,4044,3185,3170,15,מחל,1720,380,1340,0.542587,21,41,0,1,97,2,0,0,0,265,1,0,0,0,94,0,20,1720,6,167,1,0,10,65,1,0,0,276,0,0,0,0,0,2,0,0,0,0,0,0,0,0,380
K21,stat2011:30001624,statistical_area,stat2011:30001624,2011,30001624,1624,loc:3000,3000,ירושלים,3,3,2225,1760,1750,10,מחל,810,305,505,0.462857,15,33,0,0,45,2,0,0,1,305,0,0,0,0,62,0,6,810,8,130,0,0,0,22,1,1,0,116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,191
K21,stat2011:30001625,statistical_area,stat2011:30001625,2011,30001625,1625,loc:3000,3000,ירושלים,5,5,3106,2438,2435,3,מחל,1014,614,400,0.416427,15,48,0,0,70,0,0,0,2,614,1,0,0,0,57,0,22,1014,8,180,0,0,0,35,2,0,0,172,0,0,0,0,0,2,0,0,0,1,2,0,0,0,190
K21,stat2011:30001626,statistical_area,stat2011:30001626,2011,30001626,1626,loc:3000,3000,ירושלים,1,1,646,527,523,4,מחל,235,115,120,0.449331,7,11,0,0,15,0,0,0,0,115,0,0,0,0,20,0,2,235,4,24,0,0,0,16,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39
K21,stat2011:30001631,statistical_area,stat2011:30001631,2011,30001631,1631,loc:3000,3000,ירושלים,2,2,1128,659,653,6,מחל,238,125,113,0.364472,10,125,1,1,13,0,0,0,0,32,0,0,0,0,17,0,53,238,12,18,0,0,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
K21,stat2011:30001632,statistical_area,stat2011:30001632,2011,30001632,1632,loc:3000,3000,ירושלים,9,9,5566,3625,3587,38,מחל,1537,511,1026,0.428492,135,229,3,13,136,3,0,0,2,146,12,1,0,0,116,0,99,1537,61,123,0,0,1,84,1,0,0,511,1,0,0,0,0,2,1,0,0,2,0,0,1,0,367
K21,stat2011:30001633,statistical_area,stat2011:30001633,2011,30001633,1633,loc:3000,3000,ירושלים,7,7,4213,2857,2842,15,מחל,1304,372,932,0.458832,53,74,0,2,91,3,0,0,1,144,1,0,0,0,106,0,107,1304,53,100,0,0,1,62,4,0,1,372,0,3,0,0,0,0,0,0,0,2,0,0,0,0,358
K21,stat2011:30001634,statistical_area,stat2011:30001634,2011,30001634,1634,loc:3000,3000,ירושלים,6,6,3906,2551,2541,10,מחל,1125,488,637,0.442739,82,56,2,3,75,0,0,0,2,80,0,0,0,1,112,0,74,1125,44,109,0,0,0,74,2,0,0,488,0,0,0,0,0,3,0,0,0,0,1,0,0,0,208
K21,stat2011:30001641,statistical_area,stat2011:30001641,2011,30001641,1641,loc:3000,3000,ירושלים,4,4,2544,1536,1532,4,מחל,711,203,508,0.464099,27,34,0,0,59,0,0,0,1,53,0,0,0,0,58,0,103,711,16,47,1,0,0,28,2,0,0,182,0,0,0,0,0,2,0,0,2,2,0,1,0,0,203
K21,stat2011:30001642,statistical_area,stat2011:30001642,2011,30001642,1642,loc:3000,3000,ירושלים,3,3,2055,1401,1392,9,מחל,708,165,543,0.508621,44,20,4,2,44,0,0,0,1,68,0,0,0,0,57,0,51,708,22,43,0,0,0,32,1,1,0,165,0,1,0,1,0,0,0,0,0,2,0,0,0,0,125
K21,stat2011:30001644,statistical_area,stat2011:30001644,2011,30001644,1644,loc:3000,3000,ירושלים,6,6,3712,2623,2612,11,מחל,1193,419,774,0.456738,69,61,0,3,94,1,0,0,0,167,0,0,0,0,115,0,66,1193,37,121,0,0,1,75,0,0,0,419,0,0,1,0,0,1,0,0,0,1,0,0,0,0,187
K21,stat2011:30002111,statistical_area,stat2011:30002111,2011,30002111,2111,loc:3000,3000,ירושלים,2,2,622,35,35,0,פה,8,7,1,0.228571,0,0,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
K21,stat2011:30002112,statistical_area,stat2011:30002112,2011,30002112,2112,loc:3000,3000,ירושלים,2,2,1241,164,163,1,ום,64,27,37,0.392638,3,0,14,64,1,0,0,0,0,20,1,0,0,0,0,0,2,11,27,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
K21,stat2011:30002211,statistical_area,stat2011:30002211,2011,30002211,2211,loc:3000,3000,ירושלים,1,1,686,85,84,1,ום,28,18,10,0.333333,2,0,6,28,0,0,0,0,0,1,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
K21,stat2011:30002213,statistical_area,stat2011:30002213,2011,30002213,2213,loc:3000,3000,ירושלים,1,1,616,56,55,1,ום,18,16,2,0.327273,2,0,4,18,0,0,0,0,0,0,0,0,0,0,1,0,1,3,16,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K21,stat2011:30002311,statistical_area,stat2011:30002311,2011,30002311,2311,loc:3000,3000,ירושלים,1,1,660,49,49,0,ום,19,8,11,0.387755,1,1,3,19,0,0,0,0,0,8,0,0,0,0,1,0,0,2,7,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:30002312,statistical_area,stat2011:30002312,2011,30002312,2312,loc:3000,3000,ירושלים,2,2,1263,161,160,1,ום,49,36,13,0.30625,2,1,11,49,1,0,1,0,0,36,1,0,0,0,3,0,0,10,22,6,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K21,stat2011:30002411,statistical_area,stat2011:30002411,2011,30002411,2411,loc:3000,3000,ירושלים,2,2,1363,179,177,2,ום,66,23,43,0.372881,0,2,20,66,1,0,0,0,0,23,0,0,0,0,2,0,1,8,21,1,0,0,0,1,1,1,0,18,0,1,0,0,0,1,1,0,0,0,0,0,0,7,1
K21,stat2011:30002412,statistical_area,stat2011:30002412,2011,30002412,2412,loc:3000,3000,ירושלים,1,1,639,113,110,3,ום,39,19,20,0.354545,3,0,5,39,3,0,0,0,0,19,0,0,0,0,0,0,0,6,15,1,0,0,0,0,0,0,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:30002512,statistical_area,stat2011:30002512,2011,30002512,2512,loc:3000,3000,ירושלים,2,2,1245,791,789,2,ג,311,183,128,0.39417,3,311,0,1,24,0,0,0,1,183,0,0,0,0,5,0,0,115,1,45,0,0,0,4,0,0,0,16,1,0,0,0,2,0,0,0,0,0,2,0,1,0,74
K21,stat2011:30002513,statistical_area,stat2011:30002513,2011,30002513,2513,loc:3000,3000,ירושלים,2,2,1072,713,706,7,טב,236,213,23,0.334278,3,213,0,0,26,0,0,0,0,236,0,0,0,0,5,0,1,97,9,71,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29
K21,stat2011:30002514,statistical_area,stat2011:30002514,2011,30002514,2514,loc:3000,3000,ירושלים,4,4,2124,586,579,7,טב,155,111,44,0.267703,13,33,16,34,12,2,4,0,0,155,0,1,2,0,7,0,10,85,63,10,0,0,0,3,1,0,0,111,0,0,0,0,0,1,1,0,2,1,0,0,5,3,4
K21,stat2011:30002613,statistical_area,stat2011:30002613,2011,30002613,2613,loc:3000,3000,ירושלים,1,1,375,260,259,1,טב,175,30,145,0.675676,0,7,2,8,7,0,0,0,0,175,0,0,0,0,0,0,0,30,4,15,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
K21,stat2011:30002711,statistical_area,stat2011:30002711,2011,30002711,2711,loc:3000,3000,ירושלים,2,2,883,88,86,2,מרצ,25,21,4,0.290698,1,0,10,21,1,0,0,0,0,0,0,0,0,0,1,1,0,9,25,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
K21,stat2011:30002911,statistical_area,stat2011:30002911,2011,30002911,2911,loc:3000,3000,ירושלים,6,6,3438,849,840,9,ום,566,98,468,0.67381,11,11,74,566,3,0,0,0,0,4,0,0,0,0,8,2,0,9,98,2,0,0,0,1,0,1,1,34,0,1,0,1,0,1,2,0,0,2,0,0,0,6,2
K21,stat2011:3010001,statistical_area,stat2011:3010001,2011,3010001,1,loc:301,301,בית עוזיאל,1,1,463,334,334,0,מחל,135,80,55,0.404192,16,0,0,0,17,0,0,0,0,20,1,0,0,0,24,0,2,135,2,10,0,0,0,16,0,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
K21,stat2011:3020001,statistical_area,stat2011:3020001,2011,3020001,1,loc:302,302,דפנה,1,1,569,459,459,0,פה,254,99,155,0.553377,99,0,0,2,8,0,0,0,0,1,0,0,0,0,10,0,2,32,31,7,0,0,0,12,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:3030001,statistical_area,stat2011:3030001,2011,3030001,1,loc:303,303,דן,1,1,527,405,405,0,פה,204,87,117,0.503704,86,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,2,7,87,4,0,0,0,8,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:3040001,statistical_area,stat2011:3040001,2011,3040001,1,loc:304,304,שדה אליהו,1,1,618,404,402,2,נ,116,91,25,0.288557,11,2,0,0,21,0,0,0,0,91,0,0,0,0,7,0,2,67,4,116,0,0,1,22,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:3050001,statistical_area,stat2011:3050001,2011,3050001,1,loc:305,305,גשר,1,1,418,267,262,5,פה,101,94,7,0.385496,94,0,0,2,9,0,0,0,0,0,0,0,0,0,3,0,3,13,23,4,0,0,1,9,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:3060001,statistical_area,stat2011:3060001,2011,3060001,1,loc:306,306,שדמות דבורה,1,1,482,392,392,0,פה,262,39,223,0.668367,39,0,0,0,6,0,0,0,0,2,1,0,0,0,10,0,1,31,20,5,0,0,0,15,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,stat2011:3070001,statistical_area,stat2011:3070001,2011,3070001,1,loc:307,307,הזורעים,1,1,515,423,422,1,טב,149,115,34,0.353081,3,3,0,0,19,0,0,0,0,149,0,0,0,0,7,0,1,115,2,88,0,0,1,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K21,stat2011:3080001,statistical_area,stat2011:3080001,2011,3080001,1,loc:308,308,מחניים,1,1,531,390,389,1,פה,148,88,60,0.380463,88,3,0,0,12,0,0,0,0,2,0,0,0,0,10,0,8,65,25,3,0,0,2,22,0,0,0,148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,stat2011:3090001,statistical_area,stat2011:3090001,2011,3090001,1,loc:309,309,נהורה,2,2,949,708,707,1,מחל,331,162,169,0.468175,18,10,1,0,24,0,1,0,0,13,0,0,0,0,42,0,2,331,2,21,0,0,0,17,0,0,0,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62
K21,stat2011:3100001,statistical_area,stat2011:3100001,2011,3100001,1,loc:310,310,כפר גליקסון,1,1,279,214,213,1,פה,123,44,79,0.577465,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,28,2,0,0,1,3,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
