election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
K18,stat2008:61000411,statistical_area,stat2008:61000411,2008,61000411,411,loc:6100,6100,בני ברק,5,5,3197,2463,2444,19,שס,1115,947,168,0.456219,4,0,69,947,0,6,0,6,0,137,0,0,0,19,11,123,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1115
K18,stat2008:61000412,statistical_area,stat2008:61000412,2008,61000412,412,loc:6100,6100,בני ברק,2,2,1166,910,899,11,ג,675,154,521,0.750834,1,0,14,675,0,0,0,0,0,23,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
K18,stat2008:61000413,statistical_area,stat2008:61000413,2008,61000413,413,loc:6100,6100,בני ברק,5,5,2797,2348,2338,10,ג,1745,523,1222,0.746364,0,1,7,1745,0,0,0,0,0,33,0,0,0,0,3,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
K18,stat2008:61000414,statistical_area,stat2008:61000414,2008,61000414,414,loc:6100,6100,בני ברק,3,3,1494,1217,1212,5,ג,849,299,550,0.700495,1,0,7,849,0,0,0,2,0,35,0,0,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,299
K18,stat2008:61000415,statistical_area,stat2008:61000415,2008,61000415,415,loc:6100,6100,בני ברק,4,4,2273,1904,1893,11,ג,1278,567,711,0.675119,0,0,5,1278,0,1,0,0,1,26,0,0,0,1,3,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,567
K18,stat2008:61000421,statistical_area,stat2008:61000421,2008,61000421,421,loc:6100,6100,בני ברק,1,1,263,102,99,3,ל,33,27,6,0.333333,0,0,1,27,0,0,0,0,0,4,0,1,0,9,33,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
K18,stat2008:61000422,statistical_area,stat2008:61000422,2008,61000422,422,loc:6100,6100,בני ברק,3,3,1822,1347,1343,4,ג,1047,268,779,0.779598,0,0,2,1047,0,0,0,0,0,14,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,268
K18,stat2008:61000423,statistical_area,stat2008:61000423,2008,61000423,423,loc:6100,6100,בני ברק,3,3,1908,1341,1339,2,ג,1141,180,961,0.852128,2,0,0,1141,0,0,0,0,0,13,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
K18,stat2008:61000424,statistical_area,stat2008:61000424,2008,61000424,424,loc:6100,6100,בני ברק,4,4,2092,1753,1746,7,ג,1154,546,608,0.660939,2,0,3,1154,0,0,0,2,0,14,0,0,0,2,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,546
K18,stat2008:61000425,statistical_area,stat2008:61000425,2008,61000425,425,loc:6100,6100,בני ברק,4,4,2013,1654,1645,9,ג,950,624,326,0.577508,1,0,4,950,0,0,0,0,0,42,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,624
K18,stat2008:61000426,statistical_area,stat2008:61000426,2008,61000426,426,loc:6100,6100,בני ברק,4,4,2522,2070,2053,17,שס,1314,544,770,0.640039,1,0,15,544,0,1,0,1,0,97,0,0,0,11,3,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1314
K18,stat2008:61000427,statistical_area,stat2008:61000427,2008,61000427,427,loc:6100,6100,בני ברק,2,2,1413,1038,1029,9,ג,900,105,795,0.874636,1,0,2,900,0,0,0,0,1,14,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
K18,stat2008:6120001,statistical_area,stat2008:6120001,2008,6120001,1,loc:612,612,צרופה,1,1,551,415,412,3,כן,141,121,20,0.342233,43,0,15,1,0,11,0,2,1,10,0,0,0,141,30,121,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,28
K18,stat2008:6130001,statistical_area,stat2008:6130001,2008,6130001,1,loc:613,613,ציפורי,1,1,473,348,348,0,כן,132,66,66,0.37931,66,0,3,1,0,36,3,1,1,1,0,0,0,132,33,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K18,stat2008:6140001,statistical_area,stat2008:6140001,2008,6140001,1,loc:614,614,שומרה,1,1,261,177,175,2,אמת,97,28,69,0.554286,97,0,0,2,0,0,0,2,0,0,0,0,0,18,11,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14
K18,stat2008:6150001,statistical_area,stat2008:6150001,2008,6150001,1,loc:615,615,קדרון,2,2,960,751,750,1,כן,342,199,143,0.456,199,0,8,2,0,16,1,6,2,8,0,0,0,342,28,71,54,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,2
K18,stat2008:6160001,statistical_area,stat2008:6160001,2008,6160001,1,loc:616,616,רינתיה,1,1,572,430,429,1,כן,136,123,13,0.317016,91,0,7,3,0,6,0,0,2,4,0,0,3,136,9,123,13,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,7,17
K18,stat2008:6170001,statistical_area,stat2008:6170001,2008,6170001,1,loc:617,617,ברקאי,1,1,418,263,260,3,מרצ,137,52,85,0.526923,48,0,0,0,1,5,2,0,0,0,0,0,0,52,8,5,137,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
K18,stat2008:6180001,statistical_area,stat2008:6180001,2008,6180001,1,loc:618,618,חדיד,1,1,421,321,319,2,מחל,133,52,81,0.416928,8,0,29,3,0,0,0,2,0,21,0,0,0,52,19,133,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,48
K18,stat2008:6190001,statistical_area,stat2008:6190001,2008,6190001,1,loc:619,619,בית גוברין,1,1,206,154,154,0,כן,63,54,9,0.409091,54,3,0,0,0,1,1,2,1,0,0,0,0,63,6,9,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
K18,stat2008:6200001,statistical_area,stat2008:6200001,2008,6200001,1,loc:620,620,משואות יצחק,1,1,460,379,376,3,ב,206,65,141,0.547872,3,0,206,0,0,5,0,1,0,47,0,0,0,22,11,65,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4
K18,stat2008:620001,statistical_area,stat2008:620001,2008,620001,1,loc:62,62,דגניה א',1,1,488,334,332,2,אמת,153,122,31,0.460843,153,0,2,0,0,2,0,1,1,2,0,0,0,122,4,14,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
K18,stat2008:62000111,statistical_area,stat2008:62000111,2008,62000111,111,loc:6200,6200,בת ים,7,7,4075,1778,1753,25,כן,459,429,30,0.261837,132,0,26,6,8,5,14,21,3,30,0,4,1,459,419,429,20,2,0,1,0,2,2,0,1,2,0,4,0,11,0,1,4,146
K18,stat2008:62000112,statistical_area,stat2008:62000112,2008,62000112,112,loc:6200,6200,בת ים,6,6,3437,1530,1491,39,ל,474,351,123,0.317907,94,0,21,9,1,3,1,21,4,17,0,2,3,311,474,351,13,4,0,1,0,0,4,0,0,2,0,0,3,6,0,0,5,141
K18,stat2008:62000113,statistical_area,stat2008:62000113,2008,62000113,113,loc:6200,6200,בת ים,8,8,4885,2009,1961,48,ל,555,494,61,0.283019,133,0,24,11,0,3,4,26,7,46,0,2,4,422,555,494,19,5,0,1,0,1,0,0,1,0,1,1,3,9,0,0,6,183
K18,stat2008:62000114,statistical_area,stat2008:62000114,2008,62000114,114,loc:6200,6200,בת ים,6,6,3221,1591,1562,29,מחל,408,376,32,0.261204,150,0,46,4,2,5,0,13,5,41,0,1,0,376,342,408,15,4,1,0,0,0,0,0,1,1,1,0,2,7,0,1,6,130
K18,stat2008:62000115,statistical_area,stat2008:62000115,2008,62000115,115,loc:6200,6200,בת ים,5,5,3316,1603,1566,37,מחל,421,362,59,0.268838,136,4,27,13,1,7,3,10,10,55,1,0,0,362,345,421,16,2,0,0,0,0,0,0,0,0,1,1,2,5,1,2,4,137
K18,stat2008:62000211,statistical_area,stat2008:62000211,2008,62000211,211,loc:6200,6200,בת ים,6,6,3776,1986,1964,22,מחל,546,527,19,0.278004,153,0,37,10,0,4,4,22,6,27,1,1,0,527,370,546,18,3,1,0,0,0,6,0,0,0,0,2,1,7,1,0,9,208
K18,stat2008:62000212,statistical_area,stat2008:62000212,2008,62000212,212,loc:6200,6200,בת ים,6,6,3928,1925,1893,32,מחל,539,456,83,0.284733,133,1,45,12,1,3,2,14,2,47,0,2,0,456,399,539,15,3,1,1,0,0,4,0,0,0,0,4,4,3,2,0,4,196
K18,stat2008:62000213,statistical_area,stat2008:62000213,2008,62000213,213,loc:6200,6200,בת ים,6,6,3219,1769,1747,22,מחל,546,537,9,0.312536,124,1,31,3,0,5,1,11,4,49,0,0,0,537,208,546,14,3,0,0,0,0,1,0,0,0,0,2,1,7,0,0,2,197
K18,stat2008:62000214,statistical_area,stat2008:62000214,2008,62000214,214,loc:6200,6200,בת ים,5,5,3030,1676,1652,24,מחל,520,465,55,0.31477,132,0,41,5,1,4,2,15,1,44,0,0,2,465,238,520,13,0,0,0,0,1,4,0,0,1,0,5,1,9,2,1,4,141
K18,stat2008:62000215,statistical_area,stat2008:62000215,2008,62000215,215,loc:6200,6200,בת ים,6,6,3864,2097,2058,39,מחל,717,529,188,0.348397,162,1,33,6,0,3,2,19,2,41,0,0,1,529,274,717,13,0,0,0,0,0,3,0,1,0,1,4,1,11,0,1,8,225
K18,stat2008:62000216,statistical_area,stat2008:62000216,2008,62000216,216,loc:6200,6200,בת ים,1,1,376,86,86,0,מחל,26,22,4,0.302326,4,0,1,1,0,0,0,3,0,1,0,0,0,22,20,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K18,stat2008:62000221,statistical_area,stat2008:62000221,2008,62000221,221,loc:6200,6200,בת ים,5,5,2522,1274,1263,11,כן,348,317,31,0.275534,65,3,11,2,0,0,2,19,4,17,1,1,2,348,316,317,12,1,1,1,0,1,2,0,0,0,2,1,1,5,0,1,2,125
K18,stat2008:62000222,statistical_area,stat2008:62000222,2008,62000222,222,loc:6200,6200,בת ים,7,7,4314,2122,2076,46,כן,542,529,13,0.261079,146,0,17,11,0,7,0,16,3,58,1,0,3,542,529,509,15,0,0,1,0,1,1,0,1,0,0,5,2,5,0,1,9,193
K18,stat2008:62000223,statistical_area,stat2008:62000223,2008,62000223,223,loc:6200,6200,בת ים,4,4,2584,1268,1247,21,כן,340,336,4,0.272654,81,0,22,5,0,3,1,7,1,12,0,2,0,340,289,336,13,2,0,1,0,0,2,0,0,2,1,5,2,7,0,0,5,108
K18,stat2008:62000224,statistical_area,stat2008:62000224,2008,62000224,224,loc:6200,6200,בת ים,4,4,2726,1431,1411,20,מחל,393,337,56,0.278526,76,0,8,8,1,1,3,10,1,26,4,1,1,331,337,393,7,1,2,0,0,0,1,0,1,1,0,8,1,10,0,0,4,174
K18,stat2008:62000225,statistical_area,stat2008:62000225,2008,62000225,225,loc:6200,6200,בת ים,4,4,2195,1103,1082,21,מחל,338,283,55,0.312384,69,1,12,10,0,4,3,10,3,9,0,0,0,283,224,338,6,0,0,0,0,0,0,0,0,0,0,3,2,3,4,0,7,91
K18,stat2008:62000226,statistical_area,stat2008:62000226,2008,62000226,226,loc:6200,6200,בת ים,1,1,409,232,229,3,מחל,69,65,4,0.30131,31,0,4,0,0,0,0,2,0,4,0,0,0,65,31,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
K18,stat2008:62000227,statistical_area,stat2008:62000227,2008,62000227,227,loc:6200,6200,בת ים,4,4,2214,979,953,26,מחל,281,251,30,0.294858,43,0,13,0,1,4,1,13,3,9,0,0,0,181,251,281,7,1,0,2,0,1,1,0,0,0,0,0,2,3,1,1,3,131
K18,stat2008:62000228,statistical_area,stat2008:62000228,2008,62000228,228,loc:6200,6200,בת ים,1,1,537,369,358,11,ל,191,85,106,0.53352,5,0,3,0,0,0,0,0,0,2,0,5,0,54,191,85,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,7
K18,stat2008:62000311,statistical_area,stat2008:62000311,2008,62000311,311,loc:6200,6200,בת ים,5,5,3496,1900,1873,27,כן,527,519,8,0.281367,112,0,30,13,1,4,7,25,1,32,0,0,0,527,375,519,21,2,1,0,0,0,3,0,0,0,0,7,1,7,0,0,13,172
K18,stat2008:62000312,statistical_area,stat2008:62000312,2008,62000312,312,loc:6200,6200,בת ים,4,4,2412,1310,1290,20,כן,359,314,45,0.278295,137,0,31,14,0,4,0,14,5,32,0,0,0,359,199,314,16,2,0,0,1,0,4,0,0,0,2,2,2,6,0,2,7,137
K18,stat2008:62000313,statistical_area,stat2008:62000313,2008,62000313,313,loc:6200,6200,בת ים,5,5,3019,1523,1497,26,כן,418,402,16,0.279225,98,0,21,10,1,4,5,24,2,36,0,0,0,418,299,402,13,1,0,0,0,0,1,0,0,1,1,3,1,5,0,4,5,142
K18,stat2008:62000314,statistical_area,stat2008:62000314,2008,62000314,314,loc:6200,6200,בת ים,7,7,3830,2040,2009,31,מחל,609,474,135,0.303136,162,0,16,7,0,6,2,25,5,32,0,0,0,474,459,609,13,3,1,0,1,1,4,0,2,1,0,5,2,10,0,3,11,155
K18,stat2008:62000315,statistical_area,stat2008:62000315,2008,62000315,315,loc:6200,6200,בת ים,5,5,3239,1658,1635,23,כן,427,405,22,0.261162,110,0,41,18,0,2,5,21,1,51,0,0,0,427,377,405,29,2,1,0,0,0,3,0,0,0,1,0,1,10,0,2,7,121
K18,stat2008:62000316,statistical_area,stat2008:62000316,2008,62000316,316,loc:6200,6200,בת ים,4,4,2408,1252,1232,20,כן,348,315,33,0.282468,141,0,27,13,1,5,3,19,1,43,1,0,0,348,207,315,17,0,0,0,0,0,1,0,1,0,0,1,2,2,0,3,8,73
K18,stat2008:62000321,statistical_area,stat2008:62000321,2008,62000321,321,loc:6200,6200,בת ים,5,5,2872,1401,1377,24,ל,350,340,10,0.254176,125,0,16,11,1,1,2,19,2,25,0,0,2,319,350,340,18,5,0,0,1,0,2,0,4,0,0,1,0,7,1,2,5,118
K18,stat2008:62000322,statistical_area,stat2008:62000322,2008,62000322,322,loc:6200,6200,בת ים,9,9,5073,2560,2516,44,כן,693,589,104,0.275437,262,1,18,16,1,4,4,27,3,40,1,1,7,693,563,589,43,4,0,0,0,0,2,0,0,0,0,5,8,11,0,1,8,204
K18,stat2008:62000411,statistical_area,stat2008:62000411,2008,62000411,411,loc:6200,6200,בת ים,7,7,4049,1926,1892,34,מחל,492,449,43,0.260042,126,2,28,6,2,3,1,23,1,30,1,1,3,443,449,492,24,2,0,0,1,1,0,0,0,0,1,2,0,13,2,2,10,223
K18,stat2008:62000412,statistical_area,stat2008:62000412,2008,62000412,412,loc:6200,6200,בת ים,6,6,4407,2236,2180,56,מחל,589,508,81,0.270183,92,1,131,15,0,3,2,27,4,71,0,0,5,302,380,589,12,4,0,0,1,7,1,0,2,0,0,2,2,11,3,1,4,508
K18,stat2008:62000413,statistical_area,stat2008:62000413,2008,62000413,413,loc:6200,6200,בת ים,5,5,3499,1723,1684,39,מחל,441,371,70,0.261876,68,1,53,12,0,2,4,10,2,29,0,1,3,318,340,441,5,2,0,0,0,1,0,0,0,0,1,4,2,4,4,2,4,371
K18,stat2008:62000421,statistical_area,stat2008:62000421,2008,62000421,421,loc:6200,6200,בת ים,8,8,4796,2226,2192,34,ל,571,508,63,0.260493,162,1,30,8,0,1,1,30,2,30,1,2,4,469,571,508,22,4,2,0,1,1,0,0,0,3,0,4,4,5,0,3,5,318
K18,stat2008:62000422,statistical_area,stat2008:62000422,2008,62000422,422,loc:6200,6200,בת ים,3,3,2087,974,948,26,ל,262,240,22,0.276371,70,0,18,3,0,1,3,13,2,12,0,0,1,240,262,204,15,2,0,1,2,0,0,0,0,0,1,1,3,6,0,1,4,83
K18,stat2008:62000423,statistical_area,stat2008:62000423,2008,62000423,423,loc:6200,6200,בת ים,5,5,2711,1300,1277,23,ל,360,288,72,0.281911,122,0,19,8,2,1,3,11,6,17,2,0,1,288,360,285,16,1,0,1,0,0,2,0,0,0,0,1,1,6,2,1,1,120
K18,stat2008:62000511,statistical_area,stat2008:62000511,2008,62000511,511,loc:6200,6200,בת ים,5,5,2945,1547,1520,27,כן,400,400,0,0.263158,104,0,15,6,0,8,6,8,4,19,1,0,2,400,369,400,26,1,2,0,0,0,1,0,1,0,1,2,1,4,0,0,4,135
K18,stat2008:62000512,statistical_area,stat2008:62000512,2008,62000512,512,loc:6200,6200,בת ים,5,5,2691,1442,1424,18,ל,379,367,12,0.266152,156,0,14,7,1,2,3,9,2,25,0,0,0,367,379,317,22,2,0,0,0,2,0,0,0,0,0,6,0,4,1,0,4,101
K18,stat2008:62000513,statistical_area,stat2008:62000513,2008,62000513,513,loc:6200,6200,בת ים,4,4,2902,1497,1466,31,ל,407,343,64,0.277626,130,0,16,3,0,1,3,8,3,37,1,1,0,343,407,331,21,8,0,1,0,0,0,0,1,0,0,1,2,6,1,0,1,140
K18,stat2008:62000514,statistical_area,stat2008:62000514,2008,62000514,514,loc:6200,6200,בת ים,6,6,3531,1817,1784,33,ל,443,439,4,0.248318,95,0,31,7,1,5,3,14,2,43,0,0,1,410,443,439,18,4,0,0,0,3,0,0,0,0,0,1,2,7,0,0,5,250
K18,stat2008:62000521,statistical_area,stat2008:62000521,2008,62000521,521,loc:6200,6200,בת ים,5,5,3141,1797,1774,23,ל,444,430,14,0.250282,125,0,36,2,1,8,3,14,8,103,0,0,1,430,444,400,25,2,0,0,0,0,3,0,0,0,0,2,1,8,0,3,8,147
K18,stat2008:62000522,statistical_area,stat2008:62000522,2008,62000522,522,loc:6200,6200,בת ים,6,6,3486,2024,2013,11,שס,363,354,9,0.180328,106,1,27,138,0,1,5,17,2,292,0,1,3,354,298,354,24,2,1,1,0,0,1,0,0,2,0,2,1,6,0,0,11,363
K18,stat2008:62000523,statistical_area,stat2008:62000523,2008,62000523,523,loc:6200,6200,בת ים,5,5,3035,1945,1920,25,כן,612,445,167,0.31875,180,1,27,9,0,6,7,16,9,105,0,0,1,612,310,445,24,4,0,0,0,0,1,0,1,1,0,3,1,10,1,3,12,131
K18,stat2008:6220001,statistical_area,stat2008:6220001,2008,6220001,1,loc:622,622,עין צורים,2,2,725,587,586,1,ט,261,175,86,0.445392,13,0,175,3,0,22,0,0,0,261,0,0,0,8,7,78,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,11
K18,stat2008:6230001,statistical_area,stat2008:6230001,2008,6230001,1,loc:623,623,יראון,1,1,381,238,234,4,אמת,90,77,13,0.384615,90,0,0,0,0,6,9,0,0,0,0,0,2,77,10,12,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
K18,stat2008:6270001,statistical_area,stat2008:6270001,2008,6270001,1,loc:627,627,ג'לג'וליה,7,7,4442,2746,2716,30,ו,982,971,11,0.361561,263,0,0,0,414,0,982,0,1,3,0,2,0,9,7,13,34,2,1,2,0,971,0,0,1,1,2,0,3,0,1,0,1,3
K18,stat2008:63000011,statistical_area,stat2008:63000011,2008,63000011,11,loc:6300,6300,גבעתיים,5,5,2974,1863,1843,20,כן,705,367,338,0.382528,367,1,25,14,1,23,8,19,11,14,0,1,1,705,114,367,98,0,0,1,0,2,0,0,0,0,0,3,2,5,0,1,16,44
K18,stat2008:63000012,statistical_area,stat2008:63000012,2008,63000012,12,loc:6300,6300,גבעתיים,8,8,4681,3255,3223,32,כן,1267,689,578,0.393112,689,1,53,19,1,24,19,50,19,31,0,0,6,1267,171,578,223,0,0,0,0,0,1,0,0,0,1,2,1,6,0,0,18,43
K18,stat2008:63000013,statistical_area,stat2008:63000013,2008,63000013,13,loc:6300,6300,גבעתיים,6,6,3234,2236,2221,15,כן,856,450,406,0.385412,436,0,54,6,0,36,20,21,12,45,0,0,0,856,99,450,115,0,0,0,0,0,1,0,0,0,0,2,2,10,0,0,14,42
K18,stat2008:63000021,statistical_area,stat2008:63000021,2008,63000021,21,loc:6300,6300,גבעתיים,6,6,3666,2353,2336,17,כן,905,444,461,0.387414,433,0,57,11,0,24,17,37,6,29,1,0,2,905,117,444,157,0,0,0,0,0,3,0,0,1,0,7,1,12,1,1,13,57
K18,stat2008:63000022,statistical_area,stat2008:63000022,2008,63000022,22,loc:6300,6300,גבעתיים,4,4,2510,1602,1585,17,כן,623,295,328,0.39306,292,0,27,5,0,21,8,26,7,15,0,0,1,623,91,295,117,1,1,0,0,0,2,0,0,0,1,6,1,11,1,0,7,26
K18,stat2008:63000023,statistical_area,stat2008:63000023,2008,63000023,23,loc:6300,6300,גבעתיים,5,5,3126,2132,2107,25,כן,794,442,352,0.376839,442,2,27,12,0,17,10,25,5,25,0,0,4,794,102,414,152,0,0,0,0,0,5,0,0,0,0,6,0,9,0,0,10,46
K18,stat2008:63000031,statistical_area,stat2008:63000031,2008,63000031,31,loc:6300,6300,גבעתיים,4,4,2293,1605,1590,15,כן,665,308,357,0.418239,289,0,26,6,0,15,9,23,2,23,1,0,3,665,65,308,97,0,2,0,0,1,3,0,1,0,0,0,3,10,0,0,7,31
K18,stat2008:63000032,statistical_area,stat2008:63000032,2008,63000032,32,loc:6300,6300,גבעתיים,4,4,2730,1614,1603,11,כן,580,354,226,0.361822,287,1,26,8,0,11,10,21,7,25,1,0,2,580,95,354,90,0,0,0,0,0,3,0,0,0,0,3,1,7,0,0,18,53
K18,stat2008:63000033,statistical_area,stat2008:63000033,2008,63000033,33,loc:6300,6300,גבעתיים,5,5,3366,2023,1995,28,כן,762,370,392,0.381955,362,0,25,6,0,30,18,18,9,36,0,1,0,762,140,370,139,0,0,0,0,1,3,0,0,1,0,1,4,15,1,2,10,41
K18,stat2008:63000034,statistical_area,stat2008:63000034,2008,63000034,34,loc:6300,6300,גבעתיים,5,5,3212,2335,2315,20,כן,871,510,361,0.376242,510,1,54,4,0,25,18,28,12,36,2,0,1,871,91,483,126,0,0,1,0,0,0,0,0,0,0,2,2,3,0,1,5,39
K18,stat2008:63000041,statistical_area,stat2008:63000041,2008,63000041,41,loc:6300,6300,גבעתיים,6,6,3663,2913,2902,11,כן,1090,637,453,0.375603,629,1,142,13,0,14,1,33,9,42,1,0,1,1090,89,637,141,0,2,0,0,0,6,0,1,1,0,1,0,6,0,0,10,32
K18,stat2008:63000042,statistical_area,stat2008:63000042,2008,63000042,42,loc:6300,6300,גבעתיים,5,5,2699,2010,1989,21,כן,753,397,356,0.378582,368,0,127,7,0,14,8,22,7,50,2,0,0,753,57,397,120,0,0,0,1,0,0,0,0,2,0,1,0,10,1,0,11,31
K18,stat2008:63000043,statistical_area,stat2008:63000043,2008,63000043,43,loc:6300,6300,גבעתיים,5,5,2784,1777,1748,29,כן,589,399,190,0.336957,310,2,34,4,0,30,13,23,6,24,0,0,1,589,88,399,111,0,0,1,0,1,0,0,0,0,0,1,3,8,1,2,11,86
K18,stat2008:63000044,statistical_area,stat2008:63000044,2008,63000044,44,loc:6300,6300,גבעתיים,6,6,2646,1848,1827,21,כן,645,367,278,0.353038,363,0,41,16,0,21,14,24,7,36,0,0,1,645,87,367,116,0,0,0,0,0,0,0,1,0,0,1,1,7,1,0,15,63
K18,stat2008:630001,statistical_area,stat2008:630001,2008,630001,1,loc:63,63,כנרת (מושבה),1,1,395,282,279,3,כן,95,69,26,0.340502,65,0,3,3,0,6,1,8,1,6,0,0,1,95,5,69,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
K18,stat2008:6330001,statistical_area,stat2008:6330001,2008,6330001,1,loc:633,633,כפר ברא,2,2,1415,839,839,0,עם,464,184,280,0.553039,22,0,0,0,115,1,184,0,0,0,0,0,0,29,7,0,13,0,0,1,0,464,0,0,0,0,0,0,1,1,1,0,0,0
K18,stat2008:6350001,statistical_area,stat2008:6350001,2008,6350001,1,loc:635,635,מוקייבלה,3,3,1684,929,917,12,עם,501,189,312,0.546347,3,0,1,0,189,0,155,0,0,2,5,0,0,2,1,41,1,0,0,0,0,501,0,0,0,0,0,0,1,0,0,0,0,15
K18,stat2008:6360001,statistical_area,stat2008:6360001,2008,6360001,1,loc:636,636,צנדלה,2,2,915,418,411,7,עם,209,103,106,0.508516,2,0,0,0,103,0,93,0,0,0,0,0,0,1,1,0,1,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,1,0
K18,stat2008:64000011,statistical_area,stat2008:64000011,2008,64000011,11,loc:6400,6400,הרצלייה,6,6,3655,1969,1929,40,מחל,559,440,119,0.289787,75,0,17,22,1,5,3,15,3,47,1,0,1,440,410,559,20,0,1,1,0,0,3,0,0,0,0,3,3,9,1,2,4,283
K18,stat2008:64000012,statistical_area,stat2008:64000012,2008,64000012,12,loc:6400,6400,הרצלייה,5,5,3257,2056,2032,24,כן,601,495,106,0.295768,229,0,70,48,0,20,5,12,7,58,1,1,2,601,185,495,86,1,0,0,0,1,3,0,3,0,1,2,2,8,1,1,10,179
K18,stat2008:64000013,statistical_area,stat2008:64000013,2008,64000013,13,loc:6400,6400,הרצלייה,6,6,3425,2245,2212,33,מחל,698,465,233,0.315552,157,0,160,82,0,16,2,13,8,93,0,0,1,465,124,698,51,0,0,0,1,0,4,0,0,1,0,2,1,11,0,0,12,310
K18,stat2008:64000021,statistical_area,stat2008:64000021,2008,64000021,21,loc:6400,6400,הרצלייה,6,6,3427,2415,2395,20,כן,1064,517,547,0.444259,517,1,29,9,0,15,7,15,4,14,0,1,0,1064,73,444,148,0,0,0,0,0,3,0,0,2,1,0,2,13,1,1,9,22
K18,stat2008:64000022,statistical_area,stat2008:64000022,2008,64000022,22,loc:6400,6400,הרצלייה,6,6,4076,2803,2777,26,כן,1104,614,490,0.397551,499,1,45,8,1,28,9,13,14,34,1,0,4,1104,133,614,136,3,0,0,0,1,2,0,0,0,1,5,1,18,0,0,10,92
K18,stat2008:64000023,statistical_area,stat2008:64000023,2008,64000023,23,loc:6400,6400,הרצלייה,5,5,3504,2386,2374,12,כן,882,516,366,0.371525,458,1,32,16,0,11,13,16,8,18,0,0,1,882,103,516,120,0,0,0,1,0,3,0,0,0,0,2,0,8,1,1,12,151
K18,stat2008:64000024,statistical_area,stat2008:64000024,2008,64000024,24,loc:6400,6400,הרצלייה,5,5,3027,1917,1898,19,כן,691,515,176,0.364067,248,0,17,10,0,15,6,12,3,24,0,0,2,691,147,515,78,1,0,0,0,0,1,0,1,2,0,0,0,10,0,0,13,102
K18,stat2008:64000031,statistical_area,stat2008:64000031,2008,64000031,31,loc:6400,6400,הרצלייה,3,3,1775,1093,1082,11,כן,384,256,128,0.354898,158,0,20,9,0,13,5,7,6,34,0,0,0,384,96,256,34,1,0,0,0,1,5,0,0,0,0,2,1,3,0,1,3,43
K18,stat2008:64000032,statistical_area,stat2008:64000032,2008,64000032,32,loc:6400,6400,הרצלייה,3,3,2060,1385,1375,10,כן,573,273,300,0.416727,265,0,25,4,0,12,6,7,8,17,0,0,0,573,61,273,66,0,0,1,0,0,1,0,0,0,0,3,0,6,0,0,10,37
K18,stat2008:64000033,statistical_area,stat2008:64000033,2008,64000033,33,loc:6400,6400,הרצלייה,4,4,2533,1697,1683,14,כן,584,402,182,0.346999,227,2,67,5,0,9,4,15,4,81,0,0,0,584,112,402,62,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,14,86
