election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
K18,stat2008:30000411,statistical_area,stat2008:30000411,2008,30000411,411,loc:3000,3000,ירושלים,4,4,2428,1888,1876,12,ג,1103,590,513,0.587953,1,0,26,1103,0,0,0,0,0,111,0,0,0,4,7,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,590
K18,stat2008:30000412,statistical_area,stat2008:30000412,2008,30000412,412,loc:3000,3000,ירושלים,4,4,2383,1997,1991,6,ג,1206,716,490,0.605726,1,0,2,1206,0,0,1,2,0,40,0,0,0,3,3,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
K18,stat2008:30000413,statistical_area,stat2008:30000413,2008,30000413,413,loc:3000,3000,ירושלים,4,4,2140,1636,1623,13,ג,941,457,484,0.579791,1,0,6,941,0,0,0,0,0,179,0,0,0,1,5,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457
K18,stat2008:30000421,statistical_area,stat2008:30000421,2008,30000421,421,loc:3000,3000,ירושלים,5,5,2669,1862,1852,10,מחל,487,374,113,0.262959,92,0,113,256,0,23,0,4,3,135,0,0,0,213,98,487,41,0,2,0,0,0,0,0,0,0,1,2,0,3,0,0,5,374
K18,stat2008:30000422,statistical_area,stat2008:30000422,2008,30000422,422,loc:3000,3000,ירושלים,3,3,2052,1412,1403,9,שס,336,292,44,0.239487,19,0,182,244,0,12,1,3,0,184,0,1,1,52,66,292,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,336
K18,stat2008:30000423,statistical_area,stat2008:30000423,2008,30000423,423,loc:3000,3000,ירושלים,4,4,2347,1680,1666,14,ג,884,514,370,0.530612,13,1,15,884,0,3,0,6,0,64,0,0,0,23,27,110,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,514
K18,stat2008:30000424,statistical_area,stat2008:30000424,2008,30000424,424,loc:3000,3000,ירושלים,2,2,1189,876,866,10,ג,379,261,118,0.437644,6,0,4,379,1,2,0,3,1,25,0,0,0,22,67,85,4,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,261
K18,stat2008:30000425,statistical_area,stat2008:30000425,2008,30000425,425,loc:3000,3000,ירושלים,4,4,2428,1849,1841,8,ג,1438,317,1121,0.781097,1,0,5,1438,1,1,0,0,0,45,0,0,0,3,4,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
K18,stat2008:30000426,statistical_area,stat2008:30000426,2008,30000426,426,loc:3000,3000,ירושלים,4,4,2535,1940,1924,16,ג,1143,633,510,0.594075,1,0,4,1143,0,0,1,1,0,105,0,0,0,2,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633
K18,stat2008:30000431,statistical_area,stat2008:30000431,2008,30000431,431,loc:3000,3000,ירושלים,6,6,3520,2618,2597,21,מחל,766,417,349,0.294956,108,1,321,344,1,39,0,12,3,279,0,0,0,196,55,766,39,0,0,0,0,0,1,0,3,0,0,1,1,4,0,0,6,417
K18,stat2008:30000432,statistical_area,stat2008:30000432,2008,30000432,432,loc:3000,3000,ירושלים,5,5,2831,2178,2167,11,ג,1014,680,334,0.467928,22,0,56,1014,0,12,1,1,0,127,0,0,1,49,23,170,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,680
K18,stat2008:30000433,statistical_area,stat2008:30000433,2008,30000433,433,loc:3000,3000,ירושלים,3,3,1846,1296,1288,8,מחל,363,275,88,0.281832,78,0,63,94,0,25,3,5,1,91,1,0,1,171,71,363,32,1,0,0,0,1,2,0,1,0,0,2,0,4,0,0,3,275
K18,stat2008:30000434,statistical_area,stat2008:30000434,2008,30000434,434,loc:3000,3000,ירושלים,3,3,2122,1489,1472,17,שס,440,338,102,0.298913,63,0,70,130,1,21,3,6,2,137,0,0,0,150,75,338,26,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,1,440
K18,stat2008:30000435,statistical_area,stat2008:30000435,2008,30000435,435,loc:3000,3000,ירושלים,3,3,2096,1486,1480,6,מחל,428,241,187,0.289189,132,1,124,36,0,87,6,2,0,152,1,0,1,241,44,428,64,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,8,147
K18,stat2008:30000512,statistical_area,stat2008:30000512,2008,30000512,512,loc:3000,3000,ירושלים,3,3,1759,1160,1147,13,ג,954,141,813,0.831735,0,0,6,954,0,0,0,0,0,27,0,0,0,3,1,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,141
K18,stat2008:30000513,statistical_area,stat2008:30000513,2008,30000513,513,loc:3000,3000,ירושלים,4,4,1915,981,977,4,ג,669,231,438,0.684749,0,0,6,669,0,1,0,0,0,46,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
K18,stat2008:30000514,statistical_area,stat2008:30000514,2008,30000514,514,loc:3000,3000,ירושלים,3,3,2054,1301,1291,10,ג,702,475,227,0.543765,1,0,7,702,0,0,0,0,0,39,0,0,0,5,9,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,475
K18,stat2008:30000515,statistical_area,stat2008:30000515,2008,30000515,515,loc:3000,3000,ירושלים,5,5,2708,1685,1669,16,ג,892,586,306,0.534452,6,0,20,892,0,1,0,1,0,64,0,0,0,15,8,72,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,586
K18,stat2008:30000521,statistical_area,stat2008:30000521,2008,30000521,521,loc:3000,3000,ירושלים,5,5,2435,1742,1730,12,ג,1221,365,856,0.70578,3,0,13,1221,0,2,1,1,0,57,0,1,0,4,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,365
K18,stat2008:30000522,statistical_area,stat2008:30000522,2008,30000522,522,loc:3000,3000,ירושלים,4,4,2379,1444,1431,13,ג,577,245,332,0.403215,52,0,67,577,1,9,3,10,0,122,0,0,0,58,35,227,13,0,3,0,0,1,0,0,0,0,1,0,0,3,0,0,4,245
K18,stat2008:30000523,statistical_area,stat2008:30000523,2008,30000523,523,loc:3000,3000,ירושלים,4,4,2354,1348,1326,22,מחל,345,202,143,0.260181,96,0,79,181,4,20,7,10,1,131,1,0,1,162,46,345,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,202
K18,stat2008:30000531,statistical_area,stat2008:30000531,2008,30000531,531,loc:3000,3000,ירושלים,3,3,2004,1334,1323,11,שס,480,366,114,0.362812,22,1,29,366,0,9,2,6,1,74,1,0,1,66,27,227,7,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,480
K18,stat2008:30000532,statistical_area,stat2008:30000532,2008,30000532,532,loc:3000,3000,ירושלים,4,4,1729,1154,1142,12,שס,760,249,511,0.665499,6,0,5,249,0,1,0,3,0,42,0,0,0,9,3,58,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,760
K18,stat2008:30000533,statistical_area,stat2008:30000533,2008,30000533,533,loc:3000,3000,ירושלים,3,3,1799,993,987,6,ג,479,362,117,0.485309,1,0,10,479,0,0,0,2,0,73,0,0,0,1,9,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,362
K18,stat2008:30000541,statistical_area,stat2008:30000541,2008,30000541,541,loc:3000,3000,ירושלים,5,5,3278,2052,2034,18,מחל,527,513,14,0.259095,342,2,52,20,16,74,42,13,8,58,3,0,1,513,106,527,186,0,1,0,0,8,1,0,0,0,0,0,0,8,0,1,2,50
K18,stat2008:30000542,statistical_area,stat2008:30000542,2008,30000542,542,loc:3000,3000,ירושלים,3,3,1606,951,941,10,מחל,236,184,52,0.250797,166,0,23,16,8,29,16,5,2,32,0,0,3,184,65,236,104,0,1,0,0,10,0,0,2,0,0,0,0,4,0,0,2,33
K18,stat2008:30000543,statistical_area,stat2008:30000543,2008,30000543,543,loc:3000,3000,ירושלים,2,2,737,138,137,1,כן,30,28,2,0.218978,11,0,3,0,0,7,5,0,1,5,0,0,0,30,27,28,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,3
K18,stat2008:30000621,statistical_area,stat2008:30000621,2008,30000621,621,loc:3000,3000,ירושלים,1,1,585,85,81,4,ט,27,16,11,0.333333,3,0,2,0,7,1,9,0,0,27,0,0,0,6,0,5,2,0,2,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0
K18,stat2008:30000623,statistical_area,stat2008:30000623,2008,30000623,623,loc:3000,3000,ירושלים,1,1,570,77,76,1,ט,18,12,6,0.236842,3,0,3,0,6,2,9,0,0,18,0,0,0,4,1,11,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5
K18,stat2008:30000721,statistical_area,stat2008:30000721,2008,30000721,721,loc:3000,3000,ירושלים,2,2,1248,793,791,2,ג,221,198,23,0.279393,10,0,75,221,0,6,0,0,0,198,0,0,0,25,18,111,4,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,111
K18,stat2008:30000731,statistical_area,stat2008:30000731,2008,30000731,731,loc:3000,3000,ירושלים,2,2,1039,494,487,7,ג,116,113,3,0.238193,18,0,29,116,7,7,4,0,0,113,0,0,0,27,20,55,11,0,2,0,0,4,2,0,0,0,0,0,0,0,1,0,1,70
K18,stat2008:30000741,statistical_area,stat2008:30000741,2008,30000741,741,loc:3000,3000,ירושלים,2,2,786,244,233,11,ט,36,34,2,0.154506,23,0,27,6,11,1,14,0,0,36,1,0,0,27,18,34,6,0,1,0,0,10,0,0,1,0,1,0,0,1,1,0,0,14
K18,stat2008:30000811,statistical_area,stat2008:30000811,2008,30000811,811,loc:3000,3000,ירושלים,1,1,165,34,34,0,מחל,10,6,4,0.294118,0,0,4,2,0,0,0,0,2,6,0,0,0,3,1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
K18,stat2008:30000812,statistical_area,stat2008:30000812,2008,30000812,812,loc:3000,3000,ירושלים,4,4,2055,1002,994,8,ג,397,195,202,0.399396,34,1,7,397,1,5,15,2,0,33,0,0,1,53,40,164,36,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,4,195
K18,stat2008:30000821,statistical_area,stat2008:30000821,2008,30000821,821,loc:3000,3000,ירושלים,6,6,3654,620,616,4,ג,409,115,294,0.663961,3,0,2,409,0,0,0,1,0,35,0,0,0,4,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115
K18,stat2008:30000822,statistical_area,stat2008:30000822,2008,30000822,822,loc:3000,3000,ירושלים,4,4,2660,1028,1021,7,שס,513,415,98,0.502449,3,0,7,415,0,0,1,1,0,31,0,0,0,5,4,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
K18,stat2008:30000823,statistical_area,stat2008:30000823,2008,30000823,823,loc:3000,3000,ירושלים,2,2,1321,461,459,2,שס,263,140,123,0.572985,6,0,2,140,0,0,0,0,1,11,0,0,0,6,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
K18,stat2008:30000824,statistical_area,stat2008:30000824,2008,30000824,824,loc:3000,3000,ירושלים,6,6,3703,1901,1879,22,ג,1080,634,446,0.574774,3,0,17,1080,0,2,0,0,0,64,0,0,0,4,6,66,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,634
K18,stat2008:30000825,statistical_area,stat2008:30000825,2008,30000825,825,loc:3000,3000,ירושלים,2,2,1326,320,317,3,ג,191,95,96,0.602524,2,0,5,191,0,0,0,2,0,5,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
K18,stat2008:30000826,statistical_area,stat2008:30000826,2008,30000826,826,loc:3000,3000,ירושלים,5,5,3107,1396,1384,12,ג,888,372,516,0.641618,3,0,15,888,0,0,0,0,0,44,0,0,0,4,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
K18,stat2008:30000832,statistical_area,stat2008:30000832,2008,30000832,832,loc:3000,3000,ירושלים,3,3,1779,1139,1134,5,ג,561,347,214,0.494709,19,0,6,561,0,0,2,2,1,46,0,0,1,25,20,96,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,347
K18,stat2008:30000833,statistical_area,stat2008:30000833,2008,30000833,833,loc:3000,3000,ירושלים,2,2,807,468,466,2,שס,198,129,69,0.424893,10,0,7,129,0,4,1,0,0,37,1,0,0,16,8,45,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,198
K18,stat2008:30000834,statistical_area,stat2008:30000834,2008,30000834,834,loc:3000,3000,ירושלים,4,4,2255,1346,1334,12,ג,669,473,196,0.501499,4,0,21,669,1,5,0,3,0,73,0,0,1,13,8,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
K18,stat2008:30000835,statistical_area,stat2008:30000835,2008,30000835,835,loc:3000,3000,ירושלים,2,2,1113,490,485,5,ג,277,141,136,0.571134,3,1,4,277,0,2,0,2,0,16,0,0,0,1,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
K18,stat2008:30000836,statistical_area,stat2008:30000836,2008,30000836,836,loc:3000,3000,ירושלים,4,4,2133,1011,1002,9,ג,388,371,17,0.387226,19,0,5,388,0,2,1,6,0,53,0,1,0,30,10,109,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,371
K18,stat2008:30000841,statistical_area,stat2008:30000841,2008,30000841,841,loc:3000,3000,ירושלים,2,2,1104,514,505,9,ג,133,98,35,0.263366,19,0,4,133,3,13,9,3,0,30,0,0,2,57,20,98,32,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,74
K18,stat2008:30000842,statistical_area,stat2008:30000842,2008,30000842,842,loc:3000,3000,ירושלים,1,1,474,134,133,1,ג,49,20,29,0.368421,9,1,1,49,0,0,9,1,0,5,0,0,0,15,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
K18,stat2008:30000843,statistical_area,stat2008:30000843,2008,30000843,843,loc:3000,3000,ירושלים,2,2,819,338,335,3,מחל,98,48,50,0.292537,27,0,5,13,2,19,4,3,1,19,0,0,0,48,25,98,29,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,35
K18,stat2008:30000844,statistical_area,stat2008:30000844,2008,30000844,844,loc:3000,3000,ירושלים,1,1,215,102,98,4,מחל,24,22,2,0.244898,8,0,3,1,0,11,4,0,0,8,0,0,0,22,4,24,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
K18,stat2008:30000845,statistical_area,stat2008:30000845,2008,30000845,845,loc:3000,3000,ירושלים,2,2,1370,586,579,7,מחל,140,111,29,0.241796,44,0,8,10,0,39,21,4,1,30,0,0,3,111,45,140,66,3,1,0,0,0,1,0,0,0,0,1,0,5,0,0,3,43
K18,stat2008:30000846,statistical_area,stat2008:30000846,2008,30000846,846,loc:3000,3000,ירושלים,1,1,779,367,363,4,מחל,105,74,31,0.289256,32,0,14,7,3,11,11,5,2,14,0,0,1,74,29,105,42,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,9
K18,stat2008:30000847,statistical_area,stat2008:30000847,2008,30000847,847,loc:3000,3000,ירושלים,2,2,812,512,502,10,מחל,143,82,61,0.284861,35,0,46,17,1,21,13,1,0,38,0,0,0,82,15,143,56,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,27
K18,stat2008:30000851,statistical_area,stat2008:30000851,2008,30000851,851,loc:3000,3000,ירושלים,1,1,555,317,313,4,ג,123,52,71,0.392971,7,0,12,123,0,9,1,1,1,33,0,0,0,13,3,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
K18,stat2008:30000852,statistical_area,stat2008:30000852,2008,30000852,852,loc:3000,3000,ירושלים,1,1,775,416,411,5,מחל,106,56,50,0.257908,28,0,14,23,0,31,12,1,0,49,0,0,0,56,13,106,28,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,45
K18,stat2008:30000853,statistical_area,stat2008:30000853,2008,30000853,853,loc:3000,3000,ירושלים,2,2,1263,655,644,11,מחל,182,162,20,0.282609,22,0,15,59,0,23,10,6,0,43,0,0,1,62,33,182,18,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,162
K18,stat2008:30000854,statistical_area,stat2008:30000854,2008,30000854,854,loc:3000,3000,ירושלים,2,2,1423,764,762,2,מחל,239,114,125,0.313648,50,0,47,9,2,52,14,0,1,61,0,0,1,84,34,239,45,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,4,114
K18,stat2008:30000855,statistical_area,stat2008:30000855,2008,30000855,855,loc:3000,3000,ירושלים,2,2,1347,715,712,3,מחל,180,105,75,0.252809,42,0,29,19,0,53,27,0,2,105,0,0,1,92,29,180,55,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,69
K18,stat2008:30000856,statistical_area,stat2008:30000856,2008,30000856,856,loc:3000,3000,ירושלים,2,2,824,482,478,4,מחל,124,71,53,0.259414,27,0,30,7,1,52,17,3,0,25,0,0,0,57,24,124,36,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,71
K18,stat2008:30000857,statistical_area,stat2008:30000857,2008,30000857,857,loc:3000,3000,ירושלים,2,2,1029,616,609,7,מחל,152,86,66,0.249589,48,0,33,23,4,37,24,5,2,48,0,0,0,86,20,152,47,0,3,0,0,0,0,0,1,0,0,2,0,1,0,0,3,70
K18,stat2008:30000858,statistical_area,stat2008:30000858,2008,30000858,858,loc:3000,3000,ירושלים,1,1,678,369,365,4,ג,114,53,61,0.312329,19,0,27,114,0,10,5,0,0,43,0,0,0,23,8,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48
K18,stat2008:30000861,statistical_area,stat2008:30000861,2008,30000861,861,loc:3000,3000,ירושלים,2,2,801,429,422,7,מחל,156,70,86,0.369668,37,1,26,43,0,5,5,3,0,24,0,0,1,70,13,156,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,21
K18,stat2008:30000862,statistical_area,stat2008:30000862,2008,30000862,862,loc:3000,3000,ירושלים,2,2,1250,742,736,6,מחל,165,136,29,0.224185,85,0,34,103,0,35,12,1,0,59,0,0,0,136,18,165,56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,28
K18,stat2008:30000863,statistical_area,stat2008:30000863,2008,30000863,863,loc:3000,3000,ירושלים,5,5,2950,1805,1779,26,מחל,438,328,110,0.246206,204,0,127,38,3,105,76,8,6,128,0,0,0,328,41,438,225,2,1,0,0,0,0,0,0,0,1,0,1,2,0,1,7,37
K18,stat2008:30000864,statistical_area,stat2008:30000864,2008,30000864,864,loc:3000,3000,ירושלים,4,4,2673,1632,1606,26,מחל,397,298,99,0.247198,204,0,107,41,4,107,42,7,6,101,0,0,0,298,53,397,191,0,2,1,3,0,1,0,1,0,0,0,1,5,0,0,6,28
K18,stat2008:30000911,statistical_area,stat2008:30000911,2008,30000911,911,loc:3000,3000,ירושלים,4,4,2166,1502,1486,16,ג,1269,173,1096,0.85397,0,0,3,1269,0,0,0,1,0,32,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
K18,stat2008:30000912,statistical_area,stat2008:30000912,2008,30000912,912,loc:3000,3000,ירושלים,5,5,2553,1960,1953,7,ג,1763,146,1617,0.902714,0,0,0,1763,0,0,0,0,0,30,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
K18,stat2008:30000913,statistical_area,stat2008:30000913,2008,30000913,913,loc:3000,3000,ירושלים,3,3,1516,965,957,8,ג,725,141,584,0.757576,1,0,10,725,0,1,0,0,0,33,0,0,0,3,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
K18,stat2008:30000914,statistical_area,stat2008:30000914,2008,30000914,914,loc:3000,3000,ירושלים,3,3,1911,1222,1209,13,ג,786,227,559,0.650124,6,0,5,786,0,3,3,2,0,34,0,0,0,25,19,94,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,227
K18,stat2008:30000915,statistical_area,stat2008:30000915,2008,30000915,915,loc:3000,3000,ירושלים,5,5,2863,1985,1978,7,ג,1309,380,929,0.66178,20,0,22,1309,0,2,1,6,1,54,0,0,0,35,20,116,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,380
K18,stat2008:30000921,statistical_area,stat2008:30000921,2008,30000921,921,loc:3000,3000,ירושלים,3,3,1586,1131,1128,3,ג,581,307,274,0.515071,0,0,29,581,0,2,0,1,0,114,0,0,0,5,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,307
K18,stat2008:30000922,statistical_area,stat2008:30000922,2008,30000922,922,loc:3000,3000,ירושלים,3,3,1628,1200,1198,2,ג,435,268,167,0.363105,6,0,106,435,0,7,1,1,0,236,0,0,0,17,5,111,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,268
K18,stat2008:30000923,statistical_area,stat2008:30000923,2008,30000923,923,loc:3000,3000,ירושלים,4,4,2446,1857,1851,6,ג,539,449,90,0.291194,8,0,194,539,1,4,0,0,0,449,0,0,1,20,6,219,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,403
K18,stat2008:30000924,statistical_area,stat2008:30000924,2008,30000924,924,loc:3000,3000,ירושלים,1,1,102,23,23,0,ט,5,5,0,0.217391,4,0,1,1,0,0,0,0,0,5,0,0,0,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K18,stat2008:30000925,statistical_area,stat2008:30000925,2008,30000925,925,loc:3000,3000,ירושלים,1,1,339,248,246,2,כן,78,66,12,0.317073,34,0,4,3,0,4,3,1,0,6,0,0,0,78,12,66,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6
K18,stat2008:30000931,statistical_area,stat2008:30000931,2008,30000931,931,loc:3000,3000,ירושלים,4,4,2334,1684,1668,16,ג,792,342,450,0.47482,1,0,115,792,1,6,1,1,0,253,0,0,1,6,12,132,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,342
K18,stat2008:30000932,statistical_area,stat2008:30000932,2008,30000932,932,loc:3000,3000,ירושלים,6,6,3513,2553,2541,12,ג,1333,683,650,0.524597,2,0,106,1333,0,13,1,0,0,263,0,0,1,12,10,113,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,683
K18,stat2008:30000933,statistical_area,stat2008:30000933,2008,30000933,933,loc:3000,3000,ירושלים,5,5,2545,1987,1976,11,ג,1125,539,586,0.569332,2,0,52,1125,0,3,0,1,1,153,0,0,0,9,4,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
K18,stat2008:30000934,statistical_area,stat2008:30000934,2008,30000934,934,loc:3000,3000,ירושלים,3,3,1675,1263,1255,8,ג,669,203,466,0.533068,1,0,77,669,0,1,0,0,1,186,0,0,0,3,6,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,203
K18,stat2008:30001011,statistical_area,stat2008:30001011,2008,30001011,1011,loc:3000,3000,ירושלים,5,5,3212,2142,2125,17,מחל,583,457,126,0.274353,364,3,77,16,0,72,26,22,2,82,1,0,1,457,128,583,214,1,0,1,0,0,1,0,0,1,0,0,2,5,0,1,11,54
K18,stat2008:30001012,statistical_area,stat2008:30001012,2008,30001012,1012,loc:3000,3000,ירושלים,5,5,2964,2249,2237,12,מחל,711,619,92,0.317836,399,0,69,9,1,46,18,18,4,64,1,0,0,619,100,711,116,0,2,0,4,0,1,0,0,0,0,2,1,3,0,0,5,44
K18,stat2008:30001013,statistical_area,stat2008:30001013,2008,30001013,1013,loc:3000,3000,ירושלים,5,5,3362,2357,2342,15,כן,633,475,158,0.270282,439,1,52,5,1,116,37,22,6,53,2,0,1,633,108,475,353,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,8,23
K18,stat2008:30001014,statistical_area,stat2008:30001014,2008,30001014,1014,loc:3000,3000,ירושלים,5,5,2692,1690,1677,13,כן,402,366,36,0.239714,336,1,56,18,2,71,28,22,0,56,0,0,0,402,71,366,200,0,1,0,0,1,2,0,0,0,0,2,0,8,0,0,11,23
K18,stat2008:30001015,statistical_area,stat2008:30001015,2008,30001015,1015,loc:3000,3000,ירושלים,6,6,3311,2172,2145,27,ט,617,434,183,0.287646,82,0,259,198,0,18,4,16,1,617,1,0,2,121,63,434,22,0,1,0,0,0,2,0,0,0,1,1,1,4,0,0,3,294
K18,stat2008:30001016,statistical_area,stat2008:30001016,2008,30001016,1016,loc:3000,3000,ירושלים,3,3,1851,1370,1359,11,ט,371,251,120,0.272995,14,1,188,217,0,9,1,3,0,371,0,0,1,36,21,235,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,251
K18,stat2008:30001022,statistical_area,stat2008:30001022,2008,30001022,1022,loc:3000,3000,ירושלים,2,2,1375,907,895,12,כן,248,222,26,0.277095,222,0,26,0,0,43,28,11,0,21,0,0,0,248,30,130,126,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,4
K18,stat2008:30001024,statistical_area,stat2008:30001024,2008,30001024,1024,loc:3000,3000,ירושלים,1,1,235,41,41,0,מחל,20,8,12,0.487805,1,0,0,8,0,1,3,0,0,0,0,0,0,3,3,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
K18,stat2008:30001031,statistical_area,stat2008:30001031,2008,30001031,1031,loc:3000,3000,ירושלים,7,7,3796,2619,2602,17,ג,955,562,393,0.367025,83,0,141,955,1,21,1,7,4,223,0,0,0,120,35,415,26,0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,562
K18,stat2008:30001032,statistical_area,stat2008:30001032,2008,30001032,1032,loc:3000,3000,ירושלים,4,4,2186,1497,1490,7,ג,418,387,31,0.280537,56,0,87,418,0,12,1,7,1,147,0,0,0,84,29,229,23,0,0,0,0,0,3,0,0,0,0,1,1,3,0,0,1,387
K18,stat2008:30001034,statistical_area,stat2008:30001034,2008,30001034,1034,loc:3000,3000,ירושלים,4,4,2347,1782,1769,13,ג,949,344,605,0.536461,7,0,73,949,1,2,1,1,0,106,0,0,0,22,119,137,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,344
K18,stat2008:30001035,statistical_area,stat2008:30001035,2008,30001035,1035,loc:3000,3000,ירושלים,3,3,1426,1121,1117,4,ג,650,294,356,0.581916,2,0,42,650,0,4,0,0,0,59,0,0,1,3,2,57,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,294
K18,stat2008:30001041,statistical_area,stat2008:30001041,2008,30001041,1041,loc:3000,3000,ירושלים,2,2,1215,870,864,6,כן,260,188,72,0.300926,188,0,12,7,0,20,9,5,5,18,0,0,0,260,41,186,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,14
K18,stat2008:30001042,statistical_area,stat2008:30001042,2008,30001042,1042,loc:3000,3000,ירושלים,3,3,1562,1031,1024,7,כן,285,260,25,0.27832,168,1,19,10,1,27,8,3,1,27,0,0,0,285,63,260,117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,28
K18,stat2008:30001043,statistical_area,stat2008:30001043,2008,30001043,1043,loc:3000,3000,ירושלים,4,4,2480,1749,1737,12,מחל,508,429,79,0.292458,258,0,56,84,0,26,6,7,0,67,0,0,1,429,89,508,91,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,106
