election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת
K24,stat2011:1660001,statistical_area,stat2011:1660001,2011,1660001,1,loc:166,166,גן יבנה,7,7,4326,3134,3128,6,מחל,1142,573,569,0.36509,186,246,14,3,0,0,91,0,30,0,0,0,0,0,2,252,95,1142,87,0,0,0,0,573,1,0,0,0,0,1,0,0,0,11,1,1,0,204,188
K24,stat2011:1660002,statistical_area,stat2011:1660002,2011,1660002,2,loc:166,166,גן יבנה,9,9,5484,3884,3866,18,מחל,1227,859,368,0.317382,249,357,8,3,0,2,101,1,42,0,0,0,1,1,5,370,98,1227,92,0,0,0,0,859,0,0,0,0,0,0,0,1,0,8,6,1,0,158,276
K24,stat2011:1660003,statistical_area,stat2011:1660003,2011,1660003,3,loc:166,166,גן יבנה,8,8,4977,3604,3591,13,מחל,1512,517,995,0.421053,100,255,19,2,1,0,243,0,34,0,0,0,0,0,2,205,196,1512,38,0,0,0,0,517,0,0,0,0,0,0,0,0,0,7,0,0,0,251,209
K24,stat2011:1660004,statistical_area,stat2011:1660004,2011,1660004,4,loc:166,166,גן יבנה,4,4,2041,1478,1474,4,מחל,559,280,279,0.37924,47,149,1,1,0,0,34,0,16,0,0,0,0,1,0,95,74,559,15,0,0,0,0,280,0,0,0,0,0,0,0,0,0,2,0,0,0,80,120
K24,stat2011:1670001,statistical_area,stat2011:1670001,2011,1670001,1,loc:167,167,עין החורש,2,2,694,529,527,2,מרצ,193,143,50,0.366224,143,2,0,0,0,0,0,0,5,0,0,0,0,0,0,61,5,6,193,0,0,0,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,1,10
K24,stat2011:1680001,statistical_area,stat2011:1680001,2011,1680001,1,loc:168,168,כפר יונה,13,13,7091,5087,5068,19,מחל,1614,1139,475,0.318469,311,365,39,6,1,0,169,2,62,0,0,0,0,2,3,411,170,1614,146,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,22,4,1,0,227,374
K24,stat2011:1680002,statistical_area,stat2011:1680002,2011,1680002,2,loc:168,168,כפר יונה,10,10,4989,3539,3516,23,מחל,1065,797,268,0.302901,234,258,7,2,0,0,86,1,65,0,1,0,1,1,0,353,118,1065,124,0,0,1,1,797,1,0,1,0,0,1,0,0,0,23,2,0,0,125,248
K24,stat2011:1680003,statistical_area,stat2011:1680003,2011,1680003,3,loc:168,168,כפר יונה,10,10,5459,3909,3897,12,מחל,1264,828,436,0.324352,231,274,36,6,0,0,85,0,46,0,0,0,1,0,0,374,176,1264,129,1,0,0,0,828,1,0,0,0,0,0,0,0,0,14,0,5,0,143,283
K24,stat2011:1700001,statistical_area,stat2011:1700001,2011,1700001,1,loc:170,170,כפר יעבץ,1,1,492,380,378,2,מחל,179,62,117,0.473545,3,54,6,0,0,0,62,0,2,0,0,0,0,0,0,5,1,179,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,39,10
K24,stat2011:1710001,statistical_area,stat2011:1710001,2011,1710001,1,loc:171,171,פרדסייה,9,9,5355,4058,4053,5,פה,1118,864,254,0.275845,387,283,14,2,0,0,74,0,64,1,0,0,0,0,0,524,104,864,181,0,0,0,0,1118,0,0,0,0,0,0,0,1,0,20,1,0,0,90,325
K24,stat2011:1730001,statistical_area,stat2011:1730001,2011,1730001,1,loc:173,173,גבעת חיים (מאוחד),2,2,892,672,672,0,אמת,235,158,77,0.349702,235,11,1,3,0,0,8,0,5,0,0,0,0,0,0,57,15,22,135,0,0,0,0,158,1,0,0,0,0,0,0,0,0,6,0,0,0,2,13
K24,stat2011:1740001,statistical_area,stat2011:1740001,2011,1740001,1,loc:174,174,נטעים,1,1,569,435,435,0,פה,121,67,54,0.278161,65,23,1,1,0,0,13,0,4,0,0,0,0,0,1,64,11,67,40,0,0,0,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,2,20
K24,stat2011:1750001,statistical_area,stat2011:1750001,2011,1750001,1,loc:175,175,אביחיל,2,2,981,743,743,0,פה,172,158,14,0.231494,108,31,0,7,0,0,8,0,12,1,0,0,0,0,0,158,30,89,87,0,1,0,0,172,0,0,0,0,0,0,0,0,0,5,0,0,0,4,30
K24,stat2011:1760001,statistical_area,stat2011:1760001,2011,1760001,1,loc:176,176,אפיקים,2,2,1094,729,726,3,אמת,278,164,114,0.38292,278,16,2,1,0,0,1,0,5,0,0,1,0,0,0,74,29,37,92,0,0,0,0,164,0,0,0,0,0,0,0,0,0,2,1,0,0,3,20
K24,stat2011:1770001,statistical_area,stat2011:1770001,2011,1770001,1,loc:177,177,"כפר ביל""ו",2,2,879,683,682,1,פה,182,124,58,0.266862,123,25,2,0,0,3,2,0,5,0,0,0,0,0,0,124,21,79,74,0,0,0,0,182,0,1,0,0,0,0,0,0,0,1,0,0,0,4,36
K24,stat2011:1780001,statistical_area,stat2011:1780001,2011,1780001,1,loc:178,178,רמת יוחנן,2,2,843,572,571,1,אמת,192,110,82,0.336252,192,20,1,0,0,1,2,0,8,0,0,0,0,0,0,93,16,34,73,0,0,0,0,110,0,0,0,0,0,0,0,0,0,2,1,0,0,0,18
K24,stat2011:180001,statistical_area,stat2011:180001,2011,180001,1,loc:18,18,שדה משה,1,1,402,305,305,0,מחל,77,71,6,0.252459,39,11,0,0,0,0,5,0,4,0,0,0,0,0,0,50,12,77,10,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,3,20
K24,stat2011:1820001,statistical_area,stat2011:1820001,2011,1820001,1,loc:182,182,אבן יהודה,19,19,10189,7587,7566,21,פה,2227,1430,797,0.294343,888,334,25,13,0,1,135,0,74,0,1,0,2,0,1,999,190,1430,622,0,1,0,0,2227,1,0,0,0,1,0,0,0,0,25,5,0,0,114,477
K24,stat2011:1830001,statistical_area,stat2011:1830001,2011,1830001,1,loc:183,183,ירקונה,1,1,311,231,231,0,פה,72,44,28,0.311688,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,22,26,0,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
K24,stat2011:1840001,statistical_area,stat2011:1840001,2011,1840001,1,loc:184,184,רמת הכובש,2,2,681,523,523,0,אמת,176,110,66,0.33652,176,14,0,0,0,0,4,0,6,0,0,0,0,0,0,69,12,17,110,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
K24,stat2011:1860001,statistical_area,stat2011:1860001,2011,1860001,1,loc:186,186,נעורים,1,1,169,69,67,2,אמת,14,13,1,0.208955,14,6,0,0,0,0,0,0,0,0,1,0,0,0,0,11,4,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
K24,stat2011:1870001,statistical_area,stat2011:1870001,2011,1870001,1,loc:187,187,כפר הס,2,2,1070,813,812,1,פה,302,158,144,0.371921,158,19,0,3,0,0,1,0,8,0,0,0,0,0,0,132,19,31,114,0,0,0,0,302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21
K24,stat2011:1880001,statistical_area,stat2011:1880001,2011,1880001,1,loc:188,188,אשדות יעקב (מאוחד),1,1,553,362,362,0,פה,74,67,7,0.20442,67,17,0,1,0,0,5,0,6,0,0,0,0,0,1,65,12,48,34,0,0,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,2,25
K24,stat2011:1890001,statistical_area,stat2011:1890001,2011,1890001,1,loc:189,189,כפר פינס,1,1,390,310,305,5,ט,147,81,66,0.481967,1,81,3,0,0,0,147,0,0,0,0,0,0,0,0,3,1,37,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,1,20
K24,stat2011:1900001,statistical_area,stat2011:1900001,2011,1900001,1,loc:190,190,כפר ויתקין,3,3,1404,1059,1059,0,פה,310,242,68,0.292729,242,25,0,0,0,1,9,2,12,0,0,0,0,0,0,199,28,28,163,0,0,0,0,310,0,0,0,0,0,0,0,0,0,4,0,0,0,2,34
K24,stat2011:1910001,statistical_area,stat2011:1910001,2011,1910001,1,loc:191,191,הדר עם,1,1,524,409,409,0,פה,129,63,66,0.315403,63,22,0,0,0,0,2,1,7,0,0,0,0,0,0,59,19,32,55,0,0,0,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18
K24,stat2011:1920001,statistical_area,stat2011:1920001,2011,1920001,1,loc:192,192,כפר החורש,1,1,478,366,366,0,אמת,105,84,21,0.286885,105,14,0,2,0,0,3,0,6,0,0,0,0,0,0,37,14,29,47,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,1,22
K24,stat2011:1930001,statistical_area,stat2011:1930001,2011,1930001,1,loc:193,193,כפר חיים,1,1,431,339,338,1,פה,89,88,1,0.263314,88,2,1,0,0,0,2,0,0,0,0,0,0,0,0,63,8,29,40,0,0,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,1,12
K24,stat2011:1940001,statistical_area,stat2011:1940001,2011,1940001,1,loc:194,194,משמר השרון,1,1,520,356,356,0,אמת,141,66,75,0.396067,141,5,1,1,0,0,1,0,4,0,0,0,0,0,0,53,13,18,41,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
K24,stat2011:1950001,statistical_area,stat2011:1950001,2011,1950001,1,loc:195,195,קדימה-צורן,8,8,4290,3135,3123,12,פה,999,496,503,0.319885,340,199,4,1,1,1,53,0,25,0,0,0,0,0,0,364,159,496,204,0,1,0,1,999,2,0,0,0,1,0,1,0,0,16,1,0,0,52,202
K24,stat2011:1950002,statistical_area,stat2011:1950002,2011,1950002,2,loc:195,195,קדימה-צורן,5,5,2057,1706,1701,5,פה,652,222,430,0.383304,202,108,2,0,0,1,17,0,11,0,0,0,0,0,0,211,45,222,88,0,0,0,0,652,1,0,0,0,0,0,0,0,0,5,1,0,0,8,127
K24,stat2011:1950003,statistical_area,stat2011:1950003,2011,1950003,3,loc:195,195,קדימה-צורן,5,5,2637,2004,2002,2,פה,652,312,340,0.325674,241,78,8,1,0,0,49,0,24,0,0,0,0,0,0,264,48,312,162,0,0,0,1,652,0,0,0,0,0,0,0,0,1,9,1,1,0,42,108
K24,stat2011:1950004,statistical_area,stat2011:1950004,2011,1950004,4,loc:195,195,קדימה-צורן,8,8,4366,3209,3201,8,פה,796,735,61,0.248672,249,167,14,3,0,2,105,1,30,0,0,0,0,0,0,335,112,735,176,0,0,0,0,796,1,0,0,0,0,0,0,0,0,5,1,0,0,267,202
K24,stat2011:1950005,statistical_area,stat2011:1950005,2011,1950005,5,loc:195,195,קדימה-צורן,4,4,2400,1655,1645,10,מחל,523,328,195,0.317933,121,77,5,1,0,0,49,0,15,0,0,0,0,0,1,104,71,523,79,0,0,0,0,328,0,0,0,0,0,0,0,0,0,8,0,0,0,185,78
K24,stat2011:1960001,statistical_area,stat2011:1960001,2011,1960001,1,loc:196,196,גיבתון,1,1,280,227,227,0,אמת,59,59,0,0.259912,59,8,2,0,0,0,7,0,1,0,0,0,0,0,0,38,9,18,16,0,0,0,0,59,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6
K24,stat2011:1970001,statistical_area,stat2011:1970001,2011,1970001,1,loc:197,197,מעברות,2,2,754,585,585,0,מרצ,215,132,83,0.367521,132,11,3,0,0,0,1,0,5,0,0,0,0,0,0,74,10,14,215,0,0,0,1,99,0,0,0,0,0,0,0,0,0,5,0,0,0,1,14
K24,stat2011:1980001,statistical_area,stat2011:1980001,2011,1980001,1,loc:198,198,צופית,2,2,840,617,616,1,פה,181,134,47,0.293831,103,14,1,3,0,0,9,0,5,0,0,0,0,0,0,134,22,43,77,0,0,0,0,181,0,0,0,0,0,0,0,0,0,3,1,0,0,1,19
K24,stat2011:1990001,statistical_area,stat2011:1990001,2011,1990001,1,loc:199,199,אשדות יעקב (איחוד),2,2,679,488,487,1,פה,124,106,18,0.25462,106,32,1,0,0,0,5,0,7,0,0,0,0,0,0,84,19,50,39,0,0,0,0,124,2,0,0,0,0,0,0,0,0,2,1,0,0,0,15
K24,stat2011:2000001,statistical_area,stat2011:2000001,2011,2000001,1,loc:200,200,בית ינאי,1,1,295,193,192,1,פה,58,44,14,0.302083,28,7,0,1,0,1,0,0,1,0,0,0,0,0,0,32,5,11,44,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
K24,stat2011:20020001,statistical_area,stat2011:20020001,2011,20020001,1,loc:2002,2002,תנובות,1,1,612,434,433,1,מחל,158,62,96,0.364896,30,41,5,0,0,0,20,0,4,0,0,0,0,0,0,62,3,158,14,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,14,24
K24,stat2011:20030001,statistical_area,stat2011:20030001,2011,20030001,1,loc:2003,2003,תלמי אלעזר,2,2,688,525,525,0,פה,146,86,60,0.278095,86,23,0,0,0,1,5,0,8,0,0,0,0,0,0,70,19,82,45,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38
K24,stat2011:20080001,statistical_area,stat2011:20080001,2011,20080001,1,loc:2008,2008,שדה יצחק,1,1,426,292,292,0,פה,77,59,18,0.263699,35,13,0,1,0,0,4,0,2,0,0,0,0,0,0,43,13,59,22,0,0,0,0,77,0,0,0,0,1,0,0,0,0,2,0,0,0,5,15
K24,stat2011:20090001,statistical_area,stat2011:20090001,2011,20090001,1,loc:2009,2009,יובל,1,1,442,321,321,0,מחל,87,49,38,0.271028,29,38,1,0,0,0,9,0,2,0,0,0,0,0,0,40,1,87,14,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,17,33
K24,stat2011:20100001,statistical_area,stat2011:20100001,2011,20100001,1,loc:2010,2010,כפר בן נון,1,1,544,415,414,1,פה,91,77,14,0.219807,77,21,0,0,0,0,7,0,2,0,0,0,0,0,0,41,16,67,57,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30
K24,stat2011:20110001,statistical_area,stat2011:20110001,2011,20110001,1,loc:2011,2011,ינון,2,2,927,670,666,4,מחל,346,52,294,0.51952,18,41,9,52,0,0,43,1,12,0,0,0,0,0,1,39,1,346,8,0,0,0,3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,39,29
K24,stat2011:20120001,statistical_area,stat2011:20120001,2011,20120001,1,loc:2012,2012,אורות,1,1,433,315,315,0,פה,88,52,36,0.279365,51,15,0,0,0,1,4,0,7,0,0,0,0,0,0,52,7,37,35,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14
K24,stat2011:20130001,statistical_area,stat2011:20130001,2011,20130001,1,loc:2013,2013,בן שמן (מושב),1,1,591,464,463,1,פה,117,108,9,0.2527,71,20,2,2,0,0,5,0,4,0,0,0,0,0,0,46,7,108,49,0,0,0,0,117,0,0,0,0,0,0,0,0,0,2,0,0,0,7,23
K24,stat2011:20140001,statistical_area,stat2011:20140001,2011,20140001,1,loc:2014,2014,גבעולים,1,1,308,237,237,0,מחל,165,26,139,0.696203,2,9,1,0,0,0,11,0,0,0,0,0,0,0,0,3,0,165,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,26,14
K24,stat2011:20150001,statistical_area,stat2011:20150001,2011,20150001,1,loc:2015,2015,שדי חמד,2,2,711,542,542,0,פה,141,98,43,0.260148,76,29,1,0,1,0,5,0,7,0,0,0,0,0,0,98,16,69,60,0,0,0,0,141,0,0,0,0,0,1,0,0,0,2,0,0,0,2,34
K24,stat2011:20160001,statistical_area,stat2011:20160001,2011,20160001,1,loc:2016,2016,רוויה,1,1,259,168,168,0,מחל,109,28,81,0.64881,2,7,1,0,0,0,12,0,0,0,0,0,0,1,0,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7
K24,stat2011:20180001,statistical_area,stat2011:20180001,2011,20180001,1,loc:2018,2018,גבעת חיים (איחוד),2,2,990,736,734,2,אמת,314,166,148,0.427793,314,6,0,0,0,0,1,0,5,0,0,0,0,0,0,68,11,12,138,0,0,0,0,166,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11
K24,stat2011:2020001,statistical_area,stat2011:2020001,2011,2020001,1,loc:202,202,בית עובד,1,1,254,191,191,0,פה,54,44,10,0.282723,44,8,0,0,0,0,2,0,2,0,0,1,0,0,0,30,6,9,30,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
K24,stat2011:20210001,statistical_area,stat2011:20210001,2011,20210001,1,loc:2021,2021,אשל הנשיא,1,1,108,59,59,0,פה,14,10,4,0.237288,2,6,1,0,0,0,3,0,1,0,0,0,0,0,0,9,1,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
K24,stat2011:20230001,statistical_area,stat2011:20230001,2011,20230001,1,loc:2023,2023,להב,1,1,525,383,382,1,מרצ,115,99,16,0.301047,99,4,0,1,0,0,1,0,2,0,0,0,0,0,0,46,9,14,115,0,0,0,0,81,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
K24,stat2011:20240001,statistical_area,stat2011:20240001,2011,20240001,1,loc:2024,2024,אום אל-קוטוף,2,2,744,381,376,5,ודעם,167,132,35,0.444149,2,1,0,167,0,0,0,0,0,0,0,0,0,0,0,0,2,12,36,0,0,0,132,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0
K24,stat2011:20260001,statistical_area,stat2011:20260001,2011,20260001,1,loc:2026,2026,ירדנה,1,1,277,201,201,0,מחל,114,25,89,0.567164,4,25,0,0,0,1,5,0,0,0,0,0,0,0,0,23,1,114,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6
K24,stat2011:20290001,statistical_area,stat2011:20290001,2011,20290001,1,loc:2029,2029,מדרך עוז,1,1,564,402,401,1,מחל,182,48,134,0.453865,16,32,8,0,0,0,13,0,2,0,0,0,0,0,0,29,12,182,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,24,28
K24,stat2011:20300001,statistical_area,stat2011:20300001,2011,20300001,1,loc:2030,2030,מנוחה,1,1,446,339,339,0,מחל,170,46,124,0.501475,8,36,0,0,0,0,46,0,2,0,0,0,0,0,0,17,0,170,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
K24,stat2011:20330001,statistical_area,stat2011:20330001,2011,20330001,1,loc:2033,2033,בית חלקיה,1,1,470,394,390,4,ג,345,23,322,0.884615,2,8,345,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
K24,stat2011:20340001,statistical_area,stat2011:20340001,2011,20340001,1,loc:2034,2034,חצור הגלילית,15,15,7286,4854,4830,24,מחל,2219,754,1465,0.45942,62,214,754,0,0,0,306,0,21,0,0,0,0,0,0,122,183,2219,15,0,0,0,1,104,0,1,0,0,0,0,0,0,0,17,2,0,0,673,136
K24,stat2011:20350001,statistical_area,stat2011:20350001,2011,20350001,1,loc:2035,2035,עדנים,1,1,293,230,228,2,פה,71,35,36,0.311404,27,13,0,0,0,0,5,0,4,0,0,0,0,0,0,35,1,33,28,1,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
K24,stat2011:20380001,statistical_area,stat2011:20380001,2011,20380001,1,loc:2038,2038,ברקת,2,2,1156,900,895,5,מחל,338,323,15,0.377654,3,48,15,0,0,0,323,0,0,0,0,0,1,0,0,4,2,338,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,135,13
K24,stat2011:2040001,statistical_area,stat2011:2040001,2011,2040001,1,loc:204,204,אלישיב,1,1,482,369,368,1,מחל,152,37,115,0.413043,21,37,0,0,0,0,28,0,12,0,0,0,0,0,1,29,1,152,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,20,21
K24,stat2011:20420001,statistical_area,stat2011:20420001,2011,20420001,1,loc:2042,2042,עין גדי,1,1,491,308,308,0,אמת,114,61,53,0.37013,114,18,0,1,0,0,0,0,3,0,0,0,0,0,0,27,6,31,30,0,0,0,0,61,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13
K24,stat2011:20430001,statistical_area,stat2011:20430001,2011,20430001,1,loc:2043,2043,בחן,1,1,629,489,488,1,פה,164,112,52,0.336066,112,16,0,0,0,0,0,0,3,0,0,0,0,0,0,57,13,43,52,0,0,0,0,164,0,0,0,0,0,0,0,0,1,1,0,0,0,2,24
K24,stat2011:20440001,statistical_area,stat2011:20440001,2011,20440001,1,loc:2044,2044,מלילות,1,1,281,207,205,2,מחל,139,21,118,0.678049,2,8,2,0,0,0,21,0,1,0,0,0,0,0,0,1,2,139,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
K24,stat2011:20450001,statistical_area,stat2011:20450001,2011,20450001,1,loc:2045,2045,נחלה,1,1,479,379,377,2,מחל,147,52,95,0.38992,19,34,6,0,0,2,34,0,3,0,0,0,0,0,0,29,0,147,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,52,17
K24,stat2011:20460001,statistical_area,stat2011:20460001,2011,20460001,1,loc:2046,2046,סגולה,1,1,440,332,330,2,פה,82,74,8,0.248485,41,15,2,0,0,0,7,0,4,0,0,0,0,0,0,58,6,74,12,0,0,0,0,82,1,0,0,0,0,0,0,0,0,1,0,0,0,4,23
K24,stat2011:20470001,statistical_area,stat2011:20470001,2011,20470001,1,loc:2047,2047,ניר משה,1,1,421,304,304,0,מחל,68,66,2,0.223684,37,22,0,0,0,0,3,0,3,0,0,0,0,0,0,41,8,68,18,0,0,0,0,66,0,0,0,0,0,0,0,1,0,0,1,0,0,7,29
K24,stat2011:20480001,statistical_area,stat2011:20480001,2011,20480001,1,loc:2048,2048,ניר עקיבא,1,1,523,400,398,2,ט,108,83,25,0.271357,30,26,5,0,0,0,108,0,1,0,0,0,0,0,0,30,8,83,8,0,0,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,30,19
K24,stat2011:20490001,statistical_area,stat2011:20490001,2011,20490001,1,loc:2049,2049,שדה צבי,1,1,427,317,316,1,מחל,116,36,80,0.367089,34,18,1,0,0,0,19,0,6,0,0,0,0,0,0,29,4,116,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,36,8
K24,stat2011:20500001,statistical_area,stat2011:20500001,2011,20500001,1,loc:2050,2050,"תלמי ביל""ו",1,1,356,270,267,3,מחל,143,31,112,0.535581,5,19,1,0,0,0,31,0,3,0,0,0,0,0,0,19,4,143,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11
K24,stat2011:2050001,statistical_area,stat2011:2050001,2011,2050001,1,loc:205,205,חגלה,1,1,518,412,406,6,פה,96,94,2,0.236453,94,10,1,1,0,0,8,1,1,0,0,0,0,0,0,81,11,28,59,0,0,0,0,96,1,0,0,0,0,0,0,0,0,2,0,0,0,0,12
K24,stat2011:20510001,statistical_area,stat2011:20510001,2011,20510001,1,loc:2051,2051,רווחה,1,1,425,346,345,1,מחל,227,62,165,0.657971,2,11,3,0,0,0,16,0,2,0,0,0,0,0,0,4,1,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15
K24,stat2011:20520001,statistical_area,stat2011:20520001,2011,20520001,1,loc:2052,2052,אביטל,1,1,397,299,299,0,מחל,180,30,150,0.602007,4,14,0,0,0,0,30,0,2,0,0,0,0,0,0,19,3,180,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,29,13
K24,stat2011:20530001,statistical_area,stat2011:20530001,2011,20530001,1,loc:2053,2053,פרזון,1,1,342,237,234,3,מחל,132,22,110,0.564103,8,22,3,0,0,0,14,0,2,0,0,0,0,0,0,18,0,132,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,13,14
K24,stat2011:20540001,statistical_area,stat2011:20540001,2011,20540001,1,loc:2054,2054,מיטב,1,1,359,265,265,0,מחל,166,27,139,0.626415,7,27,0,1,0,0,14,0,0,0,0,0,0,0,0,8,1,166,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14
K24,stat2011:20550001,statistical_area,stat2011:20550001,2011,20550001,1,loc:2055,2055,מאור,2,2,940,723,722,1,מחל,167,148,19,0.231302,82,63,0,1,0,0,26,0,7,0,0,0,0,0,0,88,20,167,61,0,0,0,0,148,0,0,0,0,0,0,0,0,0,3,0,0,0,20,36
K24,stat2011:20570001,statistical_area,stat2011:20570001,2011,20570001,1,loc:2057,2057,שדי תרומות,1,1,368,249,248,1,מחל,194,19,175,0.782258,4,10,1,0,0,0,7,0,1,0,0,0,0,0,0,2,0,194,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,19,5
K24,stat2011:20590001,statistical_area,stat2011:20590001,2011,20590001,1,loc:2059,2059,"פעמי תש""ז",1,1,387,293,292,1,מחל,135,71,64,0.462329,6,15,2,0,0,0,14,0,2,0,0,0,0,0,0,19,4,135,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,71,10
K24,stat2011:20600001,statistical_area,stat2011:20600001,2011,20600001,1,loc:2060,2060,ברוש,1,1,356,251,249,2,מחל,124,27,97,0.497992,11,27,1,0,0,0,9,0,4,0,0,0,0,0,0,15,3,124,1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7
K24,stat2011:2060001,statistical_area,stat2011:2060001,2011,2060001,1,loc:206,206,רמות השבים,2,2,1184,916,916,0,פה,282,163,119,0.30786,140,36,1,1,0,2,10,0,5,0,0,0,0,0,0,163,20,68,149,0,0,0,0,282,0,1,0,0,0,0,0,0,0,0,0,0,0,2,36
K24,stat2011:20610001,statistical_area,stat2011:20610001,2011,20610001,1,loc:2061,2061,תדהר,1,1,421,305,305,0,מחל,163,32,131,0.534426,12,32,1,0,0,0,12,0,5,0,0,0,0,0,0,21,2,163,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13
K24,stat2011:20620001,statistical_area,stat2011:20620001,2011,20620001,1,loc:2062,2062,תאשור,1,1,288,191,191,0,מחל,54,36,18,0.282723,22,20,0,1,0,0,2,0,8,0,0,0,0,0,0,21,2,54,14,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
K24,stat2011:20630001,statistical_area,stat2011:20630001,2011,20630001,1,loc:2063,2063,דישון,1,1,306,200,198,2,מחל,94,20,74,0.474747,7,10,2,0,0,0,11,0,4,0,0,0,1,0,0,20,4,94,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,16,18
K24,stat2011:20640001,statistical_area,stat2011:20640001,2011,20640001,1,loc:2064,2064,זרועה,1,1,324,230,229,1,מחל,143,31,112,0.624454,1,10,5,0,0,0,18,0,0,0,0,0,0,0,0,4,1,143,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,31,2
K24,stat2011:2070001,statistical_area,stat2011:2070001,2011,2070001,1,loc:207,207,"גבעת ח""ן",1,1,296,243,243,0,פה,69,56,13,0.283951,32,7,0,1,0,0,3,0,0,0,0,0,0,0,0,56,11,17,34,0,0,0,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
