election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
K22,stat2011:20120001,statistical_area,stat2011:20120001,2011,20120001,1,loc:2012,2012,אורות,1,1,436,324,324,0,פה,199,45,154,0.614198,26,0,0,0,0,0,10,4,0,0,0,0,0,0,0,1,3,45,34,0,0,0,199,0,0,0,0,0,0,0,0,2
K22,stat2011:20130001,statistical_area,stat2011:20130001,2011,20130001,1,loc:2013,2013,בן שמן (מושב),1,1,582,444,443,1,פה,233,99,134,0.525959,35,2,1,0,0,0,12,9,0,2,0,0,0,0,0,3,6,99,32,0,0,0,233,0,0,0,0,2,0,0,1,6
K22,stat2011:20140001,statistical_area,stat2011:20140001,2011,20140001,1,loc:2014,2014,גבעולים,1,1,300,238,238,0,מחל,155,26,129,0.651261,22,3,0,0,0,0,4,10,0,0,0,0,0,0,0,8,1,155,0,0,0,0,8,0,1,0,0,0,0,0,0,26
K22,stat2011:20150001,statistical_area,stat2011:20150001,2011,20150001,1,loc:2015,2015,שדי חמד,1,1,718,574,572,2,פה,255,127,128,0.445804,63,0,1,0,0,0,127,7,0,0,0,0,0,0,0,1,19,50,47,1,0,0,255,0,0,0,0,0,0,0,0,1
K22,stat2011:20160001,statistical_area,stat2011:20160001,2011,20160001,1,loc:2016,2016,רוויה,1,1,255,181,181,0,מחל,114,35,79,0.629834,5,2,0,0,0,0,6,2,0,0,0,0,0,0,0,8,0,114,0,0,0,0,9,0,0,0,0,0,0,0,0,35
K22,stat2011:20180001,statistical_area,stat2011:20180001,2011,20180001,1,loc:2018,2018,גבעת חיים (איחוד),2,2,964,742,741,1,פה,408,171,237,0.550607,135,1,2,0,0,0,1,2,0,0,0,0,0,0,0,3,10,7,171,0,0,0,408,0,0,0,0,1,0,0,0,0
K22,stat2011:2020001,statistical_area,stat2011:2020001,2011,2020001,1,loc:202,202,בית עובד,1,1,249,190,190,0,פה,122,28,94,0.642105,17,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,6,12,28,0,0,0,122,0,0,0,0,0,0,0,0,0
K22,stat2011:20210001,statistical_area,stat2011:20210001,2011,20210001,1,loc:2021,2021,אשל הנשיא,1,1,116,75,75,0,פה,29,15,14,0.386667,14,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,15,3,0,0,0,29,0,0,0,0,0,0,0,0,0
K22,stat2011:20230001,statistical_area,stat2011:20230001,2011,20230001,1,loc:2023,2023,להב,1,1,446,302,302,0,פה,143,101,42,0.47351,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,11,101,0,0,0,143,0,0,0,0,0,0,0,0,0
K22,stat2011:20240001,statistical_area,stat2011:20240001,2011,20240001,1,loc:2024,2024,אום אל-קוטוף,1,1,708,510,506,4,ודעם,414,35,379,0.818182,1,0,414,0,0,0,0,0,0,0,0,0,0,0,18,1,1,4,35,0,0,0,8,0,1,0,0,3,0,0,0,20
K22,stat2011:20260001,statistical_area,stat2011:20260001,2011,20260001,1,loc:2026,2026,ירדנה,1,1,285,206,206,0,מחל,112,32,80,0.543689,7,2,0,0,0,0,25,13,0,0,0,0,0,0,0,3,3,112,0,0,0,0,32,0,0,0,0,0,0,0,0,9
K22,stat2011:20290001,statistical_area,stat2011:20290001,2011,20290001,1,loc:2029,2029,מדרך עוז,1,1,555,402,402,0,מחל,202,96,106,0.502488,16,12,0,0,0,0,24,19,0,0,0,0,0,0,0,0,11,202,2,0,0,0,96,0,0,0,0,0,0,0,1,19
K22,stat2011:20300001,statistical_area,stat2011:20300001,2011,20300001,1,loc:2030,2030,מנוחה,1,1,424,327,327,0,מחל,190,37,153,0.58104,2,4,0,0,0,0,27,21,0,0,0,0,0,0,0,15,1,190,3,0,0,0,26,0,0,0,0,1,0,0,0,37
K22,stat2011:20330001,statistical_area,stat2011:20330001,2011,20330001,1,loc:2033,2033,בית חלקיה,1,1,452,384,381,3,ג,353,10,343,0.926509,0,353,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,10
K22,stat2011:20340001,statistical_area,stat2011:20340001,2011,20340001,1,loc:2034,2034,חצור הגלילית,11,11,7031,4865,4827,38,מחל,2372,713,1659,0.491403,126,713,4,1,0,0,1,264,0,5,0,0,0,0,0,115,259,2372,13,0,0,0,306,1,0,6,0,0,0,0,1,640
K22,stat2011:20350001,statistical_area,stat2011:20350001,2011,20350001,1,loc:2035,2035,עדנים,1,1,300,232,232,0,פה,120,41,79,0.517241,14,0,1,0,0,0,41,4,0,0,0,0,0,0,0,0,8,23,21,0,0,0,120,0,0,0,0,0,0,0,0,0
K22,stat2011:20380001,statistical_area,stat2011:20380001,2011,20380001,1,loc:2038,2038,ברקת,2,2,1115,934,932,2,מחל,434,166,268,0.465665,4,48,0,0,0,0,29,89,0,2,0,0,0,0,0,166,4,434,1,0,0,0,12,0,0,0,0,1,0,0,0,142
K22,stat2011:2040001,statistical_area,stat2011:2040001,2011,2040001,1,loc:204,204,אלישיב,1,1,467,353,352,1,מחל,163,84,79,0.463068,12,1,0,0,0,0,1,37,0,2,0,0,0,0,0,11,8,163,9,0,0,0,84,0,0,0,0,0,1,0,0,23
K22,stat2011:20420001,statistical_area,stat2011:20420001,2011,20420001,1,loc:2042,2042,עין גדי,1,1,479,320,318,2,פה,153,79,74,0.481132,79,0,1,0,0,0,1,5,0,2,0,0,0,0,0,0,5,29,41,0,0,0,153,0,0,0,0,0,0,0,0,2
K22,stat2011:20430001,statistical_area,stat2011:20430001,2011,20430001,1,loc:2043,2043,בחן,1,1,579,448,448,0,פה,286,58,228,0.638393,46,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,15,35,58,0,0,0,286,0,0,0,0,0,0,0,0,1
K22,stat2011:20440001,statistical_area,stat2011:20440001,2011,20440001,1,loc:2044,2044,מלילות,1,1,259,202,202,0,מחל,115,26,89,0.569307,4,1,0,0,0,0,3,18,0,0,0,0,0,0,0,26,7,115,0,0,0,0,8,0,0,0,0,0,0,0,0,20
K22,stat2011:20450001,statistical_area,stat2011:20450001,2011,20450001,1,loc:2045,2045,נחלה,1,1,475,386,384,2,מחל,119,107,12,0.309896,23,7,0,0,0,0,107,23,0,0,0,0,0,0,0,3,1,119,5,0,0,0,50,0,0,0,0,0,0,0,0,46
K22,stat2011:20460001,statistical_area,stat2011:20460001,2011,20460001,1,loc:2046,2046,סגולה,1,1,425,324,323,1,פה,159,62,97,0.49226,35,1,0,0,0,0,26,5,0,0,0,0,0,0,0,4,10,62,17,0,0,0,159,0,0,0,0,0,0,0,0,4
K22,stat2011:20470001,statistical_area,stat2011:20470001,2011,20470001,1,loc:2047,2047,ניר משה,1,1,412,285,285,0,פה,116,65,51,0.407018,41,1,0,0,0,0,8,9,0,0,0,0,0,0,0,0,11,65,22,0,0,0,116,0,0,0,0,0,0,0,0,12
K22,stat2011:20480001,statistical_area,stat2011:20480001,2011,20480001,1,loc:2048,2048,ניר עקיבא,1,1,488,383,381,2,פה,96,81,15,0.251969,25,20,0,1,0,0,16,60,0,1,0,0,0,0,0,24,12,81,11,0,0,0,96,0,0,1,0,0,0,0,0,33
K22,stat2011:20490001,statistical_area,stat2011:20490001,2011,20490001,1,loc:2049,2049,שדה צבי,1,1,429,327,327,0,מחל,130,81,49,0.397554,30,1,0,0,0,0,11,10,0,0,0,0,0,0,0,8,4,130,14,0,0,0,81,0,0,0,0,0,0,0,2,36
K22,stat2011:20500001,statistical_area,stat2011:20500001,2011,20500001,1,loc:2050,2050,"תלמי ביל""ו",1,1,344,254,253,1,מחל,141,37,104,0.557312,15,2,0,0,0,0,12,14,0,0,0,0,0,0,0,9,4,141,2,0,0,0,37,0,0,0,0,0,0,0,0,17
K22,stat2011:2050001,statistical_area,stat2011:2050001,2011,2050001,1,loc:205,205,חגלה,1,1,506,401,401,0,פה,242,66,176,0.603491,50,0,0,0,0,0,2,9,0,0,0,0,0,0,0,4,7,20,66,0,0,0,242,0,0,0,0,0,0,0,1,0
K22,stat2011:20510001,statistical_area,stat2011:20510001,2011,20510001,1,loc:2051,2051,רווחה,1,1,426,347,347,0,מחל,189,57,132,0.544669,8,2,0,0,0,0,55,12,0,0,0,0,0,0,0,9,4,189,0,0,0,0,9,0,1,1,0,0,0,0,0,57
K22,stat2011:20520001,statistical_area,stat2011:20520001,2011,20520001,1,loc:2052,2052,אביטל,1,1,388,308,306,2,מחל,186,29,157,0.607843,8,9,0,0,0,0,4,26,1,0,0,0,0,0,0,13,6,186,0,0,0,0,29,0,0,0,0,0,0,0,0,24
K22,stat2011:20530001,statistical_area,stat2011:20530001,2011,20530001,1,loc:2053,2053,פרזון,1,1,320,240,237,3,מחל,129,31,98,0.544304,6,3,0,0,0,0,16,21,0,0,0,0,0,0,1,15,4,129,3,0,0,0,31,0,0,0,1,0,0,0,0,7
K22,stat2011:20540001,statistical_area,stat2011:20540001,2011,20540001,1,loc:2054,2054,מיטב,1,1,375,284,283,1,מחל,171,31,140,0.60424,12,2,0,0,0,0,31,16,0,0,0,0,0,0,0,11,4,171,1,0,0,0,27,0,0,0,0,0,0,0,0,8
K22,stat2011:20550001,statistical_area,stat2011:20550001,2011,20550001,1,loc:2055,2055,מאור,2,2,903,697,695,2,פה,314,168,146,0.451799,44,0,2,0,0,0,18,40,0,0,0,0,0,0,0,17,14,168,51,0,0,0,314,1,0,0,0,0,0,1,0,25
K22,stat2011:20570001,statistical_area,stat2011:20570001,2011,20570001,1,loc:2057,2057,שדי תרומות,1,1,364,240,240,0,מחל,199,15,184,0.829167,2,1,0,0,0,0,2,7,0,0,0,0,0,0,0,1,1,199,0,0,0,0,11,0,0,0,0,0,0,0,1,15
K22,stat2011:20590001,statistical_area,stat2011:20590001,2011,20590001,1,loc:2059,2059,"פעמי תש""ז",1,1,380,310,309,1,מחל,130,74,56,0.420712,9,3,0,0,0,0,16,10,0,0,0,0,0,0,0,10,5,130,3,0,0,0,47,0,2,0,0,0,0,0,0,74
K22,stat2011:20600001,statistical_area,stat2011:20600001,2011,20600001,1,loc:2060,2060,ברוש,1,1,331,254,254,0,מחל,125,44,81,0.492126,44,0,0,0,0,0,1,16,0,0,0,0,0,0,0,5,7,125,2,0,0,0,32,0,0,0,0,0,0,0,0,22
K22,stat2011:2060001,statistical_area,stat2011:2060001,2011,2060001,1,loc:206,206,רמות השבים,2,2,1169,876,875,1,פה,548,128,420,0.626286,61,2,1,0,2,0,6,20,0,1,0,0,0,0,0,5,33,59,128,0,0,0,548,0,4,0,0,0,0,0,0,5
K22,stat2011:20610001,statistical_area,stat2011:20610001,2011,20610001,1,loc:2061,2061,תדהר,1,1,405,300,299,1,מחל,140,52,88,0.468227,50,1,0,0,0,0,7,14,0,1,0,0,0,0,0,8,9,140,6,0,0,0,52,0,0,0,0,0,0,0,0,11
K22,stat2011:20620001,statistical_area,stat2011:20620001,2011,20620001,1,loc:2062,2062,תאשור,1,1,288,201,201,0,פה,64,59,5,0.318408,41,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,59,15,0,0,0,64,0,0,0,0,0,0,0,0,7
K22,stat2011:20630001,statistical_area,stat2011:20630001,2011,20630001,1,loc:2063,2063,דישון,1,1,295,179,179,0,מחל,86,30,56,0.480447,12,0,0,0,0,0,3,14,0,0,0,0,0,0,0,5,10,86,0,0,0,0,30,0,0,0,0,0,0,0,0,19
K22,stat2011:20640001,statistical_area,stat2011:20640001,2011,20640001,1,loc:2064,2064,זרועה,1,1,291,212,212,0,מחל,132,21,111,0.622642,9,8,0,0,0,0,3,9,0,1,0,0,0,0,0,11,2,132,1,0,0,0,15,0,0,0,0,0,0,0,0,21
K22,stat2011:2070001,statistical_area,stat2011:2070001,2011,2070001,1,loc:207,207,"גבעת ח""ן",1,1,303,251,249,2,פה,136,34,102,0.546185,32,0,1,0,0,0,23,4,0,0,0,0,0,0,0,1,5,12,34,0,0,0,136,0,1,0,0,0,0,0,0,0
K22,stat2011:2080001,statistical_area,stat2011:2080001,2011,2080001,1,loc:208,208,מוצא עילית,2,2,906,642,642,0,פה,306,108,198,0.476636,70,0,9,0,0,0,4,11,0,0,1,0,0,0,0,5,27,91,108,0,0,0,306,0,1,0,0,0,0,0,1,8
K22,stat2011:21000001,statistical_area,stat2011:21000001,2011,21000001,1,loc:2100,2100,טירת כרמל,2,2,922,690,683,7,מחל,376,139,237,0.550512,17,1,0,0,0,0,0,25,0,4,0,0,0,0,0,13,41,376,9,0,0,0,139,0,0,0,0,0,0,0,0,58
K22,stat2011:21000002,statistical_area,stat2011:21000002,2011,21000002,2,loc:2100,2100,טירת כרמל,3,3,1905,1444,1437,7,מחל,612,400,212,0.425887,75,8,2,0,0,0,0,62,0,0,0,0,0,0,0,18,134,612,30,0,0,0,400,2,1,1,0,0,0,0,0,92
K22,stat2011:21000003,statistical_area,stat2011:21000003,2011,21000003,3,loc:2100,2100,טירת כרמל,7,7,4513,2771,2752,19,מחל,1510,463,1047,0.548692,77,16,4,1,0,0,0,76,2,3,0,0,1,0,0,32,198,1510,17,0,0,0,463,0,4,0,0,2,1,0,3,342
K22,stat2011:21000004,statistical_area,stat2011:21000004,2011,21000004,4,loc:2100,2100,טירת כרמל,4,4,2193,1397,1390,7,מחל,740,233,507,0.532374,42,6,0,0,0,0,0,72,0,2,0,0,0,0,0,44,74,740,3,0,0,0,233,0,1,0,0,2,0,1,3,167
K22,stat2011:21000005,statistical_area,stat2011:21000005,2011,21000005,5,loc:2100,2100,טירת כרמל,6,6,3728,2513,2508,5,מחל,1389,370,1019,0.553828,123,23,1,1,1,0,0,81,1,3,0,0,0,0,0,42,89,1389,15,0,0,0,370,0,0,1,0,0,0,1,0,367
K22,stat2011:21000006,statistical_area,stat2011:21000006,2011,21000006,6,loc:2100,2100,טירת כרמל,5,5,3292,2175,2161,14,מחל,1201,348,853,0.555761,102,7,2,0,0,0,0,107,0,2,0,0,0,0,0,51,117,1201,10,1,0,0,348,1,2,1,0,0,0,1,6,202
K22,stat2011:21000007,statistical_area,stat2011:21000007,2011,21000007,7,loc:2100,2100,טירת כרמל,3,3,2022,1118,1101,17,מחל,631,136,495,0.573115,33,8,2,2,0,0,0,14,1,2,0,0,0,0,0,17,136,631,3,0,0,0,135,1,0,0,0,0,0,3,1,112
K22,stat2011:210001,statistical_area,stat2011:210001,2011,210001,1,loc:21,21,באר אורה,1,1,574,418,417,1,פה,179,104,75,0.429257,38,4,3,0,0,0,0,14,0,2,1,0,0,0,0,4,33,104,31,0,0,0,179,0,0,0,0,0,0,0,0,4
K22,stat2011:2120001,statistical_area,stat2011:2120001,2011,2120001,1,loc:212,212,בית צבי,1,1,74,36,36,0,ג,22,7,15,0.611111,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K22,stat2011:2130001,statistical_area,stat2011:2130001,2011,2130001,1,loc:213,213,משמרות,1,1,585,467,467,0,פה,274,73,201,0.586724,72,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,6,30,73,0,0,0,274,0,0,0,0,0,0,0,0,1
K22,stat2011:2170001,statistical_area,stat2011:2170001,2011,2170001,1,loc:217,217,"כפר הרא""ה",2,2,729,581,581,0,טב,331,92,239,0.569707,18,12,0,0,0,0,3,331,0,0,0,0,0,0,0,35,2,92,5,0,0,0,70,0,1,0,0,0,0,0,0,12
K22,stat2011:2180001,statistical_area,stat2011:2180001,2011,2180001,1,loc:218,218,גני עם,1,1,212,167,167,0,פה,86,27,59,0.51497,27,0,1,0,0,0,4,6,0,0,0,0,0,0,0,1,6,16,19,0,0,0,86,0,0,0,0,0,0,0,0,1
K22,stat2011:2190001,statistical_area,stat2011:2190001,2011,2190001,1,loc:219,219,חיבת ציון,1,1,448,368,367,1,פה,181,47,134,0.493188,37,2,0,0,0,0,13,47,0,2,0,0,0,0,0,5,11,40,26,0,0,0,181,0,0,0,0,0,0,0,0,3
K22,stat2011:22000002,statistical_area,stat2011:22000002,2011,22000002,2,loc:2200,2200,דימונה,4,4,2355,1325,1320,5,מחל,699,143,556,0.529545,51,18,0,0,0,0,2,94,2,2,0,0,1,0,0,45,121,699,9,1,0,0,129,1,1,0,0,1,0,0,0,143
K22,stat2011:22000003,statistical_area,stat2011:22000003,2011,22000003,3,loc:2200,2200,דימונה,4,4,2053,1080,1069,11,מחל,559,212,347,0.522919,42,13,15,0,0,0,0,31,1,1,0,0,0,0,0,16,71,559,7,0,0,0,100,0,0,0,0,0,0,0,1,212
K22,stat2011:22000004,statistical_area,stat2011:22000004,2011,22000004,4,loc:2200,2200,דימונה,4,4,2197,1110,1100,10,מחל,596,168,428,0.541818,30,6,6,0,1,0,1,45,1,2,0,0,0,0,0,15,133,596,7,0,1,0,86,0,1,0,0,1,0,0,0,168
K22,stat2011:22000005,statistical_area,stat2011:22000005,2011,22000005,5,loc:2200,2200,דימונה,6,6,3719,2394,2369,25,מחל,1309,336,973,0.552554,84,7,3,1,0,0,0,98,2,0,0,0,0,0,0,33,234,1309,3,0,0,0,336,1,0,0,0,1,0,0,3,254
K22,stat2011:22000006,statistical_area,stat2011:22000006,2011,22000006,6,loc:2200,2200,דימונה,7,7,4521,2828,2799,29,מחל,1482,386,1096,0.529475,107,36,5,1,0,0,0,106,0,3,0,1,0,0,1,48,321,1482,17,3,1,0,386,0,0,0,0,2,0,1,1,277
K22,stat2011:22000007,statistical_area,stat2011:22000007,2011,22000007,7,loc:2200,2200,דימונה,3,3,1448,906,891,15,מחל,521,108,413,0.584736,43,11,0,0,0,0,0,32,1,0,0,0,0,0,0,18,49,521,1,0,0,0,108,0,0,0,0,0,1,1,0,105
K22,stat2011:22000008,statistical_area,stat2011:22000008,2011,22000008,8,loc:2200,2200,דימונה,3,3,1440,798,787,11,מחל,430,105,325,0.546379,19,16,0,0,0,0,0,23,0,1,0,0,0,0,0,10,74,430,6,0,0,0,99,1,1,0,1,0,0,0,1,105
K22,stat2011:22000009,statistical_area,stat2011:22000009,2011,22000009,9,loc:2200,2200,דימונה,6,6,4399,3193,3173,20,מחל,1971,421,1550,0.621179,131,19,1,0,0,0,2,156,0,3,0,0,0,0,0,69,77,1971,4,0,0,0,421,0,0,0,0,0,1,0,0,318
K22,stat2011:2200001,statistical_area,stat2011:2200001,2011,2200001,1,loc:220,220,כפר ביאליק,1,1,471,360,360,0,פה,201,84,117,0.558333,23,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,16,84,17,0,0,0,201,0,0,0,0,0,0,0,0,4
K22,stat2011:22000010,statistical_area,stat2011:22000010,2011,22000010,10,loc:2200,2200,דימונה,3,3,1615,888,878,10,מחל,470,131,339,0.535308,30,16,0,0,0,0,0,30,0,0,0,0,0,0,0,13,82,470,7,0,0,0,97,1,0,0,0,0,0,0,1,131
K22,stat2011:22000011,statistical_area,stat2011:22000011,2011,22000011,11,loc:2200,2200,דימונה,4,4,1818,877,863,14,מחל,459,127,332,0.531866,18,11,2,5,0,0,2,25,1,0,0,0,0,0,0,8,127,459,8,0,0,0,97,0,0,0,0,1,1,0,0,98
K22,stat2011:22000012,statistical_area,stat2011:22000012,2011,22000012,12,loc:2200,2200,דימונה,4,4,2286,1341,1327,14,מחל,712,169,543,0.536549,52,44,6,1,0,0,1,71,0,1,0,0,1,0,0,26,93,712,7,0,0,0,141,1,0,0,1,0,0,0,0,169
K22,stat2011:220001,statistical_area,stat2011:220001,2011,220001,1,loc:22,22,מקווה ישראל,1,1,150,95,95,0,פה,45,25,20,0.473684,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,25,9,0,0,0,45,0,0,0,0,0,0,0,0,1
K22,stat2011:2230001,statistical_area,stat2011:2230001,2011,2230001,1,loc:223,223,עין עירון,1,1,405,330,330,0,פה,203,70,133,0.615152,25,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,3,20,70,0,0,0,203,0,0,0,0,0,0,0,0,1
K22,stat2011:2240001,statistical_area,stat2011:2240001,2011,2240001,1,loc:224,224,שושנת העמקים,1,1,446,315,311,4,מחל,115,104,11,0.369775,23,1,1,0,0,0,0,10,0,0,0,0,0,0,0,5,7,115,9,0,0,0,104,0,0,0,0,0,0,0,0,36
K22,stat2011:2250001,statistical_area,stat2011:2250001,2011,2250001,1,loc:225,225,גן השומרון,1,1,628,502,502,0,פה,278,75,203,0.553785,58,0,2,0,0,0,7,8,0,2,0,0,0,0,0,2,13,54,75,0,0,0,278,0,0,0,0,0,1,0,0,2
K22,stat2011:2290001,statistical_area,stat2011:2290001,2011,2290001,1,loc:229,229,גני תקווה,11,11,7344,5951,5940,11,פה,2731,1178,1553,0.459764,342,214,9,0,0,0,3,301,0,5,0,0,0,0,0,65,263,1178,255,0,0,0,2731,1,2,0,1,0,0,0,1,569
K22,stat2011:2290002,statistical_area,stat2011:2290002,2011,2290002,2,loc:229,229,גני תקווה,5,5,2833,2055,2045,10,פה,970,425,545,0.474328,170,15,5,0,0,0,2,92,0,1,0,0,0,0,0,17,89,425,114,2,1,0,970,0,0,0,0,0,0,1,1,140
K22,stat2011:2290003,statistical_area,stat2011:2290003,2011,2290003,3,loc:229,229,גני תקווה,6,6,4233,3221,3211,10,פה,1468,768,700,0.457178,243,35,6,1,0,0,1,144,0,2,0,0,0,0,0,32,109,768,225,0,0,0,1468,0,1,0,1,1,1,0,1,172
K22,stat2011:23000001,statistical_area,stat2011:23000001,2011,23000001,1,loc:2300,2300,קריית טבעון,7,7,4035,2711,2703,8,פה,1233,429,804,0.45616,293,54,38,0,1,0,4,81,0,4,0,0,0,0,0,23,101,395,429,2,0,0,1233,1,1,0,0,1,0,0,0,42
K22,stat2011:23000002,statistical_area,stat2011:23000002,2011,23000002,2,loc:2300,2300,קריית טבעון,4,4,2768,1925,1919,6,פה,976,365,611,0.508598,242,18,37,0,1,0,3,57,0,1,0,0,0,0,0,8,61,147,365,0,0,0,976,0,0,0,0,0,0,0,0,3
K22,stat2011:23000003,statistical_area,stat2011:23000003,2011,23000003,3,loc:2300,2300,קריית טבעון,8,8,4367,3088,3080,8,פה,1552,465,1087,0.503896,346,37,12,1,1,0,4,59,0,6,0,0,0,0,0,10,121,433,465,0,1,0,1552,4,1,0,0,1,0,0,2,24
K22,stat2011:23000004,statistical_area,stat2011:23000004,2011,23000004,4,loc:2300,2300,קריית טבעון,4,4,2478,1750,1747,3,פה,806,412,394,0.461362,167,10,5,2,0,0,1,58,0,2,0,1,0,0,0,13,85,412,169,0,1,0,806,1,0,1,0,0,0,0,2,11
K22,stat2011:2300001,statistical_area,stat2011:2300001,2011,2300001,1,loc:230,230,מעש,1,1,687,539,535,4,פה,274,90,184,0.51215,30,5,1,0,0,0,38,28,0,0,0,0,0,0,0,3,18,90,39,0,0,0,274,0,0,0,1,0,0,0,0,8
K22,stat2011:230001,statistical_area,stat2011:230001,2011,230001,1,loc:23,23,אמציה,1,1,195,143,143,0,טב,57,30,27,0.398601,6,2,0,0,0,0,6,57,0,0,0,0,0,0,0,9,1,30,1,0,0,0,29,0,0,0,0,0,0,0,0,2
K22,stat2011:2320001,statistical_area,stat2011:2320001,2011,2320001,1,loc:232,232,שפיים,2,2,984,757,755,2,פה,413,145,268,0.54702,145,1,8,0,0,0,3,7,0,1,0,0,0,0,0,0,13,23,141,0,0,0,413,0,0,0,0,0,0,0,0,0
K22,stat2011:2330001,statistical_area,stat2011:2330001,2011,2330001,1,loc:233,233,כפר ידידיה,1,1,484,395,394,1,פה,263,46,217,0.667513,40,0,0,0,0,0,2,5,0,0,0,0,0,0,0,3,5,30,46,0,0,0,263,0,0,0,0,0,0,0,0,0
K22,stat2011:2340001,statistical_area,stat2011:2340001,2011,2340001,1,loc:234,234,ביצרון,2,2,883,695,695,0,פה,355,115,240,0.510791,70,4,0,0,0,0,115,15,0,1,0,1,0,0,0,4,12,67,46,0,0,0,355,0,1,0,1,0,0,0,0,3
K22,stat2011:2350001,statistical_area,stat2011:2350001,2011,2350001,1,loc:235,235,חבצלת השרון,1,1,344,216,214,2,פה,99,43,56,0.462617,17,0,1,0,0,0,3,2,0,0,0,0,0,0,0,3,11,43,24,0,0,0,99,0,0,0,0,0,0,0,0,11
K22,stat2011:2370001,statistical_area,stat2011:2370001,2011,2370001,1,loc:237,237,שער העמקים,1,1,552,436,436,0,פה,196,163,33,0.449541,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,6,163,0,0,0,196,0,0,0,0,0,2,0,0,0
K22,stat2011:2390001,statistical_area,stat2011:2390001,2011,2390001,1,loc:239,239,גן חיים,1,1,542,433,433,0,פה,263,48,215,0.60739,48,1,3,0,0,0,7,9,0,0,0,0,0,0,0,1,17,37,46,0,0,0,263,0,0,0,0,0,0,0,1,0
K22,stat2011:24000001,statistical_area,stat2011:24000001,2011,24000001,1,loc:2400,2400,אור יהודה,6,6,3515,2596,2583,13,מחל,1418,448,970,0.548974,84,47,4,2,0,0,1,81,0,5,0,0,0,0,0,48,70,1418,21,0,1,0,448,0,0,0,0,1,0,0,2,350
K22,stat2011:24000002,statistical_area,stat2011:24000002,2011,24000002,2,loc:2400,2400,אור יהודה,4,4,2224,1426,1412,14,מחל,695,290,405,0.49221,60,10,0,0,0,0,0,62,0,1,0,0,0,0,0,25,48,695,15,0,0,0,204,0,0,0,0,0,1,0,1,290
K22,stat2011:24000003,statistical_area,stat2011:24000003,2011,24000003,3,loc:2400,2400,אור יהודה,4,4,2125,1366,1350,16,מחל,672,352,320,0.497778,41,12,1,1,1,0,2,26,0,2,0,0,0,0,0,12,42,672,11,1,0,0,172,0,0,0,0,0,0,0,2,352
K22,stat2011:24000004,statistical_area,stat2011:24000004,2011,24000004,4,loc:2400,2400,אור יהודה,4,4,2703,1780,1751,29,מחל,947,447,500,0.540834,39,28,1,1,0,0,1,44,1,0,1,0,0,0,0,30,45,947,11,0,1,0,150,0,1,1,1,1,0,0,0,447
K22,stat2011:24000005,statistical_area,stat2011:24000005,2011,24000005,5,loc:2400,2400,אור יהודה,3,3,1502,985,972,13,מחל,497,220,277,0.511317,22,20,2,0,0,0,1,22,0,0,0,1,0,0,0,19,27,497,3,0,1,0,134,0,0,0,0,2,0,0,1,220
K22,stat2011:24000007,statistical_area,stat2011:24000007,2011,24000007,7,loc:2400,2400,אור יהודה,9,9,5327,3700,3676,24,מחל,1703,754,949,0.463275,145,23,1,1,1,0,2,102,0,4,0,1,1,0,2,48,105,1703,42,4,1,0,754,0,2,0,0,2,0,3,1,728
K22,stat2011:24000008,statistical_area,stat2011:24000008,2011,24000008,8,loc:2400,2400,אור יהודה,2,2,1214,829,818,11,מחל,386,242,144,0.471883,25,15,0,0,0,0,0,21,0,0,1,0,0,0,0,21,13,386,4,0,0,0,83,1,4,0,0,0,1,0,1,242
K22,stat2011:24000009,statistical_area,stat2011:24000009,2011,24000009,9,loc:2400,2400,אור יהודה,4,4,2346,1763,1753,10,מחל,659,599,60,0.375927,101,7,0,1,0,0,1,70,1,0,0,0,0,0,0,25,75,659,50,0,0,0,599,0,0,0,0,0,1,0,0,163
K22,stat2011:2400001,statistical_area,stat2011:2400001,2011,2400001,1,loc:240,240,יקנעם עילית,3,3,2068,1369,1359,10,מחל,593,243,350,0.43635,79,26,2,0,0,0,1,50,0,2,0,1,2,0,0,29,149,593,34,0,0,0,243,0,2,0,0,0,0,0,0,146
