election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
K22,stat2011:100001,statistical_area,stat2011:100001,2011,100001,1,loc:10,10,תירוש,1,1,332,245,245,0,שס,104,93,11,0.42449,1,4,0,1,0,0,20,11,0,0,0,0,0,0,0,4,0,93,1,0,0,0,6,0,0,0,0,0,0,0,0,104
K22,stat2011:10150001,statistical_area,stat2011:10150001,2011,10150001,1,loc:1015,1015,מבשרת ציון,4,4,2376,1802,1798,4,פה,797,461,336,0.44327,152,7,2,0,0,0,4,77,0,1,0,0,0,0,0,27,89,461,153,0,1,0,797,0,0,0,0,1,0,0,0,26
K22,stat2011:10150002,statistical_area,stat2011:10150002,2011,10150002,2,loc:1015,1015,מבשרת ציון,8,8,4866,3488,3473,15,מחל,1307,870,437,0.376332,241,32,7,0,1,0,5,308,0,1,1,0,2,0,0,121,102,1307,269,0,0,0,870,0,0,0,1,1,0,2,1,201
K22,stat2011:10150003,statistical_area,stat2011:10150003,2011,10150003,3,loc:1015,1015,מבשרת ציון,5,5,3293,2418,2415,3,פה,990,599,391,0.409938,202,5,9,0,0,0,7,119,0,0,0,0,0,0,0,31,99,599,302,0,0,0,990,1,0,0,0,0,0,0,0,51
K22,stat2011:10150004,statistical_area,stat2011:10150004,2011,10150004,4,loc:1015,1015,מבשרת ציון,4,4,2110,1324,1319,5,פה,547,265,282,0.414708,149,3,6,0,0,0,0,62,0,1,0,0,0,0,0,11,56,265,186,0,0,0,547,2,3,0,0,0,0,2,0,26
K22,stat2011:10150005,statistical_area,stat2011:10150005,2011,10150005,5,loc:1015,1015,מבשרת ציון,5,5,3471,2531,2524,7,מחל,1036,621,415,0.41046,155,28,3,0,0,0,6,109,0,1,0,0,0,0,0,79,95,1036,136,0,0,0,621,0,0,0,0,0,1,0,0,254
K22,stat2011:10150006,statistical_area,stat2011:10150006,2011,10150006,6,loc:1015,1015,מבשרת ציון,4,4,2798,2019,2010,9,מחל,995,370,625,0.495025,119,13,6,1,1,0,5,104,0,0,0,0,0,0,0,51,79,995,88,0,0,0,370,1,0,0,0,0,0,2,0,175
K22,stat2011:10200001,statistical_area,stat2011:10200001,2011,10200001,1,loc:1020,1020,אור עקיבא,4,4,2597,1928,1919,9,מחל,967,420,547,0.503908,57,15,2,1,0,0,1,87,0,0,1,0,0,0,0,41,155,967,18,0,0,0,420,0,0,0,0,0,0,1,0,153
K22,stat2011:10200002,statistical_area,stat2011:10200002,2011,10200002,2,loc:1020,1020,אור עקיבא,5,5,2961,1551,1541,10,מחל,989,173,816,0.641791,27,12,6,0,0,0,0,33,0,2,0,0,0,0,0,29,146,989,2,1,1,0,116,1,0,0,0,1,1,0,1,173
K22,stat2011:10200003,statistical_area,stat2011:10200003,2011,10200003,3,loc:1020,1020,אור עקיבא,6,6,4032,2628,2610,18,מחל,1410,557,853,0.54023,68,66,2,0,0,0,1,92,0,3,0,0,1,0,0,77,132,1410,9,0,0,0,190,0,0,0,0,1,0,1,0,557
K22,stat2011:10200004,statistical_area,stat2011:10200004,2011,10200004,4,loc:1020,1020,אור עקיבא,3,3,1747,1077,1071,6,מחל,572,201,371,0.53408,19,11,0,0,1,0,0,22,0,1,0,0,1,0,0,13,201,572,8,1,0,0,173,0,0,0,0,0,0,0,1,47
K22,stat2011:10200005,statistical_area,stat2011:10200005,2011,10200005,5,loc:1020,1020,אור עקיבא,7,7,4375,2672,2652,20,מחל,1191,612,579,0.449095,61,27,1,0,0,0,0,110,0,4,2,0,0,0,0,36,612,1191,29,0,0,0,450,0,1,0,0,0,0,1,2,125
K22,stat2011:1020001,statistical_area,stat2011:1020001,2011,1020001,1,loc:102,102,מאיר שפיה,1,1,118,63,62,1,פה,24,18,6,0.387097,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,18,4,0,0,0,24,0,0,0,0,0,0,1,0,0
K22,stat2011:10240001,statistical_area,stat2011:10240001,2011,10240001,1,loc:1024,1024,חרוצים,1,1,577,442,442,0,פה,191,131,60,0.432127,20,5,1,0,0,0,10,14,0,1,0,0,0,0,0,2,7,131,44,0,0,0,191,0,0,0,0,0,0,0,0,16
K22,stat2011:1030001,statistical_area,stat2011:1030001,2011,1030001,1,loc:103,103,תל עדשים,2,2,846,658,657,1,פה,357,127,230,0.543379,59,7,2,0,0,0,5,21,0,0,0,0,0,0,0,3,31,127,43,0,0,0,357,0,0,0,0,0,0,0,0,2
K22,stat2011:10310002,statistical_area,stat2011:10310002,2011,10310002,2,loc:1031,1031,שדרות,5,5,3172,1950,1931,19,מחל,820,243,577,0.42465,201,48,3,1,0,0,3,167,1,0,0,0,0,0,0,92,175,820,11,1,0,0,159,0,2,0,1,1,1,0,1,243
K22,stat2011:10310003,statistical_area,stat2011:10310003,2011,10310003,3,loc:1031,1031,שדרות,5,5,2921,1607,1583,24,מחל,669,210,459,0.422615,140,24,4,0,0,0,0,103,0,2,0,0,0,0,1,65,210,669,11,0,1,0,159,0,2,0,0,1,0,0,0,191
K22,stat2011:10310004,statistical_area,stat2011:10310004,2011,10310004,4,loc:1031,1031,שדרות,7,7,4381,2686,2652,34,מחל,1165,516,649,0.439291,160,19,0,1,0,0,0,136,0,3,2,2,0,0,2,80,516,1165,14,1,1,0,277,2,0,0,0,1,1,0,1,268
K22,stat2011:10310005,statistical_area,stat2011:10310005,2011,10310005,5,loc:1031,1031,שדרות,4,4,2868,1924,1915,9,מחל,811,269,542,0.423499,219,24,6,1,0,0,3,269,0,1,1,0,0,0,0,110,91,811,20,0,0,0,130,0,0,0,0,0,0,0,1,228
K22,stat2011:10310006,statistical_area,stat2011:10310006,2011,10310006,6,loc:1031,1031,שדרות,6,6,4520,3350,3330,20,מחל,1350,589,761,0.405405,284,66,1,0,0,0,6,589,0,3,1,0,0,0,0,212,234,1350,16,1,1,0,261,1,2,0,0,0,0,0,1,301
K22,stat2011:10310007,statistical_area,stat2011:10310007,2011,10310007,7,loc:1031,1031,שדרות,4,4,2369,1470,1453,17,מחל,612,354,258,0.421198,69,9,0,2,0,0,2,74,1,1,0,0,0,0,1,67,354,612,8,0,1,0,147,0,1,1,0,1,0,1,1,100
K22,stat2011:10340001,statistical_area,stat2011:10340001,2011,10340001,1,loc:1034,1034,קריית מלאכי,1,1,489,343,341,2,מחל,187,55,132,0.548387,27,0,0,0,0,0,1,33,0,0,0,0,0,0,0,13,4,187,0,0,0,0,21,0,0,0,0,0,0,0,0,55
K22,stat2011:10340002,statistical_area,stat2011:10340002,2011,10340002,2,loc:1034,1034,קריית מלאכי,5,5,3151,2238,2223,15,מחל,1118,343,775,0.502924,130,33,0,2,0,0,13,152,1,3,1,0,0,0,2,81,60,1118,5,0,1,0,268,0,5,0,1,2,0,2,0,343
K22,stat2011:10340003,statistical_area,stat2011:10340003,2011,10340003,3,loc:1034,1034,קריית מלאכי,3,3,1573,934,919,15,מחל,447,187,260,0.486398,32,13,1,0,0,0,3,41,0,2,1,3,1,0,3,22,35,447,4,1,0,0,116,0,5,0,0,1,0,0,1,187
K22,stat2011:10340004,statistical_area,stat2011:10340004,2011,10340004,4,loc:1034,1034,קריית מלאכי,3,3,1638,1094,1091,3,מחל,433,189,244,0.396884,51,88,0,0,0,0,3,77,0,2,2,0,0,0,0,45,21,433,4,0,0,0,170,0,4,0,0,0,0,2,0,189
K22,stat2011:10340005,statistical_area,stat2011:10340005,2011,10340005,5,loc:1034,1034,קריית מלאכי,6,6,3837,2888,2864,24,מחל,1180,523,657,0.412011,118,190,2,1,2,0,9,224,0,2,1,0,0,0,1,185,72,1180,5,2,1,0,329,1,12,0,0,1,0,3,0,523
K22,stat2011:10340006,statistical_area,stat2011:10340006,2011,10340006,6,loc:1034,1034,קריית מלאכי,6,6,3706,2253,2234,19,מחל,875,404,471,0.391674,52,197,3,0,2,0,4,105,0,3,0,0,1,0,6,101,67,875,6,3,6,0,404,1,23,0,0,3,2,5,1,364
K22,stat2011:10340007,statistical_area,stat2011:10340007,2011,10340007,7,loc:1034,1034,קריית מלאכי,3,3,1897,1199,1195,4,ג,334,332,2,0.279498,6,334,1,0,0,0,0,80,0,0,0,0,0,0,0,155,17,332,1,0,2,0,56,0,2,0,1,0,1,0,0,207
K22,stat2011:10340008,statistical_area,stat2011:10340008,2011,10340008,8,loc:1034,1034,קריית מלאכי,1,1,751,598,598,0,ג,152,120,32,0.254181,3,152,0,0,0,0,1,98,0,0,0,0,0,0,0,120,5,119,0,0,0,0,13,0,0,0,0,0,0,0,0,87
K22,stat2011:1040001,statistical_area,stat2011:1040001,2011,1040001,1,loc:104,104,מזרע,1,1,683,488,487,1,פה,244,164,80,0.501027,45,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,11,17,164,0,0,0,244,0,0,0,0,0,0,0,0,0
K22,stat2011:10410001,statistical_area,stat2011:10410001,2011,10410001,1,loc:1041,1041,נצאצרה (שבט),1,1,320,150,150,0,ודעם,115,32,83,0.766667,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1
K22,stat2011:10430001,statistical_area,stat2011:10430001,2011,10430001,1,loc:1043,1043,גיזו,1,1,145,115,115,0,מחל,42,29,13,0.365217,15,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,42,15,0,0,0,29,0,0,0,0,0,0,0,0,1
K22,stat2011:10440001,statistical_area,stat2011:10440001,2011,10440001,1,loc:1044,1044,יעף,1,1,165,139,139,0,פה,67,24,43,0.482014,14,1,2,0,0,0,0,4,0,2,0,0,0,0,0,1,3,24,19,0,0,0,67,0,0,0,0,0,0,0,0,2
K22,stat2011:10450001,statistical_area,stat2011:10450001,2011,10450001,1,loc:1045,1045,שתולה,1,1,226,150,150,0,מחל,65,26,39,0.433333,13,3,1,0,0,0,2,21,0,0,0,0,0,0,0,8,2,65,1,0,0,0,26,0,0,0,0,0,0,0,0,8
K22,stat2011:10460001,statistical_area,stat2011:10460001,2011,10460001,1,loc:1046,1046,אוהד,1,1,257,173,173,0,פה,63,57,6,0.364162,13,0,2,0,0,0,7,15,0,0,0,0,0,0,0,2,5,57,5,0,0,0,63,0,0,0,0,0,0,0,0,4
K22,stat2011:10470001,statistical_area,stat2011:10470001,2011,10470001,1,loc:1047,1047,חזון,1,1,255,211,211,0,מחל,130,28,102,0.616114,3,9,0,0,0,0,5,16,0,0,0,0,0,0,0,4,3,130,2,0,0,0,11,0,0,0,0,0,0,0,0,28
K22,stat2011:10500001,statistical_area,stat2011:10500001,2011,10500001,1,loc:1050,1050,בית חשמונאי,2,2,1488,1135,1133,2,פה,513,351,162,0.45278,84,1,0,1,0,0,16,37,0,3,0,0,0,0,0,14,48,351,49,0,0,0,513,0,0,0,0,0,0,0,1,15
K22,stat2011:10510001,statistical_area,stat2011:10510001,2011,10510001,1,loc:1051,1051,תלמי אליהו,1,1,221,130,130,0,מחל,52,32,20,0.4,9,3,0,0,0,0,8,7,0,0,0,0,0,0,0,3,3,52,1,0,0,0,32,0,0,0,0,0,0,0,0,12
K22,stat2011:10520001,statistical_area,stat2011:10520001,2011,10520001,1,loc:1052,1052,קטורה,1,1,437,234,233,1,פה,107,61,46,0.459227,35,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,16,4,61,0,0,0,107,0,0,0,0,1,0,0,0,1
K22,stat2011:10540001,statistical_area,stat2011:10540001,2011,10540001,1,loc:1054,1054,תל שבע,5,5,3830,2360,2346,14,ודעם,2250,39,2211,0.959079,5,0,2250,0,0,0,0,3,0,0,1,2,0,0,4,2,2,6,19,0,3,0,39,1,1,0,0,0,1,3,0,4
K22,stat2011:10540002,statistical_area,stat2011:10540002,2011,10540002,2,loc:1054,1054,תל שבע,3,3,2011,1036,1025,11,ודעם,953,26,927,0.929756,3,0,953,0,0,0,1,7,0,1,0,1,0,0,2,1,2,13,8,0,0,0,26,0,0,0,0,2,0,2,0,3
K22,stat2011:10540003,statistical_area,stat2011:10540003,2011,10540003,3,loc:1054,1054,תל שבע,5,5,3637,1804,1789,15,ודעם,1719,23,1696,0.960872,5,0,1719,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,10,0,3,0,23,0,1,2,1,1,3,2,0,4
K22,stat2011:10570001,statistical_area,stat2011:10570001,2011,10570001,1,loc:1057,1057,נווה זוהר,1,1,56,35,35,0,פה,10,9,1,0.285714,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,2,0,0,0,10,0,0,0,0,0,1,0,0,1
K22,stat2011:10580001,statistical_area,stat2011:10580001,2011,10580001,1,loc:1058,1058,שדה ניצן,1,1,366,216,215,1,פה,102,38,64,0.474419,32,0,3,0,0,0,8,11,0,1,0,0,0,0,0,1,7,11,38,0,0,0,102,0,0,0,0,0,0,0,0,1
K22,stat2011:10590001,statistical_area,stat2011:10590001,2011,10590001,1,loc:1059,1059,כסיפה,12,12,8298,4865,4815,50,ודעם,4185,309,3876,0.869159,29,2,4185,0,1,0,0,19,0,1,3,3,0,0,22,4,2,42,82,4,9,0,309,1,2,3,4,7,12,9,2,58
K22,stat2011:10600001,statistical_area,stat2011:10600001,2011,10600001,1,loc:1060,1060,לקיה,11,11,7465,3453,3426,27,ודעם,3156,70,3086,0.921191,64,0,3156,2,3,0,0,5,0,1,0,1,0,0,34,2,2,22,24,0,14,0,70,2,3,1,3,2,2,4,2,7
K22,stat2011:1060001,statistical_area,stat2011:1060001,2011,1060001,1,loc:106,106,כפר גדעון,1,1,182,140,140,0,ג,61,29,32,0.435714,5,61,0,0,0,0,2,8,0,0,0,0,0,0,0,3,2,29,0,0,0,0,9,0,0,0,0,0,0,0,0,21
K22,stat2011:10610011,statistical_area,stat2011:10610011,2011,10610011,11,loc:1061,1061,נוף הגליל,8,8,5414,3327,3291,36,ל,978,879,99,0.297174,46,9,788,4,2,0,2,34,0,4,3,2,2,0,3,29,978,879,44,2,1,0,433,2,2,1,1,3,0,1,1,15
K22,stat2011:10610012,statistical_area,stat2011:10610012,2011,10610012,12,loc:1061,1061,נוף הגליל,5,5,2970,1915,1896,19,מחל,436,389,47,0.229958,18,258,389,0,0,0,0,50,1,2,1,1,0,0,0,22,389,436,19,0,3,0,183,1,2,0,0,1,0,0,0,120
K22,stat2011:10610021,statistical_area,stat2011:10610021,2011,10610021,21,loc:1061,1061,נוף הגליל,5,5,3416,2039,2002,37,ודעם,1204,284,920,0.601399,29,10,1204,2,0,0,0,5,2,1,5,1,0,0,4,13,199,284,55,3,1,0,142,1,0,0,1,2,1,1,3,33
K22,stat2011:10610022,statistical_area,stat2011:10610022,2011,10610022,22,loc:1061,1061,נוף הגליל,6,6,3990,2226,2186,40,מחל,639,570,69,0.292315,59,39,570,0,1,0,0,38,0,5,3,0,1,0,1,21,435,639,33,4,1,0,231,4,0,1,1,5,1,0,1,92
K22,stat2011:10610023,statistical_area,stat2011:10610023,2011,10610023,23,loc:1061,1061,נוף הגליל,3,3,2088,884,869,15,מחל,229,181,48,0.263521,88,15,181,0,0,0,0,17,0,1,2,1,1,0,1,8,148,229,23,1,0,0,98,0,0,0,1,3,4,1,1,45
K22,stat2011:10610024,statistical_area,stat2011:10610024,2011,10610024,24,loc:1061,1061,נוף הגליל,4,4,2527,1386,1373,13,מחל,443,354,89,0.322651,35,17,251,2,2,0,0,32,0,2,3,0,1,0,0,16,354,443,15,0,1,0,170,0,0,0,1,3,0,0,0,25
K22,stat2011:10610031,statistical_area,stat2011:10610031,2011,10610031,31,loc:1061,1061,נוף הגליל,4,4,2732,1651,1638,13,מחל,596,586,10,0.363858,26,12,198,3,0,0,0,20,0,5,1,0,0,0,2,8,586,596,15,0,0,0,150,0,1,0,2,3,1,0,2,7
K22,stat2011:10610032,statistical_area,stat2011:10610032,2011,10610032,32,loc:1061,1061,נוף הגליל,4,4,1931,1283,1270,13,ודעם,406,349,57,0.319685,36,5,406,2,0,0,0,24,0,0,0,0,0,0,1,15,174,349,24,0,1,0,212,0,1,0,0,3,0,0,1,16
K22,stat2011:10610033,statistical_area,stat2011:10610033,2011,10610033,33,loc:1061,1061,נוף הגליל,5,5,2728,1307,1296,11,מחל,497,410,87,0.383488,29,13,85,0,0,0,0,29,0,1,0,1,1,0,0,22,410,497,17,0,0,0,145,0,0,1,1,0,1,1,1,41
K22,stat2011:10610034,statistical_area,stat2011:10610034,2011,10610034,34,loc:1061,1061,נוף הגליל,5,5,2646,1367,1347,20,מחל,451,288,163,0.334818,32,11,165,1,1,0,0,58,0,1,1,0,0,0,0,50,288,451,12,2,0,0,243,0,2,1,0,0,0,1,0,27
K22,stat2011:10610041,statistical_area,stat2011:10610041,2011,10610041,41,loc:1061,1061,נוף הגליל,6,6,3238,1624,1587,37,מחל,569,477,92,0.358538,38,16,192,1,2,0,0,16,3,2,1,4,1,0,2,36,477,569,15,2,0,0,165,2,0,2,0,4,3,1,5,28
K22,stat2011:10610042,statistical_area,stat2011:10610042,2011,10610042,42,loc:1061,1061,נוף הגליל,3,3,1742,836,830,6,מחל,303,188,115,0.36506,15,3,159,0,1,0,1,15,0,0,2,0,0,0,0,12,188,303,6,1,1,0,90,2,0,1,0,1,0,1,0,28
K22,stat2011:10610043,statistical_area,stat2011:10610043,2011,10610043,43,loc:1061,1061,נוף הגליל,7,7,4013,2350,2318,32,מחל,892,484,408,0.384814,88,27,231,1,1,0,1,61,0,2,1,0,0,0,1,80,342,892,29,0,1,0,484,1,3,0,0,0,2,2,2,66
K22,stat2011:10630001,statistical_area,stat2011:10630001,2011,10630001,1,loc:1063,1063,מעלות-תרשיחא,5,5,2905,1930,1916,14,מחל,665,412,253,0.347077,73,21,141,0,0,0,0,110,0,4,0,0,0,0,0,24,412,665,41,0,0,0,330,0,0,0,0,1,0,0,0,94
K22,stat2011:10630003,statistical_area,stat2011:10630003,2011,10630003,3,loc:1063,1063,מעלות-תרשיחא,6,6,3801,2260,2235,25,ל,908,790,118,0.406264,31,13,3,1,0,0,1,57,0,2,1,0,1,0,0,29,908,790,27,0,1,0,274,0,1,1,0,1,0,0,2,91
K22,stat2011:10630004,statistical_area,stat2011:10630004,2011,10630004,4,loc:1063,1063,מעלות-תרשיחא,7,7,3517,2411,2407,4,מחל,870,374,496,0.361446,104,36,21,1,0,0,1,374,0,4,0,0,2,0,0,96,262,870,47,0,0,0,302,0,0,1,0,0,0,0,0,286
K22,stat2011:10630005,statistical_area,stat2011:10630005,2011,10630005,5,loc:1063,1063,מעלות-תרשיחא,7,7,4406,2443,2405,38,מחל,916,740,176,0.380873,38,35,126,3,2,0,0,99,2,2,0,2,0,0,1,37,740,916,11,2,1,0,172,0,0,2,0,4,1,1,2,206
K22,stat2011:10630006,statistical_area,stat2011:10630006,2011,10630006,6,loc:1063,1063,מעלות-תרשיחא,5,5,3503,2295,2279,16,ודעם,2008,86,1922,0.881088,38,0,2008,0,0,0,0,10,0,1,2,0,1,0,20,0,18,12,58,0,1,0,86,0,0,1,1,1,1,0,0,20
K22,stat2011:10640001,statistical_area,stat2011:10640001,2011,10640001,1,loc:1064,1064,אמירים,1,1,606,409,408,1,פה,170,86,84,0.416667,44,2,5,0,0,0,5,44,0,5,0,0,0,0,0,4,6,34,86,0,0,0,170,0,0,0,0,0,0,0,0,3
K22,stat2011:10650001,statistical_area,stat2011:10650001,2011,10650001,1,loc:1065,1065,זמרת,1,1,367,334,333,1,מחל,174,55,119,0.522523,9,12,0,0,0,0,2,55,0,0,0,0,0,0,0,34,4,174,0,0,0,0,9,0,0,0,0,0,0,0,0,34
K22,stat2011:10660001,statistical_area,stat2011:10660001,2011,10660001,1,loc:1066,1066,"בני עי""ש",10,10,5751,3808,3757,51,מחל,1295,1075,220,0.34469,106,64,2,1,0,0,11,156,2,4,2,1,1,0,2,106,1075,1295,21,1,0,0,588,2,3,0,0,3,0,1,6,304
K22,stat2011:10670001,statistical_area,stat2011:10670001,2011,10670001,1,loc:1067,1067,"דוב""ב",1,1,359,249,249,0,מחל,174,26,148,0.698795,16,0,1,0,0,0,5,6,0,0,0,0,0,0,0,3,0,174,1,0,0,0,17,0,0,0,0,0,0,0,0,26
K22,stat2011:10680001,statistical_area,stat2011:10680001,2011,10680001,1,loc:1068,1068,אדמית,1,1,357,198,198,0,פה,67,47,20,0.338384,23,0,5,1,2,0,0,4,0,0,0,0,0,0,0,3,16,28,47,0,0,0,67,1,0,0,0,0,0,0,0,1
K22,stat2011:10690001,statistical_area,stat2011:10690001,2011,10690001,1,loc:1069,1069,רם-און,1,1,647,501,499,2,פה,318,61,257,0.637275,61,1,1,0,0,0,2,12,0,0,0,0,0,0,0,2,12,41,49,0,0,0,318,0,0,0,0,0,0,0,0,0
K22,stat2011:10700001,statistical_area,stat2011:10700001,2011,10700001,1,loc:1070,1070,אביעזר,1,1,562,441,441,0,מחל,144,120,24,0.326531,25,0,5,2,0,0,31,31,0,0,0,0,0,0,0,12,28,144,27,0,0,0,120,0,0,0,0,0,0,1,0,15
K22,stat2011:1070001,statistical_area,stat2011:1070001,2011,1070001,1,loc:107,107,כפר סילבר,1,1,97,35,35,0,פה,23,6,17,0.657143,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,23,0,0,0,0,0,0,0,0,0
K22,stat2011:10710001,statistical_area,stat2011:10710001,2011,10710001,1,loc:1071,1071,נווה מיכאל,1,1,463,360,359,1,מחל,164,45,119,0.456825,11,14,1,0,0,0,32,36,0,0,0,2,0,0,0,16,6,164,5,0,0,0,26,0,0,0,1,0,0,0,0,45
K22,stat2011:10720001,statistical_area,stat2011:10720001,2011,10720001,1,loc:1072,1072,גן הדרום,1,1,346,277,277,0,פה,116,81,35,0.418773,28,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,10,81,8,0,0,0,116,0,0,0,0,0,0,0,0,3
K22,stat2011:10770001,statistical_area,stat2011:10770001,2011,10770001,1,loc:1077,1077,גבעת שפירא,1,1,212,166,166,0,פה,116,17,99,0.698795,9,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,10,17,0,0,0,116,0,0,0,0,0,0,0,0,1
K22,stat2011:10790001,statistical_area,stat2011:10790001,2011,10790001,1,loc:1079,1079,צפרירים,1,1,305,217,217,0,זץ,57,51,6,0.262673,16,1,4,0,0,0,57,4,0,1,0,0,0,0,0,6,4,37,18,0,0,0,51,0,0,0,0,0,0,0,0,18
K22,stat2011:10800001,statistical_area,stat2011:10800001,2011,10800001,1,loc:1080,1080,מבועים,2,2,919,641,637,4,מחל,301,138,163,0.472527,81,5,0,2,0,0,5,24,0,1,0,0,0,0,0,16,23,301,4,0,0,0,138,0,1,0,0,1,0,0,0,35
K22,stat2011:10810001,statistical_area,stat2011:10810001,2011,10810001,1,loc:1081,1081,אבן מנחם,1,1,288,200,195,5,מחל,97,30,67,0.497436,30,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0,3,97,3,0,0,0,24,0,0,0,0,0,0,0,0,22
K22,stat2011:10820001,statistical_area,stat2011:10820001,2011,10820001,1,loc:1082,1082,מעגלים,2,2,1060,849,849,0,מחל,423,151,272,0.498233,14,17,0,0,0,0,4,151,1,0,0,0,0,0,0,87,5,423,1,1,0,0,16,0,0,0,0,0,0,0,0,129
K22,stat2011:10830001,statistical_area,stat2011:10830001,2011,10830001,1,loc:1083,1083,תושייה,1,1,317,247,247,0,טב,143,55,88,0.578947,0,4,0,0,0,0,0,143,0,0,0,0,0,0,0,33,1,55,0,0,0,0,3,0,0,0,0,0,0,0,0,8
K22,stat2011:10840001,statistical_area,stat2011:10840001,2011,10840001,1,loc:1084,1084,בן שמן (כפר נוער),1,1,233,164,164,0,פה,81,28,53,0.493902,28,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,20,0,0,0,81,0,0,0,0,0,0,0,0,2
K22,stat2011:10850001,statistical_area,stat2011:10850001,2011,10850001,1,loc:1085,1085,כרם שלום,1,1,136,69,67,2,פה,19,14,5,0.283582,8,2,0,0,0,0,0,14,0,1,0,0,0,0,0,3,3,13,4,0,0,0,19,0,0,0,0,0,0,0,0,0
K22,stat2011:10940001,statistical_area,stat2011:10940001,2011,10940001,1,loc:1094,1094,כרם יבנה (ישיבה),1,1,157,139,139,0,טב,92,26,66,0.661871,1,26,0,0,0,0,0,92,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K22,stat2011:10950001,statistical_area,stat2011:10950001,2011,10950001,1,loc:1095,1095,כפר מימון,1,1,423,345,345,0,טב,206,87,119,0.597101,5,2,0,0,0,0,1,206,0,0,0,0,0,0,0,21,0,87,1,0,0,0,20,0,0,0,0,0,0,0,0,2
K22,stat2011:10980001,statistical_area,stat2011:10980001,2011,10980001,1,loc:1098,1098,מרכז שפירא,2,2,1403,1136,1134,2,טב,604,254,350,0.532628,15,24,0,0,0,0,2,604,0,1,0,0,0,0,0,86,3,254,2,0,0,0,36,0,0,0,0,0,0,0,0,107
K22,stat2011:110001,statistical_area,stat2011:110001,2011,110001,1,loc:11,11,"ניר ח""ן",1,1,406,287,287,0,פה,94,63,31,0.327526,32,1,1,0,1,0,63,13,0,0,0,0,0,0,0,5,10,57,5,1,0,0,94,0,0,0,0,0,0,0,0,4
K22,stat2011:11020001,statistical_area,stat2011:11020001,2011,11020001,1,loc:1102,1102,צוקי ים,1,1,162,114,114,0,פה,62,22,40,0.54386,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,12,22,0,0,0,62,0,0,0,0,0,1,0,0,5
K22,stat2011:11030001,statistical_area,stat2011:11030001,2011,11030001,1,loc:1103,1103,גני הדר,1,1,256,203,202,1,פה,101,27,74,0.5,22,1,0,0,0,0,2,11,0,0,0,0,0,0,0,3,8,27,27,0,0,0,101,0,0,0,0,0,0,0,0,0
K22,stat2011:11040001,statistical_area,stat2011:11040001,2011,11040001,1,loc:1104,1104,פורייה - כפר עבודה,1,1,266,174,174,0,מחל,110,30,80,0.632184,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,2,1,110,0,0,0,0,30,0,0,0,0,0,0,0,4,10
K22,stat2011:11050001,statistical_area,stat2011:11050001,2011,11050001,1,loc:1105,1105,פורייה - נווה עובד,2,2,995,685,684,1,מחל,421,82,339,0.615497,31,7,1,0,1,0,1,41,0,1,0,0,0,0,0,24,22,421,7,0,0,0,82,0,0,0,0,1,1,0,6,37
K22,stat2011:11080001,statistical_area,stat2011:11080001,2011,11080001,1,loc:1108,1108,אומן,1,1,355,221,221,0,מחל,114,40,74,0.515837,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,40,114,0,0,0,0,32,0,0,0,0,0,0,0,0,11
K22,stat2011:11100001,statistical_area,stat2011:11100001,2011,11100001,1,loc:1110,1110,חבר,1,1,345,250,250,0,מחל,131,51,80,0.524,15,2,0,0,0,0,1,7,0,0,0,0,0,0,0,6,20,131,4,0,0,0,51,0,0,0,0,0,0,0,0,13
K22,stat2011:11120001,statistical_area,stat2011:11120001,2011,11120001,1,loc:1112,1112,יודפת,1,1,602,464,462,2,פה,209,173,36,0.452381,52,0,4,0,0,0,0,6,0,0,0,0,0,0,0,1,8,8,173,0,0,0,209,0,1,0,0,0,0,0,0,0
