source_locality,source_code,source_name,target_code,target_name,stat_2022,match_method,elections,result_rows,eligible,actual_voters
שאר ישוב,,שאר ישוב,324,שאר ישוב,1,automatic_name_match,K17,1,0,189
שדה יצחק,,שדה יצחק,2008,שדה יצחק,1,automatic_name_match,K17,1,0,189
נאות הכיכר,,נאות הכיכר,1124,נאות הכיכר,1,automatic_name_match,K17,1,0,188
נצר חזני [5410],5410,נצר חזני,1372,נצר חזני,1,automatic_name_match,K16,1,242,188
פרזון,,פרזון,2053,פרזון,1,automatic_name_match,K17,1,0,188
ארבל,,ארבל,701,ארבל,1,automatic_name_match,K17,1,0,186
גונן,,גונן,852,גונן,1,automatic_name_match,K17,1,0,186
פלך [1185],1185,פלך,1185,פלך,1,automatic_code_match,K25 K24,2,219,186
קטורה,,קטורה,1052,קטורה,1,automatic_name_match,K17,1,0,186
שדה דוד,,שדה דוד,36,שדה דוד,1,automatic_name_match,K17,1,0,185
אבני איתן,,אבני איתן,4011,אבני איתן,1,automatic_name_match,K17,1,0,184
מעין ברוך,,מעין ברוך,416,מעיין ברוך,1,reviewed_locality,K17,1,0,184
מצדות יהודה,,מצדות יהודה,3745,מצדות יהודה,1,automatic_name_match,K17,1,0,184
שקף,,שקף,1233,שקף,1,automatic_name_match,K17,1,0,184
באר מילכה [1278],1278,באר מילכה,1278,באר מילכה,1,automatic_code_match,K25 K24,2,214,183
בית גוברין,,בית גוברין,619,בית גוברין,1,automatic_name_match,K17,1,0,183
כפר גליקסון,,כפר גליקסון,310,כפר גליקסון,1,automatic_name_match,K17,1,0,183
ח'ואלד (שבט) [986],986,ח'ואלד (שבט),1321,ח'ואלד,1,reviewed_locality,K20 K19 K18,3,452,182
תובל,,תובל,1172,תובל,1,automatic_name_match,K17,1,0,182
אביבים,,אביבים,1115,אביבים,1,automatic_name_match,K17,1,0,181
בר יוחאי,,בר יוחאי,1191,בר יוחאי,1,automatic_name_match,K17,1,0,181
יסעור,,יסעור,575,יסעור,1,automatic_name_match,K17,1,0,181
כפר חיטים,,כפר חיטים,255,כפר חיטים,1,automatic_name_match,K17,1,0,181
נווה אור,,נווה אור,590,נווה אור,1,automatic_name_match,K17,1,0,181
עין השלושה,,עין השלושה,676,עין השלושה,1,automatic_name_match,K17,1,0,181
צופר,,צופר,1150,צופר,1,automatic_name_match,K17,1,0,181
יד נתן,,יד נתן,775,יד נתן,1,automatic_name_match,K17,1,0,180
ירדנה,,ירדנה,2026,ירדנה,1,automatic_name_match,K17,1,0,180
כפר זיתים,,כפר זיתים,786,כפר זיתים,1,automatic_name_match,K17,1,0,180
קרית נטפים,,קרית נטפים,3746,קריית נטפים,1,reviewed_locality,K17,1,0,180
שלווה,,שלווה,873,שלווה,1,automatic_name_match,K17,1,0,180
תירוש,,תירוש,10,תירוש,1,automatic_name_match,K17,1,0,180
"דוב""ב",,"דוב""ב",1067,"דוב""ב",1,automatic_name_match,K17,1,0,179
איתן,,איתן,37,איתן,1,automatic_name_match,K17,1,0,178
הרדוף,,הרדוף,1249,הרדוף,1,automatic_name_match,K17,1,0,178
חד-נס,,חד-נס,4026,חד-נס,1,automatic_name_match,K17,1,0,178
כרמל,,כרמל,3656,כרמל,1,automatic_name_match,K17,1,0,178
מבוא חמה,,מבוא חמה,4204,מבוא חמה,1,automatic_name_match,K17,1,0,178
נוגה,,נוגה,55,נוגה,1,automatic_name_match,K17,1,0,178
בית צבי [212],212,בית צבי,212,בית צבי,1,automatic_code_match,K25 K24 K23 K22 K21,5,339,177
בלפוריה,,בלפוריה,94,בלפוריה,1,automatic_name_match,K17,1,0,177
זנוח,,זנוח,816,זנוח,1,automatic_name_match,K17,1,0,177
חזון,,חזון,1047,חזון,1,automatic_name_match,K17,1,0,177
יבול,,יבול,1232,יבול,1,automatic_name_match,K17,1,0,177
רגבים,,רגבים,444,רגבים,1,automatic_name_match,K17,1,0,176
דישון,,דישון,2063,דישון,1,automatic_name_match,K17,1,0,175
כפר המכבי,,כפר המכבי,254,כפר המכבי,1,automatic_name_match,K17,1,0,175
ניצנה )קהילת חינו [1195],1195,ניצנה )קהילת חינו,1195,ניצנה (קהילת חינוך),1,automatic_code_match,K16,1,359,175
ניר משה,,ניר משה,2047,ניר משה,1,automatic_name_match,K17,1,0,175
אלמגור,,אלמגור,1125,אלמגור,1,automatic_name_match,K17,1,0,174
גבעת ישעיהו,,גבעת ישעיהו,919,גבעת ישעיהו,1,automatic_name_match,K17,1,0,174
כרם יבנה )ישיבה( [1094],1094,כרם יבנה )ישיבה(,1094,כרם יבנה (ישיבה),1,automatic_code_match,K16,1,213,173
"ניר ח""ן",,"ניר ח""ן",11,"ניר ח""ן",1,automatic_name_match,K17,1,0,173
בחן,,בחן,2043,בחן,1,automatic_name_match,K17,1,0,172
מעלה גמלא,,מעלה גמלא,4008,מעלה גמלא,1,automatic_name_match,K17,1,0,172
נחל עוז,,נחל עוז,844,נחל עוז,1,automatic_name_match,K17,1,0,172
שובה,,שובה,761,שובה,1,automatic_name_match,K17,1,0,172
גברעם,,גברעם,342,גברעם,1,automatic_name_match,K17,1,0,171
זוהר,,זוהר,44,זוהר,1,automatic_name_match,K17,1,0,171
שני,,שני,1287,שני,1,automatic_name_match,K17,1,0,171
דברת,,דברת,407,דברת,1,automatic_name_match,K17,1,0,170
עטרת,,עטרת,3658,עטרת,1,automatic_name_match,K17,1,0,170
בית ניר,,בית ניר,16,בית ניר,1,automatic_name_match,K17,1,0,169
להבות חביבה,,להבות חביבה,715,להבות חביבה,1,automatic_name_match,K17,1,0,169
מעגן,,מעגן,678,מעגן,1,automatic_name_match,K17,1,0,169
בית יוסף,,בית יוסף,265,בית יוסף,1,automatic_name_match,K17,1,0,168
מבוא ביתר,,מבוא ביתר,771,מבוא ביתר,1,automatic_name_match,K17,1,0,167
מגדל עוז,,מגדל עוז,3561,מגדל עוז,1,automatic_name_match,K17,1,0,167
בצת,,בצת,589,בצת,1,automatic_name_match,K17,1,0,166
לוטם,,לוטם,1171,לוטם,1,automatic_name_match,K17,1,0,166
צוחר,,צוחר,1136,צוחר,1,automatic_name_match,K17,1,0,166
גיבתון,,גיבתון,196,גיבתון,1,automatic_name_match,K17,1,0,165
מבטחים,,מבטחים,829,מבטחים,1,automatic_name_match,K17,1,0,165
שיבולים,,שיבולים,865,שיבולים,1,automatic_name_match,K17,1,0,165
יתד,,יתד,1227,יתד,1,automatic_name_match,K17,1,0,164
כרם יבנה (ישיבה),,כרם יבנה (ישיבה),1094,כרם יבנה (ישיבה),1,automatic_name_match,K17,1,0,164
מלאה,,מלאה,164,מלאה,1,automatic_name_match,K17,1,0,164
נאות גולן,,נאות גולן,4551,נאות גולן,1,automatic_name_match,K17,1,0,164
נאות סמדר,,נאות סמדר,1197,נאות סמדר,1,automatic_name_match,K17,1,0,164
עגור,,עגור,794,עגור,1,automatic_name_match,K17,1,0,164
חגי,,חגי,3764,חגי,1,automatic_name_match,K17,1,0,163
נווה מיכאל,,נווה מיכאל,1071,נווה מיכאל,1,automatic_name_match,K17,1,0,163
שומרה,,שומרה,614,שומרה,1,automatic_name_match,K17,1,0,163
ברק,,ברק,141,ברק,1,automatic_name_match,K17,1,0,162
גדיש,,גדיש,145,גדיש,1,automatic_name_match,K17,1,0,162
ניצנה (קהילת חינוך) [1195],1195,ניצנה (קהילת חינוך),1195,ניצנה (קהילת חינוך),1,automatic_code_match,K22 K21,2,423,162
נופך,,נופך,257,נופך,1,automatic_name_match,K17,1,0,161
פדויים,,פדויים,750,פדויים,1,automatic_name_match,K17,1,0,161
ירקונה,,ירקונה,183,ירקונה,1,automatic_name_match,K17,1,0,160
"פעמי תש""ז",,"פעמי תש""ז",2059,"פעמי תש""ז",1,automatic_name_match,K17,1,0,160
פרוד,,פרוד,599,פרוד,1,automatic_name_match,K17,1,0,160
אניעם,,אניעם,4012,אניעם,1,automatic_name_match,K17,1,0,159
בן שמן )כפר נוער( [1084],1084,בן שמן )כפר נוער(,1084,בן שמן (כפר נוער),1,automatic_code_match,K16,1,254,159
דור,,דור,738,דור,1,automatic_name_match,K17,1,0,159
הבונים,,הבונים,675,הבונים,1,automatic_name_match,K17,1,0,159
לבנים,,לבנים,1230,לבנים,1,automatic_name_match,K17,1,0,159
שדה נחום,,שדה נחום,259,שדה נחום,1,automatic_name_match,K17,1,0,159
שדה ניצן,,שדה ניצן,1058,שדה ניצן,1,automatic_name_match,K17,1,0,159
שזור,,שזור,527,שזור,1,automatic_name_match,K17,1,0,159
אל-רום,,אל-רום,4003,אל -רום,1,reviewed_locality,K17,1,0,158
אילות,,אילות,1126,אילות,1,automatic_name_match,K17,1,0,157
מעלה גלבוע,,מעלה גלבוע,1127,מעלה גלבוע,1,automatic_name_match,K17,1,0,157
יונתן,,יונתן,4007,יונתן,1,automatic_name_match,K17,1,0,156
אלקוש,,אלקוש,603,אלקוש,1,automatic_name_match,K17,1,0,155
אשבול,,אשבול,71,אשבול,1,automatic_name_match,K17,1,0,155
גני עם,,גני עם,218,גני עם,1,automatic_name_match,K17,1,0,155
גרופית,,גרופית,1129,גרופית,1,automatic_name_match,K17,1,0,155
"תלמי ביל""ו",,"תלמי ביל""ו",2050,"תלמי ביל""ו",1,automatic_name_match,K17,1,0,155
בן שמן (כפר נוער),,בן שמן (כפר נוער),1084,בן שמן (כפר נוער),1,automatic_name_match,K17,1,0,154
מנות,,מנות,1205,מנות,1,automatic_name_match,K17,1,0,154
תאשור,,תאשור,2062,תאשור,1,automatic_name_match,K17,1,0,154
אדירים,,אדירים,113,אדירים,1,automatic_name_match,K17,1,0,153
בית אורן,,בית אורן,317,בית אורן,1,automatic_name_match,K17,1,0,153
בית קשת,,בית קשת,365,בית קשת,1,automatic_name_match,K17,1,0,153
ניצנה (קהילת חינו,,ניצנה (קהילת חינו,1195,ניצנה (קהילת חינוך),1,reviewed_locality,K17,1,0,153
קדמת צבי,,קדמת צבי,4025,קדמת צבי,1,automatic_name_match,K17,1,0,153
גן שורק,,גן שורק,311,גן שורק,1,automatic_name_match,K17,1,0,152
כחל,,כחל,1210,כחל,1,automatic_name_match,K17,1,0,152
צביה,,צביה,1180,צביה,1,automatic_name_match,K17,1,0,152
שבי דרום [1377],1377,שבי דרום,1377,שבי דרום,1,automatic_code_match,K25,1,170,152
כפר דניאל,,כפר דניאל,707,כפר דניאל,1,automatic_name_match,K17,1,0,151
משמרות,,משמרות,213,משמרות,1,automatic_name_match,K17,1,0,151
שדי תרומות,,שדי תרומות,2057,שדי תרומות,1,automatic_name_match,K17,1,0,151
תומר,,תומר,3558,תומר,1,automatic_name_match,K17,1,0,150
חוקוק,,חוקוק,374,חוקוק,1,automatic_name_match,K17,1,0,149
לוזית,,לוזית,52,לוזית,1,automatic_name_match,K17,1,0,149
מנוחה,,מנוחה,2030,מנוחה,1,automatic_name_match,K17,1,0,149
שעל,,שעל,4009,שעל,1,automatic_name_match,K17,1,0,149
חלוץ,,חלוץ,1272,חלוץ,1,automatic_name_match,K17,1,0,148
כפר ברוך,,כפר ברוך,132,כפר ברוך,1,automatic_name_match,K17,1,0,148
מחסיה,,מחסיה,776,מחסיה,1,automatic_name_match,K17,1,0,148
אפיק,,אפיק,4301,אפיק,1,automatic_name_match,K17,1,0,147
זמרת,,זמרת,1065,זמרת,1,automatic_name_match,K17,1,0,147
מסדה,,מסדה,263,מסדה,1,automatic_name_match,K17,1,0,147
קצר א-סר,,קצר א-סר,1347,קצר א-סר,1,automatic_name_match,K17,1,0,147
רותם [3782],3782,רותם,3782,רותם,1,automatic_code_match,K25 K24,2,217,147
פצאל,,פצאל,3615,פצאל,1,automatic_name_match,K17,1,0,146
אלומה,,אלומה,1145,אלומה,1,automatic_name_match,K17,1,0,144
דבורה,,דבורה,146,דבורה,1,automatic_name_match,K17,1,0,144
יושיביה,,יושיביה,803,יושיביה,1,automatic_name_match,K17,1,0,144
נטועה,,נטועה,1147,נטועה,1,automatic_name_match,K17,1,0,144
צוריאל,,צוריאל,774,צוריאל,1,automatic_name_match,K17,1,0,144
גפן,,גפן,39,גפן,1,automatic_name_match,K17,1,0,143
גזר,,גזר,370,גזר,1,automatic_name_match,K17,1,0,142
כפר שמאי,,כפר שמאי,605,כפר שמאי,1,automatic_name_match,K17,1,0,141
ספיר,,ספיר,1176,ספיר,1,automatic_name_match,K17,1,0,141
שדות מיכה,,שדות מיכה,27,שדות מיכה,1,automatic_name_match,K17,1,0,141
תל קציר,,תל קציר,719,תל קציר,1,automatic_name_match,K17,1,0,141
אוהד,,אוהד,1046,אוהד,1,automatic_name_match,K17,1,0,140
אחווה,,אחווה,1157,אחווה,1,automatic_name_match,K17,1,0,140
גבעולים,,גבעולים,2014,גבעולים,1,automatic_name_match,K17,1,0,140
פקיעין חדשה,,פקיעין חדשה,281,פקיעין חדשה,1,automatic_name_match,K17,1,0,140
בת הדר,,בת הדר,1323,בת הדר,1,automatic_name_match,K17,1,0,139
מגן שאול,,מגן שאול,1155,מגן שאול,1,automatic_name_match,K17,1,0,139
צפרירים,,צפרירים,1079,צפרירים,1,automatic_name_match,K17,1,0,139
שורשים,,שורשים,1235,שורשים,1,automatic_name_match,K17,1,0,139
כפר קיש,,כפר קיש,388,כפר קיש,1,automatic_name_match,K17,1,0,138
קליה,,קליה,3601,קליה,1,automatic_name_match,K17,1,0,138
דחי,,דחי,475,דחי,1,automatic_name_match,K17,1,0,137
רועי,,רועי,3619,רועי,1,automatic_name_match,K17,1,0,137
שדה יואב,,שדה יואב,293,שדה יואב,1,automatic_name_match,K17,1,0,137
אומן,,אומן,1108,אומן,1,automatic_name_match,K17,1,0,136
כפר חרוב,,כפר חרוב,4004,כפר חרוב,1,automatic_name_match,K17,1,0,136
גבולות,,גבולות,352,גבולות,1,automatic_name_match,K17,1,0,135
כפר חנניה,,כפר חנניה,1297,כפר חנניה,1,automatic_name_match,K17,1,0,135
קוממיות,,קוממיות,766,קוממיות,1,automatic_name_match,K17,1,0,135
אלומות,,אלומות,330,אלומות,1,automatic_name_match,K17,1,0,134
חורשים,,חורשים,355,חורשים,1,automatic_name_match,K17,1,0,134
ניר עקיבא,,ניר עקיבא,2048,ניר עקיבא,1,automatic_name_match,K17,1,0,134
קלחים,,קלחים,414,קלחים,1,automatic_name_match,K17,1,0,134
רחוב,,רחוב,854,רחוב,1,automatic_name_match,K17,1,0,134
גת רימון,,גת רימון,128,גת רימון,1,automatic_name_match,K17,1,0,133
מירב,,מירב,1282,מירב,1,automatic_name_match,K17,1,0,133
שרשרת,,שרשרת,398,שרשרת,1,automatic_name_match,K17,1,0,133
כליל,,כליל,1183,כליל,1,automatic_name_match,K17,1,0,132
מכמנים,,מכמנים,1202,מכמנים,1,automatic_name_match,K17,1,0,132
מתתיהו,,מתתיהו,3648,מתתיהו,1,automatic_name_match,K17,1,0,132
בית רבן,,בית רבן,848,בית רבן,1,automatic_name_match,K17,1,0,131
כפר רות,,כפר רות,1166,כפר רות,1,automatic_name_match,K17,1,0,131
מעון,,מעון,3657,מעון,1,automatic_name_match,K17,1,0,131
רנן,,רנן,789,רנן,1,automatic_name_match,K17,1,0,131
מנרה,,מנרה,347,מנרה,1,automatic_name_match,K17,1,0,130
מקווה ישראל,,מקווה ישראל,22,מקווה ישראל,1,automatic_name_match,K17,1,0,130
ישע,,ישע,916,ישע,1,automatic_name_match,K17,1,0,129
אמנון,,אמנון,1253,אמנון,1,automatic_name_match,K17,1,0,128
דמיידה,,דמיידה,1317,דמיידה,1,automatic_name_match,K17,1,0,128
כסלון,,כסלון,859,כסלון,1,automatic_name_match,K17,1,0,128
עין קנייא [4502],4502,עין קנייא,4502,עין קנייא,1,automatic_code_match,K25 K24 K23 K22 K21,5,791,128
אלי-עד,,אלי-עד,4002,אלי-עד,1,automatic_name_match,K17,1,0,127
סופה,,סופה,1238,סופה,1,automatic_name_match,K17,1,0,127
צור נתן,,צור נתן,1148,צור נתן,1,automatic_name_match,K17,1,0,127
שמעה,,שמעה,3784,שמעה,1,automatic_name_match,K17,1,0,127
נווה איתן,,נווה איתן,296,נווה איתן,1,automatic_name_match,K17,1,0,126
סמר,,סמר,1156,סמר,1,automatic_name_match,K17,1,0,126
תדהר,,תדהר,2061,תדהר,1,automatic_name_match,K17,1,0,126
ברוש,,ברוש,2060,ברוש,1,automatic_name_match,K17,1,0,125
מבוא דותן,,מבוא דותן,3569,מבוא דותן,1,automatic_name_match,K17,1,0,125
אבו קרינאת (יישוב [1342],1342,אבו קרינאת (יישוב,1342,אבו קורינאת (יישוב),1,automatic_code_match,K20 K19,2,289,124
תושיה,,תושיה,1083,תושייה,1,reviewed_locality,K17,1,0,123
בית רימון,,בית רימון,1162,בית רימון,1,automatic_name_match,K17,1,0,122
מרגליות,,מרגליות,843,מרגליות,1,automatic_name_match,K17,1,0,122
פוריה - כפר עבודה,,פוריה - כפר עבודה,1104,פורייה - כפר עבודה,1,reviewed_locality,K17,1,0,122
יד בנימין,,יד בנימין,577,יד בנימין,1,automatic_name_match,K17,1,0,121
כיסופים,,כיסופים,840,כיסופים,1,automatic_name_match,K17,1,0,121
עמיעוז,,עמיעוז,318,עמיעוז,1,automatic_name_match,K17,1,0,121
דקל,,דקל,1241,דקל,1,automatic_name_match,K17,1,0,120
ח'ואלד,,ח'ואלד,1321,ח'ואלד,1,automatic_name_match,K17,1,0,120
מלילות,,מלילות,2044,מלילות,1,automatic_name_match,K17,1,0,120
אורטל,,אורטל,4013,אורטל,1,automatic_name_match,K17,1,0,119
גני הדר,,גני הדר,1103,גני הדר,1,automatic_name_match,K17,1,0,119
טפחות,,טפחות,1214,טפחות,1,automatic_name_match,K17,1,0,119
חוסנייה,,חוסנייה,1332,חוסנייה,1,automatic_name_match,K17,1,0,118
עין זיוון,,עין זיוון,4503,עין זיוון,1,automatic_name_match,K17,1,0,118
שתולה,,שתולה,1045,שתולה,1,automatic_name_match,K17,1,0,118
