election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
K21,loc:3768,locality,loc:3768,3768,פדואל,2,2,1020,894,893,1,טב,532,207,325,0.595745,1,2,0,0,32,0,0,0,0,532,0,0,0,0,1,0,0,100,0,207,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
K21,loc:3769,locality,loc:3769,3769,הר אדר,5,5,3003,2373,2368,5,פה,1203,482,721,0.508024,194,2,0,4,62,0,0,0,1,15,0,2,1,0,62,0,12,482,123,108,1,0,0,81,2,0,0,1203,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11
K21,loc:377,locality,loc:377,377,המעפיל,1,1,626,484,484,0,פה,279,95,184,0.576446,63,2,0,0,8,0,0,0,0,0,0,0,0,0,3,0,1,23,95,4,0,0,0,4,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:3770,locality,loc:3770,3770,חשמונאים,4,4,2305,1801,1796,5,נ,556,449,107,0.309577,8,37,0,1,155,0,0,0,1,449,0,0,0,0,18,0,2,404,6,556,0,0,2,17,0,0,0,59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,79
K21,loc:3777,locality,loc:3777,3777,סנסנה,1,1,204,186,186,0,נ,97,55,42,0.521505,1,0,0,0,2,0,0,0,0,55,0,0,0,0,3,0,0,21,0,97,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:3778,locality,loc:3778,3778,עץ אפרים,2,2,1298,1060,1059,1,מחל,362,208,154,0.341832,9,8,0,0,78,0,0,0,2,208,0,0,0,0,27,0,16,362,4,199,0,0,0,11,2,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
K21,loc:3779,locality,loc:3779,3779,כוכב יעקב,6,6,4085,3319,3295,24,שס,1195,844,351,0.362671,1,602,0,0,164,1,0,0,0,844,0,1,0,0,10,0,2,337,3,120,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195
K21,loc:378,locality,loc:378,378,משגב עם,1,1,259,171,171,0,פה,83,39,44,0.48538,39,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,5,9,16,5,0,0,0,5,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:3780,locality,loc:3780,3780,ביתר עילית,38,38,24740,19989,19816,173,ג,12532,5253,7279,0.632418,10,12532,0,1,219,1,0,0,2,961,0,0,0,0,21,0,5,679,4,84,0,0,1,1,2,0,0,29,1,0,0,0,5,4,0,0,0,1,0,0,0,0,5253
K21,loc:3781,locality,loc:3781,3781,קדר,2,2,954,707,705,2,מחל,432,88,344,0.612766,8,1,0,0,55,0,0,0,0,11,0,2,0,0,38,0,5,432,0,25,0,0,1,21,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
K21,loc:3784,locality,loc:3784,3784,שמעה,1,1,425,320,319,1,טב,117,90,27,0.366771,7,1,0,0,22,0,0,0,1,117,0,0,0,0,8,0,6,90,1,32,2,0,0,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
K21,loc:3787,locality,loc:3787,3787,נעלה,2,2,1121,864,858,6,מחל,332,236,96,0.386946,15,3,0,1,36,0,0,0,2,24,0,0,0,0,41,0,20,332,8,83,0,0,0,49,2,0,0,236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
K21,loc:3788,locality,loc:3788,3788,טלמון,3,3,2025,1760,1754,6,טב,1163,311,852,0.663056,0,24,0,0,95,0,0,0,0,1163,0,0,0,0,3,0,1,136,0,311,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15
K21,loc:379,locality,loc:379,379,גאולים,1,1,678,530,527,3,פה,179,166,13,0.339658,50,2,0,0,24,0,0,0,0,3,0,0,0,0,47,0,3,166,7,15,0,0,0,11,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
K21,loc:3790,locality,loc:3790,3790,נופים,1,1,497,378,376,2,מחל,175,54,121,0.465426,2,2,0,0,32,0,0,0,0,53,0,0,0,0,8,0,13,175,3,54,0,0,0,5,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
K21,loc:3791,locality,loc:3791,3791,צופים,2,2,1417,1146,1145,1,מחל,306,266,40,0.267249,14,7,0,0,83,0,0,0,2,178,0,0,0,0,41,0,13,306,13,266,0,0,15,18,0,0,0,161,1,0,0,0,0,1,0,0,0,2,0,0,0,0,24
K21,loc:3793,locality,loc:3793,3793,אבני חפץ,2,2,1059,857,855,2,טב,436,210,226,0.509942,1,10,0,0,36,0,0,0,0,436,0,0,0,0,4,0,0,210,0,90,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
K21,loc:3794,locality,loc:3794,3794,בת עין,2,2,851,650,650,0,טב,245,178,67,0.376923,0,17,0,0,178,0,0,0,0,245,0,0,0,0,1,0,0,92,4,88,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19
K21,loc:3795,locality,loc:3795,3795,רבבה,2,2,1122,986,982,4,טב,632,179,453,0.643585,3,6,0,0,53,0,0,0,0,632,0,0,0,0,0,0,0,85,1,179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
K21,loc:3796,locality,loc:3796,3796,כפר האורנים,3,3,1587,1214,1211,3,פה,724,159,565,0.597853,106,9,0,0,19,0,0,0,0,11,0,0,0,0,29,0,6,159,58,40,0,0,4,40,0,1,0,724,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
K21,loc:3797,locality,loc:3797,3797,מודיעין עילית,41,41,27232,23004,22385,619,ג,18008,3833,14175,0.804467,7,18008,1,3,116,0,0,0,4,105,0,0,1,0,12,0,3,206,2,33,0,0,3,4,1,1,0,22,1,0,1,1,14,0,1,0,0,0,0,1,0,1,3833
K21,loc:380,locality,loc:380,380,להבות הבשן,1,1,674,491,489,2,פה,216,107,109,0.441718,67,1,0,4,18,0,0,0,0,3,1,0,0,0,12,0,6,34,107,4,0,0,0,12,0,0,0,216,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
K21,loc:382,locality,loc:382,382,מכמורת,2,2,1045,732,731,1,פה,470,92,378,0.642955,92,0,0,2,8,0,0,0,0,0,0,0,0,0,8,0,0,48,73,12,0,0,0,14,0,0,0,470,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
K21,loc:3822,locality,loc:3822,3822,רחלים,1,1,303,277,277,0,טב,151,83,68,0.545126,0,1,0,0,15,0,0,0,0,151,0,0,0,0,1,0,0,23,0,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:3823,locality,loc:3823,3823,גני מודיעין,3,3,1825,1431,1420,11,שס,568,276,292,0.4,2,116,0,0,84,0,0,0,0,276,0,0,0,0,10,0,3,275,1,71,0,0,1,3,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
K21,loc:3824,locality,loc:3824,3824,עמיחי,1,1,65,64,64,0,טב,49,7,42,0.765625,0,0,0,0,7,0,0,0,0,49,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,444,354,354,0,נ,144,53,91,0.40678,15,3,0,2,19,0,0,0,0,53,0,0,0,0,5,0,0,31,4,144,0,0,0,33,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:385,locality,loc:385,385,עמיעד,1,1,428,271,269,2,פה,136,80,56,0.505576,80,1,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,8,26,1,0,0,0,6,1,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:386,locality,loc:386,386,בני דרור,2,2,1004,805,794,11,פה,437,123,314,0.550378,111,0,1,0,10,1,0,0,0,4,0,0,0,0,19,0,2,123,45,31,1,0,1,6,0,0,0,437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
K21,loc:387,locality,loc:387,387,כפר מונש,1,1,624,477,476,1,פה,303,67,236,0.636555,67,0,1,1,4,1,0,0,0,1,0,0,0,0,13,0,2,43,33,2,0,0,0,5,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:388,locality,loc:388,388,כפר קיש,1,1,432,325,321,4,פה,176,49,127,0.548287,35,0,0,0,10,0,0,0,1,1,0,0,0,0,8,0,1,49,15,14,0,0,0,8,0,1,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:389,locality,loc:389,389,בצרה,2,2,776,582,581,1,פה,382,57,325,0.657487,54,2,0,0,10,0,0,0,6,3,1,0,0,0,4,0,0,57,36,10,0,0,0,12,0,0,0,382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
K21,loc:39,locality,loc:39,39,גפן,1,1,254,187,185,2,מחל,120,21,99,0.648649,3,3,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,120,1,6,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
K21,loc:390,locality,loc:390,390,רגבה,2,2,807,615,611,4,פה,365,101,264,0.597381,101,1,0,1,5,0,0,0,1,1,0,0,0,0,16,0,2,75,26,10,1,0,0,5,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:393,locality,loc:393,393,גלאון,1,1,449,310,310,0,פה,144,70,74,0.464516,70,0,0,0,2,0,0,0,0,2,0,0,0,0,11,0,3,7,66,3,0,0,0,2,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:394,locality,loc:394,394,שובל,1,1,618,484,482,2,פה,243,105,138,0.504149,85,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,5,19,105,4,0,0,1,11,0,0,0,243,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
K21,loc:395,locality,loc:395,395,משמר הנגב,2,2,768,518,517,1,פה,233,144,89,0.450677,144,0,0,1,3,0,0,0,0,1,2,0,0,0,7,0,4,49,40,14,0,0,0,17,1,0,0,233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,loc:396,locality,loc:396,396,נבטים,1,1,719,562,559,3,פה,232,156,76,0.415027,27,2,1,0,13,0,1,0,1,19,0,0,0,0,22,0,2,156,8,40,1,0,0,24,0,0,0,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
K21,loc:397,locality,loc:397,397,חצרים,2,2,813,613,612,1,פה,358,131,227,0.584967,131,0,0,1,3,0,0,0,0,1,1,0,0,0,8,0,4,18,73,2,0,0,0,9,0,0,0,358,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
K21,loc:398,locality,loc:398,398,שרשרת,1,1,253,192,192,0,מחל,122,20,102,0.635417,1,16,0,0,5,0,0,0,0,20,0,0,0,0,4,0,1,122,0,7,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
K21,loc:399,locality,loc:399,399,בארי,2,2,844,672,671,1,אמת,301,226,75,0.448584,301,1,1,2,5,1,0,0,0,2,0,0,0,0,2,0,0,22,92,6,0,0,0,7,1,0,0,226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K21,loc:400,locality,loc:400,400,אבן שמואל,2,2,871,756,754,2,מחל,264,260,4,0.350133,5,36,0,0,25,0,0,0,0,260,0,0,0,0,8,0,0,264,2,101,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
K21,loc:4000,locality,loc:4000,4000,חיפה,407,407,247866,145606,144578,1028,פה,47261,34217,13044,0.326889,8127,5210,1464,7319,3346,46,5,0,55,3016,36,26,21,8,7310,17,10553,34217,6792,3320,79,0,74,2370,296,10,13,47261,33,25,12,11,16,188,36,0,15,173,35,15,41,56,2931
K21,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,519,74,73,1,מחל,26,21,5,0.356164,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,0,2,26,8,4,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,296,226,224,2,פה,103,27,76,0.459821,25,1,0,0,15,0,0,0,0,3,0,0,0,0,9,0,3,27,4,16,0,0,0,18,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:4003,locality,loc:4003,4003,אל -רום,1,1,330,251,251,0,פה,105,50,55,0.418327,50,0,0,1,16,0,0,0,1,1,0,0,0,0,3,0,5,32,21,3,0,0,0,12,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,379,243,243,0,פה,146,38,108,0.600823,38,0,0,1,8,0,0,0,0,0,0,0,0,0,4,0,1,19,13,1,0,0,0,9,0,0,0,146,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
K21,loc:4005,locality,loc:4005,4005,חספין,2,2,801,632,631,1,טב,351,135,216,0.55626,3,4,0,0,17,0,0,0,0,351,0,0,0,0,2,0,0,99,1,135,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
K21,loc:4006,locality,loc:4006,4006,קשת,1,1,424,334,334,0,טב,211,66,145,0.631737,2,2,0,0,10,0,0,0,0,211,0,0,0,0,0,0,0,32,0,66,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
K21,loc:4007,locality,loc:4007,4007,יונתן,1,1,357,291,291,0,נ,127,64,63,0.436426,4,1,0,0,21,0,0,0,0,64,0,0,0,0,6,0,0,42,2,127,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,390,312,312,0,פה,185,33,152,0.592949,33,0,0,0,9,0,0,0,0,1,1,0,0,0,4,0,2,29,21,10,0,0,0,15,0,0,0,185,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K21,loc:4009,locality,loc:4009,4009,שעל,1,1,213,170,169,1,פה,64,46,18,0.378698,14,0,0,0,5,0,0,0,0,1,0,0,0,0,8,0,3,46,4,5,0,0,0,15,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K21,loc:4010,locality,loc:4010,4010,אודם,1,1,113,88,88,0,פה,45,12,33,0.511364,5,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,9,1,5,0,0,0,12,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,395,322,322,0,טב,116,94,22,0.360248,1,0,0,0,24,0,0,0,0,116,0,0,0,0,8,0,0,56,1,94,0,0,1,11,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K21,loc:4012,locality,loc:4012,4012,אניעם,1,1,435,306,306,0,פה,145,64,81,0.473856,18,2,0,0,19,0,0,0,0,3,0,0,0,1,14,0,5,64,7,8,0,0,0,15,0,0,0,145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
K21,loc:4013,locality,loc:4013,4013,אורטל,1,1,248,193,192,1,פה,97,24,73,0.505208,18,0,0,1,9,0,0,0,0,2,0,0,0,0,3,0,0,18,7,11,0,0,0,24,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
K21,loc:4014,locality,loc:4014,4014,נטור,1,1,234,188,188,0,נ,65,42,23,0.345745,6,0,0,0,14,0,0,0,0,9,0,0,0,0,8,0,0,29,6,65,0,0,0,7,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,891,599,594,5,פה,279,129,150,0.469697,52,1,0,1,27,0,0,0,0,10,0,0,0,0,20,0,17,129,13,23,0,0,0,20,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,217,159,157,2,נ,50,42,8,0.318471,1,2,0,0,12,0,0,0,0,42,0,0,0,0,4,0,0,35,0,50,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:4019,locality,loc:4019,4019,מיצר,1,1,122,95,95,0,פה,51,16,35,0.536842,11,0,0,0,16,0,0,0,1,1,0,0,0,0,1,0,0,4,5,3,0,0,0,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:402,locality,loc:402,402,ניר יצחק,1,1,585,389,388,1,מרצ,150,137,13,0.386598,74,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,1,9,150,5,0,0,0,4,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,469,355,355,0,פה,189,69,120,0.532394,26,0,0,0,13,0,0,0,0,9,1,0,0,0,6,0,3,69,8,15,0,0,0,11,1,0,0,189,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
K21,loc:4022,locality,loc:4022,4022,גשור,1,1,223,158,158,0,פה,83,26,57,0.525316,14,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,26,13,5,0,0,0,8,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:4024,locality,loc:4024,4024,קלע,1,1,212,127,126,1,פה,41,31,10,0.325397,16,1,0,0,10,0,0,0,0,2,0,0,0,0,3,0,4,31,3,5,0,0,0,7,1,0,0,41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
K21,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,372,290,290,0,פה,165,41,124,0.568966,18,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,5,41,10,13,0,0,0,20,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:4026,locality,loc:4026,4026,חד-נס,1,1,630,398,398,0,פה,178,102,76,0.447236,20,3,0,0,17,0,0,0,1,10,0,2,0,0,15,0,2,102,8,9,0,0,0,30,0,0,0,178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,loc:4028,locality,loc:4028,4028,כנף,1,1,318,250,250,0,פה,127,28,99,0.508,28,0,0,0,12,0,0,0,0,7,1,0,0,0,5,0,1,24,6,18,0,0,0,20,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,loc:403,locality,loc:403,403,אורים,1,1,449,257,256,1,פה,120,69,51,0.46875,69,0,2,0,3,0,0,0,0,1,0,0,0,0,3,0,3,12,33,3,0,0,0,6,0,0,0,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K21,loc:405,locality,loc:405,405,נווה אילן,1,1,686,493,493,0,פה,242,74,168,0.490872,58,1,1,2,14,0,0,0,0,2,0,0,0,0,14,0,0,74,47,17,0,0,1,15,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
K21,loc:406,locality,loc:406,406,חצור-אשדוד,1,1,660,468,468,0,פה,234,132,102,0.5,70,0,0,1,2,0,0,0,0,0,0,0,0,0,8,0,2,13,132,1,0,0,0,4,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:407,locality,loc:407,407,דברת,1,1,302,206,205,1,פה,124,37,87,0.604878,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,5,4,0,0,0,9,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K21,loc:408,locality,loc:408,408,נאות מרדכי,1,1,509,376,376,0,פה,189,78,111,0.50266,78,2,0,1,18,0,0,0,0,1,0,0,0,0,8,0,3,20,26,12,0,0,0,13,0,0,0,189,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
K21,loc:409,locality,loc:409,409,יחיעם,1,1,553,484,483,1,פה,241,96,145,0.498965,96,0,1,2,6,0,0,0,0,1,0,1,0,0,11,0,5,33,72,1,0,0,0,9,2,0,0,241,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
K21,loc:41,locality,loc:41,41,אליכין,4,4,2612,1992,1976,16,מחל,950,334,616,0.480769,58,34,0,0,87,0,0,0,1,79,0,0,0,0,129,0,5,950,13,52,0,0,1,31,0,0,0,334,0,0,1,0,0,1,0,0,1,0,0,0,0,0,199
K21,loc:4100,locality,loc:4100,4100,קצרין,10,10,6040,3565,3527,38,מחל,1143,724,419,0.324071,104,7,1,0,219,0,0,0,1,227,0,0,0,0,176,1,552,1143,38,145,2,0,4,73,21,1,1,724,1,0,0,0,0,3,0,0,0,7,0,0,0,1,75
K21,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,563,396,396,0,פה,219,75,144,0.55303,75,0,0,0,9,0,0,0,0,2,0,0,0,0,6,0,1,32,14,11,0,0,0,24,0,0,0,219,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
K21,loc:413,locality,loc:413,413,צאלים,1,1,399,296,296,0,פה,128,74,54,0.432432,74,1,0,2,10,0,0,0,0,4,0,0,0,0,9,0,3,18,31,6,0,0,0,8,0,0,1,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K21,loc:414,locality,loc:414,414,קלחים,1,1,350,291,290,1,פה,91,86,5,0.313793,33,1,0,0,8,0,0,0,0,3,0,0,0,0,12,0,1,86,24,9,2,0,5,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
K21,loc:415,locality,loc:415,415,שוקדה,1,1,261,210,210,0,מחל,75,60,15,0.357143,2,0,0,0,10,0,0,0,0,60,0,0,0,0,5,1,0,75,0,38,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
K21,loc:416,locality,loc:416,416,מעיין ברוך,1,1,473,336,335,1,פה,166,71,95,0.495522,71,0,0,1,5,0,0,0,0,0,0,0,0,0,8,0,2,31,31,6,0,0,0,10,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K21,loc:417,locality,loc:417,417,יקום,1,1,538,433,431,2,פה,221,110,111,0.512761,71,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,10,110,4,0,0,0,6,0,0,0,221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K21,loc:418,locality,loc:418,418,בני ציון,2,2,824,619,618,1,פה,395,75,320,0.639159,51,0,1,1,9,0,0,0,1,1,0,0,0,0,5,0,1,75,54,11,0,0,1,9,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
K21,loc:419,locality,loc:419,419,סעד,1,1,619,491,489,2,נ,127,109,18,0.259714,29,0,0,0,18,0,0,0,0,101,0,1,0,0,9,0,1,62,4,127,0,0,0,26,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,loc:4201,locality,loc:4201,4201,מג'דל שמס,1,1,801,139,137,2,פה,64,37,27,0.467153,5,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,3,37,8,6,0,0,0,0,0,0,0,64,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2
K21,loc:4203,locality,loc:4203,4203,מסעדה,1,1,326,71,71,0,פה,27,20,7,0.380282,1,0,0,1,2,0,0,0,0,1,0,0,0,0,8,0,3,20,1,2,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
K21,loc:4204,locality,loc:4204,4204,מבוא חמה,1,1,401,283,282,1,פה,160,60,100,0.567376,60,0,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0,14,21,7,0,0,0,9,0,0,0,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K21,loc:421,locality,loc:421,421,משאבי שדה,1,1,459,311,310,1,פה,147,85,62,0.474194,85,0,0,0,10,0,0,0,0,1,0,0,0,0,5,0,5,19,22,4,0,0,0,11,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:422,locality,loc:422,422,חרב לאת,1,1,521,410,410,0,פה,228,77,151,0.556098,39,0,0,1,6,0,0,0,0,3,0,0,0,0,8,0,0,77,23,11,0,0,0,8,1,0,0,228,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
K21,loc:423,locality,loc:423,423,העוגן,1,1,610,465,462,3,פה,242,110,132,0.52381,68,0,0,6,3,0,0,0,0,2,0,0,0,0,3,1,2,11,110,3,0,0,0,9,0,0,0,242,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
K21,loc:424,locality,loc:424,424,גבים,1,1,449,345,344,1,פה,182,77,105,0.52907,77,0,0,1,3,0,0,0,0,4,0,0,0,0,7,0,0,19,40,0,0,0,0,9,0,0,0,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
K21,loc:425,locality,loc:425,425,משמרת,1,1,655,526,525,1,פה,355,54,301,0.67619,54,1,0,1,5,0,0,0,0,4,0,0,0,0,9,0,0,40,40,9,0,0,1,6,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:426,locality,loc:426,426,עין כרמל,1,1,521,417,414,3,פה,229,99,130,0.55314,99,0,0,1,4,0,0,0,0,1,0,0,0,0,5,0,9,25,28,4,0,0,0,7,0,0,0,229,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
K21,loc:427,locality,loc:427,427,כפר גלים,1,1,89,61,59,2,מחל,20,20,0,0.338983,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,20,4,1,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:428,locality,loc:428,428,ברור חיל,1,1,745,540,540,0,פה,280,99,181,0.518519,99,1,0,4,12,0,0,0,0,1,0,0,0,2,14,0,6,54,51,9,0,0,0,6,0,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K21,loc:429,locality,loc:429,429,אלוני אבא,1,1,666,530,529,1,פה,344,55,289,0.650284,55,0,0,2,3,0,0,0,0,2,0,0,0,0,9,0,1,41,52,6,0,0,0,13,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,loc:43,locality,loc:43,43,מטולה,2,2,1417,925,923,2,פה,441,131,310,0.47779,98,2,0,1,46,1,0,0,0,11,0,0,0,0,39,0,19,131,52,30,0,0,0,39,6,0,0,441,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4
K21,loc:430,locality,loc:430,430,בית לחם הגלילית,1,1,621,485,484,1,פה,294,64,230,0.607438,64,0,1,0,11,0,0,0,0,3,1,0,0,0,8,0,1,52,29,14,0,0,1,3,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
K21,loc:4301,locality,loc:4301,4301,אפיק,1,1,251,178,178,0,פה,79,29,50,0.44382,29,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,2,15,16,7,3,0,0,10,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,loc:4303,locality,loc:4303,4303,"נווה אטי""ב",1,1,165,111,110,1,פה,54,19,35,0.490909,5,0,0,0,6,0,0,0,0,3,0,1,0,0,4,0,2,19,3,6,0,0,0,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
