source_row_uid,election,election_number,source_row_id,source_order,source_locality_code,source_locality_name,source_kalpi,eligible_voters,actual_voters,valid_votes,invalid_votes,is_envelope,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,locality_assignment_status,locality_geography_type,locality_geography_id,locality_result_code,locality_result_name,is_locality_mapped,custom_geography_id,is_mapped,is_geographic,final_assignment_method,final_assignment_source,assignment_evidence_class,assignment_confidence,assignment_is_synthetic_link,unresolved_reason
K17:1,K17,17,1,1,,מעטפות כפולות,1010,0,1195,1175,20,True,183,23,12,3,7,1,3,47,3,127,1,7,264,0,113,114,58,2,5,13,0,0,2,1,0,0,0,58,0,38,90,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:2,K17,17,2,2,,מעטפות כפולות,1020,0,1210,1192,18,True,159,15,14,1,8,2,7,50,5,110,7,14,286,0,108,113,67,0,8,8,4,0,3,0,0,0,1,69,1,38,94,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:3,K17,17,3,3,,מעטפות כפולות,1030,0,1169,1148,21,True,153,15,2,0,5,0,13,64,5,108,5,21,270,0,122,108,60,2,4,9,1,0,0,0,1,1,2,51,0,39,87,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:4,K17,17,4,4,,מעטפות כפולות,1040,0,1209,1190,19,True,174,13,1,0,4,0,3,63,8,104,6,6,315,0,95,123,77,1,3,13,3,1,1,0,1,0,0,64,0,46,65,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:5,K17,17,5,5,,מעטפות כפולות,1050,0,1198,1176,22,True,163,12,8,1,9,1,8,50,5,110,6,7,291,1,108,121,58,5,6,12,0,0,1,0,1,1,0,55,0,44,92,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:6,K17,17,6,6,,מעטפות כפולות,1060,0,1210,1191,19,True,145,16,1,0,1,1,13,37,7,147,6,17,257,1,113,145,60,5,1,8,2,1,1,0,0,0,0,82,0,48,76,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:7,K17,17,7,7,,מעטפות כפולות,1070,0,1176,1152,24,True,161,17,4,0,2,1,7,56,6,111,4,7,256,0,104,139,50,2,8,2,0,1,2,0,0,3,2,64,1,45,97,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:8,K17,17,8,8,,מעטפות כפולות,1080,0,1196,1182,14,True,147,36,4,1,1,1,5,80,9,108,3,13,284,0,112,106,60,1,3,6,0,1,1,1,1,1,0,54,0,47,96,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:9,K17,17,9,9,,מעטפות כפולות,1090,0,1206,1185,21,True,165,28,11,1,5,1,1,44,4,142,1,17,238,1,68,129,67,1,19,11,0,1,1,0,1,1,0,79,0,52,96,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:10,K17,17,10,10,,מעטפות כפולות,1100,0,1242,1209,33,True,158,11,4,1,7,4,12,42,6,140,6,14,269,1,116,122,60,3,11,7,1,3,2,0,1,0,0,85,0,53,70,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:11,K17,17,11,11,,מעטפות כפולות,1110,0,1187,1157,30,True,172,59,6,0,4,0,7,58,3,174,2,17,207,1,69,132,50,2,2,8,1,0,0,1,1,1,0,59,0,34,87,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:12,K17,17,12,12,,מעטפות כפולות,1120,0,1200,1176,24,True,159,33,3,0,10,1,2,68,3,146,4,19,243,0,113,123,67,1,5,6,0,1,1,0,3,0,1,55,1,36,72,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:13,K17,17,13,13,,מעטפות כפולות,1130,0,1148,1132,16,True,182,34,2,0,6,2,1,59,2,98,3,11,264,1,79,107,83,3,4,5,1,1,1,0,0,3,1,61,2,42,74,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:14,K17,17,14,14,,מעטפות כפולות,1140,0,1162,1155,7,True,152,11,0,0,3,1,4,38,3,97,3,7,290,0,86,118,86,6,13,6,0,3,0,0,0,1,0,89,0,60,78,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:15,K17,17,15,15,,מעטפות כפולות,1150,0,1191,1175,16,True,158,26,3,1,2,0,4,49,4,113,8,15,263,0,124,136,69,2,2,13,0,1,3,0,0,3,1,55,0,50,70,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:16,K17,17,16,16,,מעטפות כפולות,1160,0,1204,1175,29,True,171,43,11,0,11,0,7,46,4,112,7,8,271,0,83,130,49,3,9,8,0,0,2,0,0,4,1,59,0,48,88,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:17,K17,17,17,17,,מעטפות כפולות,1170,0,1212,1195,17,True,197,6,4,1,2,1,6,35,6,115,2,7,326,0,88,123,75,2,3,10,0,2,3,1,0,2,0,55,1,41,81,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:18,K17,17,18,18,,מעטפות כפולות,1180,0,1200,1185,15,True,182,14,3,0,2,0,4,49,5,137,1,12,290,1,90,114,79,2,2,10,0,2,2,0,0,1,0,66,1,55,61,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:19,K17,17,19,19,,מעטפות כפולות,1190,0,1161,1146,15,True,148,4,0,0,11,1,3,50,3,122,3,11,282,0,95,124,62,4,12,13,1,1,2,0,0,1,1,86,0,50,56,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:20,K17,17,20,20,,מעטפות כפולות,1200,0,1192,1168,24,True,156,19,6,1,9,0,3,50,8,117,5,10,312,0,89,124,56,3,12,8,1,0,1,0,0,1,0,56,0,37,84,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:21,K17,17,21,21,,מעטפות כפולות,1210,0,1032,1011,21,True,148,25,2,0,3,0,2,55,3,83,1,12,250,1,68,109,59,2,2,10,2,1,0,0,0,1,1,61,0,47,63,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:22,K17,17,22,22,,מעטפות כפולות,1220,0,1190,1168,22,True,131,22,4,1,6,0,8,47,5,139,5,17,257,1,110,121,62,1,2,11,0,1,0,0,0,2,0,80,0,48,87,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:23,K17,17,23,23,,מעטפות כפולות,1230,0,1200,1179,21,True,155,32,8,0,11,1,2,53,10,99,0,6,259,2,113,130,66,3,11,6,1,0,1,0,1,0,0,64,1,55,89,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:24,K17,17,24,24,,מעטפות כפולות,1240,0,1198,1176,22,True,167,23,0,0,8,2,9,48,7,136,5,15,273,0,88,105,56,3,9,15,0,1,2,0,0,1,0,58,0,54,91,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:25,K17,17,25,25,,מעטפות כפולות,1250,0,1209,1186,23,True,168,49,3,1,6,1,6,47,10,123,2,15,241,0,95,133,64,0,8,14,2,1,1,0,0,0,2,64,0,38,92,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:26,K17,17,26,26,,מעטפות כפולות,1260,0,1175,1125,50,True,162,27,2,1,1,1,5,50,9,112,2,12,259,0,94,125,66,5,10,6,2,1,1,0,0,0,0,62,0,43,67,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:27,K17,17,27,27,,מעטפות כפולות,1270,0,1190,1159,31,True,164,20,4,1,11,0,11,30,8,120,3,4,308,0,100,113,75,0,6,11,0,0,0,0,0,1,1,63,0,40,65,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:28,K17,17,28,28,,מעטפות כפולות,1280,0,1200,1181,19,True,132,93,2,1,8,0,1,55,3,191,2,19,245,0,66,99,71,2,2,17,0,1,0,0,1,1,0,40,0,35,94,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:29,K17,17,29,29,,מעטפות כפולות,1290,0,1200,1175,25,True,154,22,4,1,11,2,8,48,6,87,3,13,252,3,155,128,66,3,8,12,1,3,1,0,0,1,1,53,1,51,77,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:30,K17,17,30,30,,מעטפות כפולות,1300,0,1165,1152,13,True,179,41,2,2,6,1,4,61,5,161,1,26,240,0,77,106,47,5,7,5,1,0,0,0,0,1,0,45,0,25,104,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:31,K17,17,31,31,,מעטפות כפולות,1310,0,1193,1178,15,True,160,15,2,0,5,2,0,54,7,124,1,12,302,1,92,109,65,2,4,7,0,0,1,0,1,2,1,73,0,46,90,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:32,K17,17,32,32,,מעטפות כפולות,1320,0,1196,1159,37,True,131,11,7,0,5,0,9,46,6,154,2,19,248,1,109,125,43,2,8,11,2,0,1,1,1,2,2,66,0,47,100,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:33,K17,17,33,33,,מעטפות כפולות,1330,0,1200,1176,24,True,174,11,11,0,15,1,1,59,7,107,3,14,304,2,90,130,62,4,14,13,4,0,0,1,0,3,2,45,0,39,60,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:34,K17,17,34,34,,מעטפות כפולות,1340,0,1204,1187,17,True,151,9,3,2,2,3,9,41,1,119,2,11,326,2,106,139,57,1,2,13,0,1,1,0,1,0,1,67,0,53,64,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:35,K17,17,35,35,,מעטפות כפולות,1350,0,1171,1145,26,True,159,17,3,0,1,1,4,50,6,94,3,10,281,1,94,130,49,2,2,7,1,1,3,0,1,2,1,87,0,53,82,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:36,K17,17,36,36,,מעטפות כפולות,1360,0,1201,1182,19,True,179,45,3,1,6,0,2,92,3,129,1,12,265,1,77,119,47,1,4,11,1,0,0,0,1,1,1,35,1,32,112,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:37,K17,17,37,37,,מעטפות כפולות,1370,0,1223,1204,19,True,160,43,1,1,3,0,2,74,5,136,9,16,275,0,110,93,55,2,2,11,0,1,2,0,0,1,0,36,0,50,116,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:38,K17,17,38,38,,מעטפות כפולות,1380,0,1202,1181,21,True,172,33,3,0,2,1,2,67,3,105,1,14,283,0,77,115,77,3,4,6,0,0,2,3,0,1,2,66,1,51,87,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:39,K17,17,39,39,,מעטפות כפולות,1390,0,1217,1205,12,True,146,153,9,1,19,0,6,75,2,138,3,8,191,0,79,100,32,1,19,8,0,0,2,1,0,0,2,62,0,33,115,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:40,K17,17,40,40,,מעטפות כפולות,1400,0,1205,1167,38,True,214,11,13,0,6,0,2,37,5,105,6,9,352,1,89,107,46,3,12,10,0,0,2,0,1,1,1,46,0,31,57,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:41,K17,17,41,41,,מעטפות כפולות,1410,0,1154,1136,18,True,177,10,4,1,11,1,4,50,7,92,1,10,284,1,92,117,67,1,5,5,1,2,1,0,0,2,1,56,1,46,86,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:42,K17,17,42,42,,מעטפות כפולות,1420,0,1191,1168,23,True,165,14,16,2,11,1,4,65,2,109,3,16,278,0,112,126,51,2,7,3,2,2,0,0,1,1,2,57,1,32,83,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:43,K17,17,43,43,,מעטפות כפולות,1430,0,1221,1201,20,True,142,12,19,0,4,1,2,63,3,88,6,4,263,1,122,119,65,3,38,21,1,0,0,0,0,4,1,83,0,50,86,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:44,K17,17,44,44,,מעטפות כפולות,1440,0,1193,1177,16,True,175,10,2,1,5,0,4,36,5,93,4,16,299,1,87,122,80,3,7,17,0,1,0,1,0,0,0,72,2,69,65,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:45,K17,17,45,45,,מעטפות כפולות,1450,0,1200,1176,24,True,169,10,3,0,10,1,11,60,6,133,3,8,266,1,112,123,58,4,13,13,0,1,1,0,2,1,2,43,1,41,80,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:46,K17,17,46,46,,מעטפות כפולות,1460,0,1218,1199,19,True,154,9,4,2,1,3,12,35,4,127,1,14,292,0,104,130,76,1,1,3,0,1,1,0,0,1,0,85,0,38,100,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:47,K17,17,47,47,,מעטפות כפולות,1470,0,1186,1172,14,True,160,29,9,1,9,0,12,59,4,103,4,10,277,0,95,115,64,5,17,6,0,1,2,0,0,2,2,58,0,43,85,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:48,K17,17,48,48,,מעטפות כפולות,1480,0,1183,1147,36,True,158,20,2,1,0,0,9,39,8,130,5,14,264,2,99,119,55,1,5,11,0,4,3,0,2,4,1,55,0,53,83,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:49,K17,17,49,49,,מעטפות כפולות,1490,0,1177,1164,13,True,170,23,2,1,3,0,7,54,9,122,3,16,276,0,88,128,74,4,4,16,3,0,0,0,1,1,1,48,0,36,74,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:50,K17,17,50,50,,מעטפות כפולות,1500,0,1186,1166,20,True,163,20,1,0,7,1,3,51,10,131,7,11,274,0,88,133,64,1,3,9,0,4,0,0,0,4,0,66,0,39,76,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:51,K17,17,51,51,,מעטפות כפולות,1510,0,1197,1184,13,True,134,42,3,0,7,0,5,45,2,218,1,15,228,1,83,111,67,2,5,7,1,1,0,0,0,1,0,59,0,32,114,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:52,K17,17,52,52,,מעטפות כפולות,1520,0,1201,1175,26,True,142,21,13,0,27,0,3,32,6,96,3,14,292,1,74,128,64,1,18,16,1,1,3,1,0,2,0,97,3,38,78,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:53,K17,17,53,53,,מעטפות כפולות,1530,0,1205,1182,23,True,181,18,1,0,2,3,9,49,4,102,4,9,275,1,116,111,65,2,1,10,1,1,1,2,0,0,0,79,1,49,85,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:54,K17,17,54,54,,מעטפות כפולות,1540,0,1196,1181,15,True,146,3,0,1,1,0,5,45,7,110,4,9,293,2,121,140,61,1,0,10,1,1,3,0,0,2,0,84,0,54,77,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:55,K17,17,55,55,,מעטפות כפולות,1550,0,1200,1174,26,True,161,13,3,1,2,3,8,44,5,103,3,12,284,1,92,145,57,5,5,10,1,1,2,0,0,0,0,94,0,57,62,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:56,K17,17,56,56,,מעטפות כפולות,1560,0,1200,1173,27,True,162,13,3,1,6,0,5,73,4,135,3,20,261,0,108,106,72,5,7,8,0,0,1,1,1,1,2,37,0,35,103,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:57,K17,17,57,57,,מעטפות כפולות,1570,0,1200,1190,10,True,159,61,8,0,14,0,2,70,11,122,2,22,243,0,120,107,59,1,20,14,0,0,1,0,1,0,1,37,1,37,77,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:58,K17,17,58,58,,מעטפות כפולות,1580,0,1193,1158,35,True,191,5,0,0,4,0,6,30,4,85,4,3,384,1,70,100,85,1,4,14,0,2,2,0,0,0,0,68,0,49,46,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:59,K17,17,59,59,,מעטפות כפולות,1590,0,1217,1186,31,True,170,9,4,0,3,0,2,54,4,118,3,19,303,2,91,126,72,3,4,9,1,0,1,1,0,2,0,63,0,52,70,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:60,K17,17,60,60,,מעטפות כפולות,1600,0,1205,1187,18,True,162,89,6,2,7,1,6,48,3,124,4,11,224,1,96,108,36,2,11,12,1,1,3,0,3,1,3,38,5,33,146,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:61,K17,17,61,61,,מעטפות כפולות,1610,0,1213,1197,16,True,142,134,8,0,11,3,7,44,5,116,1,12,265,1,80,103,34,0,3,10,1,0,1,0,0,0,2,45,1,24,144,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
K17:62,K17,17,62,62,,מעטפות כפולות,1620,0,1191,1174,17,True,107,95,8,0,5,2,17,45,3,127,3,17,241,0,98,114,40,2,9,9,1,1,0,0,1,0,3,63,0,44,119,official_envelope,official_envelope,special:envelope_votes,,,,,,,,official_envelope,envelope,envelope:official,,מעטפות חיצוניות,False,special:envelope_votes,False,False,official_envelope,envelope_detection,non_geographic,not_applicable,False,Non-geographic row is counted but not mapped
