source_row_uid,election,election_number,source_row_id,source_order,source_locality_code,source_locality_name,source_kalpi,eligible_voters,actual_voters,valid_votes,invalid_votes,is_envelope,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,locality_assignment_status,locality_geography_type,locality_geography_id,locality_result_code,locality_result_name,is_locality_mapped,custom_geography_id,is_mapped,is_geographic,final_assignment_method,final_assignment_source,assignment_evidence_class,assignment_confidence,assignment_is_synthetic_link,unresolved_reason
K17:2639,K17,17,2639,2639,,אור יהודה,350,534,377,374,3,False,83,0,0,0,1,0,0,34,1,8,0,0,158,0,10,35,8,0,0,7,0,0,0,0,0,0,1,2,0,9,17,official_crosswalk_assigned,statistical_area,stat1995:2400007,stat1995:2400007,1995,2400007,7,loc:2400,2400,אור יהודה,current_locality_assigned,locality,loc:2400,2400,אור יהודה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2640,K17,17,2640,2640,,אור יהודה,360,672,424,417,7,False,74,2,0,0,0,0,0,41,1,10,0,0,138,0,25,37,15,0,0,1,1,0,0,0,0,0,0,1,0,8,63,official_crosswalk_assigned,statistical_area,stat1995:2400007,stat1995:2400007,1995,2400007,7,loc:2400,2400,אור יהודה,current_locality_assigned,locality,loc:2400,2400,אור יהודה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2641,K17,17,2641,2641,,אור יהודה,370,722,369,367,2,False,44,7,0,0,0,0,0,41,0,13,2,5,104,0,22,55,9,0,0,3,0,0,0,0,0,0,1,2,0,8,51,official_crosswalk_assigned,statistical_area,stat1995:2400004,stat1995:2400004,1995,2400004,4,loc:2400,2400,אור יהודה,current_locality_assigned,locality,loc:2400,2400,אור יהודה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2642,K17,17,2642,2642,,אור יהודה,380,489,262,259,3,False,27,7,0,0,0,0,1,16,1,15,0,0,67,0,21,46,1,0,0,0,0,0,0,0,0,0,0,3,0,1,53,official_crosswalk_assigned,statistical_area,stat1995:2400009,stat1995:2400009,1995,2400009,9,loc:2400,2400,אור יהודה,current_locality_assigned,locality,loc:2400,2400,אור יהודה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2643,K17,17,2643,2643,,נשר,10,734,398,387,11,False,74,1,0,0,0,1,2,47,2,11,4,4,90,0,58,35,14,0,0,5,0,0,2,0,0,0,0,13,0,7,17,official_crosswalk_assigned,statistical_area,stat1995:2500003,stat1995:2500003,1995,2500003,3,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2644,K17,17,2644,2644,,נשר,20,707,394,387,7,False,75,0,0,0,0,1,0,43,4,10,0,1,102,0,60,30,15,0,0,3,0,0,0,0,0,0,1,6,0,6,30,official_crosswalk_assigned,statistical_area,stat1995:2500003,stat1995:2500003,1995,2500003,3,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2645,K17,17,2645,2645,,נשר,30,660,363,357,6,False,46,7,0,0,0,0,0,38,4,9,0,4,89,0,31,41,5,0,0,0,0,0,3,0,0,0,1,1,0,3,75,official_crosswalk_assigned,statistical_area,stat1995:2500003,stat1995:2500003,1995,2500003,3,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2646,K17,17,2646,2646,,נשר,40,661,340,330,10,False,42,1,0,1,1,1,0,16,2,1,0,0,85,0,108,31,10,0,0,0,0,0,2,0,0,0,1,6,0,6,16,official_crosswalk_assigned,statistical_area,stat1995:2500003,stat1995:2500003,1995,2500003,3,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2647,K17,17,2647,2647,,נשר,50,471,210,199,11,False,17,3,1,0,0,0,6,5,1,9,0,6,19,1,50,23,1,0,0,0,0,0,0,0,0,1,0,1,0,2,53,official_crosswalk_assigned,statistical_area,stat1995:2500002,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2648,K17,17,2648,2648,,נשר,60,629,357,354,3,False,57,7,0,0,0,0,11,6,2,7,4,0,79,0,53,63,2,0,0,0,2,1,0,0,0,1,0,1,0,0,58,official_crosswalk_assigned,statistical_area,stat1995:2500002,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2649,K17,17,2649,2649,,נשר,70,577,358,356,2,False,39,2,0,0,1,0,2,20,2,9,1,5,67,0,85,54,1,0,0,0,0,0,0,0,0,2,0,4,0,1,61,official_crosswalk_assigned,statistical_area,stat1995:2500002,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2650,K17,17,2650,2650,,נשר,80,536,270,259,11,False,19,3,0,0,0,0,0,6,0,9,0,1,52,0,48,54,2,0,1,0,0,0,0,0,0,0,1,4,0,0,59,official_crosswalk_assigned,statistical_area,stat1995:2500002,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2651,K17,17,2651,2651,,נשר,90,718,360,353,7,False,49,6,1,0,0,1,0,15,3,8,1,2,76,0,91,38,7,4,0,2,1,0,2,0,0,0,1,7,0,3,35,official_crosswalk_assigned,statistical_area,stat1995:2500002,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2652,K17,17,2652,2652,,נשר,100,622,300,296,4,False,25,2,0,0,0,0,0,12,0,2,2,0,76,0,97,34,3,0,0,1,0,0,0,0,0,0,0,5,0,2,35,official_crosswalk_assigned,statistical_area,stat1995:2500001,stat1995:2500001,1995,2500001,1,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2653,K17,17,2653,2653,,נשר,110,619,356,345,11,False,38,2,1,0,0,1,0,10,3,4,2,1,78,2,91,73,7,4,1,1,2,1,0,0,0,2,1,9,0,4,7,official_crosswalk_assigned,statistical_area,stat1995:2500001,stat1995:2500001,1995,2500001,1,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2654,K17,17,2654,2654,,נשר,120,410,195,185,10,False,13,1,2,0,0,0,0,8,0,6,0,0,47,0,64,30,3,0,0,0,1,0,0,0,0,0,0,1,0,0,9,official_crosswalk_assigned,statistical_area,stat1995:2500001,stat1995:2500001,1995,2500001,1,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2655,K17,17,2655,2655,,נשר,130,554,272,265,7,False,28,3,0,0,1,0,1,9,0,5,0,3,67,0,77,37,13,0,0,1,0,0,0,0,0,0,1,5,0,6,8,official_crosswalk_assigned,statistical_area,stat1995:2500001,stat1995:2500001,1995,2500001,1,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2656,K17,17,2656,2656,,נשר,140,573,286,283,3,False,31,3,0,0,1,0,0,21,1,9,0,2,76,0,50,48,5,0,0,0,0,0,2,0,0,1,1,5,0,8,19,official_crosswalk_assigned,statistical_area,stat1995:2500001,stat1995:2500001,1995,2500001,1,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2657,K17,17,2657,2657,,נשר,190,747,412,411,1,False,59,1,0,0,0,0,11,22,3,7,0,1,126,0,69,48,10,0,0,2,1,0,2,0,0,0,3,7,0,9,30,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2658,K17,17,2658,2658,,נשר,200,698,377,372,5,False,52,6,0,0,0,0,0,22,0,8,2,0,105,0,57,57,8,0,1,0,0,0,0,0,0,0,1,4,0,9,40,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2659,K17,17,2659,2659,,נשר,210,509,345,333,12,False,39,0,0,0,0,0,0,6,1,5,1,0,103,0,121,28,13,0,0,2,0,0,0,0,0,2,1,3,0,4,4,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2660,K17,17,2660,2660,,נשר,220,802,490,485,5,False,62,2,0,0,2,0,0,36,5,14,2,2,160,0,62,48,20,0,0,3,0,0,1,0,0,0,0,11,1,14,40,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2661,K17,17,2661,2661,,נשר,230,697,484,480,4,False,90,4,0,0,0,0,0,31,3,21,2,2,173,0,47,49,16,0,0,8,0,0,0,0,0,0,0,8,0,8,18,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2662,K17,17,2662,2662,,נשר,240,667,384,374,10,False,50,0,1,0,4,0,0,20,0,9,1,1,111,0,73,53,25,0,0,3,0,0,0,0,0,0,0,8,0,9,6,official_crosswalk_assigned,statistical_area,stat1995:2500005,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2663,K17,17,2663,2663,,נשר,250,574,398,391,7,False,43,0,0,0,0,0,0,21,3,2,0,1,109,0,142,36,11,1,0,0,2,0,0,0,0,3,2,5,0,6,4,official_crosswalk_assigned,statistical_area,stat1995:2500005,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2664,K17,17,2664,2664,,נשר,260,695,462,460,2,False,83,1,0,0,0,0,0,41,6,12,2,1,165,0,50,58,16,0,0,0,0,0,0,0,0,0,0,5,0,11,9,official_crosswalk_assigned,statistical_area,stat1995:2500005,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2665,K17,17,2665,2665,,נשר,270,634,414,412,2,False,73,6,0,0,0,0,0,33,5,10,0,3,128,1,37,59,6,0,0,4,0,0,0,0,0,0,1,9,0,14,23,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2666,K17,17,2666,2666,,נשר,280,626,390,384,6,False,54,4,0,0,0,0,0,20,2,4,0,0,104,0,107,56,9,2,0,6,0,0,0,0,0,0,0,6,0,5,5,official_crosswalk_assigned,statistical_area,stat1995:2500004,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2667,K17,17,2667,2667,,נשר,290,792,558,558,0,False,93,0,0,0,0,0,0,54,1,15,2,2,220,0,52,65,15,0,0,0,0,0,0,0,0,0,0,7,0,12,20,official_crosswalk_assigned,statistical_area,stat1995:2500005,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2668,K17,17,2668,2668,,נשר,300,506,364,363,1,False,83,5,0,0,0,0,0,20,0,8,1,0,137,0,26,41,14,0,0,0,0,0,0,0,0,0,2,0,0,8,18,official_crosswalk_assigned,statistical_area,stat1995:2500005,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2669,K17,17,2669,2669,,נשר,310,536,343,338,5,False,55,6,0,0,3,0,0,18,2,1,1,0,127,0,52,40,11,0,0,3,0,0,0,0,0,0,0,5,0,4,10,official_crosswalk_assigned,statistical_area,stat1995:2500005,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2670,K17,17,2670,2670,,נשר,320,407,345,321,24,False,4,0,2,0,0,0,0,1,1,0,0,0,79,0,201,26,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,official_crosswalk_assigned,statistical_area,stat1995:2500002,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,current_locality_assigned,locality,loc:2500,2500,נשר,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2671,K17,17,2671,2671,,באר יעקב,10,701,478,477,1,False,86,4,0,0,0,0,0,55,1,15,0,5,162,0,18,43,31,1,0,3,0,0,0,0,0,0,0,4,0,26,23,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2672,K17,17,2672,2672,,באר יעקב,20,817,452,443,9,False,51,2,0,0,0,0,54,15,0,22,3,3,68,1,39,54,0,1,1,1,0,1,1,1,1,2,6,2,0,3,111,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2673,K17,17,2673,2673,,באר יעקב,30,673,376,364,12,False,70,10,0,0,0,0,14,15,0,28,0,0,62,0,25,40,2,1,0,0,0,0,0,0,0,0,0,3,0,7,87,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2674,K17,17,2674,2674,,באר יעקב,40,696,411,407,4,False,69,6,0,1,0,0,2,31,1,20,1,7,124,0,12,50,25,0,0,0,0,0,0,0,0,1,0,4,0,6,47,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2675,K17,17,2675,2675,,באר יעקב,50,694,418,414,4,False,45,17,0,0,1,1,0,31,0,13,0,10,139,0,28,46,5,1,0,1,0,0,1,0,0,0,0,3,1,7,64,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2676,K17,17,2676,2676,,באר יעקב,60,719,460,453,7,False,48,28,0,0,0,0,61,17,1,11,0,6,53,0,32,39,4,1,0,1,0,0,0,0,2,0,0,6,0,1,142,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2677,K17,17,2677,2677,,באר יעקב,70,469,316,312,4,False,56,2,0,0,0,0,0,33,0,22,0,3,66,0,22,38,4,0,3,2,0,0,0,0,0,0,0,3,0,7,51,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2678,K17,17,2678,2678,,באר יעקב,80,442,273,266,7,False,29,38,0,0,0,0,0,21,0,9,0,3,53,0,15,30,5,1,0,0,0,0,1,1,0,0,3,3,0,2,52,single_historical_stat_assigned,statistical_area,stat1995:2530001,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,current_locality_assigned,locality,loc:2530,2530,באר יעקב,True,,True,True,single_historical_stat_locality,statistical_areas_1995.metadata.csv,deterministic_single_area_locality,high,False,
K17:2679,K17,17,2679,2679,,גדרה,10,488,296,291,5,False,44,7,0,0,0,0,0,15,0,53,0,1,49,0,6,48,5,0,0,1,0,0,0,0,0,0,0,3,1,1,57,official_crosswalk_assigned,statistical_area,stat1995:2550001,stat1995:2550001,1995,2550001,1,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2680,K17,17,2680,2680,,גדרה,20,539,328,325,3,False,51,3,0,0,0,0,0,20,0,69,0,6,41,0,16,48,1,0,0,3,0,1,0,0,0,0,0,3,1,1,61,official_crosswalk_assigned,statistical_area,stat1995:2550001,stat1995:2550001,1995,2550001,1,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2681,K17,17,2681,2681,,גדרה,30,595,393,390,3,False,33,12,0,0,0,1,8,9,0,112,1,3,34,0,8,73,3,0,0,5,0,1,0,0,1,2,1,2,0,1,80,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2682,K17,17,2682,2682,,גדרה,40,596,395,391,4,False,76,2,0,0,1,0,1,26,1,52,1,0,93,0,16,38,9,0,0,4,0,0,0,0,0,0,0,4,0,7,60,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2683,K17,17,2683,2683,,גדרה,50,519,330,326,4,False,27,4,1,0,2,0,39,9,1,64,0,0,24,0,9,55,6,3,0,2,0,1,0,0,0,0,1,3,0,7,68,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2684,K17,17,2684,2684,,גדרה,60,685,466,462,4,False,108,0,0,0,0,0,0,57,2,23,0,0,150,0,20,47,26,0,0,8,0,0,0,0,0,0,1,5,1,10,4,official_crosswalk_assigned,statistical_area,stat1995:2550002,stat1995:2550002,1995,2550002,2,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2685,K17,17,2685,2685,,גדרה,70,685,397,388,9,False,56,0,0,0,0,3,69,22,3,37,0,5,49,0,12,56,4,1,5,5,2,2,1,0,2,2,4,4,1,6,37,official_crosswalk_assigned,statistical_area,stat1995:2550002,stat1995:2550002,1995,2550002,2,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2686,K17,17,2686,2686,,גדרה,80,607,419,417,2,False,60,2,1,0,0,0,55,39,2,34,2,2,99,0,15,48,21,0,0,2,0,0,0,0,0,0,0,6,0,12,17,official_crosswalk_assigned,statistical_area,stat1995:2550002,stat1995:2550002,1995,2550002,2,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2687,K17,17,2687,2687,,גדרה,90,670,463,459,4,False,91,3,0,0,0,0,0,40,1,36,2,1,158,0,21,53,16,0,0,4,1,0,0,0,1,0,0,1,0,12,18,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2688,K17,17,2688,2688,,גדרה,100,738,450,448,2,False,54,9,0,0,0,0,9,21,0,64,0,1,77,0,21,72,11,0,0,3,0,0,0,0,1,0,1,3,0,3,98,official_crosswalk_assigned,statistical_area,stat1995:2550001,stat1995:2550001,1995,2550001,1,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2689,K17,17,2689,2689,,גדרה,110,767,564,562,2,False,127,0,0,0,1,0,0,41,1,18,0,1,233,0,17,48,42,0,0,5,0,0,0,0,0,1,0,7,0,16,4,official_crosswalk_assigned,statistical_area,stat1995:2550002,stat1995:2550002,1995,2550002,2,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2690,K17,17,2690,2690,,גדרה,120,459,337,331,6,False,56,1,0,0,0,0,0,28,0,19,0,1,92,0,28,45,17,1,0,8,0,0,0,0,0,0,0,3,0,3,29,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2691,K17,17,2691,2691,,גדרה,130,576,363,363,0,False,90,1,0,0,0,0,2,26,0,15,1,0,144,0,9,38,15,0,0,3,0,0,0,0,0,0,0,1,0,9,9,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:2692,K17,17,2692,2692,,גדרה,140,554,331,325,6,False,36,6,0,1,0,1,16,16,0,90,0,1,43,0,11,37,6,1,1,1,0,0,0,0,1,0,0,1,1,1,54,official_crosswalk_assigned,statistical_area,stat1995:2550003,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,current_locality_assigned,locality,loc:2550,2550,גדרה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
