election,envelope_id,envelope_name_he,envelope_name_en,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,envelope:official,מעטפות חיצוניות,Envelope votes,152,150,4087,174789,171695,3094,כן,40334,23431,16903,0.234917,23431,3943,730,96,888,118,824,7846,775,17696,458,1926,40334,88,14387,17525,8845,324,1065,1475,87,132,168,42,74,188,133,8924,75,6491,12607
