election,envelope_id,envelope_name_he,envelope_name_en,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
K21,envelope:official,מעטפות חיצוניות,Envelope votes,313,313,0,241729,239766,1963,מחל,70271,69217,1054,0.293082,11151,8072,2791,4197,15777,86,22,0,138,10840,128,12,21,25,7988,31,4641,70271,8178,10714,82,0,153,3603,362,123,23,69217,109,53,45,23,29,212,43,0,33,210,61,28,57,146,10071
