source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס,unresolved_reason
K22:6044,K22,6044,9999,מעטפות חיצוניות,95,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,984,16,49,14,116,1,0,0,2,40,0,0,1,0,0,0,3,9,109,319,25,0,0,0,213,0,2,1,2,3,0,1,0,74,Non-geographic row is counted but not mapped
K22:6045,K22,6045,9999,מעטפות חיצוניות,96,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,989,9,45,31,66,0,0,0,6,71,0,3,0,2,0,0,0,23,54,312,46,0,1,0,267,0,1,1,1,1,0,1,1,56,Non-geographic row is counted but not mapped
K22:6046,K22,6046,9999,מעטפות חיצוניות,97,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1007,1001,6,43,35,67,1,0,0,3,90,0,1,0,0,0,0,1,24,61,276,40,1,0,0,305,1,5,1,0,0,0,0,1,45,Non-geographic row is counted but not mapped
K22:6047,K22,6047,9999,מעטפות חיצוניות,98,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,993,8,38,38,66,0,0,0,2,79,0,5,0,0,0,0,0,14,62,255,41,0,0,0,340,1,0,2,0,0,0,0,0,50,Non-geographic row is counted but not mapped
K22:6048,K22,6048,9999,מעטפות חיצוניות,99,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,1000,3,37,27,42,1,0,0,4,63,0,2,0,1,0,0,2,12,55,348,34,0,1,0,314,0,3,0,1,0,0,0,2,51,Non-geographic row is counted but not mapped
K22:6049,K22,6049,9999,מעטפות חיצוניות,100,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,995,7,43,50,92,0,0,0,6,55,0,0,1,0,0,0,0,22,90,262,37,0,2,0,270,0,2,0,0,1,0,0,0,62,Non-geographic row is counted but not mapped
K22:6050,K22,6050,9999,מעטפות חיצוניות,101,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1004,999,5,54,28,20,0,0,0,5,72,0,3,0,0,0,0,0,15,43,319,32,0,0,0,352,0,5,0,0,0,0,0,1,50,Non-geographic row is counted but not mapped
K22:6051,K22,6051,9999,מעטפות חיצוניות,102,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,988,12,52,12,60,1,0,0,3,66,0,4,1,0,0,0,0,20,64,296,58,0,1,0,295,1,1,1,0,1,0,2,0,49,Non-geographic row is counted but not mapped
K22:6052,K22,6052,9999,מעטפות חיצוניות,103,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,991,981,10,61,8,9,1,1,0,3,97,0,5,0,0,0,0,0,20,42,293,50,0,0,0,357,1,5,0,0,0,0,0,0,28,Non-geographic row is counted but not mapped
K22:6053,K22,6053,9999,מעטפות חיצוניות,104,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,999,993,6,39,32,13,0,0,0,5,124,1,4,0,0,0,0,0,43,41,309,38,0,1,0,283,1,4,1,0,0,0,0,0,54,Non-geographic row is counted but not mapped
K22:6054,K22,6054,9999,מעטפות חיצוניות,105,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1044,1037,7,45,21,6,1,0,0,4,122,0,12,0,1,0,0,0,22,51,327,36,0,0,0,350,3,6,0,0,0,0,0,1,29,Non-geographic row is counted but not mapped
K22:6055,K22,6055,9999,מעטפות חיצוניות,106,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,992,6,42,73,19,0,0,0,4,128,0,6,0,0,0,0,0,27,33,288,30,0,0,0,270,2,2,0,0,0,0,0,1,67,Non-geographic row is counted but not mapped
K22:6056,K22,6056,9999,מעטפות חיצוניות,107,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,995,7,59,23,24,0,0,0,2,90,0,4,0,0,0,0,1,26,51,262,46,0,0,0,346,1,1,0,0,0,0,0,1,58,Non-geographic row is counted but not mapped
K22:6057,K22,6057,9999,מעטפות חיצוניות,108,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,981,21,49,55,78,2,1,0,1,41,0,0,2,0,0,0,1,20,56,273,54,0,0,0,275,1,2,0,0,1,0,2,1,66,Non-geographic row is counted but not mapped
K22:6058,K22,6058,9999,מעטפות חיצוניות,109,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,999,996,3,38,74,29,0,0,0,5,112,0,6,0,0,0,0,0,26,36,243,53,0,1,0,292,1,4,0,1,1,0,0,1,73,Non-geographic row is counted but not mapped
K22:6059,K22,6059,9999,מעטפות חיצוניות,110,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,994,982,12,57,43,42,0,0,0,4,77,0,3,0,1,0,0,0,16,50,290,54,0,0,0,286,0,2,0,1,0,0,0,0,56,Non-geographic row is counted but not mapped
K22:6060,K22,6060,9999,מעטפות חיצוניות,111,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1004,1000,4,56,29,53,0,0,0,0,67,0,4,0,0,0,0,0,23,49,262,56,0,1,0,345,0,3,0,2,0,0,0,1,49,Non-geographic row is counted but not mapped
K22:6061,K22,6061,9999,מעטפות חיצוניות,112,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,972,967,5,54,34,45,0,0,0,7,91,0,3,0,0,0,0,1,19,86,220,61,0,0,0,298,1,0,0,0,0,0,0,1,46,Non-geographic row is counted but not mapped
K22:6062,K22,6062,9999,מעטפות חיצוניות,113,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,990,987,3,64,30,28,0,0,0,2,103,0,8,0,0,0,0,0,20,51,210,56,1,1,0,350,2,2,0,0,0,0,0,2,57,Non-geographic row is counted but not mapped
K22:6063,K22,6063,9999,מעטפות חיצוניות,114,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,996,5,41,26,42,0,0,0,5,99,0,5,0,0,0,0,0,28,53,326,33,0,0,0,286,2,3,0,0,0,0,0,2,45,Non-geographic row is counted but not mapped
K22:6064,K22,6064,9999,מעטפות חיצוניות,115,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,986,15,50,13,30,0,0,0,2,93,0,5,0,0,0,0,0,20,59,298,62,0,0,0,301,1,4,0,0,0,1,1,0,46,Non-geographic row is counted but not mapped
K22:6065,K22,6065,9999,מעטפות חיצוניות,116,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,994,984,10,49,30,67,0,1,0,6,52,1,2,0,0,0,0,0,14,55,290,62,0,0,0,306,0,2,0,0,0,1,0,3,43,Non-geographic row is counted but not mapped
K22:6066,K22,6066,9999,מעטפות חיצוניות,117,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,999,986,13,44,24,23,1,0,0,3,71,0,3,0,0,0,0,0,24,43,222,73,0,0,0,413,3,2,0,1,0,1,1,0,34,Non-geographic row is counted but not mapped
K22:6067,K22,6067,9999,מעטפות חיצוניות,118,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,1000,2,35,19,27,0,0,0,2,109,0,4,0,0,0,0,0,26,47,345,45,0,1,0,285,0,3,0,1,0,0,0,1,50,Non-geographic row is counted but not mapped
K22:6068,K22,6068,9999,מעטפות חיצוניות,119,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,991,9,53,16,82,1,0,0,1,56,0,4,0,1,0,0,1,10,74,276,54,0,0,0,311,0,2,0,1,0,1,0,0,47,Non-geographic row is counted but not mapped
K22:6069,K22,6069,9999,מעטפות חיצוניות,120,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1006,998,8,50,36,15,1,0,0,12,101,0,5,0,0,0,0,1,34,40,286,60,1,0,0,301,1,5,1,0,0,0,0,0,48,Non-geographic row is counted but not mapped
K22:6070,K22,6070,9999,מעטפות חיצוניות,121,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,995,984,11,47,43,13,0,0,0,2,81,0,2,0,0,0,0,0,23,33,262,61,0,1,0,345,1,1,0,1,2,2,1,0,63,Non-geographic row is counted but not mapped
K22:6071,K22,6071,9999,מעטפות חיצוניות,122,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,997,992,5,35,9,2,0,0,0,3,103,0,6,0,0,0,0,0,11,55,345,49,0,0,0,335,2,4,0,0,0,0,0,1,32,Non-geographic row is counted but not mapped
K22:6072,K22,6072,9999,מעטפות חיצוניות,123,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,990,8,52,41,39,0,0,0,2,89,0,5,0,0,0,0,1,27,63,218,96,0,0,0,290,0,3,0,0,0,0,0,0,64,Non-geographic row is counted but not mapped
K22:6073,K22,6073,9999,מעטפות חיצוניות,124,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,989,980,9,28,36,77,0,0,0,3,41,0,1,0,1,0,0,2,19,65,265,62,0,1,0,312,0,1,1,0,0,0,1,0,64,Non-geographic row is counted but not mapped
K22:6074,K22,6074,9999,מעטפות חיצוניות,125,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1004,994,10,41,34,40,0,0,0,6,82,0,1,0,0,0,0,1,32,63,270,56,0,0,0,314,1,2,0,0,0,0,0,0,51,Non-geographic row is counted but not mapped
K22:6075,K22,6075,9999,מעטפות חיצוניות,126,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,994,4,45,38,25,0,0,0,2,84,0,5,0,0,0,0,0,21,37,310,39,0,0,0,324,3,6,0,0,0,0,1,1,53,Non-geographic row is counted but not mapped
K22:6076,K22,6076,9999,מעטפות חיצוניות,127,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1009,998,11,55,9,45,0,0,0,3,107,0,5,0,0,0,0,0,25,54,291,60,0,2,0,288,2,4,1,0,0,0,0,1,46,Non-geographic row is counted but not mapped
K22:6077,K22,6077,9999,מעטפות חיצוניות,128,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,997,993,4,40,31,14,1,0,0,6,78,0,4,0,0,0,0,0,20,51,287,58,0,0,0,372,1,2,0,0,0,0,0,0,28,Non-geographic row is counted but not mapped
K22:6078,K22,6078,9999,מעטפות חיצוניות,129,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1009,1002,7,49,16,13,2,0,0,7,115,0,4,0,0,0,0,0,27,49,304,44,0,1,0,327,1,1,0,0,2,0,0,0,40,Non-geographic row is counted but not mapped
K22:6079,K22,6079,9999,מעטפות חיצוניות,130,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1009,1001,8,35,22,59,1,1,0,1,119,0,6,0,0,0,0,0,32,38,281,58,0,0,0,274,1,1,0,0,0,0,1,0,71,Non-geographic row is counted but not mapped
K22:6080,K22,6080,9999,מעטפות חיצוניות,131,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,997,5,34,21,89,0,0,0,3,79,0,1,0,0,0,0,0,26,42,242,52,0,0,0,334,0,5,0,0,0,0,0,0,69,Non-geographic row is counted but not mapped
K22:6081,K22,6081,9999,מעטפות חיצוניות,132,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,997,991,6,62,31,24,0,0,0,1,101,1,9,0,0,0,0,0,21,47,306,50,0,0,0,280,2,1,0,0,0,1,0,0,54,Non-geographic row is counted but not mapped
K22:6082,K22,6082,9999,מעטפות חיצוניות,133,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,999,3,37,29,23,0,0,0,2,97,0,4,0,0,0,0,0,27,48,333,37,0,0,0,308,1,1,0,0,0,0,0,0,52,Non-geographic row is counted but not mapped
K22:6083,K22,6083,9999,מעטפות חיצוניות,134,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,1000,2,41,32,21,2,0,0,2,99,0,5,0,0,0,0,0,17,64,280,44,0,1,0,313,2,3,1,0,0,0,0,1,72,Non-geographic row is counted but not mapped
K22:6084,K22,6084,9999,מעטפות חיצוניות,135,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1006,1002,4,43,9,10,0,0,0,3,72,0,4,0,1,0,0,2,16,66,309,48,1,0,0,364,4,5,0,0,0,0,0,1,44,Non-geographic row is counted but not mapped
K22:6085,K22,6085,9999,מעטפות חיצוניות,136,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1004,999,5,55,26,35,0,0,0,5,90,0,4,0,0,0,0,0,13,62,252,63,0,0,0,357,0,0,0,0,1,0,0,0,36,Non-geographic row is counted but not mapped
K22:6086,K22,6086,9999,מעטפות חיצוניות,137,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,993,985,8,38,20,38,0,0,0,2,95,0,4,0,0,0,0,0,28,61,266,53,0,0,0,323,0,2,0,0,0,0,0,0,55,Non-geographic row is counted but not mapped
K22:6087,K22,6087,9999,מעטפות חיצוניות,138,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,995,990,5,53,24,26,0,0,0,0,69,0,3,1,0,0,0,0,16,45,294,50,0,1,0,347,2,3,0,0,0,0,0,0,56,Non-geographic row is counted but not mapped
K22:6088,K22,6088,9999,מעטפות חיצוניות,139,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1010,1002,8,52,42,42,3,0,0,3,95,0,4,0,0,0,0,0,30,38,271,51,0,0,0,305,0,3,0,0,0,2,0,0,61,Non-geographic row is counted but not mapped
K22:6089,K22,6089,9999,מעטפות חיצוניות,140,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,999,3,38,35,28,0,0,0,3,67,0,5,0,0,0,0,0,20,51,337,42,0,0,0,320,1,1,0,0,1,0,0,0,50,Non-geographic row is counted but not mapped
K22:6090,K22,6090,9999,מעטפות חיצוניות,141,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,995,7,50,53,31,0,0,0,2,83,0,1,0,0,0,0,0,19,40,263,61,0,0,0,305,2,4,0,0,0,0,0,0,81,Non-geographic row is counted but not mapped
K22:6091,K22,6091,9999,מעטפות חיצוניות,142,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,998,5,30,41,32,0,0,0,5,112,0,7,0,0,0,0,0,17,44,274,64,1,0,0,297,2,7,0,0,0,0,0,1,64,Non-geographic row is counted but not mapped
K22:6092,K22,6092,9999,מעטפות חיצוניות,143,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,999,6,39,81,75,0,0,0,3,90,0,2,0,0,0,0,0,23,53,240,37,1,0,0,215,1,1,0,0,1,0,0,1,136,Non-geographic row is counted but not mapped
K22:6093,K22,6093,9999,מעטפות חיצוניות,144,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,997,986,11,35,10,15,0,0,0,6,82,0,14,0,0,0,0,0,23,45,333,58,0,0,0,330,1,4,0,0,0,0,0,0,30,Non-geographic row is counted but not mapped
K22:6094,K22,6094,9999,מעטפות חיצוניות,145,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,996,972,24,45,37,42,0,0,0,5,74,0,6,0,1,0,0,0,22,44,273,47,1,0,0,294,0,0,0,1,1,0,0,2,77,Non-geographic row is counted but not mapped
K22:6095,K22,6095,9999,מעטפות חיצוניות,146,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,991,986,5,35,37,23,0,0,0,4,87,0,2,0,0,1,0,0,28,40,299,57,0,0,0,300,1,2,1,0,0,0,0,0,69,Non-geographic row is counted but not mapped
K22:6096,K22,6096,9999,מעטפות חיצוניות,147,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1017,1010,7,44,20,74,0,0,0,0,86,0,8,0,0,0,0,1,20,43,288,38,0,0,0,334,0,8,0,0,1,0,0,0,45,Non-geographic row is counted but not mapped
K22:6097,K22,6097,9999,מעטפות חיצוניות,148,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1004,991,13,38,69,45,0,1,0,2,96,0,2,0,0,0,0,0,34,48,269,39,0,0,0,244,1,2,0,0,0,0,0,0,101,Non-geographic row is counted but not mapped
K22:6098,K22,6098,9999,מעטפות חיצוניות,149,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,983,977,6,54,1,2,1,0,0,3,91,1,3,0,0,0,0,0,17,43,291,57,0,0,0,385,2,3,0,0,0,0,0,0,23,Non-geographic row is counted but not mapped
K22:6099,K22,6099,9999,מעטפות חיצוניות,150,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,987,13,44,40,27,0,0,0,4,71,0,6,0,0,0,0,2,24,40,267,59,0,1,0,355,0,2,0,2,0,0,0,1,42,Non-geographic row is counted but not mapped
K22:6100,K22,6100,9999,מעטפות חיצוניות,151,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,998,5,43,42,88,0,0,0,5,90,0,2,0,0,0,0,1,26,44,251,61,0,0,0,271,1,2,0,1,0,0,0,0,70,Non-geographic row is counted but not mapped
K22:6101,K22,6101,9999,מעטפות חיצוניות,152,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,1000,5,49,16,31,2,0,0,5,88,0,4,0,0,0,0,0,20,37,277,67,0,0,0,345,4,1,2,1,1,0,0,0,50,Non-geographic row is counted but not mapped
K22:6102,K22,6102,9999,מעטפות חיצוניות,153,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,1000,3,55,101,39,0,0,0,8,86,0,4,0,0,0,0,0,23,49,248,42,0,0,0,242,2,0,1,0,0,0,0,0,100,Non-geographic row is counted but not mapped
K22:6103,K22,6103,9999,מעטפות חיצוניות,154,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,1002,3,40,69,42,0,0,0,3,65,0,2,0,0,0,0,0,33,40,265,51,0,0,0,298,0,2,0,0,0,0,0,2,90,Non-geographic row is counted but not mapped
K22:6104,K22,6104,9999,מעטפות חיצוניות,155,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,860,853,7,47,42,37,0,1,0,0,73,0,3,0,0,0,0,1,25,37,236,46,1,0,0,240,2,2,0,0,0,0,0,0,60,Non-geographic row is counted but not mapped
K22:6105,K22,6105,9999,מעטפות חיצוניות,156,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,896,895,1,50,17,81,3,0,0,2,71,0,4,0,0,0,0,1,19,50,187,50,0,1,0,313,2,3,0,1,0,0,0,0,40,Non-geographic row is counted but not mapped
K22:6106,K22,6106,9999,מעטפות חיצוניות,157,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1024,1018,6,42,12,45,0,1,0,2,112,0,3,0,0,0,0,1,20,50,278,72,0,2,0,340,4,2,0,0,0,1,0,0,31,Non-geographic row is counted but not mapped
K22:6107,K22,6107,9999,מעטפות חיצוניות,158,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,998,5,49,14,44,1,0,0,4,96,0,7,0,0,0,0,0,20,40,333,47,0,0,0,281,2,3,0,0,0,0,1,1,55,Non-geographic row is counted but not mapped
K22:6108,K22,6108,9999,מעטפות חיצוניות,159,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,989,980,9,67,8,14,2,0,0,2,80,0,2,0,0,0,0,0,15,52,268,66,0,0,0,361,4,2,0,0,0,0,0,1,36,Non-geographic row is counted but not mapped
K22:6109,K22,6109,9999,מעטפות חיצוניות,160,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,993,5,58,37,29,0,0,0,3,92,0,3,0,0,0,0,1,26,46,270,53,1,0,0,304,0,1,0,0,0,0,0,0,69,Non-geographic row is counted but not mapped
K22:6110,K22,6110,9999,מעטפות חיצוניות,161,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,993,987,6,51,24,77,1,1,0,2,74,0,4,0,0,0,0,1,14,43,249,61,0,1,0,311,1,2,1,0,0,0,1,0,68,Non-geographic row is counted but not mapped
K22:6111,K22,6111,9999,מעטפות חיצוניות,162,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1016,1006,10,55,28,21,0,0,0,3,94,0,3,0,0,0,0,0,25,37,290,35,0,0,0,359,1,2,0,0,0,0,0,0,53,Non-geographic row is counted but not mapped
K22:6112,K22,6112,9999,מעטפות חיצוניות,163,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1007,1005,2,70,30,38,0,0,0,4,97,0,1,0,0,0,0,1,23,56,300,38,0,1,0,290,1,1,0,0,0,0,0,0,54,Non-geographic row is counted but not mapped
K22:6113,K22,6113,9999,מעטפות חיצוניות,164,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,953,951,2,41,49,52,0,0,0,1,105,0,2,0,0,0,0,2,30,44,248,33,0,0,0,256,1,2,0,0,0,0,1,1,83,Non-geographic row is counted but not mapped
K22:6114,K22,6114,9999,מעטפות חיצוניות,165,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,999,6,48,22,51,0,0,0,7,90,0,2,0,0,0,0,0,24,45,242,61,0,0,0,323,2,4,0,0,0,0,0,0,78,Non-geographic row is counted but not mapped
K22:6115,K22,6115,9999,מעטפות חיצוניות,166,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1012,1007,5,46,24,37,0,0,0,5,81,0,2,0,0,0,0,0,23,59,316,55,0,0,0,294,2,3,1,0,0,0,0,1,58,Non-geographic row is counted but not mapped
K22:6116,K22,6116,9999,מעטפות חיצוניות,167,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,982,974,8,44,33,61,0,0,0,3,70,1,5,0,0,0,0,0,26,45,288,42,0,0,0,273,1,1,0,0,3,0,0,1,77,Non-geographic row is counted but not mapped
K22:6117,K22,6117,9999,מעטפות חיצוניות,168,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,990,980,10,21,108,40,0,1,0,2,79,0,2,0,0,0,0,0,26,34,286,29,0,0,0,248,0,1,0,0,0,0,0,1,102,Non-geographic row is counted but not mapped
K22:6118,K22,6118,9999,מעטפות חיצוניות,169,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,996,4,37,49,10,0,0,0,3,93,0,3,0,0,0,0,0,37,47,292,53,1,0,0,300,0,2,0,0,0,0,0,1,68,Non-geographic row is counted but not mapped
K22:6119,K22,6119,9999,מעטפות חיצוניות,170,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,999,994,5,37,25,73,1,0,0,2,113,0,7,0,0,0,0,1,22,43,286,37,0,0,0,301,2,2,0,0,0,0,0,0,42,Non-geographic row is counted but not mapped
K22:6120,K22,6120,9999,מעטפות חיצוניות,171,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,994,8,45,45,80,0,0,0,4,72,0,4,0,0,0,0,4,25,48,239,42,0,1,0,311,1,2,0,0,1,0,0,0,70,Non-geographic row is counted but not mapped
K22:6121,K22,6121,9999,מעטפות חיצוניות,172,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,990,977,13,47,20,22,0,0,0,0,78,0,5,3,0,0,0,0,31,57,285,62,0,0,0,321,1,1,1,1,0,0,0,2,40,Non-geographic row is counted but not mapped
K22:6122,K22,6122,9999,מעטפות חיצוניות,173,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,995,8,40,52,54,0,0,0,3,113,2,3,0,0,0,0,0,26,63,250,56,0,1,0,222,0,2,1,1,0,0,1,0,105,Non-geographic row is counted but not mapped
K22:6123,K22,6123,9999,מעטפות חיצוניות,174,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1017,1009,8,47,40,154,0,0,0,1,65,1,3,0,0,0,0,2,19,42,230,67,0,2,0,276,1,1,0,0,0,0,0,1,57,Non-geographic row is counted but not mapped
K22:6124,K22,6124,9999,מעטפות חיצוניות,175,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1013,1009,4,43,22,23,0,0,0,6,84,0,6,0,0,0,0,0,21,51,323,31,0,0,0,319,1,1,0,0,0,0,2,2,74,Non-geographic row is counted but not mapped
