source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס,unresolved_reason
K22:2562,K22,2562,490,דייר אל-אסד,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,754,543,542,1,4,0,448,0,0,0,0,1,1,0,0,0,2,0,30,0,0,3,3,0,1,0,9,0,0,0,0,0,1,0,0,39,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2563,K22,2563,490,דייר אל-אסד,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,660,542,537,5,8,0,327,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,5,0,0,0,26,0,0,0,0,0,0,1,0,147,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2564,K22,2564,490,דייר אל-אסד,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,688,469,467,2,4,0,352,0,0,0,0,1,0,0,0,0,1,0,13,0,0,4,3,0,1,0,5,0,0,0,0,0,0,0,0,83,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2565,K22,2565,490,דייר אל-אסד,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,675,504,503,1,16,0,416,0,0,0,0,0,0,0,0,0,0,0,51,1,0,2,3,0,0,0,8,0,0,0,0,1,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2566,K22,2566,490,דייר אל-אסד,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,666,446,444,2,4,1,381,0,0,0,0,0,0,0,0,1,0,0,35,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,15,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2567,K22,2567,490,דייר אל-אסד,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,675,492,492,0,2,0,385,0,0,0,0,0,0,0,0,0,0,0,53,1,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,42,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2568,K22,2568,490,דייר אל-אסד,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,718,568,568,0,3,0,519,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,3,0,0,0,8,0,0,0,0,0,1,0,1,14,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2569,K22,2569,490,דייר אל-אסד,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,601,463,458,5,13,0,369,0,1,0,0,0,0,0,0,0,2,0,23,0,0,2,4,0,0,0,9,0,0,1,0,1,1,0,0,32,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2570,K22,2570,490,דייר אל-אסד,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,685,658,655,3,5,2,530,0,0,0,0,0,0,0,0,0,1,0,50,1,0,1,4,0,1,0,22,0,0,0,0,0,0,0,0,38,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:2630,K22,2630,2200,דימונה,91,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_ballot_geography_override,212,154,154,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,33,9,0,0,0,89,0,0,0,0,0,0,0,0,0,Non-geographic row is counted but not mapped
K22:3865,K22,3865,498,טורעאן,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,751,456,453,3,0,0,432,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,5,0,0,0,5,0,0,0,0,0,2,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3866,K22,3866,498,טורעאן,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,708,451,449,2,1,1,421,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,8,0,0,0,0,1,0,0,0,9,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3867,K22,3867,498,טורעאן,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,615,399,398,1,0,0,392,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3868,K22,3868,498,טורעאן,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,776,505,501,4,0,0,494,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3869,K22,3869,498,טורעאן,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,726,490,485,5,1,0,440,0,0,0,0,0,0,0,0,0,0,0,2,0,9,5,10,0,0,0,16,0,0,0,0,1,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3870,K22,3870,498,טורעאן,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,671,424,421,3,0,0,373,0,0,0,0,1,0,0,0,0,0,0,1,0,13,3,8,0,0,0,21,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3871,K22,3871,498,טורעאן,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,764,493,491,2,1,0,474,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3872,K22,3872,498,טורעאן,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,734,451,450,1,1,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,8,0,1,0,0,1,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3873,K22,3873,498,טורעאן,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,751,458,453,5,0,1,418,0,0,0,0,0,0,0,0,1,0,0,2,0,5,3,9,0,0,0,11,0,0,0,0,0,1,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3874,K22,3874,498,טורעאן,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,691,441,441,0,3,0,414,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3875,K22,3875,498,טורעאן,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,742,452,449,3,0,0,421,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3876,K22,3876,498,טורעאן,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,717,463,463,0,1,0,436,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,18,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3877,K22,3877,498,טורעאן,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,498,טורעאן,,historical_stat_area_pending,automatic_code_match,723,443,437,6,1,0,407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,22,0,0,0,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3878,K22,3878,2730,טייבה,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,624,413,407,6,1,0,385,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3879,K22,3879,2730,טייבה,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,618,325,321,4,1,0,300,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,3,0,0,0,4,0,0,1,0,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3880,K22,3880,2730,טייבה,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,641,395,391,4,1,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3881,K22,3881,2730,טייבה,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,679,435,432,3,0,0,412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,1,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3882,K22,3882,2730,טייבה,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,621,398,397,1,2,0,378,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,9,0,0,0,2,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3883,K22,3883,2730,טייבה,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,624,425,419,6,0,0,400,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,0,0,0,7,0,0,0,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3884,K22,3884,2730,טייבה,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,594,409,402,7,0,0,383,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0,0,0,8,1,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3885,K22,3885,2730,טייבה,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,626,399,395,4,1,0,378,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,4,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3886,K22,3886,2730,טייבה,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,636,436,434,2,1,0,410,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3887,K22,3887,2730,טייבה,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,571,376,375,1,2,0,351,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,10,0,0,0,5,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3888,K22,3888,2730,טייבה,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,662,450,447,3,1,0,414,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3889,K22,3889,2730,טייבה,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,656,416,416,0,2,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3890,K22,3890,2730,טייבה,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,577,371,367,4,0,0,347,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,12,0,0,0,2,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3891,K22,3891,2730,טייבה,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,551,385,382,3,0,0,355,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,8,0,0,1,0,0,0,2,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3892,K22,3892,2730,טייבה,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,623,441,438,3,5,0,407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,4,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3893,K22,3893,2730,טייבה,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,668,453,447,6,1,0,423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3894,K22,3894,2730,טייבה,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,657,449,446,3,1,0,418,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,15,0,0,0,6,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3895,K22,3895,2730,טייבה,18,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,608,426,422,4,2,0,400,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,0,0,0,4,0,0,0,1,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3896,K22,3896,2730,טייבה,19,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,619,432,429,3,0,0,398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0,0,0,11,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3897,K22,3897,2730,טייבה,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,650,454,453,1,3,0,429,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,6,0,0,0,5,0,0,0,0,1,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3898,K22,3898,2730,טייבה,21,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,622,442,439,3,0,0,424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3899,K22,3899,2730,טייבה,22,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,574,377,376,1,7,0,355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3900,K22,3900,2730,טייבה,23,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,585,394,393,1,0,0,381,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3901,K22,3901,2730,טייבה,24,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,650,434,434,0,0,0,413,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,7,0,0,0,8,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3902,K22,3902,2730,טייבה,25,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,612,413,413,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3903,K22,3903,2730,טייבה,26,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,629,415,413,2,1,0,396,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3904,K22,3904,2730,טייבה,27,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,635,434,434,0,1,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,6,0,0,1,0,1,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3905,K22,3905,2730,טייבה,28,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,630,443,440,3,0,0,429,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3906,K22,3906,2730,טייבה,29,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,658,412,409,3,0,0,382,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,14,0,0,0,3,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3907,K22,3907,2730,טייבה,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,613,358,354,4,1,0,331,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13,0,0,0,2,0,0,0,0,1,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3908,K22,3908,2730,טייבה,31,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,624,420,413,7,0,0,389,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,14,0,0,0,4,0,0,0,0,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3909,K22,3909,2730,טייבה,32,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,626,466,461,5,1,0,423,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,20,0,0,0,10,0,0,0,0,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3910,K22,3910,2730,טייבה,33,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,651,459,457,2,2,0,427,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,12,0,1,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3911,K22,3911,2730,טייבה,34,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,614,402,399,3,2,0,370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,0,0,0,13,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3912,K22,3912,2730,טייבה,35,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,655,414,407,7,1,0,383,0,0,0,0,2,0,0,1,0,0,0,0,1,0,4,8,0,0,0,6,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3913,K22,3913,2730,טייבה,36,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,634,402,390,12,1,0,376,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3914,K22,3914,2730,טייבה,37,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,640,465,461,4,3,0,443,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3915,K22,3915,2730,טייבה,38,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,640,431,431,0,2,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,6,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3916,K22,3916,2730,טייבה,39,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,622,392,386,6,1,0,368,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,5,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3917,K22,3917,2730,טייבה,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,581,405,401,4,6,0,375,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,1,0,4,0,0,0,0,0,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3918,K22,3918,2730,טייבה,41,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,569,396,395,1,0,0,372,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,9,0,0,0,7,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3919,K22,3919,2730,טייבה,42,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,602,401,397,4,1,0,372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,0,0,0,4,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3920,K22,3920,2730,טייבה,43,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,594,397,397,0,1,0,372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,12,0,0,0,1,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3921,K22,3921,2730,טייבה,44,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,556,367,366,1,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,11,0,0,0,0,1,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3922,K22,3922,2730,טייבה,45,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,613,382,377,5,3,0,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3925,K22,3925,2720,טירה,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,744,489,487,2,8,0,438,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,14,0,0,0,22,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3926,K22,3926,2720,טירה,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,740,472,470,2,12,0,421,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,9,0,0,0,18,0,2,0,1,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3927,K22,3927,2720,טירה,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,769,493,490,3,9,0,457,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,8,0,0,0,10,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3928,K22,3928,2720,טירה,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,735,488,484,4,6,2,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,18,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3929,K22,3929,2720,טירה,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,774,539,534,5,10,0,490,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,9,0,0,0,17,0,0,1,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3930,K22,3930,2720,טירה,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,752,509,505,4,13,0,463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,16,0,1,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3931,K22,3931,2720,טירה,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,767,535,532,3,16,0,482,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,0,0,0,15,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3932,K22,3932,2720,טירה,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,765,504,502,2,7,0,475,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,9,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:3933,K22,3933,2720,טירה,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,2720,טירה,,historical_stat_area_pending,automatic_code_match,757,514,513,1,8,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,0,0,0,16,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
