source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס,unresolved_reason
K18:4622,K18,4622,654,כפר קרע,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,566,364,360,4,2,0,1,0,205,0,44,0,0,1,0,0,0,2,2,0,3,0,0,0,0,81,0,0,0,0,1,0,8,0,0,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4623,K18,4623,654,כפר קרע,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,692,414,413,1,1,0,0,0,210,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,2,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4624,K18,4624,654,כפר קרע,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,655,407,403,4,8,0,0,0,222,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,84,0,0,0,0,0,1,10,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4625,K18,4625,654,כפר קרע,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,669,445,443,2,1,0,0,0,267,0,40,0,5,0,0,0,0,2,0,0,10,0,0,0,0,111,0,0,0,0,0,0,7,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4626,K18,4626,654,כפר קרע,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,643,447,444,3,2,0,3,0,229,0,93,0,0,0,0,0,0,10,0,2,0,0,0,0,0,96,0,0,0,1,0,1,2,0,0,2,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4627,K18,4627,654,כפר קרע,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,722,663,659,4,4,0,0,0,277,0,152,0,0,1,0,0,0,26,0,0,1,0,0,0,0,179,0,0,0,0,1,0,14,0,1,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4628,K18,4628,654,כפר קרע,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,630,500,500,0,4,0,3,0,240,0,121,0,0,0,0,0,0,4,0,0,2,0,0,1,0,109,0,0,0,1,0,0,7,0,0,0,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4629,K18,4629,654,כפר קרע,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_code_match,658,415,413,2,2,0,3,0,290,0,45,0,1,2,1,0,0,1,0,0,6,0,0,1,0,59,0,0,0,0,0,1,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4823,K18,4823,7000,לוד,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,7000,לוד,,historical_stat_area_pending,automatic_code_match,115,7,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4880,K18,4880,481,מגאר,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,575,220,216,4,53,1,0,0,5,1,78,0,1,0,0,0,1,20,17,13,0,0,0,0,1,16,0,0,0,0,0,2,1,0,0,2,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4881,K18,4881,481,מגאר,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,569,219,204,15,35,0,13,0,15,0,85,0,1,0,0,0,0,16,11,14,1,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4882,K18,4882,481,מגאר,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,600,224,215,9,33,0,8,0,15,0,73,0,0,0,1,0,0,23,20,19,4,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4883,K18,4883,481,מגאר,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,528,171,171,0,31,0,6,0,13,0,54,1,0,1,0,0,0,20,14,16,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4884,K18,4884,481,מגאר,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,559,192,190,2,62,1,4,0,2,0,13,0,0,0,0,0,0,62,30,9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4885,K18,4885,481,מגאר,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,559,178,177,1,30,0,1,2,22,0,21,0,0,0,1,0,0,22,7,10,6,0,0,0,0,41,0,0,0,0,0,0,1,1,0,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4886,K18,4886,481,מגאר,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,566,209,207,2,32,0,3,2,24,0,41,0,0,0,0,0,0,11,13,11,5,1,0,0,0,56,0,0,0,0,1,0,0,1,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4887,K18,4887,481,מגאר,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,563,264,260,4,45,0,12,1,32,0,112,0,1,1,0,0,0,12,8,10,5,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4888,K18,4888,481,מגאר,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,575,203,201,2,53,0,2,0,14,1,47,0,0,0,0,0,0,17,21,8,5,0,0,0,0,21,0,0,1,0,0,0,1,2,0,0,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4889,K18,4889,481,מגאר,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,560,209,202,7,50,0,1,0,11,1,21,0,0,0,0,0,0,35,20,23,0,1,0,0,0,30,0,0,0,1,0,0,1,1,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4890,K18,4890,481,מגאר,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,563,192,190,2,55,0,5,0,10,0,11,1,0,1,0,1,0,29,11,22,2,0,0,0,0,32,0,0,0,0,0,0,0,1,1,0,1,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4891,K18,4891,481,מגאר,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,609,247,238,9,35,0,7,0,14,0,55,0,0,0,0,0,0,23,25,33,2,1,0,0,0,28,0,0,0,0,0,0,0,0,1,0,1,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4892,K18,4892,481,מגאר,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,619,258,250,8,32,0,9,0,20,0,53,0,0,0,0,0,0,36,21,38,1,0,0,0,0,30,0,0,1,0,0,1,0,1,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4893,K18,4893,481,מגאר,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,620,175,174,1,38,0,1,2,7,0,58,1,0,0,1,0,0,17,9,11,1,0,0,0,0,19,1,0,0,0,0,0,2,2,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4894,K18,4894,481,מגאר,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,621,222,210,12,64,0,2,0,11,0,24,0,1,0,0,0,0,45,2,3,4,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4895,K18,4895,481,מגאר,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,665,308,292,16,34,0,1,0,20,0,76,0,0,0,0,0,0,22,25,7,3,0,0,0,0,92,0,0,1,0,0,0,0,0,1,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4896,K18,4896,481,מגאר,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,610,160,155,5,31,0,1,0,26,0,31,0,0,0,0,0,0,21,4,4,4,0,0,0,0,23,0,0,0,1,0,0,1,0,0,0,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4897,K18,4897,481,מגאר,18,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,590,186,184,2,33,0,2,0,16,1,31,0,0,1,0,0,0,27,9,11,1,0,0,1,0,38,0,0,0,0,5,0,1,0,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4898,K18,4898,481,מגאר,19,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,657,242,235,7,37,0,13,0,15,2,44,0,0,0,0,0,0,30,29,41,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4899,K18,4899,481,מגאר,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_code_match,660,286,281,5,61,0,17,0,10,0,89,0,0,0,0,0,0,37,15,33,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,14,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5079,K18,5079,1418,מחנה טלי,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,162,117,117,0,22,0,6,0,0,3,0,0,0,4,0,0,0,50,7,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Non-geographic row is counted but not mapped
K18:5080,K18,5080,1416,מחנה יוכבד,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,107,54,54,0,7,0,1,0,0,0,0,0,0,1,0,0,0,29,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non-geographic row is counted but not mapped
K18:5081,K18,5081,1415,מחנה יפה,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,194,127,126,1,25,0,7,0,0,0,1,0,0,1,0,0,0,54,7,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Non-geographic row is counted but not mapped
K18:5082,K18,5082,1412,מחנה תל נוף,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,178,109,109,0,14,0,9,0,0,1,0,0,0,3,0,0,0,52,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non-geographic row is counted but not mapped
K18:5190,K18,5190,1327,מעלה עירון,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,750,307,303,4,1,0,0,0,86,0,136,0,0,0,2,0,0,0,0,0,7,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5191,K18,5191,1327,מעלה עירון,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,724,266,264,2,2,0,0,0,55,0,61,0,0,0,1,0,0,4,3,3,7,0,0,0,0,126,0,0,0,0,0,0,1,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5192,K18,5192,1327,מעלה עירון,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,697,397,390,7,2,0,0,0,224,0,128,0,0,2,0,0,0,1,0,0,1,0,0,0,0,29,0,0,0,0,2,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5193,K18,5193,1327,מעלה עירון,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,583,157,152,5,1,0,1,0,48,0,39,0,0,2,0,0,1,2,1,0,1,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5194,K18,5194,1327,מעלה עירון,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,590,145,141,4,1,0,0,1,50,0,65,0,0,0,0,0,0,5,0,0,2,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5195,K18,5195,1327,מעלה עירון,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,674,331,328,3,1,0,0,0,82,0,42,1,0,0,0,0,0,0,0,5,0,0,0,0,0,192,0,0,0,1,1,0,2,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5196,K18,5196,1327,מעלה עירון,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,226,145,142,3,2,0,0,0,78,0,22,0,0,0,0,0,0,15,3,0,4,0,0,0,0,11,0,0,0,0,0,1,1,3,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5197,K18,5197,1327,מעלה עירון,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,687,495,489,6,1,0,0,1,246,0,170,0,0,0,0,0,0,3,4,0,0,0,1,0,0,61,0,0,0,0,0,0,0,0,1,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5198,K18,5198,1327,מעלה עירון,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,730,394,388,6,6,0,0,0,156,0,160,0,0,0,0,0,0,1,0,1,2,0,0,0,0,58,0,0,0,1,1,0,1,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5199,K18,5199,1327,מעלה עירון,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,721,342,338,4,0,0,0,0,114,0,153,0,0,0,0,0,0,1,0,0,1,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5200,K18,5200,1327,מעלה עירון,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,525,124,121,3,0,0,0,0,46,0,46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,0,0,1,0,0,0,0,0,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5231,K18,5231,1063,מעלות-תרשיחא,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,1063,מעלות-תרשיחא,,historical_stat_area_pending,automatic_code_match,142,65,63,2,0,0,0,0,26,0,17,0,0,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5372,K18,5372,9100,נהריה,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,9100,נהרייה,,historical_stat_area_pending,reviewed_locality_crosswalk,105,8,8,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5411,K18,5411,522,נחף,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,598,425,425,0,5,0,0,0,134,0,68,0,0,0,0,0,0,9,0,1,1,0,0,0,0,180,0,0,0,0,2,0,0,0,0,0,0,25,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5412,K18,5412,522,נחף,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,646,397,392,5,0,0,0,0,133,5,87,0,0,0,2,0,0,2,0,1,0,0,0,0,0,147,0,0,1,0,2,0,0,1,0,0,0,11,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5413,K18,5413,522,נחף,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,619,336,333,3,0,0,0,1,68,1,82,0,0,0,3,0,0,1,0,0,0,0,0,0,0,128,1,0,0,0,1,0,0,0,1,0,0,46,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5414,K18,5414,522,נחף,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,703,443,434,9,2,0,0,0,100,0,103,0,0,2,0,0,0,5,0,2,6,0,0,0,0,147,0,0,0,0,2,1,0,1,0,1,0,62,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5415,K18,5415,522,נחף,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,742,643,642,1,39,0,0,0,125,0,144,1,0,0,1,0,0,0,0,3,1,0,0,0,0,299,0,0,0,0,0,0,0,0,1,0,0,28,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5416,K18,5416,522,נחף,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,603,448,447,1,2,0,0,0,199,3,97,0,0,0,0,0,0,3,0,0,0,0,0,0,0,136,0,0,0,0,4,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5417,K18,5417,522,נחף,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,692,408,408,0,35,0,0,0,113,0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,30,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5418,K18,5418,522,נחף,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,646,473,470,3,0,0,0,0,109,0,132,0,0,0,0,0,0,0,0,2,1,0,0,0,0,210,0,0,0,0,1,0,1,0,0,0,0,14,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5419,K18,5419,522,נחף,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,620,543,542,1,16,0,0,0,147,0,122,0,0,1,0,0,0,1,0,0,1,0,0,0,0,208,0,0,0,2,0,1,1,0,0,0,0,42,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5961,K18,5961,7400,נתניה,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,7400,נתניה,,historical_stat_area_pending,automatic_code_match,120,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5981,K18,5981,7500,סח'נין,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,621,510,506,4,0,0,2,0,35,1,264,0,0,0,0,0,0,1,0,3,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5982,K18,5982,7500,סח'נין,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,712,565,559,6,1,0,1,1,21,0,306,0,0,0,0,0,0,0,0,2,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5983,K18,5983,7500,סח'נין,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,688,531,530,1,1,0,2,0,23,0,233,0,0,0,0,0,0,0,0,2,0,0,0,0,0,261,1,0,0,0,0,0,1,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5984,K18,5984,7500,סח'נין,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,706,601,600,1,17,0,0,0,43,0,161,0,0,0,0,0,0,1,0,1,1,0,0,0,0,351,0,0,0,0,0,0,0,1,0,0,0,24,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5985,K18,5985,7500,סח'נין,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,610,542,540,2,0,0,0,0,89,0,87,0,4,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5986,K18,5986,7500,סח'נין,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,691,639,639,0,0,0,0,0,79,0,148,0,0,0,0,0,0,3,0,0,6,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5987,K18,5987,7500,סח'נין,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,684,594,592,2,0,0,0,2,38,0,144,0,1,0,0,0,0,1,0,0,0,0,0,0,0,402,0,0,2,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5988,K18,5988,7500,סח'נין,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,549,497,497,0,1,0,0,0,76,0,110,1,8,0,2,1,0,1,0,0,0,1,0,0,0,293,1,0,0,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5989,K18,5989,7500,סח'נין,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,561,417,417,0,1,0,0,0,46,0,118,0,4,0,0,0,0,0,0,0,2,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5990,K18,5990,7500,סח'נין,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,638,583,581,2,0,0,0,0,76,0,131,0,1,0,0,0,0,0,0,1,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5991,K18,5991,7500,סח'נין,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,577,428,427,1,0,0,0,0,44,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5992,K18,5992,7500,סח'נין,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,689,543,542,1,0,0,1,0,20,0,273,1,2,0,0,0,0,1,0,3,0,0,0,0,0,235,0,0,0,0,0,0,1,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5993,K18,5993,7500,סח'נין,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,699,599,599,0,0,0,0,0,132,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5994,K18,5994,7500,סח'נין,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,646,572,572,0,3,0,0,0,74,0,132,0,6,0,0,0,0,0,1,0,15,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5995,K18,5995,7500,סח'נין,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,604,505,504,1,0,0,0,0,41,0,136,0,0,0,0,0,0,3,0,0,4,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5996,K18,5996,7500,סח'נין,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,619,531,531,0,1,0,0,0,79,0,115,0,2,0,0,0,0,0,0,1,3,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5997,K18,5997,7500,סח'נין,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,538,411,411,0,1,0,0,1,28,0,128,0,0,0,0,0,0,0,0,2,1,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,2,23,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5998,K18,5998,7500,סח'נין,18,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,653,494,494,0,1,0,1,0,25,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:5999,K18,5999,7500,סח'נין,19,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,674,522,521,1,0,0,0,1,89,0,61,0,8,0,0,0,0,1,0,0,1,0,0,0,0,355,0,0,0,0,0,0,0,0,0,1,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
