source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס,unresolved_reason
K21:4125,K21,4125,499,יפיע,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,737,308,305,3,3,0,70,204,0,0,0,0,0,1,0,0,0,0,2,0,0,3,7,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4126,K21,4126,499,יפיע,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,755,319,314,5,1,0,104,169,1,0,0,0,0,0,0,0,0,0,0,0,1,6,23,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4127,K21,4127,499,יפיע,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,750,328,326,2,10,0,98,163,0,0,0,0,0,0,1,0,0,0,1,1,1,16,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4128,K21,4128,499,יפיע,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,700,301,294,7,3,0,59,178,0,0,0,0,0,1,0,0,0,0,2,0,0,15,13,0,0,0,0,0,0,1,0,18,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4129,K21,4129,499,יפיע,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,707,283,278,5,5,0,41,162,0,0,0,0,0,1,0,0,0,0,11,1,0,5,21,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,2,2,0,2,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4130,K21,4130,499,יפיע,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,789,326,321,5,5,1,83,172,0,1,0,0,0,0,0,0,0,0,11,0,0,12,15,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4131,K21,4131,499,יפיע,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,772,385,380,5,5,1,93,227,0,0,0,0,0,0,0,0,0,0,9,1,2,9,10,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4132,K21,4132,499,יפיע,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,759,303,294,9,19,0,58,167,1,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,1,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4133,K21,4133,499,יפיע,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,747,305,303,2,3,0,63,199,0,0,0,0,0,0,0,0,0,0,1,1,0,10,15,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4218,K21,4218,3000,ירושלים,33.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,3000,ירושלים,,historical_stat_area_pending,automatic_code_match,610,458,456,2,8,52,0,0,17,0,0,0,0,106,0,0,0,0,9,0,6,99,3,35,0,0,0,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4219,K21,4219,3000,ירושלים,33.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,3000,ירושלים,,historical_stat_area_pending,automatic_code_match,610,430,430,0,14,36,0,0,19,0,0,0,0,103,0,0,0,0,5,0,0,113,4,34,0,0,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4220,K21,4220,3000,ירושלים,33.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,3000,ירושלים,,historical_stat_area_pending,automatic_code_match,610,448,448,0,11,49,0,0,13,0,0,0,0,129,0,0,0,0,6,0,6,76,5,36,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4221,K21,4221,3000,ירושלים,33.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,3000,ירושלים,,historical_stat_area_pending,automatic_code_match,610,431,430,1,5,46,0,0,17,0,0,0,0,85,0,0,0,0,12,0,3,98,4,58,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4222,K21,4222,3000,ירושלים,33.5,no_direct_historical_assignment,statistical_area_pending,,,,,,,3000,ירושלים,,historical_stat_area_pending,automatic_code_match,610,424,423,1,7,40,0,1,10,0,0,0,0,122,0,0,0,0,8,0,4,87,9,54,0,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:4223,K21,4223,3000,ירושלים,33.6,no_direct_historical_assignment,statistical_area_pending,,,,,,,3000,ירושלים,,historical_stat_area_pending,automatic_code_match,607,443,441,2,11,71,0,0,10,1,0,0,0,108,0,0,0,0,11,0,11,70,13,37,0,0,0,6,0,0,1,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5061,K21,5061,509,כפר כנא,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,768,317,317,0,4,0,180,88,0,0,0,0,0,0,0,0,0,0,8,0,0,2,10,0,0,0,5,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5062,K21,5062,509,כפר כנא,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,756,331,330,1,6,0,159,133,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5063,K21,5063,509,כפר כנא,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,733,331,327,4,4,0,215,80,0,0,0,0,0,2,0,0,0,0,2,0,0,3,9,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5064,K21,5064,509,כפר כנא,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,746,302,295,7,2,0,138,98,0,0,0,0,0,0,0,0,0,0,4,0,3,2,23,0,0,0,2,3,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5065,K21,5065,509,כפר כנא,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,752,338,334,4,3,0,119,167,1,0,0,0,0,0,0,0,0,0,6,0,2,1,10,1,0,0,4,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,11,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5066,K21,5066,509,כפר כנא,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,759,340,335,5,5,0,130,153,1,0,0,0,0,0,0,0,0,0,13,0,3,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,9,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5067,K21,5067,509,כפר כנא,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,754,357,355,2,14,0,213,57,0,0,0,0,0,0,0,0,0,0,14,0,0,3,3,0,0,0,22,0,0,0,0,22,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5068,K21,5068,509,כפר כנא,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,706,303,303,0,3,0,113,122,0,0,0,0,0,0,0,0,1,0,6,0,3,3,18,0,0,0,5,2,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5069,K21,5069,509,כפר כנא,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,781,340,335,5,0,0,105,188,0,0,0,0,0,1,0,1,0,0,0,0,0,5,23,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5070,K21,5070,509,כפר כנא,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,738,423,420,3,16,0,159,180,0,0,0,0,0,1,0,0,1,1,12,0,3,10,13,1,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5071,K21,5071,509,כפר כנא,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,778,370,363,7,1,0,108,222,0,1,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,14,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5072,K21,5072,509,כפר כנא,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,736,260,253,7,3,0,116,94,0,0,0,0,0,1,0,0,0,0,4,0,5,3,7,0,1,0,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5073,K21,5073,509,כפר כנא,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,796,416,407,9,6,1,195,145,0,0,0,0,0,0,0,0,0,1,8,0,0,6,10,1,0,0,10,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5074,K21,5074,509,כפר כנא,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,737,476,468,8,6,0,198,203,0,0,0,0,0,0,0,0,0,1,15,0,8,1,12,1,0,0,7,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5075,K21,5075,509,כפר כנא,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,748,376,371,5,0,1,135,186,0,0,0,0,0,0,0,0,0,0,14,1,4,5,6,2,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5076,K21,5076,509,כפר כנא,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,760,354,351,3,10,0,188,75,1,0,0,0,0,0,0,0,0,0,13,0,0,1,8,0,0,0,27,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5077,K21,5077,509,כפר כנא,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,750,478,466,12,8,1,176,129,0,0,0,0,0,1,0,0,0,0,35,0,0,4,9,0,0,0,72,0,0,0,0,16,1,0,0,0,0,1,1,0,0,0,0,1,2,1,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5078,K21,5078,509,כפר כנא,18,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,715,402,394,8,31,0,252,76,0,0,0,0,0,0,0,0,0,0,11,0,1,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5079,K21,5079,509,כפר כנא,19,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_code_match,791,405,405,0,12,0,275,85,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5083,K21,5083,510,כפר מנדא,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,738,416,412,4,0,0,115,248,0,0,0,0,0,0,0,0,0,0,1,1,0,4,13,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,1,0,0,0,1,0,0,2,19,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5084,K21,5084,510,כפר מנדא,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,726,478,474,4,2,0,230,108,0,0,0,0,0,0,0,0,0,0,18,0,0,1,50,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,57,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5085,K21,5085,510,כפר מנדא,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,731,441,439,2,3,1,202,139,0,0,0,0,0,0,0,0,0,0,8,0,1,3,34,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5086,K21,5086,510,כפר מנדא,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,728,443,441,2,1,0,140,219,1,0,0,0,0,1,0,0,0,0,3,1,0,7,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5087,K21,5087,510,כפר מנדא,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,693,503,495,8,0,0,131,161,1,0,0,0,0,0,0,0,0,0,1,0,0,3,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5088,K21,5088,510,כפר מנדא,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,698,384,380,4,1,0,127,176,0,0,0,0,0,1,0,0,0,0,5,0,0,4,28,3,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,27,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5089,K21,5089,510,כפר מנדא,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,713,479,475,4,1,0,141,272,0,0,0,0,0,2,0,0,0,0,7,0,0,4,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5090,K21,5090,510,כפר מנדא,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,706,431,429,2,1,1,122,242,0,0,0,0,0,2,0,0,0,0,9,1,0,3,16,2,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5091,K21,5091,510,כפר מנדא,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,713,407,402,5,2,0,107,252,0,0,0,0,0,0,0,0,0,0,2,0,0,3,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5092,K21,5092,510,כפר מנדא,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,720,426,420,6,2,0,124,225,0,0,0,0,0,2,0,1,1,0,8,0,0,6,18,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,2,21,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5093,K21,5093,510,כפר מנדא,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,720,434,429,5,1,0,205,128,0,0,0,0,0,0,0,0,0,0,13,0,0,1,31,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5094,K21,5094,510,כפר מנדא,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,727,476,464,12,7,0,128,189,0,0,0,0,0,1,0,0,1,0,6,0,0,5,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,1,0,2,0,100,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5095,K21,5095,510,כפר מנדא,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,735,463,459,4,0,0,218,101,0,0,0,0,0,0,0,0,0,0,32,0,0,2,43,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,53,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5096,K21,5096,510,כפר מנדא,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,702,493,490,3,1,0,95,337,0,0,0,0,0,0,0,0,0,0,4,0,0,2,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5097,K21,5097,510,כפר מנדא,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,751,477,473,4,1,0,117,289,0,0,0,0,0,0,1,0,0,0,6,0,0,5,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,24,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5098,K21,5098,510,כפר מנדא,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,739,412,408,4,2,0,127,222,0,0,0,0,0,0,0,0,0,1,12,0,0,2,19,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5099,K21,5099,510,כפר מנדא,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_code_match,709,430,426,4,2,1,126,218,0,0,0,0,0,0,0,0,0,0,11,0,0,7,29,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5250,K21,5250,634,כפר קאסם,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,624,307,307,0,0,0,117,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5251,K21,5251,634,כפר קאסם,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,670,357,349,8,1,0,101,77,0,0,0,0,0,0,0,0,0,0,5,1,0,3,150,0,0,0,1,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5252,K21,5252,634,כפר קאסם,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,689,334,331,3,2,0,113,63,0,0,0,0,0,0,0,0,0,0,1,0,0,1,144,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5253,K21,5253,634,כפר קאסם,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,670,361,352,9,0,0,126,79,0,0,0,0,1,2,0,0,0,0,0,0,0,0,131,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5254,K21,5254,634,כפר קאסם,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,658,438,434,4,1,0,127,120,1,0,0,0,0,0,0,0,0,0,1,0,0,4,169,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5255,K21,5255,634,כפר קאסם,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,671,455,451,4,4,0,141,107,0,0,0,0,0,0,0,0,0,0,2,0,0,3,181,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5256,K21,5256,634,כפר קאסם,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,652,461,455,6,0,0,171,75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,192,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5257,K21,5257,634,כפר קאסם,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,658,407,400,7,4,0,153,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,133,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5258,K21,5258,634,כפר קאסם,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,651,461,448,13,0,0,164,69,1,0,0,0,0,0,0,0,0,0,1,1,0,4,181,1,1,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5259,K21,5259,634,כפר קאסם,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,626,482,477,5,1,0,235,74,0,0,0,0,0,1,0,0,0,0,4,0,0,2,152,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5260,K21,5260,634,כפר קאסם,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,654,472,467,5,2,0,128,152,0,0,0,0,0,0,0,0,0,0,3,0,0,2,168,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5261,K21,5261,634,כפר קאסם,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,601,390,389,1,0,0,78,147,0,0,0,0,0,0,0,0,0,0,2,1,0,1,154,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5262,K21,5262,634,כפר קאסם,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,685,464,451,13,1,0,160,74,0,0,0,0,0,0,0,0,0,0,1,0,0,3,189,0,0,0,0,0,2,0,0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5263,K21,5263,634,כפר קאסם,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,596,452,449,3,10,0,183,83,0,0,0,0,1,0,0,0,0,0,3,0,0,5,140,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5264,K21,5264,634,כפר קאסם,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,621,459,451,8,1,0,173,86,0,0,0,0,0,1,0,0,0,0,7,0,0,1,171,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:5265,K21,5265,634,כפר קאסם,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,615,395,391,4,2,0,134,96,0,0,0,0,0,1,0,0,0,0,0,0,0,4,144,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
