source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס,unresolved_reason
K21:6037,K21,6037,99999,מעטפות חיצוניות,144,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,802,797,5,26,1,1,1,86,0,0,0,0,36,0,0,0,0,40,0,12,268,14,35,1,0,0,14,0,0,0,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Non-geographic row is counted but not mapped
K21:6038,K21,6038,99999,מעטפות חיצוניות,145,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,797,2,43,26,16,24,26,0,1,0,1,38,0,0,0,0,25,0,34,243,39,32,1,0,0,13,0,0,0,180,1,0,0,0,0,1,0,0,1,1,1,0,1,0,49,Non-geographic row is counted but not mapped
K21:6039,K21,6039,99999,מעטפות חיצוניות,146,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,802,801,1,40,0,2,2,84,0,1,0,0,34,0,0,0,1,36,0,10,267,21,37,0,0,1,7,0,0,0,247,1,0,0,0,0,1,1,0,0,1,0,0,0,0,7,Non-geographic row is counted but not mapped
K21:6040,K21,6040,99999,מעטפות חיצוניות,147,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,806,802,4,36,84,4,3,32,1,0,0,0,50,0,0,1,0,26,0,10,227,21,33,1,0,1,13,2,0,0,188,0,0,2,0,0,3,0,0,0,1,0,0,0,0,63,Non-geographic row is counted but not mapped
K21:6041,K21,6041,99999,מעטפות חיצוניות,148,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,793,6,28,116,10,13,42,0,0,0,0,53,0,0,0,0,24,0,29,201,18,38,0,0,0,11,1,0,0,132,1,1,0,0,0,0,0,0,0,0,1,0,0,0,74,Non-geographic row is counted but not mapped
K21:6042,K21,6042,99999,מעטפות חיצוניות,149,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,790,785,5,32,0,0,0,90,0,0,0,0,46,0,0,0,0,29,0,15,251,14,44,0,0,1,6,1,0,1,232,0,0,0,0,0,2,0,0,0,1,0,0,0,0,20,Non-geographic row is counted but not mapped
K21:6043,K21,6043,99999,מעטפות חיצוניות,150,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,788,12,37,5,1,1,79,0,0,0,1,17,0,0,0,0,41,0,10,256,30,30,0,0,1,12,2,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Non-geographic row is counted but not mapped
K21:6044,K21,6044,99999,מעטפות חיצוניות,151,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,798,790,8,36,76,10,10,35,0,0,0,1,52,0,0,0,0,30,0,9,214,26,43,0,0,0,17,1,1,0,149,0,0,0,0,0,0,1,0,0,0,0,0,1,1,77,Non-geographic row is counted but not mapped
K21:6045,K21,6045,99999,מעטפות חיצוניות,152,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,789,785,4,45,47,24,60,53,1,0,0,1,37,0,0,0,0,18,0,7,176,26,29,0,0,1,10,0,0,0,198,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,Non-geographic row is counted but not mapped
K21:6046,K21,6046,99999,מעטפות חיצוניות,153,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,795,4,38,135,10,6,33,0,0,0,0,29,0,1,0,0,20,1,18,205,15,24,0,0,0,7,2,0,0,149,0,0,0,0,0,0,0,0,0,1,0,0,1,0,100,Non-geographic row is counted but not mapped
K21:6047,K21,6047,99999,מעטפות חיצוניות,154,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,919,909,10,38,26,8,23,49,0,0,0,0,40,1,0,0,0,30,0,28,281,40,33,0,0,2,18,0,0,1,240,1,1,0,0,1,2,0,0,0,2,1,1,0,0,42,Non-geographic row is counted but not mapped
K21:6048,K21,6048,99999,מעטפות חיצוניות,155,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,787,13,39,2,0,0,68,0,0,0,1,24,1,0,0,0,25,0,7,278,22,24,0,0,0,3,3,1,0,281,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,Non-geographic row is counted but not mapped
K21:6049,K21,6049,99999,מעטפות חיצוניות,156,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,795,787,8,29,90,7,22,24,0,0,0,0,58,0,0,0,0,17,0,27,217,27,33,0,0,0,12,1,1,1,162,1,0,0,0,0,0,1,0,1,1,0,0,1,2,52,Non-geographic row is counted but not mapped
K21:6050,K21,6050,99999,מעטפות חיצוניות,157,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,793,782,11,32,50,26,19,30,1,1,0,0,71,1,0,0,0,30,0,43,204,20,46,1,0,0,12,0,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,Non-geographic row is counted but not mapped
K21:6051,K21,6051,99999,מעטפות חיצוניות,158,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,809,793,16,35,44,9,9,45,1,0,0,0,41,0,0,0,0,33,0,9,224,20,35,1,0,0,23,0,0,0,226,1,0,0,0,0,1,0,0,0,0,0,0,0,0,36,Non-geographic row is counted but not mapped
K21:6052,K21,6052,99999,מעטפות חיצוניות,159,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,798,790,8,39,62,7,16,50,0,0,0,1,44,1,1,0,0,21,0,19,194,34,34,0,0,0,15,2,0,0,169,0,1,1,0,0,1,0,0,0,0,0,0,0,0,78,Non-geographic row is counted but not mapped
K21:6053,K21,6053,99999,מעטפות חיצוניות,160,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,990,988,2,38,19,4,3,76,0,0,0,0,38,0,0,0,0,26,0,19,308,37,54,0,0,2,13,2,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,Non-geographic row is counted but not mapped
K21:6054,K21,6054,99999,מעטפות חיצוניות,161,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,499,497,2,15,27,10,17,27,0,1,0,0,50,0,0,0,0,9,1,8,132,15,28,0,0,0,13,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Non-geographic row is counted but not mapped
K21:6055,K21,6055,99999,מעטפות חיצוניות,162,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,402,400,2,16,1,4,5,29,0,0,0,1,9,0,0,0,0,11,0,8,129,18,13,0,0,0,11,0,0,0,132,0,0,0,0,0,0,1,0,0,2,0,0,1,1,8,Non-geographic row is counted but not mapped
K21:6056,K21,6056,99999,מעטפות חיצוניות,163,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,402,400,2,15,15,7,13,26,0,0,0,0,51,0,0,0,0,11,0,10,103,10,19,0,0,0,5,0,0,0,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,Non-geographic row is counted but not mapped
K21:6057,K21,6057,99999,מעטפות חיצוניות,165,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,812,804,8,39,43,20,26,35,0,0,0,1,38,0,0,0,0,29,0,39,222,39,32,0,0,2,10,4,0,1,178,0,0,0,0,0,1,1,0,1,1,0,0,0,0,42,Non-geographic row is counted but not mapped
K21:6058,K21,6058,99999,מעטפות חיצוניות,166,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,400,389,11,29,7,2,15,31,0,0,0,0,9,0,0,1,0,7,1,9,117,13,17,0,0,0,6,1,0,0,109,0,0,1,0,0,0,0,0,0,0,1,0,0,2,11,Non-geographic row is counted but not mapped
K21:6059,K21,6059,99999,מעטפות חיצוניות,168,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,450,440,10,17,31,11,8,17,0,1,0,1,24,0,0,0,0,16,0,7,141,9,17,0,0,0,9,1,91,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,36,Non-geographic row is counted but not mapped
K21:6060,K21,6060,99999,מעטפות חיצוניות,169,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,798,791,7,36,42,13,30,37,0,0,0,1,60,1,0,0,0,22,0,27,246,28,22,1,0,0,10,1,0,1,151,0,0,0,0,1,1,0,0,0,0,1,1,0,3,55,Non-geographic row is counted but not mapped
K21:6061,K21,6061,99999,מעטפות חיצוניות,170,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,790,783,7,36,31,19,23,32,1,0,0,1,34,1,0,0,0,27,0,23,193,26,47,2,0,1,18,0,0,0,218,1,0,0,0,0,1,0,0,0,1,0,1,0,1,45,Non-geographic row is counted but not mapped
K21:6062,K21,6062,99999,מעטפות חיצוניות,171,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,815,801,14,71,14,5,7,58,0,0,0,0,51,1,0,0,0,23,1,7,227,30,33,0,0,0,15,1,0,0,239,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,Non-geographic row is counted but not mapped
K21:6063,K21,6063,99999,מעטפות חיצוניות,172,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,801,794,7,47,79,13,19,27,1,1,0,1,42,0,0,0,0,16,0,12,193,47,33,1,0,1,18,0,0,0,179,0,0,0,0,0,1,0,0,0,1,0,0,0,0,62,Non-geographic row is counted but not mapped
K21:6064,K21,6064,99999,מעטפות חיצוניות,173,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,784,774,10,25,51,28,15,37,0,0,0,1,61,0,0,0,0,26,0,11,200,30,41,0,0,0,13,3,0,0,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,Non-geographic row is counted but not mapped
K21:6065,K21,6065,99999,מעטפות חיצוניות,174,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,805,797,8,37,96,29,37,29,0,0,0,0,66,0,0,0,0,29,0,31,167,19,39,0,0,1,16,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,Non-geographic row is counted but not mapped
K21:6066,K21,6066,99999,מעטפות חיצוניות,175,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,798,790,8,50,22,19,31,31,2,0,0,1,31,0,0,0,0,31,0,29,258,23,30,0,0,0,14,3,1,0,162,0,0,0,0,0,2,0,0,0,2,1,0,1,2,44,Non-geographic row is counted but not mapped
K21:6067,K21,6067,99999,מעטפות חיצוניות,176,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,803,790,13,53,103,21,63,23,0,0,0,0,18,0,1,0,0,17,0,12,81,61,15,0,0,0,14,1,0,0,262,0,0,0,0,0,0,0,0,0,2,0,0,1,0,42,Non-geographic row is counted but not mapped
K21:6068,K21,6068,99999,מעטפות חיצוניות,177,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,804,798,6,43,15,1,5,54,1,0,0,0,24,0,0,0,0,35,1,11,227,24,38,0,0,0,13,1,0,0,268,1,0,0,0,0,2,0,0,0,3,0,0,0,0,31,Non-geographic row is counted but not mapped
K21:6069,K21,6069,99999,מעטפות חיצוניות,178,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,801,785,16,41,79,14,24,31,2,0,0,0,34,2,0,0,0,34,0,32,178,28,17,0,0,0,17,0,0,0,176,1,0,0,0,0,8,0,0,0,1,0,0,0,0,66,Non-geographic row is counted but not mapped
K21:6070,K21,6070,99999,מעטפות חיצוניות,179,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,792,8,37,23,2,5,23,0,0,0,1,23,0,0,0,0,33,0,19,256,19,23,1,0,0,14,0,1,0,278,0,0,1,2,0,2,0,0,0,2,0,0,0,0,27,Non-geographic row is counted but not mapped
K21:6071,K21,6071,99999,מעטפות חיצוניות,180,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,753,744,9,52,7,20,35,19,0,0,0,0,14,0,1,0,0,31,0,22,200,44,15,0,0,0,15,2,1,0,233,0,2,0,0,0,4,1,0,1,1,0,0,0,2,22,Non-geographic row is counted but not mapped
K21:6072,K21,6072,99999,מעטפות חיצוניות,181,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,793,6,48,45,47,39,33,2,0,0,0,37,1,0,2,0,25,0,43,176,21,12,0,0,0,15,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,Non-geographic row is counted but not mapped
K21:6073,K21,6073,99999,מעטפות חיצוניות,182,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,790,786,4,30,55,7,9,43,0,0,0,1,34,0,0,0,0,38,0,11,245,23,29,0,0,2,25,1,0,0,160,0,0,0,0,0,1,0,0,1,0,0,0,0,0,71,Non-geographic row is counted but not mapped
K21:6074,K21,6074,99999,מעטפות חיצוניות,183,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,796,3,58,20,27,36,26,0,0,0,1,56,0,0,0,0,22,0,27,153,57,20,0,0,1,5,0,0,0,251,0,1,1,0,0,4,0,0,0,2,0,1,2,0,25,Non-geographic row is counted but not mapped
K21:6075,K21,6075,99999,מעטפות חיצוניות,184,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,797,793,4,46,80,5,18,33,0,0,0,0,36,0,0,0,0,25,0,27,175,35,30,0,0,0,8,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,Non-geographic row is counted but not mapped
K21:6076,K21,6076,99999,מעטפות חיצוניות,186,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,790,10,41,58,20,39,37,1,0,0,1,45,1,0,0,0,22,0,28,186,28,39,0,0,0,19,0,0,0,127,0,0,0,0,1,0,0,0,0,2,1,0,0,0,94,Non-geographic row is counted but not mapped
K21:6077,K21,6077,99999,מעטפות חיצוניות,187,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,797,793,4,29,93,0,0,40,0,0,0,0,59,0,0,0,0,22,0,9,187,18,61,0,0,0,9,0,0,0,183,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80,Non-geographic row is counted but not mapped
K21:6078,K21,6078,99999,מעטפות חיצוניות,188,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,801,795,6,46,31,23,27,30,0,0,0,1,52,0,0,0,0,32,0,47,185,35,39,0,0,1,10,1,0,0,187,0,0,0,0,0,1,0,0,0,2,0,0,0,0,45,Non-geographic row is counted but not mapped
K21:6079,K21,6079,99999,מעטפות חיצוניות,189,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,794,6,41,44,28,42,34,0,0,0,0,60,2,0,0,0,40,0,21,159,59,27,0,0,1,16,0,0,0,150,0,1,0,0,0,0,0,0,0,4,0,0,0,0,65,Non-geographic row is counted but not mapped
K21:6080,K21,6080,99999,מעטפות חיצוניות,190,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,791,9,24,110,5,14,44,0,0,0,1,55,0,0,0,1,23,0,13,215,19,42,0,0,2,9,0,0,1,118,0,0,0,0,0,1,0,0,0,1,0,0,0,0,93,Non-geographic row is counted but not mapped
K21:6081,K21,6081,99999,מעטפות חיצוניות,191,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,781,772,9,36,107,5,18,27,0,0,0,1,36,0,0,0,0,29,1,27,210,25,24,0,0,0,8,1,0,0,102,0,0,0,0,0,1,2,0,0,0,0,0,0,2,110,Non-geographic row is counted but not mapped
K21:6082,K21,6082,99999,מעטפות חיצוניות,193,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,791,9,33,26,21,64,18,0,1,0,1,19,0,0,0,0,22,0,64,268,20,12,0,0,0,20,1,0,0,153,0,0,1,0,0,4,1,0,0,1,6,0,1,1,33,Non-geographic row is counted but not mapped
K21:6083,K21,6083,99999,מעטפות חיצוניות,194,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,854,846,8,34,31,6,5,86,0,0,0,0,42,0,0,0,0,27,0,15,276,27,37,0,0,0,4,0,0,0,231,0,0,0,0,0,1,0,0,0,1,1,0,1,0,21,Non-geographic row is counted but not mapped
K21:6084,K21,6084,99999,מעטפות חיצוניות,195,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,813,809,4,45,45,9,23,26,0,0,0,0,36,0,0,0,0,22,0,30,238,33,35,0,0,0,11,2,0,0,191,0,0,0,1,0,1,0,0,0,2,1,0,2,0,56,Non-geographic row is counted but not mapped
K21:6085,K21,6085,99999,מעטפות חיצוניות,196,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,798,789,9,34,74,3,11,45,0,0,0,0,44,0,0,0,1,26,0,15,212,24,31,0,0,1,14,3,0,1,195,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,Non-geographic row is counted but not mapped
K21:6086,K21,6086,99999,מעטפות חיצוניות,197,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,802,797,5,34,42,18,33,47,0,0,0,0,53,0,0,1,0,31,0,13,204,35,40,0,0,0,13,1,0,0,191,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39,Non-geographic row is counted but not mapped
K21:6087,K21,6087,99999,מעטפות חיצוניות,198,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,803,799,4,34,43,25,43,28,1,0,0,0,55,0,0,0,0,38,0,12,189,35,28,0,0,2,21,0,0,0,201,0,0,0,0,0,2,0,0,0,0,0,0,0,1,41,Non-geographic row is counted but not mapped
K21:6088,K21,6088,99999,מעטפות חיצוניות,199,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,826,818,8,28,48,29,35,42,0,1,0,1,46,0,0,0,0,31,0,24,209,23,23,0,0,0,16,2,0,0,200,0,0,0,0,1,0,0,0,0,2,2,0,0,0,55,Non-geographic row is counted but not mapped
K21:6089,K21,6089,99999,מעטפות חיצוניות,200,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,795,5,35,35,9,12,31,0,0,0,0,50,1,0,0,0,39,0,21,251,29,27,1,0,0,16,1,0,0,171,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64,Non-geographic row is counted but not mapped
K21:6090,K21,6090,99999,מעטפות חיצוניות,201,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,802,796,6,50,58,19,21,41,1,0,0,3,51,1,0,0,0,32,0,24,188,17,28,0,0,1,14,1,0,0,184,0,0,0,0,0,2,0,0,0,1,0,0,0,0,59,Non-geographic row is counted but not mapped
K21:6091,K21,6091,99999,מעטפות חיצוניות,202,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,182,181,1,8,18,2,9,5,0,0,0,0,12,0,0,0,0,4,0,1,45,7,4,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Non-geographic row is counted but not mapped
K21:6092,K21,6092,99999,מעטפות חיצוניות,203,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,797,791,6,41,7,2,6,54,0,0,0,0,28,1,0,0,1,23,0,20,268,19,40,2,0,0,4,3,0,0,232,2,1,0,0,1,0,0,0,0,2,0,0,0,2,32,Non-geographic row is counted but not mapped
K21:6093,K21,6093,99999,מעטפות חיצוניות,204,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,805,800,5,29,46,0,4,54,0,0,0,0,41,0,1,0,0,27,0,15,252,27,33,1,0,0,13,2,0,0,213,2,0,0,0,0,2,0,0,0,1,0,0,0,1,36,Non-geographic row is counted but not mapped
K21:6094,K21,6094,99999,מעטפות חיצוניות,205,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,793,6,46,94,12,29,32,1,0,0,1,39,0,0,0,0,31,0,23,182,29,34,0,0,0,7,1,0,0,156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,74,Non-geographic row is counted but not mapped
K21:6095,K21,6095,99999,מעטפות חיצוניות,206,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,810,801,9,48,68,18,27,25,0,0,0,0,40,0,1,0,0,27,1,20,212,20,29,1,0,0,21,1,0,0,180,0,2,0,0,0,6,0,0,1,3,0,0,0,0,50,Non-geographic row is counted but not mapped
K21:6096,K21,6096,99999,מעטפות חיצוניות,207,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,803,790,13,36,71,20,37,40,0,0,0,0,53,0,0,0,0,38,0,12,171,35,33,0,0,0,7,0,0,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,2,79,Non-geographic row is counted but not mapped
K21:6097,K21,6097,99999,מעטפות חיצוניות,208,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,787,783,4,39,42,52,23,47,0,0,0,0,55,0,0,0,2,22,0,21,220,17,26,0,0,2,16,1,0,0,151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,Non-geographic row is counted but not mapped
K21:6098,K21,6098,99999,מעטפות חיצוניות,209,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,797,3,48,32,36,20,38,0,0,0,1,70,1,0,0,0,32,0,29,194,37,20,1,0,1,13,0,0,1,165,0,0,0,0,0,2,0,0,0,3,0,0,0,0,53,Non-geographic row is counted but not mapped
K21:6099,K21,6099,99999,מעטפות חיצוניות,210,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,794,6,25,46,19,20,43,0,0,0,0,88,0,0,0,0,37,0,14,208,21,45,0,0,0,16,1,0,0,158,0,0,0,0,0,0,1,0,0,3,0,0,0,1,48,Non-geographic row is counted but not mapped
K21:6100,K21,6100,99999,מעטפות חיצוניות,211,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,782,18,52,56,27,17,32,0,0,0,2,56,0,0,0,0,18,0,15,170,27,28,0,0,1,11,1,0,0,195,0,0,0,0,0,0,0,0,0,0,0,1,1,1,71,Non-geographic row is counted but not mapped
K21:6101,K21,6101,99999,מעטפות חיצוניות,212,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,796,793,3,40,52,20,43,25,1,0,0,0,41,0,0,0,0,39,0,16,172,31,35,0,0,0,12,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Non-geographic row is counted but not mapped
K21:6102,K21,6102,99999,מעטפות חיצוניות,213,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,806,801,5,44,48,16,15,48,0,0,0,1,54,0,1,0,0,27,0,18,235,23,35,0,0,2,8,1,0,0,156,1,0,0,0,0,1,0,0,1,1,1,1,0,0,63,Non-geographic row is counted but not mapped
K21:6103,K21,6103,99999,מעטפות חיצוניות,214,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,802,798,4,41,56,25,62,23,1,0,0,1,43,0,0,0,0,39,0,10,164,35,23,0,0,0,21,0,1,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Non-geographic row is counted but not mapped
K21:6104,K21,6104,99999,מעטפות חיצוניות,215,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,796,4,43,26,16,15,43,0,0,0,0,27,0,0,0,1,31,0,27,292,16,22,1,0,0,8,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,Non-geographic row is counted but not mapped
K21:6105,K21,6105,99999,מעטפות חיצוניות,216,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,400,392,8,20,2,5,7,30,0,0,0,0,19,0,0,0,0,8,0,9,110,14,28,2,0,0,5,2,0,0,117,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,Non-geographic row is counted but not mapped
K21:6106,K21,6106,99999,מעטפות חיצוניות,217,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,402,400,2,29,7,11,20,21,0,0,0,0,18,0,0,0,0,16,0,7,94,27,18,0,0,0,6,2,0,0,108,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,Non-geographic row is counted but not mapped
K21:6107,K21,6107,99999,מעטפות חיצוניות,218,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,790,9,39,9,24,25,78,1,0,0,0,34,0,0,1,0,27,0,13,231,21,41,0,0,1,19,1,0,1,187,1,0,0,0,0,0,1,0,0,2,0,0,0,0,33,Non-geographic row is counted but not mapped
K21:6108,K21,6108,99999,מעטפות חיצוניות,219,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,788,785,3,45,33,5,4,44,0,0,0,1,26,0,0,0,0,31,0,32,204,33,37,0,0,1,5,4,1,0,238,1,0,0,1,1,0,0,0,1,1,0,0,0,1,35,Non-geographic row is counted but not mapped
