source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס,address_match_status,address_query,unresolved_reason
K20:5948,K20,5948,875,מעטפות חיצוניות,256,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,939,937,2,138,38,44,0,0,0,126,0,0,0,0,81,45,212,29,0,0,0,0,100,0,0,20,37,0,67,,,non-geographic row is counted but not mapped
K20:5949,K20,5949,875,מעטפות חיצוניות,257,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,991,987,4,142,55,56,0,1,0,113,0,0,0,0,82,52,191,58,2,0,0,1,105,0,0,28,44,3,54,,,non-geographic row is counted but not mapped
K20:5950,K20,5950,875,מעטפות חיצוניות,258,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,915,913,2,116,75,60,0,0,1,115,0,0,0,1,66,45,175,42,0,0,0,2,86,0,0,15,43,0,71,,,non-geographic row is counted but not mapped
K20:5951,K20,5951,875,מעטפות חיצוניות,260,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,797,3,133,57,61,0,0,0,99,0,0,0,0,46,38,161,27,0,0,0,0,73,0,0,12,41,0,49,,,non-geographic row is counted but not mapped
K20:5952,K20,5952,875,מעטפות חיצוניות,261,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1051,1043,8,158,58,64,0,0,0,131,1,0,0,1,88,62,205,31,0,0,0,0,100,0,0,17,52,0,75,,,non-geographic row is counted but not mapped
K20:5953,K20,5953,875,מעטפות חיצוניות,262,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,970,969,1,158,44,58,0,0,0,139,0,0,0,0,91,46,195,35,1,0,0,0,90,0,0,16,39,1,56,,,non-geographic row is counted but not mapped
K20:5954,K20,5954,875,מעטפות חיצוניות,263,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,902,900,2,181,51,42,0,0,0,114,0,0,0,0,73,36,138,50,0,0,0,0,98,0,1,27,40,0,49,,,non-geographic row is counted but not mapped
K20:5955,K20,5955,875,מעטפות חיצוניות,264,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,857,854,3,128,46,23,0,0,1,124,0,0,0,0,47,35,181,32,0,0,0,0,67,1,1,16,54,2,96,,,non-geographic row is counted but not mapped
K20:5956,K20,5956,875,מעטפות חיצוניות,265,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,831,822,9,139,44,43,0,0,0,119,0,0,0,0,51,25,138,45,0,0,0,1,76,0,0,25,57,0,59,,,non-geographic row is counted but not mapped
K20:5957,K20,5957,875,מעטפות חיצוניות,266,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,794,788,6,104,65,33,0,0,0,100,0,0,0,0,61,38,147,27,1,0,0,0,92,0,0,14,40,0,66,,,non-geographic row is counted but not mapped
K20:5958,K20,5958,875,מעטפות חיצוניות,267,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,789,782,7,143,40,15,0,0,0,97,0,0,0,0,49,31,185,35,0,0,2,0,84,0,0,18,26,0,57,,,non-geographic row is counted but not mapped
K20:5959,K20,5959,875,מעטפות חיצוניות,268,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,793,791,2,107,74,43,0,0,0,98,0,0,0,0,50,55,141,26,1,0,0,0,86,0,0,9,48,0,53,,,non-geographic row is counted but not mapped
K20:5960,K20,5960,875,מעטפות חיצוניות,271,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,540,540,0,76,22,34,0,0,0,73,0,0,0,0,31,29,125,23,1,0,0,0,53,0,1,5,28,0,39,,,non-geographic row is counted but not mapped
K20:5961,K20,5961,875,מעטפות חיצוניות,272,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,831,823,8,110,48,79,0,0,0,130,0,0,0,0,49,48,146,38,0,0,1,0,68,0,0,11,47,0,48,,,non-geographic row is counted but not mapped
K20:5962,K20,5962,875,מעטפות חיצוניות,273,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,800,796,4,142,36,42,0,0,0,101,0,0,0,0,66,34,152,32,0,0,0,1,87,0,0,17,33,1,52,,,non-geographic row is counted but not mapped
K20:5963,K20,5963,875,מעטפות חיצוניות,274,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,274,271,3,25,20,18,0,0,0,52,0,0,0,0,12,11,44,10,1,0,0,0,29,0,0,4,24,0,21,,,non-geographic row is counted but not mapped
K20:5964,K20,5964,875,מעטפות חיצוניות,275,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,787,784,3,144,53,33,0,0,1,94,0,0,0,0,65,24,144,43,1,0,0,0,85,0,0,23,29,2,43,,,non-geographic row is counted but not mapped
K20:5965,K20,5965,875,מעטפות חיצוניות,276,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,153,151,2,24,12,0,0,0,0,15,0,0,0,0,15,5,31,8,1,0,0,0,8,0,0,6,11,0,15,,,non-geographic row is counted but not mapped
K20:5966,K20,5966,875,מעטפות חיצוניות,277,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,364,361,3,72,0,43,0,0,0,30,0,0,0,0,24,11,104,9,0,0,0,2,37,0,0,13,1,0,15,,,non-geographic row is counted but not mapped
K20:5967,K20,5967,875,מעטפות חיצוניות,278,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,299,294,5,41,7,26,0,0,1,30,1,0,0,0,29,17,73,11,0,0,0,2,22,0,0,8,11,1,14,,,non-geographic row is counted but not mapped
K20:5968,K20,5968,875,מעטפות חיצוניות,279,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,373,368,5,52,18,37,1,0,0,85,0,0,0,0,27,5,60,13,0,0,0,4,29,0,0,15,15,0,7,,,non-geographic row is counted but not mapped
K20:5969,K20,5969,875,מעטפות חיצוניות,280,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,182,179,3,26,1,5,0,0,0,46,0,0,0,0,17,2,48,10,0,0,0,0,10,0,0,5,6,0,3,,,non-geographic row is counted but not mapped
K20:5970,K20,5970,875,מעטפות חיצוניות,282,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,384,383,1,45,19,5,0,0,0,59,0,0,0,0,23,6,132,11,0,0,0,0,20,0,0,9,26,1,27,,,non-geographic row is counted but not mapped
K20:5971,K20,5971,875,מעטפות חיצוניות,283,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,90,89,1,7,1,30,0,0,0,5,0,0,0,0,5,3,21,5,0,0,0,4,2,0,0,2,0,1,3,,,non-geographic row is counted but not mapped
K20:5972,K20,5972,875,מעטפות חיצוניות,284,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,376,372,4,46,2,7,0,0,0,46,0,0,0,0,33,16,128,8,0,0,0,0,25,0,0,13,26,0,22,,,non-geographic row is counted but not mapped
K20:5973,K20,5973,875,מעטפות חיצוניות,285,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,438,435,3,86,12,10,0,0,0,48,0,0,0,0,38,11,110,23,0,0,0,1,46,0,1,17,14,0,18,,,non-geographic row is counted but not mapped
K20:5974,K20,5974,875,מעטפות חיצוניות,286,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,385,384,1,73,9,9,1,0,0,45,0,0,0,0,43,19,96,10,0,0,1,2,33,0,0,17,10,0,16,,,non-geographic row is counted but not mapped
K20:5975,K20,5975,875,מעטפות חיצוניות,287,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,292,284,8,45,15,1,0,0,0,36,0,0,0,0,24,24,67,12,0,0,0,0,25,0,1,14,2,1,17,,,non-geographic row is counted but not mapped
K20:5976,K20,5976,875,מעטפות חיצוניות,288,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,382,382,0,75,7,4,0,0,0,39,0,0,0,0,40,20,82,22,0,0,0,0,51,0,0,23,10,0,9,,,non-geographic row is counted but not mapped
K20:5977,K20,5977,875,מעטפות חיצוניות,289,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,389,382,7,59,7,27,0,0,0,45,0,0,0,1,34,17,111,16,0,0,0,2,26,1,1,15,10,0,10,,,non-geographic row is counted but not mapped
K20:5978,K20,5978,875,מעטפות חיצוניות,290,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,426,422,4,67,8,66,0,0,0,39,0,0,0,1,22,16,92,11,0,0,1,8,35,1,1,21,17,0,16,,,non-geographic row is counted but not mapped
K20:5979,K20,5979,875,מעטפות חיצוניות,291,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,170,169,1,37,6,18,1,0,9,0,0,0,0,0,15,10,38,8,0,0,0,0,10,0,2,0,5,0,10,,,non-geographic row is counted but not mapped
K20:5980,K20,5980,875,מעטפות חיצוניות,292,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,215,213,2,47,5,0,0,0,0,13,0,0,0,0,20,6,60,10,0,0,2,0,27,0,0,11,2,0,10,,,non-geographic row is counted but not mapped
K20:5981,K20,5981,875,מעטפות חיצוניות,293,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,400,396,4,63,32,8,0,0,0,41,0,0,0,0,32,21,100,27,0,0,0,0,32,0,0,11,15,1,13,,,non-geographic row is counted but not mapped
K20:5982,K20,5982,875,מעטפות חיצוניות,294,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,355,350,5,44,60,8,0,0,0,43,0,0,0,0,20,16,67,14,0,0,0,0,28,0,0,6,13,0,31,,,non-geographic row is counted but not mapped
K20:5983,K20,5983,875,מעטפות חיצוניות,295,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,250,247,3,59,2,0,0,0,0,30,0,0,0,0,27,10,53,14,0,0,0,0,30,0,0,5,9,0,8,,,non-geographic row is counted but not mapped
K20:5984,K20,5984,875,מעטפות חיצוניות,296,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,247,243,4,30,19,28,0,0,0,21,0,0,0,0,19,6,58,11,0,0,0,1,25,0,0,4,8,0,13,,,non-geographic row is counted but not mapped
K20:5985,K20,5985,875,מעטפות חיצוניות,297,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,330,326,4,64,1,40,0,0,0,25,0,1,0,0,32,12,77,9,1,0,0,2,21,0,0,13,13,0,15,,,non-geographic row is counted but not mapped
K20:5986,K20,5986,875,מעטפות חיצוניות,298,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,383,368,15,46,2,78,0,1,0,31,0,0,0,0,29,23,89,16,0,0,0,2,23,1,0,9,5,1,12,,,non-geographic row is counted but not mapped
K20:5987,K20,5987,875,מעטפות חיצוניות,299,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,113,113,0,19,1,1,0,0,0,10,0,0,0,0,10,4,31,4,0,0,0,0,15,0,0,3,5,0,10,,,non-geographic row is counted but not mapped
K20:5988,K20,5988,875,מעטפות חיצוניות,300,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,129,129,0,22,6,15,0,0,0,11,0,0,0,0,8,5,35,5,0,0,0,0,11,0,0,4,2,0,5,,,non-geographic row is counted but not mapped
K20:5989,K20,5989,875,מעטפות חיצוניות,442,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,506,502,4,85,24,10,0,0,0,51,0,0,0,1,50,29,113,25,0,0,0,1,52,0,1,24,6,0,30,,,non-geographic row is counted but not mapped
K20:5990,K20,5990,875,מעטפות חיצוניות,445,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,393,391,2,82,13,32,0,0,0,31,1,0,0,0,31,19,89,17,1,0,0,2,27,0,1,16,11,0,18,,,non-geographic row is counted but not mapped
K20:6049,K20,6049,1327,מעלה עירון,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,502,255,255,0,2,0,248,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6050,K20,6050,1327,מעלה עירון,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,565,468,468,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6051,K20,6051,1327,מעלה עירון,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,562,423,423,0,3,0,418,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6052,K20,6052,1327,מעלה עירון,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,689,355,353,2,0,0,343,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,2,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6053,K20,6053,1327,מעלה עירון,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,706,316,315,1,0,0,310,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6054,K20,6054,1327,מעלה עירון,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,400,288,288,0,0,0,262,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9,0,0,0,0,0,0,13,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6055,K20,6055,1327,מעלה עירון,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,289,208,206,2,0,0,203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6056,K20,6056,1327,מעלה עירון,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,592,422,421,1,3,1,411,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6057,K20,6057,1327,מעלה עירון,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,672,597,595,2,3,0,583,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6058,K20,6058,1327,מעלה עירון,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,626,386,385,1,1,0,379,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6059,K20,6059,1327,מעלה עירון,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,618,291,289,2,1,2,276,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,2,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6060,K20,6060,1327,מעלה עירון,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,477,268,268,0,1,0,255,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,1,0,0,0,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6061,K20,6061,1327,מעלה עירון,13,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,726,649,647,2,14,0,589,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6062,K20,6062,1327,מעלה עירון,14,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,498,310,310,0,1,0,302,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6063,K20,6063,1327,מעלה עירון,15,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1327,מעלה עירון,,direct_address_geocode_needed,automatic_code_match,478,331,331,0,2,0,308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6288,K20,6288,522,נחף,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,728,555,555,0,1,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6289,K20,6289,522,נחף,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,729,486,486,0,1,0,471,1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,4,2,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6290,K20,6290,522,נחף,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,723,493,493,0,1,0,480,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,1,0,1,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6291,K20,6291,522,נחף,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,705,527,525,2,0,0,508,0,0,0,0,0,0,0,0,6,0,2,5,0,0,1,2,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6292,K20,6292,522,נחף,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,686,502,502,0,2,0,489,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6293,K20,6293,522,נחף,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,725,475,469,6,9,0,451,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6294,K20,6294,522,נחף,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,740,528,524,4,11,0,504,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6295,K20,6295,522,נחף,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,673,476,474,2,2,0,461,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,1,0,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6296,K20,6296,522,נחף,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,744,521,514,7,0,0,491,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1,11,1,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6297,K20,6297,522,נחף,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,522,נחף,,direct_address_geocode_needed,automatic_code_match,761,543,542,1,1,0,534,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6538,K20,6538,7300,נצרת,80,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7300,נצרת,,direct_address_geocode_needed,automatic_code_match,629,324,320,4,4,0,308,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6908,K20,6908,7500,סח'נין,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,717,612,608,4,4,1,599,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6909,K20,6909,7500,סח'נין,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,699,599,597,2,8,1,575,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6910,K20,6910,7500,סח'נין,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,603,548,546,2,1,1,531,0,0,0,1,0,0,0,1,1,0,1,7,0,0,0,0,1,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6911,K20,6911,7500,סח'נין,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,737,612,612,0,1,0,601,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,1,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6912,K20,6912,7500,סח'נין,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,673,535,529,6,6,1,508,0,0,0,0,0,0,0,0,4,0,2,6,0,0,0,0,1,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6913,K20,6913,7500,סח'נין,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,689,531,530,1,12,0,499,0,0,0,0,0,1,0,1,1,1,0,10,0,0,0,2,0,0,0,0,0,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6914,K20,6914,7500,סח'נין,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,637,527,527,0,3,0,507,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,6,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6915,K20,6915,7500,סח'נין,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,714,582,581,1,26,0,538,0,0,0,0,0,0,0,0,8,0,1,5,0,0,0,2,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6916,K20,6916,7500,סח'נין,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,662,547,547,0,13,0,516,0,0,0,0,0,1,0,0,9,0,1,5,0,0,0,1,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6917,K20,6917,7500,סח'נין,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,697,563,563,0,2,0,548,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6918,K20,6918,7500,סח'נין,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,671,541,541,0,9,0,500,0,0,0,0,0,0,0,0,15,2,4,7,0,0,0,1,0,0,0,0,0,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6919,K20,6919,7500,סח'נין,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,670,583,580,3,5,1,567,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6920,K20,6920,7500,סח'נין,13,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,699,566,563,3,14,0,536,0,0,0,1,0,0,0,0,5,0,0,4,0,0,1,1,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:6921,K20,6921,7500,סח'נין,14,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,7500,סח'נין,,direct_address_geocode_needed,automatic_code_match,684,551,550,1,12,0,521,1,0,0,0,0,0,0,1,5,1,1,7,0,0,0,0,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
