source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,unresolved_reason
K17:1392,K17,1392,,כפר קרע,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,684,455,449,6,20,0,283,0,38,0,0,0,5,0,0,0,10,0,0,1,24,0,40,0,0,0,0,0,0,28,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1393,K17,1393,,כפר קרע,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,695,467,463,4,65,0,224,0,66,0,0,0,1,0,0,0,19,0,1,0,12,3,58,0,0,0,0,0,2,8,0,3,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1394,K17,1394,,כפר קרע,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,683,413,405,8,16,0,179,0,86,0,0,0,3,0,1,0,18,0,0,0,7,0,55,0,0,0,0,0,0,36,0,1,3,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1395,K17,1395,,כפר קרע,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,712,488,484,4,37,1,185,0,74,0,0,0,0,3,1,0,32,0,0,0,34,3,90,0,0,0,0,0,0,23,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1396,K17,1396,,כפר קרע,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,704,438,432,6,45,0,180,0,43,0,0,0,2,1,0,0,23,0,0,0,34,1,89,1,0,0,0,0,0,11,0,2,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1397,K17,1397,,כפר קרע,81,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,408,257,254,3,18,0,107,0,43,0,0,0,0,0,0,0,23,0,0,0,20,1,36,0,0,0,0,0,0,5,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1398,K17,1398,,כפר קרע,82,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,408,275,267,8,38,0,79,0,65,0,0,0,0,6,0,9,0,0,0,0,5,0,55,0,0,0,0,0,0,8,0,1,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1399,K17,1399,,כפר קרע,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,625,438,427,11,48,0,157,0,84,0,0,0,0,4,0,0,15,0,0,1,24,0,75,0,0,0,0,0,0,18,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1400,K17,1400,,כפר קרע,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,588,499,495,4,29,0,201,0,56,0,0,0,0,1,0,0,35,0,0,0,62,0,93,0,0,0,0,0,0,17,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1401,K17,1401,,כפר קרע,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,705,429,417,12,44,0,164,0,63,0,0,1,1,5,0,1,23,0,0,0,33,1,70,0,0,0,0,0,0,8,0,0,3,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1402,K17,1402,,כפר קרע,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,654,כפר קרע,,historical_stat_area_pending,automatic_name_match,757,480,471,9,38,1,175,0,90,0,0,0,1,1,0,0,21,0,1,1,17,0,97,0,0,0,1,0,1,19,0,3,1,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1696,K17,1696,,נווה אבות,10,no_direct_historical_assignment,statistical_area,,,,,,,926,נווה אבות,,single_stat_locality,automatic_name_match,115,10,10,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1703,K17,1703,,סוואעד חמיירה,10,no_direct_historical_assignment,statistical_area,,,,,,,942,סואעד (חמרייה)*,,single_stat_locality,reviewed_locality_crosswalk,93,33,32,1,9,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,15,0,0,0,0,0,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1737,K17,1737,,אבו קורינאת (שבט),10,no_direct_historical_assignment,statistical_area,,,,,,,1342,אבו קורינאת (יישוב),,single_stat_locality,reviewed_locality_crosswalk,599,182,181,1,25,0,1,0,6,0,0,1,0,1,0,0,12,0,2,1,0,0,126,0,0,0,0,0,0,0,1,0,1,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1738,K17,1738,,אבו קורינאת (שבט),20,no_direct_historical_assignment,statistical_area,,,,,,,1342,אבו קורינאת (יישוב),,single_stat_locality,reviewed_locality_crosswalk,693,201,194,7,50,1,2,0,7,0,0,0,1,0,0,0,7,0,0,0,0,0,125,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1739,K17,1739,,אבו קורינאת (שבט),30,no_direct_historical_assignment,statistical_area,,,,,,,1342,אבו קורינאת (יישוב),,single_stat_locality,reviewed_locality_crosswalk,577,171,164,7,38,0,1,0,6,0,1,1,0,0,0,0,6,0,0,1,1,1,106,0,0,0,0,0,1,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1754,K17,1754,,ח'ואלד (שבט),10,no_direct_historical_assignment,statistical_area,,,,,,,1321,ח'ואלד,,single_stat_locality,reviewed_locality_crosswalk,146,55,54,1,11,1,1,0,9,0,0,0,0,0,0,0,4,0,1,0,0,0,22,0,0,0,0,0,0,0,1,0,1,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1755,K17,1755,,סואעד (כמאנה) (שב,10,no_direct_historical_assignment,statistical_area,,,,,,,1331,כמאנה,,single_stat_locality,reviewed_locality_crosswalk,115,40,40,0,2,1,2,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,17,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1756,K17,1756,,ראס עלי,10,no_direct_historical_assignment,statistical_area,,,,,,,990,ראס עלי,,single_stat_locality,automatic_name_match,246,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1993,K17,1993,,מעלות-תרשיחא,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,1063,מעלות-תרשיחא,,historical_stat_area_pending,automatic_name_match,137,109,101,8,19,0,28,0,23,0,0,0,0,1,0,0,13,0,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2047,K17,2047,,קרית יערים,10,no_direct_historical_assignment,statistical_area,,,,,,,1137,קריית יערים,,single_stat_locality,reviewed_locality_crosswalk,837,606,605,1,3,431,0,0,0,0,2,0,0,25,0,20,3,0,3,6,2,1,0,3,0,0,0,0,0,0,1,0,0,0,105,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2048,K17,2048,,קרית יערים,20,no_direct_historical_assignment,statistical_area,,,,,,,1137,קריית יערים,,single_stat_locality,reviewed_locality_crosswalk,677,456,456,0,0,312,0,0,0,0,2,2,0,17,0,11,3,0,3,7,1,0,0,0,0,0,0,0,0,0,0,2,0,1,95,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2112,K17,2112,,מדרשת בן גוריון,10,no_direct_historical_assignment,statistical_area,,,,,,,1140,מדרשת בן גוריון,,single_stat_locality,automatic_name_match,546,395,394,1,165,1,0,0,2,0,2,16,1,12,0,0,89,0,13,8,55,0,1,6,0,0,1,0,1,1,0,4,0,13,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2158,K17,2158,,קיסריה,10,no_direct_historical_assignment,statistical_area,,,,,,,1167,קיסריה,,single_stat_locality,automatic_name_match,534,324,321,3,52,0,0,0,0,0,0,16,2,12,0,0,155,0,10,24,26,0,0,2,0,0,1,0,0,0,0,9,0,9,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2159,K17,2159,,קיסריה,20,no_direct_historical_assignment,statistical_area,,,,,,,1167,קיסריה,,single_stat_locality,automatic_name_match,644,435,433,2,80,0,0,0,0,0,1,20,2,13,0,0,197,1,15,33,36,0,0,9,0,0,1,0,0,0,0,4,0,14,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2160,K17,2160,,קיסריה,30,no_direct_historical_assignment,statistical_area,,,,,,,1167,קיסריה,,single_stat_locality,automatic_name_match,678,429,427,2,84,1,0,0,0,1,2,38,3,14,0,1,169,0,7,31,35,1,0,8,0,0,0,0,0,0,0,9,0,18,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2161,K17,2161,,קיסריה,40,no_direct_historical_assignment,statistical_area,,,,,,,1167,קיסריה,,single_stat_locality,automatic_name_match,654,390,388,2,47,1,0,0,0,0,0,26,6,13,0,0,188,0,10,41,29,0,0,8,0,0,0,0,0,1,0,2,0,13,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2162,K17,2162,,קיסריה,50,no_direct_historical_assignment,statistical_area,,,,,,,1167,קיסריה,,single_stat_locality,automatic_name_match,512,348,345,3,37,0,0,0,1,0,0,25,1,8,0,2,197,0,13,24,19,0,0,3,0,0,0,0,0,0,0,7,0,5,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2165,K17,2165,,סייד (שבט),10,no_direct_historical_assignment,statistical_area,,,,,,,1359,אל סייד,,single_stat_locality,reviewed_locality_crosswalk,583,247,240,7,82,1,10,0,14,0,0,0,0,0,0,0,80,0,0,3,8,0,32,0,0,0,3,0,1,2,2,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2166,K17,2166,,סייד (שבט),20,no_direct_historical_assignment,statistical_area,,,,,,,1359,אל סייד,,single_stat_locality,reviewed_locality_crosswalk,521,197,192,5,63,0,13,0,19,0,0,0,0,0,0,0,61,0,0,1,5,0,26,0,0,0,0,0,0,0,0,0,1,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2191,K17,2191,,ניצנה (קהילת חינו,10,no_direct_historical_assignment,statistical_area,,,,,,,1195,ניצנה (קהילת חינוך),,single_stat_locality,reviewed_locality_crosswalk,341,153,151,2,34,0,0,0,1,0,0,10,0,7,2,2,42,0,10,10,10,0,0,3,0,0,0,0,0,0,0,5,0,12,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2297,K17,2297,,קציר-חריש,20,no_direct_historical_assignment,statistical_area,,,,,,,1243,קציר,,single_stat_locality,reviewed_ballot_stat_override,778,522,517,5,139,1,2,0,1,0,0,32,6,18,0,1,136,0,56,22,43,1,0,1,0,0,0,0,0,0,0,8,0,8,42,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2298,K17,2298,,קציר-חריש,30,no_direct_historical_assignment,statistical_area,,,,,,,1243,קציר,,single_stat_locality,reviewed_ballot_stat_override,754,495,488,7,113,3,0,0,0,1,0,25,2,11,0,1,140,0,66,24,29,0,0,3,0,0,0,1,0,1,1,10,0,14,43,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2342,K17,2342,,שני,10,no_direct_historical_assignment,statistical_area,,,,,,,1287,שני,,single_stat_locality,automatic_name_match,345,171,169,2,22,1,0,0,0,0,1,6,1,18,1,6,43,0,35,13,4,1,0,1,0,0,0,0,0,0,0,4,0,2,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2350,K17,2350,,ג'דיידה-מכר,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,709,384,375,9,7,0,113,0,72,0,0,0,0,1,0,0,4,1,0,1,1,0,155,0,0,0,0,0,0,1,0,0,1,0,18,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2351,K17,2351,,ג'דיידה-מכר,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,853,482,456,26,8,0,180,0,136,0,0,0,0,1,0,0,17,0,0,1,14,1,88,0,0,0,0,0,0,0,0,0,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2352,K17,2352,,ג'דיידה-מכר,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,727,323,323,0,11,1,87,0,144,0,0,0,0,1,0,0,5,0,0,0,0,2,58,0,0,0,0,1,2,0,0,1,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2353,K17,2353,,ג'דיידה-מכר,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,816,366,353,13,10,0,102,0,120,0,1,0,2,0,0,0,16,0,0,0,4,1,90,1,0,0,0,0,0,0,1,0,1,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2354,K17,2354,,ג'דיידה-מכר,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,664,351,342,9,7,0,131,0,72,0,0,0,0,0,0,0,20,0,1,1,1,0,95,0,0,0,1,0,0,1,0,1,0,0,11,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2355,K17,2355,,ג'דיידה-מכר,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,729,342,336,6,15,0,77,5,94,0,0,0,0,0,0,1,28,0,0,0,5,0,104,0,0,0,1,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2356,K17,2356,,ג'דיידה-מכר,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,649,331,317,14,20,4,86,0,37,0,0,0,1,0,0,0,22,1,0,13,2,1,122,0,0,0,0,0,1,0,1,0,0,1,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2357,K17,2357,,ג'דיידה-מכר,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,752,393,390,3,16,1,115,0,71,0,0,0,0,0,0,1,16,1,0,0,9,1,155,0,0,0,0,0,1,2,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2358,K17,2358,,ג'דיידה-מכר,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,851,385,372,13,21,1,80,1,93,0,0,0,0,0,0,1,6,1,0,1,3,1,157,0,0,0,1,0,0,1,0,2,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2359,K17,2359,,ג'דיידה-מכר,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,858,450,443,7,42,0,102,0,57,0,1,0,0,0,0,0,19,0,0,2,3,0,206,0,0,0,0,0,2,0,0,0,0,1,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2360,K17,2360,,ג'דיידה-מכר,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,726,402,396,6,19,0,130,0,71,0,0,0,0,2,0,0,11,0,0,1,2,0,153,0,0,0,0,0,0,0,0,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2361,K17,2361,,ג'דיידה-מכר,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,767,438,438,0,20,1,147,0,119,0,0,0,0,5,0,1,26,1,0,2,15,1,96,0,0,0,0,0,0,0,0,1,0,1,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2362,K17,2362,,ג'דיידה-מכר,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,1292,ג'דיידה-מכר,,historical_stat_area_pending,automatic_name_match,728,316,309,7,23,0,104,0,58,0,0,0,0,0,0,1,5,1,0,1,2,0,101,0,0,0,0,0,2,1,1,0,0,0,9,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2420,K17,2420,,אבשלום,10,no_direct_historical_assignment,statistical_area,,,,,,,1311,אבשלום,,single_stat_locality,automatic_name_match,131,80,73,7,4,0,0,0,0,0,0,2,1,0,0,0,19,0,41,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2422,K17,2422,,נווה זיו,10,no_direct_historical_assignment,statistical_area,,,,,,,1314,נווה זיו,,single_stat_locality,automatic_name_match,268,197,197,0,47,0,0,0,0,0,0,16,1,10,0,1,69,0,10,19,11,0,0,1,0,0,0,0,0,0,0,1,0,10,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2423,K17,2423,,מתן,10,no_direct_historical_assignment,statistical_area,,,,,,,1315,מתן,,single_stat_locality,automatic_name_match,630,513,510,3,144,0,0,0,0,0,0,60,2,7,0,0,182,0,18,33,40,0,0,6,0,0,0,0,0,0,1,1,0,12,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2424,K17,2424,,מתן,20,no_direct_historical_assignment,statistical_area,,,,,,,1315,מתן,,single_stat_locality,automatic_name_match,555,439,439,0,118,2,0,0,2,0,0,47,2,8,0,0,142,1,14,39,32,1,0,9,0,0,0,0,0,0,0,3,0,14,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2425,K17,2425,,מתן,30,no_direct_historical_assignment,statistical_area,,,,,,,1315,מתן,,single_stat_locality,automatic_name_match,492,384,379,5,83,3,0,0,3,0,0,32,2,4,0,0,118,1,46,22,44,0,0,4,0,0,0,0,0,1,1,7,0,5,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2426,K17,2426,,דמיידה,10,no_direct_historical_assignment,statistical_area,,,,,,,1317,דמיידה,,single_stat_locality,automatic_name_match,185,128,119,9,40,1,13,0,17,2,0,0,0,0,0,1,13,0,1,2,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2427,K17,2427,,בת חפר,10,no_direct_historical_assignment,statistical_area,,,,,,,1319,בת חפר,,single_stat_locality,automatic_name_match,726,550,548,2,135,1,0,0,2,0,0,56,4,25,2,2,185,0,17,27,47,0,0,3,0,0,0,0,0,0,0,10,0,26,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2428,K17,2428,,בת חפר,20,no_direct_historical_assignment,statistical_area,,,,,,,1319,בת חפר,,single_stat_locality,automatic_name_match,797,553,549,4,120,1,0,0,0,2,0,49,2,20,0,2,204,0,38,43,29,1,0,4,0,0,0,0,0,1,0,10,0,10,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2429,K17,2429,,בת חפר,30,no_direct_historical_assignment,statistical_area,,,,,,,1319,בת חפר,,single_stat_locality,automatic_name_match,660,469,466,3,117,1,0,0,0,0,0,52,0,20,0,1,151,1,20,40,23,0,0,8,0,0,0,0,0,0,0,6,0,11,15,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2430,K17,2430,,בת חפר,40,no_direct_historical_assignment,statistical_area,,,,,,,1319,בת חפר,,single_stat_locality,automatic_name_match,710,536,532,4,118,3,0,0,1,0,0,44,2,21,0,2,197,0,15,34,46,0,0,6,0,0,0,0,0,1,0,12,0,19,11,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2431,K17,2431,,ח'ואלד,10,no_direct_historical_assignment,statistical_area,,,,,,,1321,ח'ואלד,,single_stat_locality,automatic_name_match,183,120,109,11,34,0,3,0,10,0,0,0,0,0,0,0,9,0,0,2,1,0,47,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2432,K17,2432,,בת הדר,10,no_direct_historical_assignment,statistical_area,,,,,,,1323,בת הדר,,single_stat_locality,automatic_name_match,214,139,137,2,42,0,0,0,1,0,0,6,0,9,0,1,35,0,5,21,7,0,0,2,0,0,0,0,0,0,0,1,0,5,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2433,K17,2433,,"בסמ""ה",10,no_direct_historical_assignment,statistical_area_pending,,,,,,,1326,"בסמ""ה",,historical_stat_area_pending,automatic_name_match,552,228,210,18,45,0,38,1,47,0,0,1,0,0,0,0,11,0,0,0,27,0,39,0,0,0,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2434,K17,2434,,"בסמ""ה",20,no_direct_historical_assignment,statistical_area_pending,,,,,,,1326,"בסמ""ה",,historical_stat_area_pending,automatic_name_match,799,297,292,5,42,0,28,0,58,0,0,0,0,0,0,0,7,0,0,1,71,0,78,0,0,0,0,0,1,6,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2435,K17,2435,,"בסמ""ה",30,no_direct_historical_assignment,statistical_area_pending,,,,,,,1326,"בסמ""ה",,historical_stat_area_pending,automatic_name_match,769,393,389,4,9,0,81,1,181,0,0,0,1,0,0,1,5,0,0,1,2,0,99,0,0,0,0,0,0,1,0,3,3,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2436,K17,2436,,"בסמ""ה",40,no_direct_historical_assignment,statistical_area_pending,,,,,,,1326,"בסמ""ה",,historical_stat_area_pending,automatic_name_match,743,414,402,12,7,0,71,0,231,0,0,0,0,1,0,0,21,0,0,0,1,0,68,0,0,0,0,0,0,1,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2437,K17,2437,,"בסמ""ה",50,no_direct_historical_assignment,statistical_area_pending,,,,,,,1326,"בסמ""ה",,historical_stat_area_pending,automatic_name_match,596,255,238,17,37,2,35,0,58,0,0,1,0,0,0,0,7,0,0,0,18,0,74,1,0,0,0,0,0,0,1,2,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2438,K17,2438,,"בסמ""ה",60,no_direct_historical_assignment,statistical_area_pending,,,,,,,1326,"בסמ""ה",,historical_stat_area_pending,automatic_name_match,554,247,212,35,51,0,37,0,49,0,0,0,0,0,0,0,5,0,0,0,15,0,52,0,0,0,0,0,0,0,1,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2439,K17,2439,,מעלה עירון,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,700,271,271,0,12,0,27,0,95,0,0,0,0,0,0,0,2,0,0,0,30,0,68,26,0,1,0,2,0,7,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2440,K17,2440,,מעלה עירון,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,672,230,227,3,12,0,104,0,51,0,0,0,0,2,0,0,24,0,0,0,3,0,29,0,0,0,0,0,0,2,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2441,K17,2441,,מעלה עירון,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,635,378,375,3,26,0,176,0,112,0,1,1,1,0,0,1,5,0,0,0,1,0,38,0,0,0,0,2,0,0,0,1,1,0,9,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2442,K17,2442,,מעלה עירון,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,539,157,153,4,7,0,82,0,32,0,0,1,0,1,0,0,6,0,0,0,1,0,21,0,0,0,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2443,K17,2443,,מעלה עירון,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,535,127,126,1,3,0,63,0,36,0,0,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2444,K17,2444,,מעלה עירון,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,613,304,297,7,33,0,129,0,41,0,0,0,0,0,0,0,16,0,0,0,15,0,59,0,0,0,0,0,1,1,1,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2445,K17,2445,,מעלה עירון,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,207,112,106,6,8,0,17,0,17,0,0,1,0,0,0,1,53,0,0,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2446,K17,2446,,מעלה עירון,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,622,397,392,5,26,0,195,1,99,1,0,0,0,1,0,0,9,0,0,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2447,K17,2447,,מעלה עירון,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,683,419,413,6,14,0,158,0,155,0,0,1,1,2,0,0,4,0,0,0,4,1,63,1,0,0,0,0,0,0,0,0,2,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2448,K17,2448,,מעלה עירון,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,661,303,294,9,37,0,83,0,143,1,0,0,0,0,0,1,3,0,0,2,0,0,22,0,0,0,0,0,0,1,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2449,K17,2449,,מעלה עירון,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_name_match,489,122,122,0,4,0,64,0,26,0,0,0,1,0,0,0,7,0,0,0,0,1,17,0,0,0,0,0,0,0,0,2,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:2450,K17,2450,,סנסנה,10,no_direct_historical_assignment,statistical_area,,,,,,,3777,סנסנה,,single_stat_locality,automatic_name_match,90,80,79,1,1,0,0,0,0,0,0,0,0,61,0,2,1,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
