source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,unresolved_reason
K17:147,K17,147,,מעטפות כפולות,2480,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1191,1174,17,165,12,4,3,3,0,6,55,7,133,2,7,270,1,90,131,62,1,8,13,0,0,1,1,0,3,2,69,0,47,78,Non-geographic row is counted but not mapped
K17:148,K17,148,,מעטפות כפולות,2490,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1196,1183,13,160,71,1,0,3,0,4,64,5,95,3,17,290,0,74,120,64,2,2,7,1,2,0,0,0,0,0,44,0,40,114,Non-geographic row is counted but not mapped
K17:149,K17,149,,מעטפות כפולות,2500,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1220,1190,30,141,17,11,3,8,1,6,51,3,120,6,12,288,2,100,133,47,2,8,14,1,2,1,1,0,4,0,62,0,40,106,Non-geographic row is counted but not mapped
K17:157,K17,157,,מקווה ישראל,10,no_direct_historical_assignment,statistical_area,,,,,,,22,מקווה ישראל,,single_stat_locality,automatic_name_match,179,130,128,2,37,1,0,0,1,0,0,13,0,22,0,0,25,0,6,6,11,1,0,0,0,0,0,0,0,0,0,3,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:483,K17,483,,אשדוד,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,70,אשדוד,,historical_stat_area_pending,automatic_name_match,213,12,12,0,3,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:810,K17,810,,איבים,10,no_direct_historical_assignment,statistical_area,,,,,,,338,איבים,,single_stat_locality,automatic_name_match,224,69,66,3,10,0,0,0,0,1,9,0,2,0,2,0,15,0,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:886,K17,886,,כפר גלים,10,no_direct_historical_assignment,statistical_area,,,,,,,427,כפר גלים,,single_stat_locality,automatic_name_match,83,59,59,0,17,0,0,0,0,0,2,2,0,1,0,0,16,0,4,3,5,0,1,2,0,0,0,0,0,0,0,2,0,2,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:970,K17,970,,מגאר,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,676,323,318,5,72,0,42,0,101,1,0,0,0,1,0,0,35,0,5,2,0,1,48,0,0,1,1,0,1,0,1,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:971,K17,971,,מגאר,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,595,300,297,3,104,0,43,0,67,0,0,0,0,9,0,0,32,0,2,1,9,0,2,0,0,0,0,0,2,12,1,0,0,0,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:972,K17,972,,מגאר,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,729,341,331,10,102,0,64,0,50,0,0,1,0,9,0,0,45,0,15,11,2,0,8,0,0,0,0,0,0,0,0,0,0,0,24,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:973,K17,973,,מגאר,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,726,309,304,5,122,0,19,0,24,0,0,1,0,0,1,0,71,0,45,3,4,0,5,1,0,0,0,0,0,1,0,3,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:974,K17,974,,מגאר,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,609,251,247,4,81,0,46,0,25,0,1,0,0,1,0,0,33,0,1,4,2,0,37,0,0,0,0,0,0,0,0,0,0,0,16,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:975,K17,975,,מגאר,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,674,285,279,6,41,0,74,0,38,0,0,1,0,1,0,1,28,0,11,1,2,0,35,0,0,0,0,0,0,0,1,1,0,0,44,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:976,K17,976,,מגאר,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,679,322,317,5,65,1,101,0,60,1,0,0,0,0,1,0,19,1,3,4,6,0,34,0,0,0,0,0,1,1,0,0,0,0,19,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:977,K17,977,,מגאר,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,710,335,329,6,69,5,75,0,78,0,0,0,0,0,0,0,29,0,11,4,4,0,40,0,0,1,0,0,0,1,0,1,0,0,11,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:978,K17,978,,מגאר,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,662,267,257,10,64,4,49,0,22,0,0,1,0,1,0,0,43,1,3,3,1,0,50,0,0,0,1,0,0,0,0,1,0,0,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:979,K17,979,,מגאר,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,727,355,342,13,86,2,52,1,57,0,0,0,0,1,0,0,56,0,2,8,6,0,54,0,0,0,0,0,2,1,0,0,0,1,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:980,K17,980,,מגאר,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,688,362,358,4,51,4,64,5,74,0,0,1,0,9,0,1,73,0,4,16,5,1,38,0,0,0,0,0,0,0,0,0,0,2,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:981,K17,981,,מגאר,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,662,293,287,6,53,2,34,2,58,0,0,0,0,0,1,0,68,0,2,14,1,0,41,0,0,0,0,0,0,1,1,1,2,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:982,K17,982,,מגאר,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,708,332,322,10,122,1,56,1,46,0,0,0,0,0,0,0,54,1,2,10,2,0,13,0,1,0,0,0,0,0,0,1,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:983,K17,983,,מגאר,140,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,676,296,295,1,79,1,39,0,76,0,0,0,0,0,0,0,33,0,8,3,4,0,46,1,0,0,0,0,5,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:984,K17,984,,מגאר,150,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,661,280,271,9,89,0,69,0,26,0,0,0,0,4,0,0,42,0,1,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:985,K17,985,,מגאר,160,no_direct_historical_assignment,statistical_area_pending,,,,,,,481,מגאר,,historical_stat_area_pending,automatic_name_match,744,390,382,8,79,1,57,0,82,0,0,0,0,2,0,0,30,1,3,3,2,0,112,0,2,0,0,0,1,0,1,2,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1013,K17,1013,,עיר כרמל,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,742,343,339,4,75,9,21,73,5,0,1,0,0,0,2,1,74,0,3,12,12,0,0,0,0,0,0,0,0,1,0,4,0,0,46,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1014,K17,1014,,עיר כרמל,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,745,339,316,23,64,0,22,52,2,0,1,2,0,0,4,0,108,0,9,2,8,1,1,0,0,0,0,0,0,0,1,4,1,0,34,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1015,K17,1015,,עיר כרמל,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,817,382,375,7,112,10,19,62,15,0,4,2,0,1,0,0,83,0,3,7,15,0,0,0,0,0,0,0,1,1,0,3,0,1,36,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1016,K17,1016,,עיר כרמל,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,759,389,382,7,99,3,32,66,3,0,1,4,0,2,1,1,97,0,20,2,19,0,6,1,0,0,0,0,0,0,0,1,0,0,24,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1017,K17,1017,,עיר כרמל,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,847,410,406,4,108,3,26,73,17,0,1,0,0,0,1,0,111,0,6,9,9,0,1,3,0,0,0,0,0,1,0,4,0,0,33,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1018,K17,1018,,עיר כרמל,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,792,352,340,12,79,6,28,74,3,0,0,2,0,1,1,1,94,0,4,3,16,0,0,0,0,0,0,0,1,0,1,3,0,0,23,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1019,K17,1019,,עיר כרמל,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,819,358,358,0,61,8,43,60,4,0,0,0,0,0,0,0,114,0,4,5,14,0,4,2,0,0,0,0,0,2,1,5,0,1,30,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1020,K17,1020,,עיר כרמל,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,760,378,373,5,101,16,10,52,5,0,0,5,0,0,1,1,90,0,4,9,11,0,0,0,0,0,0,0,0,0,0,1,0,0,67,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1021,K17,1021,,עיר כרמל,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,811,393,383,10,118,1,17,49,4,0,1,4,1,0,1,0,105,0,7,6,6,1,2,0,0,0,0,0,0,0,0,2,0,0,58,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1022,K17,1022,,עיר כרמל,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,785,370,364,6,60,5,20,108,18,0,2,1,0,0,4,1,83,0,4,8,9,1,6,0,0,0,0,0,1,2,2,1,1,0,27,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1023,K17,1023,,עיר כרמל,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,845,429,423,6,86,2,12,74,1,0,0,2,0,1,1,1,152,0,18,1,23,0,1,4,0,0,0,0,1,0,1,0,0,0,42,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1024,K17,1024,,עיר כרמל,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,722,369,357,12,83,12,29,83,3,0,0,5,0,0,0,0,74,0,9,8,7,0,6,0,0,0,0,0,0,2,1,3,0,0,32,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1025,K17,1025,,עיר כרמל,1010,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,690,328,321,7,130,12,40,34,5,0,2,2,0,0,4,1,59,0,0,5,7,0,6,1,0,0,0,0,0,0,3,2,0,1,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1026,K17,1026,,עיר כרמל,1020,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,657,328,323,5,130,9,53,23,5,0,0,4,0,3,6,0,60,0,1,4,11,0,2,0,0,0,0,0,0,1,0,1,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1027,K17,1027,,עיר כרמל,1030,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,723,438,432,6,150,0,116,6,64,0,0,1,0,0,1,1,65,0,6,3,8,0,4,0,0,0,0,0,0,1,0,2,0,2,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1028,K17,1028,,עיר כרמל,1040,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,712,365,357,8,118,0,65,11,11,1,0,0,0,1,1,0,86,0,1,5,7,0,40,2,0,0,0,0,0,1,1,3,1,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1029,K17,1029,,עיר כרמל,1050,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,778,344,335,9,130,14,55,19,25,0,1,1,0,6,2,0,48,0,4,2,4,0,13,0,0,0,0,0,0,0,0,2,0,3,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1030,K17,1030,,עיר כרמל,1060,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,730,307,298,9,116,0,39,14,12,0,0,1,0,0,7,2,48,0,9,5,7,0,29,1,0,0,0,0,0,0,0,0,0,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1031,K17,1031,,עיר כרמל,1070,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,752,322,316,6,133,2,46,9,6,0,0,0,1,0,3,0,68,0,2,8,4,0,17,0,0,0,0,1,0,0,0,2,0,1,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1032,K17,1032,,עיר כרמל,1080,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,821,409,404,5,161,7,87,15,33,0,0,0,0,1,2,0,64,0,1,3,5,0,16,0,0,0,0,0,0,0,0,2,0,2,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1033,K17,1033,,עיר כרמל,1090,no_direct_historical_assignment,statistical_area_pending,,,,,,,,דאלית אל-כרמל | עספיא,,historical_stat_area_pending,reviewed_historical_target_set,783,350,348,2,129,10,46,43,20,1,0,1,0,3,1,0,66,0,1,4,1,0,8,0,0,0,1,0,1,1,3,0,0,1,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1048,K17,1048,,יפיע,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,768,339,328,11,44,1,59,0,146,0,0,0,0,0,0,0,3,0,2,4,1,0,64,1,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1049,K17,1049,,יפיע,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,648,310,304,6,44,0,57,0,139,0,0,0,0,0,0,0,6,0,0,1,3,0,41,1,0,0,0,0,0,10,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1050,K17,1050,,יפיע,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,654,237,222,15,27,1,29,0,109,0,0,0,0,0,0,0,4,0,1,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1051,K17,1051,,יפיע,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,712,350,350,0,58,0,79,0,149,0,0,0,0,0,0,0,16,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1052,K17,1052,,יפיע,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,695,354,346,8,24,0,87,0,148,0,0,0,0,0,0,0,13,1,0,2,7,0,53,1,0,0,0,0,0,1,1,0,1,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1053,K17,1053,,יפיע,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,651,326,320,6,31,1,64,0,152,0,0,0,0,0,0,0,11,0,0,2,11,0,45,0,0,0,0,0,0,0,0,0,1,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1054,K17,1054,,יפיע,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,801,387,376,11,33,0,108,0,147,0,0,0,1,0,0,0,3,1,0,1,1,0,69,1,0,0,0,0,1,0,1,0,0,1,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1055,K17,1055,,יפיע,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,654,309,303,6,67,1,51,0,133,0,0,2,0,0,0,0,5,1,0,4,7,2,28,0,0,0,0,0,0,1,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1056,K17,1056,,יפיע,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,586,257,247,10,14,2,67,0,103,0,0,0,0,1,0,0,6,0,1,0,5,0,44,1,0,0,0,0,0,0,0,2,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1057,K17,1057,,יפיע,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,730,301,289,12,25,0,65,0,105,0,0,0,0,0,0,1,12,0,0,3,17,0,53,0,0,0,0,0,0,0,0,1,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1058,K17,1058,,יפיע,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,785,338,325,13,46,1,64,0,127,0,0,2,0,0,0,1,9,0,3,2,10,0,56,0,0,0,0,0,0,0,0,0,0,1,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1059,K17,1059,,יפיע,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,593,259,255,4,31,0,57,0,100,0,0,0,0,0,0,0,7,0,0,17,5,1,35,0,0,0,0,0,0,1,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1060,K17,1060,,יפיע,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_name_match,663,231,225,6,12,0,74,0,75,0,0,0,0,0,0,0,1,1,0,0,7,0,47,1,0,0,0,0,0,0,0,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1093,K17,1093,,כפר כנא,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,646,546,545,1,71,0,249,0,111,0,0,0,0,1,0,0,1,0,1,1,3,0,102,0,0,0,0,0,0,1,0,1,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1094,K17,1094,,כפר כנא,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,765,526,501,25,44,0,126,0,158,1,0,0,0,0,0,0,9,0,0,7,15,2,135,0,0,0,1,0,0,2,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1095,K17,1095,,כפר כנא,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,683,411,383,28,23,0,133,0,53,0,0,0,0,0,0,0,3,0,0,1,5,0,159,0,0,0,0,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1096,K17,1096,,כפר כנא,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,733,420,406,14,34,0,108,0,148,0,0,0,0,0,0,0,6,0,0,1,5,1,94,0,0,0,1,0,1,0,0,1,2,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1097,K17,1097,,כפר כנא,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,684,415,404,11,45,0,126,0,113,0,0,0,0,0,0,0,5,0,0,1,4,0,105,0,0,0,0,0,0,2,0,0,2,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1098,K17,1098,,כפר כנא,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,753,521,508,13,80,0,212,0,58,0,0,0,0,0,0,0,2,0,1,1,2,0,150,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1099,K17,1099,,כפר כנא,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,742,513,501,12,29,0,286,0,111,0,0,0,0,0,0,0,6,0,0,1,16,0,43,0,2,0,0,0,1,2,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1100,K17,1100,,כפר כנא,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,710,465,449,16,35,0,157,0,130,0,0,1,0,1,0,1,1,0,1,2,24,1,87,0,0,0,0,0,0,0,0,1,1,1,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1101,K17,1101,,כפר כנא,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,768,453,432,21,16,0,155,0,132,0,0,0,0,1,0,0,4,0,0,0,16,0,94,1,0,0,1,1,0,1,0,0,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1102,K17,1102,,כפר כנא,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,734,401,385,16,20,0,127,0,126,0,0,0,0,0,0,0,2,0,0,0,14,2,80,0,0,0,0,0,0,2,0,0,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1103,K17,1103,,כפר כנא,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,701,546,541,5,92,0,235,0,114,0,0,0,0,1,0,0,6,0,0,1,0,0,85,0,0,0,0,0,0,2,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1104,K17,1104,,כפר כנא,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,704,429,415,14,53,0,171,0,106,0,0,0,0,1,1,0,7,1,0,0,8,0,65,0,0,0,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1105,K17,1105,,כפר כנא,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,509,כפר כנא,,historical_stat_area_pending,automatic_name_match,695,409,396,13,48,0,154,0,95,1,0,0,0,0,0,0,2,0,0,1,21,0,65,0,0,0,0,0,3,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1106,K17,1106,,כפר מנדא,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,783,559,541,18,148,0,95,0,82,0,0,0,0,1,2,0,16,0,1,0,7,0,127,0,0,0,0,0,0,6,1,0,0,0,55,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1107,K17,1107,,כפר מנדא,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,776,592,563,29,216,0,71,0,97,0,0,0,0,0,0,0,31,2,1,1,5,0,45,1,0,0,0,0,0,7,1,1,0,0,84,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1108,K17,1108,,כפר מנדא,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,713,533,512,21,110,1,81,0,102,0,1,0,1,0,0,0,1,0,1,0,3,1,138,0,0,0,0,0,0,3,0,1,0,0,68,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1109,K17,1109,,כפר מנדא,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,793,581,557,24,89,0,76,0,47,0,0,0,0,2,0,0,5,0,1,1,0,0,156,0,0,0,0,0,0,29,0,0,0,0,151,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1110,K17,1110,,כפר מנדא,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,764,527,504,23,126,0,96,0,48,0,0,0,1,3,1,0,16,1,0,2,3,0,163,1,0,1,0,0,2,4,1,1,0,1,33,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1111,K17,1111,,כפר מנדא,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,737,596,570,26,96,0,117,0,81,0,0,0,0,1,1,0,6,0,1,0,3,0,206,0,0,0,1,0,0,3,0,1,0,0,53,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:1112,K17,1112,,כפר מנדא,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,510,כפר מנדא,,historical_stat_area_pending,automatic_name_match,708,501,482,19,97,1,106,0,50,0,0,0,0,3,1,0,8,0,0,0,2,1,171,0,0,0,0,0,0,4,0,1,0,0,37,no official ballot crosswalk row and locality is not uniquely one historical statistical area
